IDs:;DNAJB6_meas2;02_DNAJB6_00_439_uM_to_DNAJB6_05_000_uM;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2524.976;54.293;26.295;14.997
2525.967;54.332;26.294;14.997
2527.036;54.326;26.294;14.997
2528.039;54.313;26.294;14.996
2529.049;54.278;26.294;14.997
2530.077;54.303;26.296;14.998
2531.092;54.351;26.294;14.997
2532.115;54.246;26.293;14.996
2533.149;54.361;26.295;14.998
2534.15;54.342;26.296;14.998
2535.192;54.357;26.297;14.999
2536.197;54.304;26.298;14.999
2537.202;54.294;26.297;14.998
2538.193;54.306;26.297;14.999
2539.196;54.315;26.296;14.998
2540.183;54.379;26.295;14.998
2541.185;54.286;26.298;15
2542.172;54.247;26.3;15.001
2543.146;54.383;26.299;15.001
2544.158;54.36;26.3;15.001
2545.166;54.324;26.301;15.002
2546.163;54.245;26.302;15.001
2547.181;54.305;26.303;15.003
2548.178;54.277;26.304;15.003
2549.198;54.301;26.305;15.005
2550.229;54.365;26.304;15.004
2551.231;54.276;26.305;15.004
2552.23;54.324;26.304;15.004
2553.245;54.338;26.304;15.004
2554.243;54.303;26.306;15.005
2555.245;54.287;26.304;15.004
2556.247;54.33;26.306;15.006
2557.233;54.329;26.307;15.006
2558.244;54.231;26.307;15.005
2559.236;54.379;26.306;15.006
2560.21;54.302;26.308;15.007
2561.253;54.247;26.308;15.006
2562.268;54.287;26.307;15.006
2563.238;54.249;26.307;15.006
2564.24;54.321;26.307;15.007
2565.24;54.231;26.306;15.005
2566.282;54.246;26.306;15.006
2567.31;54.195;26.307;15.005
2568.296;54.353;26.306;15.006
2569.286;54.324;26.308;15.007
2570.29;54.281;26.308;15.007
2571.339;54.309;26.31;15.008
2572.36;54.363;26.309;15.008
2573.344;54.309;26.312;15.01
2574.344;54.305;26.312;15.01
2575.365;54.285;26.313;15.011
2576.367;54.312;26.311;15.009
2577.377;54.273;26.312;15.009
2578.395;54.335;26.31;15.009
2579.402;54.252;26.314;15.011
2580.399;54.326;26.317;15.012
2581.395;54.287;26.315;15.012
2582.398;54.262;26.313;15.01
2583.406;54.275;26.314;15.011
2584.407;54.253;26.314;15.011
2585.393;54.33;26.314;15.011
2586.398;54.264;26.312;15.01
2587.384;54.317;26.312;15.01
2588.421;54.296;26.312;15.01
2589.427;54.216;26.31;15.008
2590.44;54.211;26.311;15.009
2591.478;54.269;26.311;15.009
2592.48;54.277;26.312;15.009
2593.557;54.282;26.312;15.01
2594.542;54.268;26.296;14.997
2595.524;54.251;26.294;14.996
2596.537;54.213;26.293;14.995
2597.522;54.214;26.29;14.993
2598.516;54.264;26.291;14.994
2599.525;54.256;26.292;14.993
2600.508;54.218;26.29;14.993
2601.493;54.153;26.292;14.993
2602.491;54.193;26.293;14.994
2603.499;54.216;26.294;14.996
2604.506;54.171;26.292;14.994
2605.507;54.157;26.289;14.992
2606.501;54.178;26.289;14.992
2607.494;54.173;26.288;14.991
2608.484;54.12;26.289;14.991
2609.462;54.203;26.29;14.993
2610.453;54.191;26.289;14.992
2611.472;54.148;26.288;14.991
2612.51;54.217;26.288;14.991
2613.495;54.223;26.29;14.992
2614.562;54.157;26.293;14.994
2615.544;54.181;26.295;14.994
2616.54;54.203;26.29;14.992
2617.555;54.218;26.292;14.994
2618.612;54.255;26.291;14.993
2619.608;54.189;26.293;14.994
2620.596;54.228;26.296;14.996
2621.585;54.136;26.294;14.995
2622.645;54.216;26.293;14.995
2623.648;54.214;26.294;14.995
2624.688;54.212;26.295;14.996
2625.67;54.274;26.296;14.997
2626.671;54.182;26.295;14.996
2627.667;54.154;26.298;14.998
2628.687;54.216;26.296;14.997
2629.684;54.153;26.297;14.997
2630.69;54.189;26.296;14.997
2631.698;54.212;26.298;14.999
2632.735;54.323;26.299;15
2633.734;54.216;26.301;15.001
2634.73;54.218;26.298;14.998
2635.738;54.214;26.302;15
2636.753;54.133;26.299;14.998
2637.755;54.185;26.298;14.998
2638.756;54.132;26.298;14.998
2639.748;54.248;26.3;15
2640.723;54.192;26.301;15.001
2641.722;54.181;26.3;15
2642.729;54.228;26.299;14.999
2643.734;54.184;26.301;14.999
2644.714;54.201;26.296;14.997
2645.727;54.17;26.298;14.998
2646.746;54.186;26.301;14.999
2647.789;54.24;26.3;14.999
2648.788;54.09;26.299;14.999
2649.811;54.23;26.298;14.999
2650.826;54.144;26.3;15
2651.816;54.223;26.297;14.998
2652.857;54.214;26.302;15
2653.866;54.146;26.299;14.999
2654.875;54.207;26.298;14.998
2655.866;54.195;26.298;14.999
2656.885;54.191;26.299;14.999
2657.902;54.2;26.301;15.001
2658.904;54.16;26.3;15
2659.923;54.086;26.303;15.001
2660.931;54.194;26.3;15.001
2661.941;54.179;26.303;15.002
2662.935;54.15;26.304;15.002
2663.929;54.157;26.304;15.002
2664.93;54.12;26.307;15.003
2665.923;54.143;26.302;15.001
2666.947;54.158;26.306;15.004
2667.954;54.143;26.307;15.005
2668.935;54.113;26.307;15.005
2669.967;54.146;26.306;15.005
2670.97;54.181;26.308;15.006
2671.977;54.165;26.306;15.005
2673.029;54.218;26.306;15.005
2674.022;54.192;26.307;15.005
2675.009;54.167;26.309;15.006
2676.037;54.177;26.311;15.008
2677.039;54.123;26.309;15.006
2678.065;54.138;26.309;15.006
2679.052;54.155;26.309;15.007
2680.05;54.182;26.309;15.006
2681.056;54.148;26.307;15.005
2682.052;54.191;26.309;15.007
2683.06;54.181;26.309;15.007
2684.056;54.165;26.308;15.005
2685.053;54.261;26.31;15.008
2686.05;54.196;26.31;15.007
2687.028;54.137;26.309;15.006
2688.025;54.034;26.31;15.006
2689.022;54.229;26.308;15.007
2690.031;54.166;26.308;15.006
2691.035;54.124;26.309;15.007
2692.022;54.198;26.309;15.007
2693.013;54.254;26.309;15.007
2694.005;54.106;26.311;15.007
2695.012;54.068;26.305;15.003
2696.029;54.099;26.308;15.006
2697.033;54.129;26.311;15.008
2698.062;54.256;26.312;15.008
2699.119;54.096;26.309;15.006
2700.128;54.228;26.308;15.006
2701.142;54.109;26.307;15.005
2702.152;54.247;26.307;15.005
2703.158;54.243;26.305;15.004
2704.196;54.124;26.307;15.005
2705.213;54.08;26.308;15.005
2706.206;54.073;26.306;15.004
2707.26;54.122;26.305;15.004
2708.248;54.119;26.309;15.006
2709.268;54.056;26.308;15.005
2710.275;54.182;26.312;15.008
2711.268;54.111;26.309;15.006
2712.247;54.109;26.309;15.006
2713.278;54.117;26.311;15.007
2714.292;54.059;26.309;15.006
2715.284;54.193;26.308;15.006
2716.304;54.205;26.308;15.006
2717.3;54.158;26.295;14.996
2718.349;54.193;26.299;14.998
2719.336;54.125;26.296;14.995
2720.326;54.071;26.292;14.994
2721.302;54.075;26.293;14.994
2722.306;54.129;26.298;14.996
2723.298;54.079;26.293;14.994
2724.295;54.108;26.294;14.994
2725.283;54.091;26.292;14.993
2726.262;54.155;26.291;14.993
2727.271;54.074;26.291;14.992
2728.263;54.135;26.295;14.995
2729.246;54.068;26.294;14.994
2730.243;54.046;26.293;14.994
2731.254;54.002;26.293;14.994
2732.26;54.132;26.29;14.992
2733.258;54.112;26.294;14.995
2734.262;53.974;26.295;14.995
2735.244;54.08;26.296;14.996
2736.236;54.123;26.296;14.997
2737.22;53.978;26.297;14.997
2738.232;54.112;26.297;14.997
2739.236;54.197;26.298;14.999
2740.218;54.06;26.299;14.998
2741.215;54.061;26.298;14.998
2742.223;54.15;26.301;15
2743.241;54.158;26.301;15
2744.281;54.097;26.3;14.999
2745.255;54.15;26.3;14.999
2746.255;54.174;26.298;14.998
2747.256;54.031;26.3;15
2748.27;54.131;26.301;15
2749.275;54.006;26.299;14.998
2750.296;54.206;26.3;15
2751.275;54.017;26.304;15.001
2752.29;54.039;26.302;15.001
2753.301;54.142;26.307;15.004
2754.3;54.115;26.301;15
2755.315;54.112;26.302;15.001
2756.319;54.02;26.298;14.997
2757.327;54.073;26.3;14.998
2758.316;54.091;26.298;14.997
2759.373;54.058;26.296;14.996
2760.38;54.054;26.295;14.996
2761.376;54.002;26.296;14.996
2762.395;54.041;26.296;14.996
2763.396;54.069;26.296;14.996
2764.399;53.996;26.299;14.998
2765.404;54.099;26.296;14.996
2766.391;54.002;26.296;14.996
2767.375;54.148;26.3;14.998
2768.379;54.029;26.297;14.996
2769.439;53.967;26.297;14.996
2770.435;54.149;26.298;14.998
2771.425;53.962;26.298;14.997
2772.427;53.977;26.298;14.996
2773.465;54.046;26.295;14.995
2774.468;54.009;26.295;14.995
2775.523;54.028;26.296;14.995
2776.533;54.071;26.298;14.998
2777.558;54.017;26.301;14.999
2778.554;54.129;26.302;15.001
2779.548;54.011;26.304;15.001
2780.527;54.138;26.301;15.001
2781.52;54.068;26.302;15
2782.525;54.026;26.3;14.999
2783.538;54.118;26.301;14.999
2784.558;53.953;26.298;14.997
2785.555;54.035;26.301;14.999
2786.553;54.076;26.304;15.001
2787.547;54.049;26.303;15.001
2788.535;53.943;26.305;15.001
2789.536;53.981;26.305;15.002
2790.554;54.051;26.304;15.003
2791.555;54.008;26.305;15.003
2792.553;54.015;26.303;15.001
2793.563;54.003;26.304;15.002
2794.571;53.972;26.303;15.001
2795.558;54.081;26.305;15.003
2796.569;54.093;26.308;15.004
2797.556;54.02;26.305;15.003
2798.569;53.982;26.306;15.003
2799.577;54.044;26.305;15.003
2800.578;54.063;26.307;15.004
2801.564;54.192;26.306;15.004
2802.55;54.047;26.306;15.003
2803.559;54.094;26.306;15.004
2804.558;54.043;26.306;15.004
2805.557;53.977;26.306;15.003
2806.555;53.938;26.306;15.003
2807.545;54.04;26.305;15.003
2808.542;54.093;26.307;15.004
2809.548;54.01;26.307;15.004
2810.53;54.124;26.309;15.006
2811.527;54.037;26.307;15.004
2812.529;53.985;26.306;15.003
2813.513;54.057;26.306;15.004
2814.51;54.099;26.307;15.004
2815.494;53.987;26.308;15.004
2816.504;53.972;26.309;15.005
2817.513;53.951;26.309;15.005
2818.511;54.025;26.31;15.006
2819.496;54.077;26.309;15.006
2820.501;54.06;26.31;15.006
2821.503;54.032;26.31;15.006
2822.52;54.049;26.31;15.006
2823.505;54.086;26.308;15.005
2824.514;53.994;26.31;15.007
2825.515;53.982;26.312;15.007
2826.5;54.037;26.312;15.008
2827.501;54.078;26.294;14.993
2828.481;53.958;26.29;14.99
2829.469;54.054;26.292;14.991
2830.445;53.969;26.289;14.99
2831.45;54.032;26.289;14.99
2832.435;54.001;26.288;14.989
2833.444;53.998;26.288;14.99
2834.443;53.951;26.289;14.99
2835.443;53.972;26.287;14.989
2836.447;53.997;26.292;14.991
2837.457;53.935;26.293;14.991
2838.476;53.896;26.288;14.989
2839.479;53.943;26.29;14.991
2840.483;53.934;26.29;14.99
2841.492;54.038;26.291;14.991
2842.493;53.925;26.291;14.991
2843.523;53.972;26.29;14.991
2844.516;53.992;26.292;14.992
2845.503;53.977;26.292;14.991
2846.522;54.004;26.289;14.99
2847.517;54.04;26.289;14.991
2848.511;54.03;26.29;14.991
2849.507;53.974;26.294;14.992
2850.526;54.003;26.29;14.991
2851.534;53.917;26.288;14.989
2852.555;54.031;26.291;14.991
2853.543;53.927;26.29;14.99
2854.542;53.995;26.29;14.99
2855.536;54.123;26.291;14.991
2856.54;53.991;26.286;14.988
2857.547;53.933;26.289;14.99
2858.561;53.935;26.286;14.987
2859.563;53.91;26.283;14.986
2860.551;53.841;26.286;14.987
2861.584;53.968;26.287;14.988
2862.592;53.912;26.286;14.988
2863.597;54.058;26.288;14.989
2864.619;53.885;26.286;14.988
2865.667;54.053;26.288;14.989
2866.69;53.981;26.289;14.989
2867.69;53.932;26.293;14.992
2868.698;53.933;26.289;14.99
2869.689;53.912;26.287;14.988
2870.711;54.103;26.29;14.99
2871.708;54.01;26.29;14.99
2872.726;53.855;26.289;14.988
2873.745;53.975;26.289;14.989
2874.724;53.998;26.291;14.992
2875.74;54.036;26.29;14.991
2876.729;53.94;26.293;14.992
2877.723;54;26.289;14.99
2878.743;53.9;26.29;14.99
2879.734;53.919;26.292;14.991
2880.712;53.955;26.289;14.99
2881.715;53.905;26.287;14.988
2882.723;53.972;26.288;14.989
2883.734;53.934;26.287;14.988
2884.715;53.963;26.289;14.99
2885.755;53.999;26.29;14.99
2886.751;53.929;26.287;14.988
2887.76;53.885;26.291;14.99
2888.76;54.097;26.287;14.989
2889.772;53.951;26.288;14.988
2890.797;53.916;26.287;14.988
2891.814;54.007;26.287;14.989
2892.811;54.011;26.287;14.989
2893.805;53.914;26.286;14.988
2894.792;53.97;26.289;14.99
2895.839;53.941;26.288;14.989
2896.844;53.945;26.289;14.988
2897.845;53.835;26.286;14.987
2898.824;53.832;26.286;14.988
2899.865;53.995;26.303;15
2900.869;53.922;26.302;14.999
2901.874;53.961;26.302;15
2902.869;53.9;26.302;15
2903.87;54.004;26.303;15.001
2904.883;53.906;26.302;15
2905.886;53.88;26.3;14.998
2906.894;53.944;26.302;15
2907.905;53.945;26.303;15.001
2908.902;53.95;26.303;15
2909.902;53.956;26.3;14.998
2910.885;53.995;26.299;14.998
2911.87;53.907;26.301;14.999
2912.885;53.945;26.304;15
2913.887;53.929;26.302;15
2914.889;53.888;26.301;14.998
2915.879;54.035;26.303;14.999
2916.883;54.009;26.303;15.001
2917.877;53.916;26.301;14.999
2918.855;53.985;26.304;15
2919.84;53.966;26.302;14.998
2920.85;53.9;26.301;14.999
2921.857;53.891;26.301;14.998
2922.852;53.908;26.307;15.002
2923.844;53.923;26.303;15
2924.831;53.983;26.302;14.999
2925.833;53.968;26.303;15
2926.828;53.935;26.302;15
2927.808;53.88;26.304;15.001
2928.803;53.899;26.304;15.001
2929.812;53.801;26.308;15.004
2930.82;53.927;26.305;15.002
2931.829;54.007;26.306;15.003
2932.823;54.014;26.306;15.003
2933.827;53.882;26.308;15.004
2934.826;53.971;26.313;15.007
2935.813;53.941;26.307;15.004
2936.816;54.059;26.308;15.005
2937.821;54.013;26.313;15.007
2938.819;53.905;26.313;15.007
2939.817;53.941;26.314;15.008
2940.836;53.964;26.309;15.005
2941.842;53.864;26.312;15.007
2942.837;53.986;26.31;15.006
2943.882;53.864;26.316;15.009
2944.871;53.882;26.316;15.01
2945.893;53.825;26.314;15.009
2946.932;53.958;26.315;15.01
2947.924;53.87;26.316;15.011
2948.914;53.952;26.318;15.012
2949.915;53.932;26.32;15.013
2950.963;53.864;26.32;15.013
2951.955;53.788;26.319;15.012
2952.976;53.878;26.316;15.01
2953.988;53.89;26.318;15.012
2955.008;53.877;26.319;15.012
2956.012;53.943;26.323;15.015
2957.012;53.923;26.32;15.014
2958.013;53.885;26.32;15.013
2959.011;53.89;26.319;15.013
2960.016;53.913;26.321;15.014
2961.017;53.924;26.324;15.015
2962.066;53.828;26.32;15.013
2963.079;53.752;26.319;15.012
2964.083;53.819;26.319;15.012
2965.09;53.976;26.32;15.014
2966.08;53.845;26.322;15.014
2967.064;53.862;26.32;15.013
2968.062;53.985;26.319;15.013
2969.038;53.972;26.321;15.013
2970.031;53.821;26.321;15.014
2971.033;53.863;26.324;15.014
2972.032;53.863;26.325;15.015
2973.028;53.879;26.324;15.015
2974.014;53.881;26.323;15.015
2975.004;53.86;26.306;15.002
2976.021;53.876;26.304;15.001
2977.024;53.784;26.303;14.999
2978.026;53.852;26.301;14.999
2979.033;53.961;26.302;14.998
2980.023;53.81;26.305;14.999
2981.017;53.925;26.3;14.997
2982;53.858;26.3;14.997
2982.98;53.887;26.298;14.996
2983.981;53.922;26.3;14.996
2985.025;53.872;26.299;14.996
2986.012;53.908;26.299;14.996
2987.019;53.851;26.3;14.996
2988.011;53.842;26.302;14.997
2988.998;53.848;26.299;14.997
2989.987;53.888;26.3;14.998
2990.98;53.856;26.299;14.997
2991.968;53.952;26.302;14.999
2992.963;53.904;26.303;14.999
2993.966;53.871;26.303;14.999
2994.962;53.921;26.305;15
2995.97;53.87;26.301;14.998
2996.951;53.864;26.302;14.998
2997.933;53.899;26.302;14.999
2998.924;53.906;26.303;15
2999.926;53.981;26.304;15
3000.909;53.913;26.301;14.998
3001.91;53.929;26.305;15
3002.913;53.842;26.3;14.997
3003.922;53.799;26.301;14.998
3004.905;53.821;26.302;14.999
3005.908;53.988;26.302;15
3006.885;53.87;26.302;14.999
3007.885;53.892;26.301;14.999
3008.899;53.913;26.305;15
3009.888;53.813;26.304;15.001
3010.896;53.816;26.304;15
3011.903;53.89;26.301;14.998
3012.899;53.838;26.301;14.999
3013.92;53.892;26.302;15
3014.893;53.843;26.302;14.999
3015.91;53.783;26.301;14.998
3016.918;53.707;26.305;15.001
3017.92;53.885;26.303;15
3018.91;53.774;26.303;14.999
3019.924;53.82;26.307;15.002
3020.933;53.816;26.308;15.002
3021.973;53.763;26.303;15
3022.968;53.85;26.307;15.002
3023.984;53.913;26.307;15.002
3025.021;53.938;26.306;15.001
3026.016;53.886;26.305;15.002
3027.036;53.808;26.306;15.002
3028.059;53.82;26.308;15.003
3029.047;53.838;26.308;15.004
3030.053;53.74;26.309;15.004
3031.051;53.78;26.312;15.005
3032.042;53.867;26.31;15.004
3033.048;53.998;26.31;15.005
3034.077;53.895;26.312;15.006
3035.092;53.855;26.312;15.005
3036.08;53.94;26.312;15.006
3037.115;53.935;26.31;15.005
3038.132;53.731;26.312;15.007
3039.12;53.81;26.311;15.006
3040.099;53.839;26.316;15.008
3041.094;53.937;26.316;15.009
3042.103;53.853;26.314;15.007
3043.11;53.663;26.314;15.007
3044.109;53.806;26.316;15.008
3045.103;53.801;26.313;15.007
3046.091;53.887;26.315;15.008
3047.077;53.773;26.314;15.008
3048.056;53.776;26.313;15.007
3049.047;53.928;26.313;15.008
3050.037;53.768;26.315;15.008
3051.043;53.8;26.316;15.009
3052.038;53.699;26.313;15.007
3053.031;53.864;26.319;15.011
3054.032;53.833;26.319;15.011
3055.015;53.821;26.317;15.01
3056.043;53.903;26.319;15.011
3057.039;53.805;26.318;15.01
3058.035;53.752;26.315;15.009
3059.038;53.809;26.301;14.997
3060.041;53.908;26.298;14.995
3061.045;53.834;26.298;14.995
3062.071;53.724;26.295;14.993
3063.088;53.71;26.294;14.992
3064.094;53.724;26.292;14.99
3065.075;53.849;26.294;14.992
3066.106;53.812;26.291;14.991
3067.098;53.697;26.293;14.992
3068.081;53.745;26.293;14.992
3069.098;53.876;26.294;14.993
3070.092;53.829;26.294;14.993
3071.113;53.842;26.297;14.994
3072.112;53.815;26.296;14.993
3073.108;53.798;26.297;14.994
3074.084;53.786;26.292;14.991
3075.089;53.805;26.292;14.992
3076.09;53.931;26.294;14.993
3077.091;53.856;26.297;14.994
3078.091;53.858;26.295;14.993
3079.075;53.86;26.297;14.994
3080.078;53.681;26.299;14.995
3081.065;53.924;26.294;14.993
3082.069;53.858;26.295;14.993
3083.076;53.745;26.295;14.993
3084.06;53.799;26.294;14.992
3085.04;53.821;26.298;14.994
3086.036;53.777;26.296;14.994
3087.042;53.732;26.294;14.992
3088.042;53.856;26.297;14.994
3089.067;53.761;26.295;14.993
3090.067;53.91;26.298;14.996
3091.064;53.763;26.301;14.997
3092.081;53.778;26.297;14.995
3093.091;53.939;26.299;14.996
3094.133;53.803;26.298;14.996
3095.141;53.818;26.3;14.996
3096.14;53.834;26.3;14.996
3097.209;53.788;26.302;14.997
3098.216;53.752;26.3;14.997
3099.202;53.822;26.303;14.998
3100.193;53.814;26.302;14.998
3101.195;53.766;26.302;14.998
3102.225;53.812;26.298;14.996
3103.222;53.73;26.304;14.999
3104.23;53.869;26.298;14.996
3105.217;53.717;26.299;14.997
3106.205;53.808;26.302;14.998
3107.245;53.718;26.301;14.998
3108.256;53.769;26.301;14.998
3109.258;53.845;26.3;14.998
3110.256;53.782;26.303;14.998
3111.244;53.735;26.304;14.998
3112.244;53.835;26.304;14.999
3113.263;53.845;26.301;14.997
3114.261;53.733;26.303;14.999
3115.257;53.735;26.303;14.999
3116.269;53.867;26.302;14.999
3117.285;53.793;26.302;14.998
3118.291;53.723;26.302;14.998
3119.305;53.654;26.306;15
3120.298;53.863;26.304;14.999
3121.286;53.771;26.305;15
3122.351;53.722;26.304;14.999
3123.367;53.693;26.305;14.999
3124.394;53.747;26.307;15.001
3125.403;53.719;26.302;14.998
3126.402;53.788;26.305;15
3127.41;53.67;26.303;14.999
3128.419;53.738;26.303;14.999
3129.436;53.681;26.307;15
3130.422;53.776;26.305;15
3131.404;53.801;26.305;15
3132.4;53.809;26.299;14.997
3133.416;53.771;26.299;14.997
3134.458;53.856;26.3;14.998
3135.475;53.794;26.301;14.997
3136.488;53.805;26.304;15
3137.478;53.747;26.302;14.999
3138.479;53.833;26.305;15
3139.472;53.789;26.306;15
3140.481;53.752;26.305;14.999
3141.465;53.799;26.304;15
3142.484;53.697;26.303;14.999
3143.485;53.769;26.303;14.999
3144.477;53.789;26.304;15
3145.484;53.722;26.306;15.001
3146.525;53.778;26.306;15
3147.534;53.707;26.308;15.002
3148.556;53.748;26.307;15.001
3149.552;53.727;26.307;15.001
3150.596;53.873;26.304;15
3151.604;53.721;26.305;14.999
3152.611;53.756;26.303;14.999
3153.632;53.744;26.309;15.002
3154.649;53.752;26.301;14.998
3155.644;53.713;26.308;15.002
3156.657;53.739;26.304;15
3157.671;53.603;26.306;15.001
3158.656;53.818;26.308;15.002
3159.642;53.78;26.306;15
3160.628;53.763;26.309;15.002
3161.645;53.737;26.305;15.001
3162.649;53.721;26.311;15.004
3163.637;53.625;26.307;15.002
3164.648;53.779;26.31;15.003
3165.655;53.739;26.312;15.005
3166.633;53.766;26.31;15.004
3167.636;53.829;26.31;15.003
3168.639;53.738;26.31;15.003
3169.618;53.587;26.308;15.002
3170.61;53.658;26.31;15.004
3171.614;53.784;26.309;15.004
3172.634;53.746;26.311;15.004
3173.628;53.773;26.312;15.005
3174.648;53.81;26.31;15.005
3175.647;53.794;26.315;15.007
3176.656;53.739;26.315;15.007
3177.643;53.724;26.312;15.006
3178.644;53.847;26.314;15.007
3179.654;53.79;26.312;15.005
3180.651;53.842;26.311;15.005
3181.646;53.856;26.312;15.005
3182.644;53.699;26.311;15.004
3183.65;53.782;26.314;15.007
3184.634;53.783;26.314;15.006
3185.634;53.803;26.313;15.006
3186.648;53.706;26.315;15.007
3187.641;53.737;26.314;15.006
3188.642;53.815;26.316;15.008
3189.642;53.638;26.316;15.007
3190.637;53.677;26.311;15.005
3191.635;53.634;26.313;15.007
3192.653;53.744;26.313;15.006
3193.691;53.738;26.314;15.008
3194.677;53.67;26.316;15.007
3195.703;53.642;26.311;15.005
3196.737;53.735;26.316;15.008
3197.757;53.692;26.319;15.009
3198.772;53.639;26.316;15.008
3199.761;53.634;26.316;15.009
3200.753;53.78;26.317;15.009
3201.754;53.543;26.315;15.007
3202.748;53.753;26.314;15.008
3203.758;53.744;26.319;15.01
3204.756;53.749;26.319;15.01
3205.792;53.76;26.319;15.01
3206.787;53.721;26.321;15.011
3207.788;53.729;26.316;15.009
3208.801;53.715;26.319;15.011
3209.813;53.662;26.316;15.009
3210.801;53.678;26.315;15.008
3211.812;53.614;26.316;15.009
3212.843;53.606;26.317;15.009
3213.842;53.586;26.301;14.997
3214.84;53.642;26.296;14.994
3215.843;53.693;26.294;14.992
3216.824;53.589;26.29;14.989
3217.828;53.696;26.294;14.991
3218.799;53.684;26.295;14.992
3219.782;53.788;26.292;14.989
3220.765;53.783;26.29;14.988
3221.756;53.66;26.293;14.99
3222.759;53.686;26.291;14.988
3223.768;53.657;26.286;14.986
3224.751;53.709;26.286;14.986
3225.728;53.729;26.29;14.988
3226.737;53.697;26.287;14.986
3227.729;53.727;26.288;14.986
3228.713;53.776;26.289;14.987
3229.702;53.712;26.291;14.988
3230.699;53.661;26.288;14.987
3231.746;53.741;26.292;14.989
3232.746;53.687;26.289;14.987
3233.749;53.718;26.29;14.988
3234.732;53.618;26.29;14.988
3235.716;53.685;26.289;14.988
3236.692;53.718;26.293;14.99
3237.691;53.737;26.295;14.992
3238.744;53.756;26.294;14.991
3239.751;53.6;26.292;14.989
3240.781;53.683;26.289;14.988
3241.785;53.66;26.288;14.988
3242.8;53.601;26.294;14.99
3243.817;53.66;26.294;14.99
3244.815;53.646;26.294;14.991
3245.812;53.709;26.29;14.989
3246.804;53.647;26.297;14.992
3247.796;53.688;26.297;14.992
3248.787;53.655;26.296;14.992
3249.788;53.697;26.297;14.993
3250.784;53.705;26.296;14.992
3251.78;53.713;26.296;14.992
3252.77;53.682;26.297;14.993
3253.784;53.714;26.295;14.992
3254.791;53.585;26.294;14.992
3255.802;53.692;26.296;14.992
3256.811;53.746;26.296;14.992
3257.811;53.694;26.296;14.992
3258.811;53.706;26.297;14.993
3259.808;53.701;26.299;14.994
3260.804;53.764;26.295;14.992
3261.809;53.762;26.297;14.993
3262.804;53.733;26.298;14.994
3263.8;53.739;26.299;14.995
3264.801;53.719;26.299;14.994
3265.809;53.669;26.299;14.995
3266.792;53.766;26.298;14.994
3267.769;53.684;26.299;14.995
3268.762;53.621;26.302;14.997
3269.74;53.615;26.297;14.994
3270.739;53.732;26.299;14.995
3271.727;53.706;26.303;14.997
3272.715;53.655;26.299;14.995
3273.708;53.692;26.303;14.997
3274.734;53.652;26.305;14.998
3275.734;53.569;26.302;14.996
3276.711;53.703;26.303;14.997
3277.734;53.612;26.303;14.998
3278.736;53.647;26.302;14.997
3279.726;53.629;26.302;14.998
3280.733;53.696;26.303;14.998
3281.734;53.64;26.305;14.999
3282.735;53.726;26.305;15
3283.731;53.673;26.305;14.999
3284.736;53.641;26.307;15
3285.732;53.603;26.3;14.996
3286.73;53.601;26.304;14.999
3287.723;53.575;26.303;14.999
3288.728;53.684;26.304;14.998
3289.783;53.705;26.302;14.997
3290.782;53.672;26.303;14.998
3291.766;53.643;26.304;14.999
3292.744;53.714;26.303;14.998
3293.749;53.684;26.306;15
3294.745;53.676;26.306;15
3295.74;53.633;26.305;14.999
3296.739;53.685;26.305;14.999
3297.728;53.672;26.306;15
3298.734;53.653;26.301;14.997
3299.723;53.647;26.302;14.997
3300.731;53.719;26.303;14.997
3301.713;53.484;26.299;14.994
3302.71;53.593;26.301;14.996
3303.698;53.739;26.302;14.997
3304.699;53.723;26.302;14.997
3305.7;53.663;26.304;14.998
3306.697;53.63;26.304;14.998
3307.698;53.719;26.304;14.998
3308.698;53.716;26.304;14.998
3309.689;53.613;26.304;14.998
3310.682;53.703;26.303;14.997
3311.697;53.557;26.302;14.996
3312.73;53.67;26.299;14.995
3313.73;53.573;26.296;14.993
3314.746;53.598;26.297;14.993
3315.754;53.621;26.297;14.993
3316.767;53.692;26.299;14.994
3317.764;53.662;26.297;14.993
3318.811;53.709;26.294;14.992
3319.805;53.612;26.297;14.993
3320.831;53.693;26.295;14.993
3321.844;53.72;26.3;14.995
3322.87;53.646;26.3;14.995
3323.865;53.619;26.299;14.994
3324.856;53.664;26.298;14.994
3325.892;53.625;26.298;14.993
3326.88;53.632;26.299;14.994
3327.876;53.623;26.3;14.995
3328.935;53.673;26.294;14.991
3329.938;53.711;26.298;14.994
3330.976;53.664;26.3;14.995
3331.97;53.669;26.301;14.996
3332.949;53.689;26.297;14.994
3333.95;53.648;26.301;14.995
3334.931;53.659;26.299;14.994
3335.926;53.608;26.3;14.995
3336.926;53.599;26.298;14.993
3337.919;53.691;26.315;15.006
3338.921;53.532;26.313;15.006
3339.899;53.696;26.317;15.008
3340.915;53.669;26.317;15.008
3341.899;53.574;26.317;15.007
3342.899;53.559;26.314;15.007
3343.902;53.557;26.314;15.007
3344.899;53.747;26.315;15.008
3345.891;53.65;26.318;15.008
3346.874;53.644;26.315;15.007
3347.881;53.664;26.318;15.009
3348.927;53.607;26.318;15.009
3349.919;53.629;26.319;15.009
3350.957;53.723;26.319;15.01
