IDs:;DNAJB6_meas1;01_DNAJB6_00_439_uM_to_buffer;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2525.048;59.294;26.247;14.996
2526.081;59.239;26.248;14.996
2527.105;59.259;26.248;14.996
2528.12;59.203;26.247;14.995
2529.123;59.326;26.246;14.995
2530.132;59.32;26.246;14.995
2531.146;59.261;26.245;14.994
2532.135;59.307;26.244;14.994
2533.134;59.285;26.244;14.993
2534.141;59.246;26.245;14.994
2535.125;59.345;26.242;14.992
2536.18;59.271;26.242;14.992
2537.19;59.305;26.243;14.993
2538.179;59.343;26.244;14.993
2539.189;59.301;26.243;14.992
2540.209;59.234;26.245;14.994
2541.212;59.278;26.245;14.994
2542.196;59.257;26.246;14.995
2543.216;59.266;26.245;14.994
2544.247;59.402;26.247;14.996
2545.269;59.3;26.249;14.998
2546.257;59.168;26.252;14.999
2547.309;59.332;26.251;14.999
2548.296;59.245;26.254;15.001
2549.317;59.28;26.253;15
2550.313;59.387;26.257;15.003
2551.35;59.348;26.256;15.003
2552.338;59.338;26.257;15.003
2553.352;59.261;26.256;15.002
2554.343;59.381;26.256;15.003
2555.338;59.309;26.257;15.003
2556.338;59.215;26.26;15.004
2557.348;59.138;26.263;15.006
2558.34;59.355;26.261;15.006
2559.319;59.354;26.262;15.008
2560.328;59.304;26.266;15.01
2561.341;59.315;26.267;15.011
2562.332;59.353;26.267;15.011
2563.376;59.392;26.269;15.012
2564.39;59.267;26.266;15.009
2565.395;59.359;26.266;15.01
2566.397;59.298;26.264;15.008
2567.393;59.415;26.266;15.011
2568.387;59.257;26.266;15.01
2569.387;59.344;26.27;15.013
2570.363;59.321;26.272;15.015
2571.374;59.342;26.272;15.015
2572.365;59.34;26.27;15.013
2573.375;59.175;26.272;15.014
2574.379;59.301;26.27;15.013
2575.363;59.334;26.268;15.012
2576.355;59.32;26.269;15.012
2577.351;59.372;26.268;15.012
2578.365;59.367;26.268;15.012
2579.369;59.346;26.269;15.012
2580.374;59.34;26.272;15.015
2581.381;59.73;26.272;15.015
2582.378;59.278;26.269;15.012
2583.398;59.302;26.269;15.012
2584.408;59.295;26.268;15.011
2585.413;59.369;26.267;15.011
2586.433;59.294;26.271;15.013
2587.443;59.302;26.269;15.012
2588.451;59.381;26.27;15.013
2589.443;59.341;26.272;15.014
2590.433;59.734;26.266;15.012
2591.455;59.301;26.269;15.011
2592.438;59.305;26.267;15.011
2593.444;59.366;26.268;15.011
2594.428;59.251;26.268;15.011
2595.422;59.176;26.269;15.011
2596.416;59.343;26.269;15.013
2597.403;59.167;26.263;15.007
2598.393;59.306;26.26;15.006
2599.382;59.304;26.26;15.005
2600.375;59.328;26.259;15.004
2601.38;59.308;26.259;15.004
2602.385;59.338;26.258;15.004
2603.399;59.238;26.255;15.001
2604.391;59.34;26.254;15
2605.402;59.272;26.256;15.002
2606.393;59.412;26.255;15.002
2607.405;59.294;26.258;15.004
2608.407;59.336;26.257;15.003
2609.394;59.337;26.257;15.003
2610.401;59.324;26.257;15.003
2611.397;59.393;26.257;15.003
2612.39;59.4;26.262;15.006
2613.379;59.182;26.26;15.004
2614.367;59.27;26.261;15.006
2615.353;59.287;26.256;15.002
2616.355;59.334;26.258;15.005
2617.357;59.279;26.261;15.006
2618.37;59.338;26.262;15.008
2619.361;59.044;26.253;14.998
2620.357;59.277;26.249;14.997
2621.353;59.287;26.252;14.998
2622.357;59.178;26.247;14.994
2623.356;59.191;26.245;14.993
2624.337;59.477;26.241;14.992
2625.323;59.252;26.24;14.99
2626.305;59.264;26.24;14.99
2627.304;59.299;26.241;14.99
2628.316;59.361;26.245;14.993
2629.32;59.355;26.243;14.993
2630.31;59.137;26.247;14.995
2631.327;59.396;26.245;14.994
2632.337;59.238;26.252;14.999
2633.342;59.203;26.25;14.997
2634.339;59.281;26.254;15
2635.34;59.26;26.254;15
2636.344;59.236;26.254;15
2637.367;59.248;26.254;15
2638.346;59.227;26.253;15
2639.341;59.235;26.254;15
2640.35;59.292;26.254;15
2641.336;59.279;26.255;15.001
2642.324;59.093;26.26;15.004
2643.324;59.352;26.257;15.003
2644.319;59.275;26.255;15.002
2645.329;59.56;26.25;15
2646.352;59.328;26.253;15
2647.338;59.321;26.254;15.001
2648.329;59.282;26.256;15.002
2649.379;59.461;26.255;15.002
2650.392;59.356;26.26;15.005
2651.434;59.307;26.26;15.005
2652.433;59.319;26.259;15.004
2653.467;59.372;26.258;15.004
2654.492;59.305;26.261;15.006
2655.48;59.234;26.261;15.006
2656.459;59.279;26.262;15.006
2657.445;59.307;26.26;15.004
2658.435;59.315;26.261;15.006
2659.449;59.219;26.262;15.006
2660.452;59.275;26.263;15.006
2661.469;59.314;26.262;15.006
2662.472;59.264;26.26;15.005
2663.471;59.28;26.258;15.004
2664.476;59.33;26.26;15.005
2665.481;59.298;26.259;15.004
2666.454;59.286;26.261;15.006
2667.448;59.351;26.26;15.006
2668.451;59.315;26.261;15.006
2669.45;59.35;26.26;15.006
2670.458;59.312;26.26;15.005
2671.458;59.367;26.26;15.006
2672.458;59.34;26.261;15.006
2673.464;59.356;26.262;15.007
2674.46;59.319;26.251;14.999
2675.45;59.391;26.251;14.999
2676.46;59.322;26.252;14.999
2677.45;59.323;26.254;15.001
2678.438;59.299;26.254;15
2679.453;59.308;26.257;15.002
2680.452;59.397;26.256;15.003
2681.453;59.213;26.259;15.004
2682.448;59.296;26.262;15.006
2683.452;59.245;26.263;15.007
2684.463;59.265;26.262;15.006
2685.452;59.328;26.261;15.006
2686.454;59.249;26.259;15.004
2687.445;59.332;26.261;15.006
2688.446;59.376;26.246;14.995
2689.444;59.27;26.243;14.992
2690.43;59.217;26.244;14.992
2691.421;59.191;26.244;14.992
2692.436;59.168;26.241;14.99
2693.435;59.136;26.24;14.989
2694.421;59.247;26.236;14.987
2695.437;59.289;26.236;14.987
2696.47;59.237;26.234;14.985
2697.475;59.168;26.234;14.985
2698.489;59.272;26.234;14.985
2699.482;59.187;26.235;14.986
2700.466;59.273;26.235;14.986
2701.46;59.286;26.237;14.988
2702.466;59.234;26.238;14.988
2703.462;59.219;26.238;14.989
2704.445;59.238;26.24;14.99
2705.432;59.267;26.24;14.99
2706.424;59.284;26.243;14.992
2707.414;59.23;26.242;14.991
2708.409;59.2;26.243;14.992
2709.424;59.2;26.242;14.991
2710.419;59.302;26.239;14.99
2711.411;59.23;26.24;14.99
2712.416;59.191;26.241;14.991
2713.397;59.269;26.241;14.991
2714.438;59.283;26.242;14.992
2715.468;59.214;26.244;14.993
2716.478;59.288;26.247;14.995
2717.456;59.296;26.246;14.994
2718.483;59.232;26.244;14.993
2719.521;59.197;26.246;14.994
2720.522;59.179;26.246;14.994
2721.528;59.372;26.243;14.992
2722.523;59.322;26.244;14.993
2723.51;59.236;26.244;14.993
2724.493;59.265;26.247;14.995
2725.541;59.25;26.246;14.995
2726.548;59.303;26.25;14.997
2727.553;59.256;26.249;14.997
2728.548;59.254;26.25;14.998
2729.556;59.285;26.251;14.999
2730.571;59.29;26.254;15.001
2731.595;59.249;26.256;15.002
2732.609;59.313;26.257;15.003
2733.599;59.289;26.259;15.004
2734.64;59.302;26.26;15.005
2735.642;59.277;26.262;15.006
2736.642;59.638;26.26;15.007
2737.628;59.43;26.261;15.007
2738.679;59.305;26.266;15.009
2739.681;59.279;26.264;15.008
2740.683;59.209;26.266;15.009
2741.673;59.244;26.267;15.01
2742.721;59.284;26.268;15.011
2743.741;59.285;26.267;15.011
2744.751;59.453;26.268;15.012
2745.773;59.012;26.26;15.004
2746.768;59.365;26.259;15.004
2747.772;59.261;26.257;15.002
2748.771;59.287;26.257;15.002
2749.786;59.103;26.254;15
2750.779;59.331;26.255;15.002
2751.827;59.299;26.255;15.001
2752.822;59.248;26.254;15.001
2753.806;59.313;26.253;15
2754.846;59.36;26.252;14.999
2755.854;59.269;26.251;14.998
2756.851;59.073;26.249;14.996
2757.853;59.229;26.251;14.998
2758.831;59.225;26.249;14.996
2759.845;59.272;26.247;14.995
2760.888;59.339;26.25;14.998
2761.876;59.281;26.253;15
2762.876;59.219;26.255;15.001
2763.862;59.258;26.254;15.001
2764.911;59.254;26.256;15.002
2765.922;59.263;26.257;15.003
2766.94;59.311;26.257;15.003
2767.953;59.325;26.255;15.002
2768.961;59.322;26.258;15.003
2769.963;59.239;26.254;15.001
2770.957;59.221;26.255;15.001
2771.988;59.295;26.257;15.003
2772.998;59.266;26.26;15.005
2774.001;59.274;26.259;15.004
2775.013;59.308;26.262;15.006
2776.028;59.375;26.26;15.005
2777.017;59.285;26.262;15.006
2778.017;59.316;26.262;15.006
2779.017;59.35;26.258;15.004
2780.023;59.303;26.259;15.004
2781.011;59.351;26.26;15.004
2781.985;59.248;26.261;15.006
2782.977;59.031;26.263;15.006
2783.964;59.33;26.264;15.008
2784.941;59.269;26.264;15.008
2785.936;59.329;26.264;15.008
2786.949;59.119;26.264;15.006
2787.946;59.177;26.259;15.003
2788.941;59.208;26.259;15.004
2789.95;59.283;26.26;15.005
2790.967;59.235;26.262;15.006
2791.959;59.341;26.261;15.006
2792.945;59.245;26.262;15.006
2793.959;59.244;26.264;15.008
2794.967;59.311;26.264;15.008
2795.952;59.257;26.264;15.007
2796.955;59.298;26.263;15.007
2797.954;59.303;26.259;15.004
2798.974;59.306;26.26;15.005
2799.98;59.273;26.261;15.006
2800.978;59.332;26.261;15.006
2801.963;59.307;26.263;15.007
2802.94;59.284;26.262;15.006
2803.93;59.286;26.26;15.004
2804.916;59.237;26.261;15.005
2805.921;59.257;26.26;15.004
2806.929;59.221;26.259;15.004
2807.953;59.269;26.261;15.005
2808.948;59.379;26.259;15.005
2809.944;59.329;26.259;15.005
2810.98;59.285;26.26;15.005
2811.967;59.26;26.261;15.006
2813.084;59.348;26.263;15.008
2814.076;59.236;26.247;14.995
2815.078;59.285;26.246;14.994
2816.083;59.279;26.244;14.993
2817.066;59.321;26.246;14.994
2818.048;59.151;26.245;14.993
2819.049;59.036;26.246;14.993
2820.048;59.291;26.238;14.988
2821.068;59.195;26.234;14.985
2822.048;59.208;26.233;14.984
2823.032;59.24;26.228;14.981
2824.017;59.176;26.227;14.98
2825.006;59.231;26.228;14.98
2826.017;59.126;26.227;14.979
2827.006;59.306;26.227;14.98
2827.996;59.2;26.23;14.982
2828.974;59.387;26.23;14.983
2829.981;59.211;26.225;14.979
2830.963;59.165;26.225;14.978
2831.943;59.173;26.225;14.978
2832.965;59.181;26.224;14.977
2833.962;59.296;26.225;14.979
2834.944;59.226;26.226;14.979
2835.937;59.196;26.225;14.978
2836.957;59.191;26.226;14.979
2837.972;59.181;26.225;14.979
2838.968;59.181;26.225;14.978
2839.975;59.162;26.233;14.983
2840.97;59.294;26.233;14.985
2841.962;59.245;26.233;14.985
2842.97;59.263;26.234;14.985
2843.972;59.289;26.236;14.987
2844.977;59.225;26.238;14.988
2845.976;59.239;26.24;14.99
2846.974;59.253;26.24;14.99
2847.957;59.215;26.242;14.991
2848.942;59.226;26.241;14.99
2849.93;59.166;26.24;14.99
2850.909;59.213;26.242;14.991
2851.895;59.232;26.243;14.992
2852.899;59.192;26.246;14.994
2853.904;59.274;26.247;14.996
2854.909;59.352;26.244;14.993
2855.91;59.295;26.247;14.996
2856.91;59.19;26.248;14.995
2857.919;59.282;26.25;14.997
2858.955;59.229;26.252;14.998
2859.957;59.224;26.252;14.998
2860.965;59.28;26.253;15
2861.96;59.208;26.256;15.001
2862.954;59.334;26.256;15.002
2863.961;59.306;26.257;15.003
2864.966;59.236;26.256;15.002
2865.965;59.232;26.26;15.005
2866.975;59.232;26.26;15.004
2867.968;59.272;26.261;15.006
2868.986;59.28;26.264;15.007
2869.978;59.28;26.265;15.009
2870.975;59.283;26.264;15.008
2871.971;59.265;26.265;15.009
2872.972;59.256;26.266;15.009
2873.967;59.217;26.267;15.01
2874.97;59.298;26.266;15.009
2875.977;59.287;26.268;15.011
2876.988;59.241;26.27;15.012
2877.999;59.332;26.268;15.012
2879.008;59.257;26.27;15.012
2879.999;59.235;26.272;15.013
2881.003;59.254;26.272;15.014
2882.046;59.354;26.273;15.015
2883.051;59.356;26.273;15.015
2884.051;59.33;26.275;15.016
2885.153;59.314;26.278;15.019
2886.168;59.242;26.273;15.014
2887.15;59.273;26.277;15.018
2888.145;59.271;26.266;15.009
2889.152;59.357;26.266;15.009
2890.147;59.261;26.267;15.01
2891.142;59.303;26.265;15.009
2892.136;59.267;26.267;15.01
2893.123;59.233;26.267;15.009
2894.125;59.256;26.265;15.008
2895.123;59.299;26.265;15.009
2896.12;59.295;26.267;15.009
2897.156;59.311;26.267;15.01
2898.152;59.235;26.266;15.009
2899.183;59.327;26.265;15.009
2900.179;59.248;26.268;15.01
2901.184;59.331;26.268;15.011
2902.188;59.375;26.27;15.012
2903.184;59.348;26.268;15.011
2904.173;58.799;26.26;15.003
2905.242;59.216;26.255;15.001
2906.238;59.281;26.256;15.002
2907.26;59.29;26.255;15.001
2908.251;59.16;26.259;15.003
2909.247;59.291;26.258;15.003
2910.238;59.207;26.257;15.002
2911.242;59.256;26.257;15.002
2912.263;59.214;26.255;15.001
2913.283;59.204;26.256;15.002
2914.286;59.192;26.258;15.003
2915.295;59.206;26.259;15.004
2916.289;59.277;26.257;15.003
2917.281;59.305;26.259;15.005
2918.307;59.302;26.259;15.004
2919.297;59.267;26.26;15.005
2920.293;59.251;26.262;15.006
2921.304;59.207;26.264;15.007
2922.287;59.253;26.264;15.008
2923.277;59.27;26.264;15.008
2924.404;59.303;26.265;15.009
2925.41;59.29;26.255;15.001
2926.402;59.265;26.252;14.999
2927.392;59.314;26.251;14.998
2928.399;59.204;26.252;14.998
2929.397;59.243;26.249;14.996
2930.394;59.253;26.25;14.997
2931.388;59.252;26.251;14.998
2932.388;59.211;26.249;14.996
2933.379;59.28;26.25;14.997
2934.366;59.22;26.251;14.998
2935.349;59.192;26.252;14.998
2936.345;59.168;26.251;14.998
2937.336;59.203;26.253;15
2938.327;59.257;26.254;15
2939.345;59.174;26.253;14.999
2940.347;59.219;26.255;15
2941.356;59.129;26.255;15
2942.353;59.251;26.256;15.002
2943.348;59.188;26.257;15.002
2944.347;59.326;26.258;15.004
2945.353;59.269;26.257;15.003
2946.355;59.187;26.256;15.002
2947.347;59.252;26.258;15.003
2948.349;59.202;26.261;15.005
2949.354;59.324;26.26;15.005
2950.355;59.26;26.257;15.003
2951.34;59.287;26.259;15.005
2952.326;59.266;26.26;15.005
2953.342;59.245;26.26;15.005
2954.36;59.285;26.26;15.005
2955.369;59.326;26.259;15.004
2956.376;59.285;26.263;15.007
2957.388;59.256;26.261;15.005
2958.39;59.287;26.26;15.004
2959.405;59.269;26.259;15.004
2960.411;59.296;26.263;15.007
2961.403;59.236;26.261;15.005
2962.425;59.177;26.263;15.006
2963.424;59.258;26.263;15.007
2964.418;59.279;26.25;14.998
2965.416;59.196;26.252;14.998
2966.408;59.309;26.249;14.997
2967.433;59.147;26.251;14.997
2968.443;59.222;26.248;14.995
2969.495;59.226;26.25;14.997
2970.502;59.347;26.248;14.996
2971.513;59.21;26.25;14.997
2972.52;59.331;26.25;14.997
2973.5;59.31;26.25;14.997
2974.502;59.279;26.252;14.999
2975.49;59.27;26.253;14.999
2976.509;59.254;26.252;14.999
2977.504;59.242;26.253;14.999
2978.544;59.244;26.255;15.001
2979.548;59.133;26.253;14.999
2980.564;59.182;26.256;15.001
2981.572;59.229;26.255;15.001
2982.583;59.182;26.258;15.002
2983.566;59.228;26.258;15.002
2984.559;59.278;26.257;15.003
2985.579;59.151;26.261;15.005
2986.595;59.155;26.261;15.005
2987.592;59.167;26.257;15.002
2988.626;59.282;26.256;15.001
2989.638;59.274;26.257;15.003
2990.654;59.301;26.257;15.002
2991.661;59.307;26.259;15.003
2992.684;59.296;26.257;15.003
2993.683;59.27;26.255;15.001
2994.673;59.157;26.262;15.005
2995.68;59.301;26.265;15.007
2996.676;59.309;26.265;15.008
2997.684;59.265;26.254;15
2998.719;59.281;26.252;14.998
2999.724;59.25;26.253;14.999
3000.726;59.205;26.252;14.998
3001.73;59.276;26.251;14.997
3002.716;59.217;26.251;14.998
3003.724;59.238;26.254;15
3004.727;59.119;26.257;15.001
3005.738;59.207;26.259;15.003
3006.74;59.234;26.257;15.001
3007.736;59.349;26.257;15.003
3008.742;59.284;26.259;15.004
3009.732;59.287;26.26;15.004
3010.756;59.201;26.261;15.005
3011.748;59.34;26.259;15.005
3012.783;59.338;26.258;15.004
3013.783;59.171;26.248;14.995
3014.768;59.237;26.246;14.994
3015.777;59.187;26.246;14.993
3016.764;59.165;26.246;14.994
3017.776;59.234;26.246;14.994
3018.808;59.172;26.251;14.997
3019.785;59.211;26.249;14.996
3020.811;59.255;26.25;14.997
3021.815;59.253;26.252;14.998
3022.807;59.31;26.25;14.998
3023.808;59.281;26.252;14.999
3024.847;59.158;26.254;15
3025.831;59.285;26.254;15
3026.826;59.289;26.255;15.001
3027.837;59.318;26.257;15.003
3028.841;59.211;26.257;15.002
3029.881;59.201;26.255;15.001
3030.861;59.343;26.254;15.001
3031.88;59.315;26.256;15.002
3032.876;59.163;26.256;15.002
3033.926;59.226;26.256;15.002
3034.954;59.239;26.257;15.002
3035.974;59.206;26.259;15.003
3036.956;59.119;26.259;15.002
3037.965;59.038;26.26;15.004
3038.943;59.215;26.261;15.005
3039.954;59.127;26.259;15.003
3040.964;59.264;26.258;15.003
3041.939;59.303;26.259;15.004
3042.978;59.158;26.261;15.005
3043.959;59.251;26.26;15.005
3045.003;59.273;26.259;15.004
3045.991;59.321;26.259;15.004
3046.985;59.186;26.26;15.004
3047.98;59.288;26.256;15.002
3049.009;59.221;26.254;15
3050.008;59.187;26.254;15
3051.005;59.254;26.253;14.999
3051.997;59.247;26.254;15
3053.006;59.19;26.253;14.999
3053.989;59.199;26.253;14.999
3055.008;59.218;26.253;14.999
3056.01;59.182;26.255;15
3057;59.126;26.258;15.002
3057.991;59.209;26.259;15.004
3058.986;59.219;26.259;15.003
3059.968;59.169;26.262;15.005
3060.988;59.209;26.263;15.006
3061.982;59.302;26.251;14.997
3062.994;59.178;26.248;14.995
3063.988;59.106;26.249;14.995
3064.976;59.291;26.249;14.996
3065.986;59.162;26.248;14.994
3066.989;59.206;26.249;14.996
3067.97;59.226;26.248;14.995
3068.974;59.184;26.249;14.995
3069.973;59.193;26.25;14.996
3070.974;59.163;26.246;14.994
3071.975;59.21;26.246;14.994
3072.974;59.268;26.247;14.995
3073.969;59.193;26.247;14.994
3074.968;59.225;26.249;14.996
3075.971;59.205;26.248;14.995
3076.981;59.218;26.249;14.996
3077.959;59.189;26.249;14.996
3078.967;59.122;26.249;14.995
3079.97;59.168;26.25;14.996
3080.955;59.201;26.252;14.998
3081.951;59.199;26.252;14.998
3082.943;59.206;26.252;14.999
3083.957;59.255;26.253;15
3084.94;59.218;26.254;15
3085.947;59.168;26.257;15.002
3086.927;59.245;26.258;15.002
3087.992;59.229;26.256;15.001
3088.989;59.31;26.257;15.003
3089.981;59.257;26.258;15.003
3090.977;59.291;26.257;15.002
3092.014;59.176;26.259;15.003
3093.03;59.25;26.261;15.005
3094.036;59.179;26.262;15.005
3095.014;59.228;26.262;15.005
3096.001;59.309;26.261;15.005
3097.002;59.334;26.26;15.005
3098.056;59.281;26.258;15.003
3099.042;59.227;26.259;15.004
3100.039;59.284;26.263;15.006
3101.057;59.023;26.249;14.995
3102.074;59.122;26.247;14.994
3103.061;59.142;26.246;14.993
3104.06;59.181;26.244;14.992
3105.075;59.135;26.242;14.991
3106.125;59.165;26.243;14.991
3107.148;59.18;26.244;14.992
3108.136;59.133;26.245;14.992
3109.132;59.131;26.245;14.993
3110.128;59.146;26.245;14.993
3111.117;59.142;26.246;14.993
3112.117;59.236;26.246;14.993
3113.1;59.264;26.246;14.994
3114.097;59.146;26.246;14.993
3115.089;59.255;26.246;14.994
3116.06;59.132;26.245;14.993
3117.057;59.147;26.247;14.994
3118.05;59.209;26.249;14.996
3119.053;59.183;26.25;14.997
3120.039;59.297;26.251;14.998
3121.036;59.214;26.254;15
3122.032;59.265;26.252;14.999
3123.039;59.26;26.255;15.001
3124.05;59.174;26.258;15.003
3125.055;59.229;26.259;15.004
3126.036;59.195;26.259;15.003
3127.034;59.207;26.258;15.003
3128.035;59.203;26.262;15.006
3129.03;59.177;26.26;15.004
3130.045;59.256;26.264;15.007
3131.046;59.285;26.263;15.007
3132.077;59.239;26.266;15.009
3133.078;59.264;26.267;15.01
3134.084;59.169;26.257;15.001
3135.095;59.242;26.255;15
3136.09;59.194;26.255;15
3137.089;59.204;26.254;15
3138.093;59.202;26.256;15.001
3139.104;59.195;26.254;14.999
3140.099;59.247;26.255;15.001
3141.084;59.222;26.256;15.001
3142.079;59.168;26.257;15.002
3143.081;59.247;26.256;15.001
3144.066;59.194;26.26;15.003
3145.076;59.176;26.258;15.002
3146.089;59.133;26.26;15.004
3147.094;59.188;26.259;15.004
3148.104;59.2;26.263;15.007
3149.089;59.208;26.263;15.006
3150.071;58.985;26.253;14.998
3151.071;59.197;26.249;14.995
3152.056;59.22;26.249;14.996
3153.08;59.23;26.249;14.996
3154.094;59.164;26.249;14.995
3155.081;59.212;26.249;14.995
3156.073;59.147;26.248;14.995
3157.073;59.244;26.249;14.996
3158.086;59.267;26.251;14.998
3159.084;59.242;26.252;14.998
3160.09;59.239;26.253;14.999
3161.129;59.222;26.253;14.999
3162.131;59.168;26.254;14.999
3163.128;59.209;26.253;14.999
3164.154;59.229;26.255;15.001
3165.177;59.243;26.254;15
3166.192;59.137;26.256;15.001
3167.197;59.161;26.257;15.001
3168.194;59.283;26.255;15
3169.18;59.204;26.258;15.003
3170.184;59.223;26.259;15.003
3171.236;59.225;26.259;15.003
3172.23;59.203;26.258;15.003
3173.231;59.29;26.258;15.003
3174.217;59.201;26.26;15.004
3175.263;59.239;26.261;15.005
3176.268;59.188;26.26;15.004
3177.253;59.242;26.262;15.005
3178.296;59.197;26.262;15.005
3179.317;59.231;26.262;15.005
3180.392;59.215;26.267;15.009
3181.406;59.212;26.251;14.997
3182.408;59.187;26.249;14.996
3183.413;59.161;26.248;14.995
3184.416;59.237;26.249;14.996
3185.394;59.134;26.249;14.996
3186.4;58.934;26.247;14.993
3187.41;59.192;26.249;14.996
3188.426;59.152;26.25;14.996
3189.431;59.206;26.251;14.997
3190.426;59.3;26.25;14.997
3191.437;59.227;26.254;14.999
3192.448;59.195;26.253;14.999
3193.438;59.167;26.254;15
3194.455;59.166;26.256;15.001
3195.438;59.171;26.258;15.002
3196.432;59.346;26.258;15.003
3197.426;59.098;26.256;15
3198.424;59.279;26.26;15.004
3199.411;59.142;26.261;15.004
3200.425;59.139;26.261;15.004
3201.436;59.189;26.261;15.005
3202.435;59.178;26.264;15.006
3203.428;59.202;26.264;15.006
3204.433;59.255;26.264;15.007
3205.406;59.175;26.248;14.995
3206.407;59.262;26.248;14.995
3207.408;59.174;26.249;14.995
3208.416;59.164;26.245;14.993
3209.391;59.168;26.245;14.993
3210.395;59.228;26.246;14.994
3211.385;59.334;26.244;14.993
3212.363;59.146;26.247;14.994
3213.345;59.199;26.246;14.993
3214.341;59.228;26.247;14.994
3215.332;59.213;26.249;14.996
3216.371;59.242;26.25;14.997
3217.373;59.188;26.249;14.995
3218.374;58.976;26.25;14.995
3219.366;59.177;26.245;14.993
3220.403;59.226;26.248;14.995
3221.431;59.142;26.248;14.995
3222.418;59.217;26.246;14.994
3223.417;59.26;26.248;14.995
3224.42;59.213;26.25;14.996
3225.418;59.188;26.25;14.996
3226.439;59.217;26.248;14.996
3227.434;59.111;26.251;14.996
3228.442;59.165;26.252;14.997
3229.485;59.208;26.252;14.998
3230.51;59.201;26.253;14.998
3231.512;59.196;26.254;14.999
3232.506;59.258;26.253;14.999
3233.524;59.208;26.252;14.998
3234.505;59.196;26.253;14.998
3235.492;59.205;26.254;14.999
3236.485;59.236;26.255;15
3237.477;59.136;26.255;15
3238.477;59.255;26.254;14.999
3239.478;59.159;26.254;14.999
3240.476;59.228;26.253;14.998
3241.468;59.219;26.254;14.999
3242.465;59.277;26.256;15.001
3243.447;59.15;26.257;15.002
3244.424;59.181;26.257;15.001
3245.429;59.218;26.256;15.001
3246.424;59.219;26.258;15.003
3247.431;59.162;26.259;15.002
3248.409;59.22;26.259;15.004
3249.422;59.264;26.263;15.006
3250.443;59.177;26.264;15.007
3251.442;59.14;26.263;15.005
3252.426;59.31;26.263;15.007
3253.404;59.244;26.263;15.007
3254.429;59.293;26.265;15.008
3255.449;59.202;26.267;15.009
3256.469;59.247;26.268;15.01
3257.474;59.084;26.258;15.002
3258.47;59.234;26.255;15
3259.505;59.152;26.255;14.999
3260.513;59.157;26.256;15
3261.517;59.188;26.251;14.997
3262.525;59.156;26.255;15
3263.522;59.185;26.258;15.001
3264.503;59.269;26.254;15
3265.517;59.19;26.255;15
3266.511;59.176;26.256;15.001
3267.505;59.212;26.255;15
3268.511;59.199;26.259;15.003
3269.496;59.218;26.258;15.002
3270.475;59.18;26.257;15.002
3271.474;59.182;26.258;15.002
3272.461;59.108;26.261;15.004
3273.476;59.27;26.262;15.005
3274.46;59.232;26.262;15.006
3275.464;59.236;26.261;15.005
3276.463;59.193;26.263;15.006
3277.459;59.269;26.264;15.007
3278.465;59.253;26.264;15.007
3279.443;59.159;26.265;15.007
3280.443;59.196;26.253;14.998
3281.448;59.156;26.251;14.996
3282.427;59.179;26.251;14.996
3283.408;59.289;26.249;14.995
3284.424;59.211;26.25;14.997
3285.439;59.185;26.25;14.996
3286.423;59.19;26.251;14.997
3287.419;59.209;26.249;14.995
3288.408;59.157;26.249;14.995
3289.415;59.086;26.251;14.996
3290.397;59.202;26.253;14.998
3291.382;59.107;26.252;14.998
3292.364;59.128;26.25;14.996
3293.346;59.115;26.25;14.996
3294.331;59.262;26.25;14.997
3295.333;59.185;26.248;14.995
3296.327;59.215;26.248;14.994
3297.324;59.176;26.248;14.994
3298.315;59.18;26.249;14.995
3299.313;59.171;26.248;14.995
3300.34;59.176;26.249;14.995
3301.345;59.193;26.251;14.997
3302.382;59.202;26.25;14.996
3303.399;59.186;26.25;14.996
3304.385;59.174;26.251;14.996
3305.368;59.098;26.253;14.997
3306.407;59.141;26.252;14.997
3307.425;59.129;26.254;14.999
3308.439;59.173;26.254;14.999
3309.432;59.118;26.255;14.999
3310.461;59.255;26.256;15.001
3311.519;59.181;26.258;15.002
3312.518;59.192;26.259;15.003
3313.517;59.153;26.259;15.003
3314.51;59.21;26.259;15.003
3315.511;59.177;26.261;15.004
3316.507;59.123;26.259;15.003
3317.522;59.181;26.261;15.004
3318.532;59.198;26.262;15.005
3319.544;59.228;26.265;15.007
3320.535;59.21;26.265;15.007
3321.551;59.198;26.266;15.008
3322.594;59.167;26.266;15.008
3323.593;59.229;26.267;15.009
3324.609;59.185;26.259;15.002
3325.593;59.144;26.256;15
3326.595;59.148;26.253;14.998
3327.597;59.138;26.256;15
3328.591;59.101;26.253;14.998
3329.583;59.195;26.255;15
3330.589;59.192;26.256;15
3331.584;59.21;26.255;15
3332.564;59.173;26.256;15.001
3333.556;59.156;26.258;15.002
3334.569;59.205;26.258;15.002
3335.555;59.184;26.261;15.004
3336.547;59.247;26.261;15.005
3337.595;59.254;26.262;15.005
3338.586;59.171;26.26;15.004
3339.584;59.178;26.263;15.005
3340.576;59.177;26.265;15.007
3341.575;59.2;26.263;15.005
3342.584;59.195;26.263;15.006
3343.569;59.217;26.263;15.006
3344.596;59.173;26.264;15.006
3345.623;59.065;26.263;15.005
3346.652;59.133;26.264;15.006
3347.636;59.163;26.252;14.997
3348.609;59.108;26.252;14.997
3349.609;59.133;26.248;14.995
3350.61;59.165;26.244;14.992
