IDs:;240912_04_240712D;15_b02_DNAJB6_00_087_uM;
6483.485;71.472;49.533;38.046
6484.472;71.49;49.531;38.045
6485.468;71.46;49.534;38.047
6486.489;71.507;49.531;38.044
6487.491;71.504;49.532;38.046
6488.494;71.492;49.53;38.043
6489.512;71.478;49.533;38.047
6490.507;71.491;49.531;38.045
6491.512;71.469;49.534;38.046
6492.508;71.475;49.534;38.047
6493.508;71.474;49.531;38.045
6494.513;71.469;49.534;38.047
6495.512;71.487;49.53;38.043
6496.508;71.49;49.532;38.045
6497.511;71.491;49.533;38.047
6498.52;71.475;49.533;38.046
6499.537;71.461;49.532;38.045
6500.558;71.507;49.531;38.045
6501.554;71.492;49.532;38.045
6502.553;71.493;49.533;38.047
6503.554;71.533;49.529;38.043
6504.57;71.481;49.534;38.048
6505.557;71.485;49.534;38.047
6506.545;71.519;49.53;38.043
6507.539;71.477;49.531;38.044
6508.539;71.5;49.53;38.044
6509.542;71.498;49.529;38.043
6510.546;71.456;49.532;38.044
6511.543;71.468;49.532;38.046
6512.539;71.504;49.529;38.042
6513.543;71.503;49.532;38.046
6514.538;71.493;49.53;38.043
6515.546;71.518;49.529;38.042
6516.524;71.489;49.532;38.045
6517.53;71.492;49.529;38.041
6518.527;71.498;49.53;38.044
6519.528;71.499;49.529;38.042
6520.51;71.513;49.529;38.042
6521.514;71.482;49.531;38.045
6522.53;71.488;49.529;38.042
6523.528;71.533;49.528;38.042
6524.533;71.527;49.53;38.044
6525.515;71.48;49.529;38.043
6526.511;71.487;49.528;38.041
6527.515;71.488;49.529;38.042
6528.498;71.482;49.529;38.043
6529.485;71.528;49.527;38.04
6530.477;71.454;49.531;38.044
6531.477;71.514;49.527;38.04
6532.486;71.501;49.528;38.041
6533.465;71.488;49.527;38.041
6534.48;71.485;49.527;38.039
6535.467;71.447;49.53;38.043
6536.462;71.485;49.529;38.043
6537.46;71.476;49.527;38.04
6538.463;71.46;49.527;38.04
6539.473;71.493;49.525;38.038
6540.487;71.491;49.528;38.041
6541.471;71.443;49.531;38.044
6542.464;71.486;49.527;38.039
6543.47;71.489;49.526;38.039
6544.476;71.508;49.525;38.039
6545.469;71.489;49.527;38.04
6546.467;71.516;49.526;38.04
6547.465;71.498;49.526;38.039
6548.466;71.482;49.528;38.042
6549.458;71.465;49.529;38.041
6550.448;71.488;49.525;38.039
6551.446;71.491;49.524;38.037
6552.44;71.52;49.525;38.038
6553.417;71.485;49.526;38.04
6554.426;71.485;49.525;38.038
6555.424;71.48;49.527;38.04
6556.418;71.461;49.526;38.038
6557.417;71.495;49.527;38.04
6558.429;71.485;49.528;38.041
6559.417;71.488;49.526;38.038
6560.415;71.513;49.526;38.04
6561.402;71.47;49.528;38.041
6562.392;71.508;49.524;38.037
6563.387;71.478;49.526;38.038
6564.388;71.517;49.527;38.041
6565.393;71.461;49.528;38.041
6566.383;71.484;49.528;38.041
6567.376;71.443;49.529;38.041
6568.373;71.453;49.529;38.041
6569.377;71.483;49.527;38.04
6570.36;71.457;49.53;38.043
6571.349;71.496;49.526;38.04
6572.341;71.487;49.529;38.042
6573.341;71.491;49.528;38.041
6574.348;71.465;49.528;38.041
6575.356;71.486;49.527;38.04
6576.346;71.489;49.526;38.04
6577.337;71.51;49.524;38.038
6578.332;71.487;49.529;38.042
6579.31;71.492;49.53;38.043
6580.319;71.465;49.528;38.041
6581.313;71.49;49.526;38.038
6582.292;71.498;49.527;38.04
6583.279;71.485;49.526;38.039
6584.283;71.488;49.53;38.043
6585.266;71.478;49.525;38.038
6586.259;71.493;49.527;38.041
6587.269;71.494;49.527;38.04
6588.244;71.51;49.524;38.037
6589.258;71.488;49.528;38.041
6590.259;71.469;49.526;38.038
6591.261;71.466;49.528;38.041
6592.268;71.462;49.527;38.04
6593.253;71.454;49.526;38.038
6594.247;71.509;49.524;38.038
6595.251;71.465;49.524;38.037
6596.23;71.449;49.526;38.039
6597.215;71.473;49.525;38.038
6598.209;71.464;49.528;38.04
6599.205;71.515;49.522;38.036
6600.189;71.467;49.525;38.037
6601.171;71.464;49.527;38.039
6602.157;71.466;49.526;38.039
6603.148;71.484;49.528;38.041
6604.143;71.516;49.524;38.038
6605.144;71.476;49.528;38.041
6606.147;71.477;49.525;38.039
6607.155;71.477;49.523;38.036
6608.143;71.5;49.524;38.037
6609.138;71.477;49.525;38.038
6610.13;71.502;49.524;38.037
6611.129;71.468;49.525;38.038
6612.132;71.481;49.525;38.038
6613.138;71.482;49.524;38.037
6614.129;71.477;49.524;38.037
6615.122;71.501;49.52;38.033
6616.118;71.47;49.523;38.036
6617.122;71.491;49.523;38.036
6618.122;71.497;49.523;38.036
6619.143;71.479;49.525;38.037
6620.133;71.493;49.524;38.037
6621.141;71.471;49.525;38.038
6622.143;71.483;49.521;38.033
6623.121;71.493;49.523;38.036
6624.136;71.495;49.524;38.037
6625.116;71.496;49.525;38.038
6626.126;71.469;49.525;38.038
6627.139;71.484;49.524;38.036
6628.121;71.463;49.524;38.036
6629.107;71.498;49.525;38.038
6630.099;71.44;49.527;38.039
6631.109;71.485;49.522;38.035
6632.086;71.45;49.525;38.037
6633.097;71.468;49.523;38.036
6634.08;71.479;49.52;38.032
6635.065;71.469;49.523;38.036
6636.055;71.459;49.524;38.037
6637.051;71.488;49.522;38.035
6638.051;71.471;49.523;38.036
6639.052;71.472;49.525;38.037
6640.061;71.449;49.526;38.038
6641.074;71.483;49.524;38.037
6642.091;71.489;49.523;38.036
6643.078;71.476;49.525;38.039
6644.074;71.491;49.522;38.035
6645.07;71.434;49.525;38.037
6646.081;71.484;49.526;38.038
6647.075;71.493;49.523;38.035
6648.074;71.446;49.525;38.038
6649.075;71.498;49.522;38.036
6650.07;71.451;49.525;38.036
6651.057;71.513;49.524;38.038
6652.054;71.463;49.525;38.037
6653.048;71.447;49.524;38.036
6654.053;71.479;49.524;38.036
6655.047;71.462;49.522;38.033
6656.05;71.504;49.523;38.036
6657.037;71.485;49.524;38.036
6658.036;71.478;49.519;38.031
6659.022;71.465;49.523;38.036
6660.022;71.479;49.524;38.037
6661.023;71.478;49.521;38.033
6662.034;71.458;49.523;38.036
6663.026;71.461;49.524;38.037
6664.022;71.453;49.522;38.034
6665.027;71.475;49.521;38.034
6666.038;71.431;49.522;38.034
6667.052;71.48;49.522;38.034
6668.046;71.464;49.521;38.034
6669.043;71.451;49.524;38.035
6670.047;71.487;49.523;38.036
6671.062;71.458;49.522;38.035
6672.052;71.482;49.523;38.035
6673.045;71.483;49.521;38.033
6674.044;71.46;49.524;38.036
6675.047;71.457;49.524;38.036
6676.051;71.484;49.522;38.034
6677.062;71.448;49.523;38.036
6678.078;71.404;49.526;38.037
6679.068;71.462;49.522;38.034
6680.074;71.463;49.52;38.032
6681.066;71.484;49.521;38.034
6682.055;71.473;49.521;38.033
6683.052;71.488;49.521;38.033
6684.069;71.464;49.523;38.035
6685.076;71.466;49.522;38.034
6686.081;71.505;49.521;38.034
6687.071;71.444;49.525;38.036
6688.071;71.464;49.522;38.035
6689.086;71.46;49.522;38.033
6690.087;71.484;49.522;38.035
6691.096;71.457;49.522;38.035
6692.095;71.471;49.52;38.032
6693.072;71.454;49.523;38.035
6694.077;71.472;49.523;38.035
6695.051;71.465;49.521;38.033
6696.068;71.452;49.521;38.033
6697.07;71.476;49.523;38.035
6698.079;71.454;49.521;38.034
6699.062;71.483;49.52;38.032
6700.055;71.486;49.519;38.032
6701.052;71.456;49.52;38.032
6702.055;71.461;49.522;38.034
6703.064;71.471;49.519;38.031
6704.046;71.471;49.521;38.033
6705.035;71.457;49.521;38.033
6706.025;71.477;49.52;38.031
6707.022;71.425;49.519;38.031
6708.019;71.468;49.519;38.032
6709.019;71.494;49.518;38.031
6710.023;71.442;49.518;38.03
6711.03;71.457;49.519;38.031
6712.015;71.455;49.517;38.029
6713.034;71.443;49.519;38.032
6714.03;71.445;49.519;38.031
6715.029;71.448;49.52;38.032
6716.013;71.458;49.521;38.033
6717.01;71.459;49.519;38.03
6718.012;71.509;49.518;38.03
6719.024;71.473;49.519;38.031
6720.03;71.456;49.52;38.032
6721.012;71.485;49.519;38.031
6722.006;71.426;49.52;38.032
6723.005;71.478;49.518;38.031
6724.02;71.461;49.516;38.028
6725.039;71.472;49.517;38.03
6726.042;71.484;49.514;38.026
6727.052;71.472;49.519;38.031
6728.072;71.435;49.519;38.03
6729.078;71.46;49.516;38.028
6730.068;71.461;49.515;38.028
6731.076;71.462;49.515;38.028
6732.088;71.487;49.514;38.027
6733.081;71.432;49.516;38.028
6734.076;71.485;49.516;38.028
6735.089;71.447;49.514;38.026
6736.073;71.469;49.516;38.029
6737.093;71.494;49.513;38.025
6738.088;71.457;49.513;38.026
6739.077;71.449;49.516;38.028
6740.059;71.456;49.516;38.029
6741.046;71.458;49.517;38.029
6742.036;71.466;49.515;38.028
6743.033;71.459;49.517;38.029
6744.035;71.485;49.514;38.026
6745.039;71.472;49.517;38.03
6746.047;71.475;49.515;38.027
6747.057;71.487;49.518;38.03
6748.039;71.46;49.515;38.027
6749.056;71.456;49.514;38.025
6750.078;71.491;49.514;38.026
6751.07;71.463;49.515;38.026
6752.065;71.459;49.515;38.027
6753.066;71.469;49.515;38.027
6754.037;71.472;49.514;38.026
6755.04;71.461;49.515;38.027
6756.029;71.478;49.516;38.029
6757.006;71.465;49.513;38.025
6758.005;71.443;49.514;38.026
6759.015;71.478;49.516;38.028
6760.01;71.502;49.513;38.025
6761.013;71.452;49.513;38.025
6762.004;71.417;49.518;38.028
6762.994;71.413;49.517;38.028
6763.995;71.532;49.512;38.026
6764.978;71.43;49.516;38.027
6765.992;71.407;49.517;38.026
6766.987;71.496;49.514;38.026
6767.976;71.455;49.518;38.029
6768.969;71.484;49.514;38.026
6769.971;71.421;49.518;38.029
6770.955;71.462;49.515;38.028
6771.953;71.396;49.519;38.03
6772.959;71.503;49.513;38.026
6773.972;71.471;49.514;38.025
6774.972;71.443;49.517;38.028
6775.976;71.457;49.515;38.027
6776.985;71.433;49.515;38.026
6778;71.487;49.512;38.023
6778.989;71.415;49.516;38.027
6779.979;71.444;49.516;38.027
6780.971;71.396;49.517;38.028
6781.966;71.463;49.514;38.025
6782.978;71.449;49.514;38.026
6783.975;71.48;49.512;38.024
6784.982;71.447;49.514;38.026
6785.983;71.434;49.511;38.023
6786.977;71.456;49.516;38.027
6787.969;71.476;49.513;38.025
6788.969;71.437;49.514;38.025
6789.959;71.42;49.515;38.027
6790.961;71.46;49.514;38.026
6791.982;71.433;49.514;38.025
6792.966;71.462;49.512;38.024
6793.976;71.479;49.513;38.025
6794.989;71.464;49.512;38.024
6795.992;71.447;49.514;38.026
6796.998;71.505;49.509;38.022
6798;71.401;49.515;38.025
6798.983;71.43;49.512;38.023
6799.966;71.381;49.516;38.026
6800.955;71.472;49.511;38.023
6801.952;71.493;49.511;38.024
6802.956;71.424;49.514;38.026
6803.938;71.437;49.513;38.024
6804.929;71.477;49.512;38.024
6805.924;71.461;49.506;38.017
6806.924;71.454;49.514;38.026
6807.927;71.419;49.512;38.023
6808.934;71.457;49.512;38.024
6809.942;71.417;49.513;38.025
6810.954;71.496;49.511;38.024
6811.94;71.419;49.512;38.024
6812.928;71.429;49.508;38.02
6813.922;71.474;49.51;38.022
6814.929;71.379;49.516;38.026
6815.934;71.483;49.509;38.021
6816.929;71.384;49.514;38.024
6817.928;71.406;49.511;38.022
6818.937;71.409;49.511;38.022
6819.944;71.455;49.51;38.021
6820.939;71.438;49.509;38.02
6821.918;71.44;49.51;38.021
6822.911;71.403;49.512;38.023
6823.923;71.474;49.506;38.019
6824.917;71.482;49.507;38.019
6825.907;71.416;49.51;38.021
6826.904;71.437;49.508;38.019
6827.907;71.491;49.505;38.017
6828.916;71.46;49.508;38.019
6829.912;71.448;49.508;38.019
6830.913;71.415;49.509;38.02
6831.917;71.448;49.51;38.022
6832.903;71.444;49.508;38.019
6833.895;71.403;49.51;38.021
6834.894;71.45;49.508;38.019
6835.9;71.494;49.51;38.023
6836.889;71.429;49.504;38.016
6837.883;71.479;49.506;38.017
6838.881;71.435;49.508;38.019
6839.883;71.453;49.505;38.016
6840.892;71.418;49.508;38.019
6841.874;71.435;49.507;38.019
6842.861;71.41;49.51;38.021
6843.853;71.433;49.505;38.016
6844.853;71.44;49.509;38.02
6845.867;71.459;49.504;38.016
6846.886;71.443;49.506;38.017
6847.876;71.451;49.506;38.017
6848.868;71.424;49.506;38.018
6849.87;71.436;49.507;38.019
6850.875;71.408;49.509;38.019
6851.865;71.471;49.505;38.016
6852.877;71.437;49.506;38.018
6853.874;71.461;49.508;38.019
6854.868;71.428;49.507;38.019
6855.883;71.434;49.507;38.018
6856.882;71.422;49.508;38.02
6857.872;71.452;49.502;38.013
6858.873;71.435;49.504;38.016
6859.863;71.398;49.509;38.02
6860.856;71.421;49.508;38.019
6861.844;71.441;49.506;38.016
6862.844;71.455;49.507;38.019
6863.83;71.438;49.509;38.02
6864.829;71.429;49.506;38.017
6865.817;71.453;49.506;38.017
6866.831;71.446;49.504;38.015
6867.819;71.422;49.507;38.017
6868.814;71.452;49.504;38.016
6869.823;71.46;49.505;38.016
6870.838;71.441;49.508;38.02
6871.835;71.425;49.507;38.018
6872.84;71.447;49.507;38.018
6873.851;71.443;49.503;38.014
6874.864;71.476;49.505;38.017
6875.887;71.481;49.505;38.017
6876.886;71.425;49.508;38.019
6877.889;71.451;49.505;38.018
6878.894;71.416;49.51;38.02
6879.872;71.423;49.508;38.019
6880.887;71.42;49.504;38.015
6881.873;71.424;49.503;38.013
6882.861;71.415;49.505;38.013
6883.855;71.425;49.505;38.016
6884.86;71.437;49.506;38.017
6885.84;71.455;49.506;38.017
6886.83;71.435;49.507;38.018
6887.81;71.422;49.508;38.017
6888.801;71.455;49.508;38.018
6889.782;71.431;49.507;38.017
6890.787;71.422;49.507;38.019
6891.782;71.484;49.501;38.014
6892.773;71.472;49.503;38.016
6893.773;71.389;49.507;38.017
6894.782;71.4;49.506;38.016
6895.787;71.463;49.504;38.017
6896.798;71.463;49.505;38.017
6897.793;71.379;49.505;38.016
6898.795;71.469;49.506;38.018
6899.784;71.44;49.505;38.016
6900.777;71.454;49.503;38.014
6901.784;71.456;49.503;38.015
6902.77;71.439;49.506;38.017
6903.792;71.43;49.5;38.011
6904.799;71.419;49.506;38.017
6905.78;71.413;49.506;38.017
6906.766;71.451;49.502;38.014
6907.76;71.411;49.503;38.013
6908.76;71.442;49.502;38.014
6909.763;71.435;49.502;38.013
6910.773;71.447;49.502;38.013
6911.787;71.401;49.504;38.014
6912.807;71.428;49.502;38.012
6913.806;71.434;49.498;38.009
6914.812;71.426;49.502;38.013
6915.831;71.441;49.501;38.012
6916.82;71.424;49.504;38.015
6917.813;71.435;49.501;38.012
6918.811;71.443;49.502;38.012
6919.806;71.438;49.503;38.014
6920.799;71.443;49.499;38.011
6921.792;71.431;49.496;38.007
6922.803;71.418;49.496;38.007
6923.817;71.41;49.499;38.01
6924.809;71.455;49.499;38.011
6925.8;71.42;49.5;38.01
6926.784;71.382;49.498;38.007
6927.773;71.395;49.499;38.008
6928.786;71.422;49.495;38.005
6929.783;71.436;49.496;38.007
6930.788;71.446;49.498;38.008
6931.78;71.343;49.497;38.008
6932.767;71.418;49.494;38.005
6933.74;71.462;49.491;38.003
6934.749;71.437;49.495;38.007
6935.733;71.427;49.493;38.004
6936.728;71.431;49.49;38.001
6937.733;71.464;49.494;38.006
6938.715;71.421;49.492;38.003
6939.704;71.452;49.491;38.003
6940.715;71.401;49.492;38.003
6941.694;71.396;49.493;38.004
6942.681;71.4;49.494;38.005
6943.677;71.413;49.491;38.002
6944.678;71.414;49.492;38.003
6945.683;71.404;49.492;38.002
6946.672;71.44;49.49;38.002
6947.66;71.416;49.491;38.001
6948.654;71.418;49.489;37.999
6949.655;71.45;49.489;38.001
6950.653;71.402;49.489;38
6951.647;71.441;49.483;37.995
6952.648;71.428;49.486;37.997
6953.639;71.421;49.485;37.997
6954.642;71.407;49.487;37.997
6955.644;71.429;49.488;37.999
6956.637;71.4;49.489;37.999
6957.647;71.412;49.487;37.999
6958.644;71.415;49.486;37.996
6959.624;71.422;49.482;37.994
6960.615;71.384;49.482;37.992
6961.618;71.415;49.484;37.995
6962.604;71.418;49.486;37.997
6963.619;71.429;49.485;37.996
6964.608;71.426;49.483;37.994
6965.606;71.415;49.48;37.99
6966.609;71.416;49.479;37.991
6967.588;71.413;49.479;37.991
6968.602;71.417;49.479;37.99
6969.602;71.38;49.481;37.99
6970.614;71.424;49.479;37.99
6971.603;71.427;49.479;37.989
6972.617;71.408;49.478;37.989
6973.627;71.412;49.478;37.989
6974.613;71.416;49.479;37.99
6975.609;71.434;49.476;37.988
6976.609;71.431;49.477;37.988
6977.598;71.403;49.48;37.99
6978.612;71.417;49.474;37.985
6979.611;71.411;49.478;37.989
6980.6;71.421;49.475;37.986
6981.605;71.445;49.483;37.993
6982.6;71.39;49.48;37.99
6983.592;71.321;49.48;37.99
6984.591;71.395;49.479;37.989
6985.587;71.401;49.482;37.992
6986.591;71.407;49.479;37.989
6987.58;71.381;49.479;37.989
6988.586;71.392;49.48;37.99
6989.575;71.387;49.476;37.986
6990.576;71.419;49.478;37.989
6991.568;71.413;49.479;37.991
6992.587;71.404;49.479;37.99
6993.588;71.403;49.477;37.988
6994.596;71.408;49.479;37.989
6995.58;71.405;49.478;37.988
6996.569;71.416;49.475;37.987
6997.575;71.406;49.474;37.985
6998.583;71.394;49.478;37.988
6999.599;71.42;49.476;37.987
7000.587;71.419;49.475;37.985
7001.583;71.43;49.472;37.983
7002.586;71.396;49.474;37.985
7003.591;71.408;49.471;37.982
7004.599;71.379;49.473;37.982
7005.614;71.378;49.472;37.982
7006.632;71.411;49.472;37.984
7007.624;71.399;49.473;37.984
7008.616;71.386;49.472;37.982
7009.615;71.416;49.475;37.986
7010.627;71.396;49.475;37.984
7011.618;71.396;49.475;37.986
7012.606;71.405;49.476;37.987
7013.602;71.422;49.474;37.984
7014.594;71.403;49.473;37.983
7015.582;71.403;49.472;37.983
7016.579;71.388;49.476;37.986
7017.57;71.414;49.47;37.981
7018.567;71.439;49.467;37.979
7019.575;71.42;49.473;37.984
7020.591;71.404;49.473;37.984
7021.58;71.405;49.472;37.983
7022.569;71.39;49.467;37.98
7023.572;71.41;49.472;37.983
7024.581;71.429;49.471;37.982
7025.57;71.405;49.472;37.982
7026.575;71.386;49.473;37.983
7027.568;71.396;49.471;37.981
7028.591;71.356;49.474;37.983
7029.593;71.388;49.47;37.98
7030.574;71.372;49.471;37.981
7031.558;71.381;49.472;37.983
7032.547;71.394;49.471;37.982
7033.541;71.38;49.47;37.981
7034.545;71.379;49.47;37.98
7035.554;71.403;49.468;37.979
7036.54;71.383;49.468;37.979
7037.531;71.394;49.47;37.981
7038.527;71.395;49.47;37.982
7039.512;71.401;49.468;37.979
7040.52;71.414;49.47;37.981
7041.536;71.384;49.47;37.98
7042.525;71.428;49.47;37.981
7043.518;71.397;49.468;37.98
7044.512;71.366;49.468;37.978
7045.51;71.397;49.468;37.98
7046.499;71.411;49.471;37.982
7047.495;71.389;49.471;37.982
7048.481;71.411;49.469;37.979
7049.463;71.411;49.468;37.979
7050.463;71.389;49.47;37.981
7051.459;71.403;49.468;37.979
7052.452;71.398;49.471;37.982
7053.457;71.394;49.471;37.981
7054.443;71.395;49.467;37.978
7055.445;71.397;49.472;37.981
7056.454;71.377;49.47;37.98
7057.446;71.388;49.471;37.981
7058.428;71.391;49.471;37.981
7059.411;71.396;49.471;37.982
7060.421;71.386;49.471;37.981
7061.41;71.411;49.47;37.981
7062.405;71.398;49.472;37.983
7063.408;71.413;49.471;37.98
7064.398;71.385;49.47;37.98
7065.391;71.376;49.468;37.979
7066.395;71.38;49.468;37.978
7067.404;71.392;49.47;37.981
7068.402;71.407;49.469;37.98
7069.412;71.401;49.47;37.981
7070.421;71.385;49.467;37.978
7071.405;71.374;49.47;37.979
7072.396;71.377;49.469;37.979
7073.421;71.41;49.468;37.979
7074.402;71.4;49.469;37.98
7075.418;71.398;49.47;37.981
7076.438;71.411;49.47;37.981
7077.439;71.4;49.47;37.981
7078.439;71.395;49.47;37.98
7079.42;71.384;49.473;37.983
7080.411;71.37;49.47;37.98
7081.43;71.399;49.471;37.981
7082.441;71.384;49.472;37.981
7083.441;71.406;49.471;37.982
7084.434;71.404;49.47;37.98
7085.444;71.386;49.47;37.98
7086.44;71.382;49.471;37.981
7087.449;71.388;49.469;37.979
7088.45;71.4;49.471;37.981
7089.445;71.392;49.468;37.979
7090.438;71.401;49.468;37.978
7091.429;71.375;49.471;37.981
7092.435;71.401;49.468;37.978
7093.423;71.386;49.472;37.981
7094.416;71.384;49.473;37.983
7095.416;71.398;49.469;37.98
7096.424;71.382;49.47;37.981
7097.418;71.403;49.47;37.98
7098.418;71.373;49.468;37.977
7099.424;71.385;49.47;37.981
7100.411;71.386;49.47;37.98
7101.409;71.39;49.469;37.979
7102.385;71.373;49.471;37.981
7103.394;71.394;49.471;37.981
7104.412;71.403;49.469;37.98
7105.414;71.387;49.472;37.982
7106.417;71.396;49.466;37.977
7107.4;71.36;49.47;37.979
7108.42;71.381;49.469;37.979
7109.42;71.374;49.468;37.978
7110.423;71.383;49.472;37.981
7111.424;71.393;49.468;37.979
7112.417;71.368;49.47;37.98
7113.409;71.363;49.472;37.981
7114.412;71.377;49.469;37.979
7115.424;71.266;49.48;37.986
7116.401;71.38;49.466;37.977
7117.399;71.366;49.469;37.979
7118.384;71.389;49.468;37.979
7119.391;71.397;49.467;37.977
7120.374;71.379;49.469;37.979
7121.369;71.404;49.466;37.976
7122.356;71.388;49.469;37.979
7123.363;71.348;49.467;37.976
7124.351;71.393;49.469;37.979
7125.345;71.389;49.47;37.981
7126.325;71.387;49.47;37.98
7127.335;71.403;49.467;37.978
7128.356;71.384;49.467;37.977
7129.353;71.37;49.47;37.979
7130.357;71.383;49.467;37.977
7131.368;71.384;49.468;37.979
7132.356;71.351;49.468;37.977
7133.357;71.381;49.467;37.978
7134.357;71.356;49.467;37.977
7135.368;71.363;49.469;37.978
7136.38;71.378;49.471;37.981
7137.371;71.393;49.469;37.979
7138.364;71.385;49.467;37.977
7139.361;71.382;49.469;37.979
7140.361;71.373;49.469;37.979
7141.366;71.367;49.47;37.98
7142.374;71.343;49.471;37.979
7143.356;71.383;49.469;37.979
7144.373;71.353;49.472;37.981
7145.36;71.399;49.468;37.978
7146.351;71.37;49.47;37.98
7147.377;71.368;49.473;37.982
7148.374;71.361;49.47;37.979
7149.376;71.384;49.471;37.982
7150.384;71.381;49.47;37.979
7151.389;71.36;49.472;37.981
7152.38;71.36;49.473;37.982
7153.373;71.429;49.462;37.974
7154.357;71.406;49.473;37.983
7155.346;71.381;49.472;37.981
7156.346;71.368;49.471;37.98
7157.334;71.386;49.472;37.981
7158.347;71.343;49.472;37.981
7159.339;71.461;49.463;37.976
7160.337;71.351;49.473;37.982
7161.335;71.372;49.47;37.978
7162.335;71.385;49.469;37.98
7163.357;71.37;49.47;37.979
7164.341;71.392;49.469;37.977
7165.331;71.415;49.469;37.979
7166.326;71.383;49.469;37.978
7167.327;71.368;49.47;37.979
7168.31;71.371;49.469;37.977
7169.301;71.383;49.47;37.98
7170.296;71.388;49.47;37.979
7171.276;71.376;49.471;37.98
7172.262;71.365;49.47;37.98
7173.255;71.349;49.472;37.98
7174.251;71.34;49.472;37.981
7175.255;71.349;49.471;37.98
7176.275;71.404;49.466;37.976
7177.262;71.383;49.469;37.979
7178.254;71.395;49.469;37.979
7179.256;71.367;49.471;37.98
7180.261;71.376;49.471;37.981
7181.273;71.371;49.47;37.98
7182.269;71.377;49.47;37.98
7183.267;71.349;49.475;37.983
7184.267;71.372;49.469;37.978
7185.252;71.363;49.47;37.979
7186.251;71.386;49.472;37.981
7187.237;71.39;49.468;37.978
7188.241;71.365;49.471;37.98
7189.241;71.398;49.471;37.981
7190.26;71.394;49.47;37.98
7191.244;71.384;49.47;37.979
7192.235;71.375;49.472;37.981
7193.247;71.357;49.471;37.98
7194.235;71.378;49.47;37.98
7195.244;71.36;49.468;37.977
7196.237;71.359;49.469;37.978
7197.241;71.368;49.47;37.979
7198.229;71.361;49.469;37.978
7199.22;71.372;49.47;37.979
7200.22;71.364;49.47;37.978
7201.204;71.39;49.469;37.979
7202.205;71.399;49.465;37.975
7203.204;71.369;49.47;37.979
7204.194;71.375;49.466;37.975
7205.191;71.351;49.468;37.976
7206.19;71.384;49.468;37.978
7207.196;71.365;49.468;37.976
7208.182;71.366;49.468;37.978
7209.168;71.358;49.469;37.979
7210.159;71.382;49.466;37.976
7211.155;71.387;49.456;37.967
7212.154;71.379;49.47;37.979
7213.155;71.357;49.467;37.976
7214.142;71.393;49.466;37.976
7215.158;71.345;49.467;37.976
7216.152;71.366;49.468;37.976
7217.155;71.365;49.469;37.978
7218.16;71.35;49.468;37.976
7219.183;71.357;49.472;37.98
7220.176;71.37;49.465;37.973
7221.184;71.36;49.464;37.974
7222.191;71.345;49.469;37.976
7223.184;71.351;49.467;37.975
7224.188;71.344;49.468;37.977
7225.198;71.376;49.464;37.973
7226.201;71.308;49.47;37.976
7227.19;71.345;49.466;37.975
7228.17;71.345;49.466;37.974
7229.18;71.369;49.467;37.977
7230.172;71.351;49.466;37.975
7231.169;71.328;49.468;37.976
7232.174;71.345;49.468;37.976
7233.166;71.339;49.463;37.972
7234.166;71.366;49.466;37.975
7235.153;71.362;49.468;37.978
7236.144;71.319;49.464;37.972
7237.143;71.376;49.465;37.976
7238.148;71.393;49.465;37.975
7239.161;71.33;49.466;37.974
7240.182;71.362;49.467;37.975
7241.177;71.366;49.468;37.977
7242.183;71.352;49.469;37.977
7243.191;71.364;49.468;37.976
7244.173;71.359;49.468;37.977
7245.159;71.359;49.468;37.977
7246.153;71.387;49.466;37.976
7247.149;71.343;49.467;37.975
7248.151;71.363;49.466;37.976
7249.16;71.339;49.467;37.975
7250.171;71.34;49.466;37.975
7251.16;71.347;49.467;37.975
7252.155;71.332;49.463;37.972
7253.152;71.356;49.465;37.974
7254.154;71.367;49.466;37.974
7255.14;71.342;49.467;37.975
7256.136;71.353;49.465;37.974
7257.126;71.389;49.463;37.972
7258.125;71.375;49.467;37.976
7259.106;71.329;49.464;37.973
7260.102;71.351;49.468;37.976
7261.092;71.362;49.463;37.971
7262.073;71.374;49.466;37.975
7263.067;71.35;49.467;37.976
7264.087;71.346;49.465;37.974
7265.092;71.343;49.468;37.977
7266.082;71.358;49.467;37.977
7267.065;71.343;49.465;37.972
7268.054;71.36;49.466;37.975
7269.053;71.348;49.464;37.974
7270.063;71.341;49.465;37.974
7271.053;71.338;49.467;37.974
7272.057;71.337;49.465;37.974
7273.039;71.358;49.466;37.973
7274.052;71.354;49.467;37.976
7275.045;71.364;49.465;37.974
7276.043;71.348;49.467;37.975
7277.046;71.348;49.466;37.975
7278.053;71.358;49.47;37.978
7279.065;71.319;49.464;37.973
7280.052;71.383;49.464;37.973
7281.073;71.363;49.465;37.974
7282.097;71.365;49.468;37.977
7283.094;71.338;49.465;37.973
7284.096;71.352;49.466;37.974
7285.101;71.377;49.465;37.974
7286.107;71.344;49.465;37.973
7287.09;71.328;49.462;37.97
7288.076;71.331;49.467;37.974
7289.065;71.377;49.463;37.973
7290.058;71.326;49.468;37.975
7291.054;71.36;49.466;37.975
7292.066;71.356;49.465;37.973
7293.061;71.343;49.463;37.971
7294.062;71.34;49.466;37.973
7295.055;71.346;49.463;37.971
7296.038;71.328;49.465;37.973
7297.055;71.365;49.467;37.976
7298.039;71.36;49.464;37.972
7299.051;71.333;49.465;37.973
7300.033;71.336;49.466;37.974
7301.026;71.323;49.463;37.97
7302.02;71.337;49.464;37.972
