IDs:;240912_04_240712D;15_b02_DNAJB6_00_087_uM;
870.308;71.879;49.899;38.425
871.308;71.873;49.9;38.426
872.295;71.909;49.895;38.423
873.292;71.833;49.901;38.426
874.303;71.907;49.896;38.423
875.297;71.847;49.899;38.424
876.299;71.876;49.898;38.425
877.291;71.953;49.902;38.428
878.293;71.899;49.899;38.425
879.302;71.845;49.897;38.423
880.314;71.892;49.897;38.424
881.305;71.887;49.899;38.426
882.299;71.854;49.901;38.426
883.298;71.88;49.898;38.424
884.304;71.859;49.898;38.424
885.317;71.857;49.901;38.427
886.334;71.883;49.898;38.424
887.334;71.865;49.899;38.425
888.336;71.903;49.897;38.423
889.34;71.866;49.901;38.427
890.351;71.849;49.901;38.426
891.367;71.89;49.898;38.425
892.386;71.904;49.897;38.424
893.383;71.869;49.898;38.424
894.381;71.883;49.897;38.424
895.376;71.883;49.897;38.424
896.372;71.854;49.902;38.427
897.353;71.87;49.897;38.423
898.347;71.892;49.897;38.424
899.331;71.867;49.899;38.425
900.331;71.852;49.901;38.425
901.313;71.873;49.895;38.422
902.304;71.867;49.899;38.424
903.292;71.838;49.901;38.427
904.298;71.887;49.897;38.423
905.284;71.863;49.899;38.424
906.257;71.891;49.893;38.42
907.249;71.871;49.899;38.424
908.243;71.918;49.895;38.422
909.235;71.888;49.896;38.422
910.242;71.871;49.898;38.424
911.247;71.856;49.899;38.424
912.229;71.907;49.895;38.422
913.22;71.893;49.9;38.427
914.213;71.847;49.898;38.423
915.213;71.899;49.899;38.425
916.219;71.866;49.899;38.425
917.231;71.881;49.899;38.424
918.249;71.866;49.899;38.425
919.242;71.872;49.899;38.425
920.258;71.887;49.898;38.425
921.253;71.876;49.898;38.424
922.244;71.904;49.902;38.428
923.224;71.885;49.899;38.425
924.216;71.881;49.897;38.423
925.216;71.883;49.901;38.426
926.211;71.866;49.903;38.429
927.228;71.886;49.899;38.425
928.236;71.85;49.899;38.425
929.235;71.876;49.9;38.425
930.224;71.872;49.9;38.427
931.22;71.913;49.901;38.428
932.205;71.855;49.902;38.427
933.191;71.878;49.902;38.427
934.185;71.906;49.902;38.428
935.19;71.896;49.898;38.424
936.181;71.854;49.903;38.428
937.176;71.88;49.898;38.425
938.177;71.915;49.902;38.427
939.185;71.858;49.901;38.427
940.17;71.861;49.9;38.426
941.165;71.872;49.898;38.424
942.165;71.888;49.897;38.423
943.17;71.921;49.895;38.422
944.178;71.845;49.901;38.426
945.194;71.848;49.898;38.423
946.182;71.85;49.899;38.424
947.175;71.929;49.899;38.426
948.165;71.845;49.901;38.426
949.18;71.864;49.901;38.427
950.178;71.86;49.899;38.425
951.174;71.883;49.901;38.427
952.172;71.871;49.902;38.428
953.175;71.871;49.899;38.424
954.149;71.866;49.898;38.423
955.162;71.866;49.902;38.427
956.154;71.883;49.901;38.427
957.131;71.842;49.901;38.426
958.135;71.887;49.902;38.428
959.136;71.887;49.901;38.426
960.135;71.872;49.902;38.427
961.13;71.873;49.904;38.429
962.148;71.891;49.902;38.427
963.135;71.869;49.903;38.429
964.137;71.867;49.9;38.425
965.142;71.883;49.901;38.427
966.121;71.87;49.902;38.428
967.128;71.849;49.902;38.426
968.116;71.859;49.901;38.426
969.128;71.867;49.903;38.428
970.117;71.885;49.902;38.427
971.119;71.881;49.904;38.43
972.112;71.885;49.904;38.43
973.101;71.873;49.902;38.427
974.098;71.886;49.904;38.429
975.099;71.868;49.901;38.427
976.118;71.854;49.904;38.429
977.129;71.856;49.901;38.426
978.144;71.893;49.903;38.429
979.129;71.883;49.903;38.429
980.153;71.87;49.904;38.429
981.147;71.869;49.902;38.427
982.15;71.881;49.904;38.429
983.15;71.905;49.9;38.426
984.143;71.87;49.898;38.423
985.134;71.873;49.899;38.425
986.136;71.879;49.904;38.431
987.139;71.869;49.903;38.428
988.125;71.882;49.901;38.427
989.113;71.878;49.903;38.429
990.102;71.865;49.901;38.427
991.09;71.883;49.899;38.424
992.096;71.882;49.901;38.427
993.079;71.876;49.901;38.426
994.073;71.867;49.901;38.426
995.074;71.876;49.904;38.43
996.081;71.866;49.901;38.426
997.075;71.898;49.902;38.428
998.075;71.876;49.903;38.428
999.053;71.858;49.901;38.426
1000.04;71.854;49.902;38.426
1001.032;71.868;49.902;38.427
1002.045;71.869;49.902;38.427
1003.06;71.846;49.902;38.427
1004.051;71.894;49.901;38.427
1005.045;71.837;49.902;38.427
1006.043;71.874;49.904;38.429
1007.042;71.869;49.899;38.425
1008.036;71.858;49.902;38.427
1009.033;71.872;49.904;38.429
1010.034;71.896;49.9;38.427
1011.008;71.89;49.899;38.424
1012.017;71.854;49.902;38.427
1013.031;71.86;49.901;38.426
1014.016;71.881;49.901;38.426
1015.016;71.867;49.902;38.428
1016.013;71.894;49.903;38.429
1017.004;71.857;49.902;38.428
1017.992;71.863;49.903;38.429
1018.98;71.889;49.901;38.427
1019.98;71.896;49.901;38.427
1020.969;71.862;49.904;38.428
1021.969;71.862;49.902;38.426
1022.954;71.885;49.9;38.426
1023.936;71.858;49.901;38.426
1024.942;71.887;49.901;38.427
1025.944;71.854;49.9;38.425
1026.958;71.844;49.908;38.432
1027.949;71.874;49.9;38.425
1028.948;71.873;49.901;38.426
1029.959;71.872;49.902;38.427
1030.974;71.905;49.902;38.429
1031.971;71.793;49.908;38.429
1032.973;71.944;49.897;38.425
1033.98;71.849;49.905;38.428
1034.963;71.883;49.904;38.429
1035.954;71.854;49.905;38.43
1036.957;71.914;49.899;38.426
1037.964;71.86;49.904;38.429
1038.958;71.79;49.906;38.429
1039.969;71.945;49.9;38.428
1040.953;71.859;49.902;38.427
1041.94;71.855;49.905;38.429
1042.931;71.945;49.896;38.424
1043.928;71.955;49.893;38.422
1044.927;71.795;49.907;38.429
1045.941;71.84;49.91;38.43
1046.957;71.829;49.903;38.427
1047.954;71.826;49.902;38.425
1048.947;71.899;49.901;38.428
1049.954;71.803;49.905;38.428
1050.933;71.876;49.903;38.428
1051.923;71.883;49.904;38.431
1052.922;71.841;49.906;38.431
1053.93;71.891;49.903;38.428
1054.934;71.872;49.907;38.432
1055.942;71.868;49.904;38.428
1056.948;71.888;49.904;38.43
1057.948;71.848;49.904;38.429
1058.954;71.876;49.906;38.431
1059.941;71.874;49.906;38.431
1060.937;71.868;49.905;38.43
1061.94;71.857;49.903;38.428
1062.925;71.856;49.904;38.43
1063.913;71.887;49.903;38.428
1064.911;71.873;49.905;38.43
1065.903;71.864;49.905;38.429
1066.892;71.857;49.906;38.43
1067.902;71.884;49.906;38.431
1068.912;71.869;49.903;38.428
1069.924;71.866;49.903;38.428
1070.927;71.885;49.903;38.428
1071.933;71.845;49.905;38.43
1072.942;71.886;49.904;38.43
1073.955;71.86;49.906;38.431
1074.945;71.855;49.905;38.43
1075.968;71.872;49.905;38.43
1076.96;71.834;49.903;38.426
1077.956;71.881;49.903;38.429
1078.955;71.88;49.902;38.427
1079.958;71.892;49.903;38.429
1080.962;71.85;49.903;38.428
1081.952;71.882;49.899;38.425
1082.946;71.842;49.904;38.428
1083.948;71.894;49.901;38.428
1084.949;71.877;49.903;38.427
1085.937;71.873;49.906;38.432
1086.933;71.873;49.905;38.43
1087.919;71.826;49.907;38.43
1088.907;71.872;49.902;38.427
1089.881;71.888;49.902;38.427
1090.898;71.887;49.903;38.429
1091.902;71.86;49.906;38.431
1092.915;71.832;49.902;38.427
1093.908;71.873;49.9;38.425
1094.911;71.858;49.902;38.428
1095.919;71.882;49.901;38.426
1096.911;71.857;49.9;38.426
1097.909;71.847;49.901;38.426
1098.882;71.875;49.9;38.425
1099.89;71.857;49.902;38.427
1100.875;71.868;49.903;38.428
1101.867;71.857;49.904;38.429
1102.861;71.861;49.903;38.427
1103.847;71.857;49.904;38.429
1104.837;71.881;49.901;38.427
1105.831;71.847;49.904;38.427
1106.828;71.882;49.9;38.426
1107.831;71.867;49.904;38.429
1108.837;71.853;49.902;38.427
1109.82;71.87;49.903;38.428
1110.804;71.89;49.904;38.429
1111.799;71.88;49.901;38.426
1112.779;71.863;49.902;38.427
1113.772;71.871;49.904;38.428
1114.788;71.898;49.901;38.426
1115.786;71.871;49.901;38.427
1116.803;71.876;49.9;38.425
1117.803;71.875;49.901;38.427
1118.819;71.882;49.901;38.426
1119.825;71.846;49.903;38.427
1120.823;71.855;49.902;38.427
1121.824;71.883;49.899;38.425
1122.819;71.851;49.903;38.428
1123.823;71.856;49.901;38.425
1124.813;71.872;49.902;38.427
1125.807;71.869;49.901;38.426
1126.807;71.869;49.9;38.425
1127.817;71.849;49.903;38.427
1128.811;71.882;49.898;38.424
1129.813;71.873;49.903;38.428
1130.796;71.868;49.904;38.428
1131.802;71.856;49.903;38.427
1132.812;71.873;49.902;38.427
1133.804;71.904;49.905;38.428
1134.799;71.874;49.9;38.425
1135.799;71.852;49.902;38.427
1136.802;71.854;49.902;38.427
1137.826;71.867;49.9;38.425
1138.825;71.845;49.9;38.425
1139.829;71.864;49.901;38.427
1140.835;71.862;49.904;38.428
1141.848;71.857;49.905;38.429
1142.831;71.894;49.9;38.426
1143.816;71.877;49.9;38.426
1144.808;71.839;49.901;38.426
1145.803;71.872;49.903;38.429
1146.803;71.852;49.903;38.426
1147.797;71.865;49.904;38.428
1148.793;71.875;49.903;38.428
1149.791;71.866;49.901;38.426
1150.793;71.871;49.904;38.429
1151.784;71.857;49.902;38.427
1152.774;71.853;49.902;38.426
1153.783;71.858;49.902;38.426
1154.761;71.872;49.903;38.428
1155.769;71.853;49.902;38.427
1156.77;71.843;49.902;38.427
1157.785;71.863;49.901;38.425
1158.789;71.852;49.903;38.428
1159.802;71.853;49.902;38.426
1160.814;71.84;49.9;38.424
1161.797;71.847;49.902;38.426
1162.792;71.884;49.9;38.425
1163.794;71.876;49.9;38.426
1164.774;71.864;49.901;38.426
1165.787;71.874;49.902;38.428
1166.787;71.868;49.9;38.425
1167.796;71.858;49.901;38.427
1168.811;71.848;49.902;38.426
1169.81;71.836;49.901;38.425
1170.811;71.861;49.9;38.425
1171.811;71.846;49.901;38.425
1172.815;71.868;49.904;38.428
1173.816;71.862;49.9;38.424
1174.829;71.868;49.901;38.427
1175.815;71.897;49.899;38.424
1176.802;71.849;49.901;38.426
1177.824;71.84;49.901;38.424
1178.823;71.888;49.902;38.427
1179.827;71.693;49.911;38.43
1180.824;71.843;49.901;38.424
1181.815;71.905;49.9;38.426
1182.802;71.848;49.903;38.428
1183.811;71.923;49.901;38.427
1184.811;71.827;49.906;38.428
1185.799;71.872;49.902;38.427
1186.791;71.923;49.895;38.422
1187.799;71.849;49.905;38.428
1188.793;71.905;49.898;38.424
1189.792;71.831;49.902;38.426
1190.775;71.866;49.903;38.428
1191.765;71.932;49.899;38.425
1192.753;71.903;49.901;38.426
1193.734;71.863;49.898;38.423
1194.715;71.845;49.901;38.425
1195.709;71.864;49.902;38.427
1196.708;71.874;49.902;38.427
1197.717;71.855;49.903;38.427
1198.709;71.842;49.904;38.428
1199.706;71.888;49.903;38.427
1200.712;71.855;49.902;38.427
1201.697;71.877;49.902;38.427
1202.686;71.852;49.899;38.423
1203.682;71.849;49.9;38.425
1204.684;71.892;49.901;38.426
1205.67;71.838;49.902;38.426
1206.659;71.879;49.902;38.427
1207.646;71.854;49.904;38.428
1208.659;71.852;49.902;38.426
1209.674;71.856;49.902;38.426
1210.662;71.874;49.898;38.423
1211.654;71.854;49.901;38.425
1212.649;71.864;49.901;38.426
1213.648;71.881;49.901;38.426
1214.652;71.857;49.904;38.429
1215.662;71.887;49.9;38.425
1216.669;71.863;49.902;38.427
1217.655;71.845;49.905;38.427
1218.658;71.857;49.898;38.423
1219.64;71.871;49.9;38.425
1220.649;71.875;49.901;38.425
1221.636;71.855;49.902;38.425
1222.636;71.877;49.902;38.427
1223.622;71.865;49.903;38.428
1224.607;71.854;49.903;38.427
1225.606;71.889;49.897;38.423
1226.61;71.859;49.903;38.427
1227.601;71.846;49.903;38.427
1228.595;71.877;49.902;38.426
1229.603;71.875;49.905;38.429
1230.619;71.845;49.899;38.424
1231.614;71.842;49.903;38.427
1232.615;71.831;49.902;38.425
1233.622;71.901;49.898;38.425
1234.604;71.866;49.903;38.427
1235.604;71.88;49.898;38.423
1236.601;71.807;49.909;38.431
1237.606;71.86;49.9;38.424
1238.618;71.76;49.908;38.429
1239.64;71.938;49.894;38.421
1240.633;71.888;49.902;38.427
1241.633;71.826;49.902;38.424
1242.637;71.891;49.9;38.425
1243.627;71.962;49.895;38.423
1244.611;71.801;49.907;38.429
1245.587;71.863;49.899;38.424
1246.598;71.867;49.902;38.426
1247.609;71.864;49.899;38.423
1248.603;71.855;49.902;38.427
1249.586;71.852;49.904;38.427
1250.593;71.869;49.899;38.424
1251.591;71.84;49.904;38.427
1252.584;71.858;49.903;38.428
1253.595;71.883;49.901;38.426
1254.584;71.886;49.901;38.426
1255.593;71.861;49.899;38.423
1256.594;71.88;49.9;38.425
1257.595;71.862;49.901;38.425
1258.595;71.864;49.902;38.426
1259.602;71.853;49.9;38.425
1260.606;71.873;49.901;38.426
1261.594;71.869;49.902;38.426
1262.58;71.868;49.902;38.427
1263.574;71.838;49.902;38.425
1264.575;71.917;49.901;38.428
1265.583;71.854;49.901;38.425
1266.597;71.839;49.904;38.427
1267.586;71.85;49.901;38.425
1268.586;71.856;49.901;38.425
1269.576;71.86;49.903;38.428
1270.565;71.847;49.903;38.427
1271.558;71.862;49.901;38.425
1272.558;71.867;49.903;38.428
1273.561;71.847;49.9;38.424
1274.565;71.857;49.9;38.425
1275.58;71.852;49.898;38.422
1276.566;71.879;49.9;38.425
1277.556;71.872;49.899;38.424
1278.551;71.887;49.9;38.425
1279.547;71.848;49.9;38.424
1280.535;71.864;49.901;38.425
1281.549;71.865;49.901;38.426
1282.528;71.842;49.9;38.424
1283.522;71.891;49.9;38.425
1284.516;71.848;49.9;38.425
1285.492;71.844;49.901;38.426
1286.47;71.878;49.9;38.424
1287.457;71.853;49.898;38.422
1288.462;71.892;49.903;38.426
1289.459;71.862;49.899;38.423
1290.461;71.84;49.9;38.424
1291.458;71.885;49.901;38.426
1292.461;71.878;49.899;38.424
1293.471;71.854;49.902;38.426
1294.447;71.852;49.9;38.424
1295.454;71.856;49.899;38.423
1296.439;71.846;49.9;38.424
1297.431;71.868;49.9;38.424
1298.427;71.862;49.899;38.423
1299.434;71.848;49.9;38.424
1300.419;71.866;49.9;38.425
1301.413;71.877;49.898;38.422
1302.407;71.86;49.9;38.424
1303.406;71.867;49.901;38.426
1304.4;71.858;49.897;38.421
1305.396;71.825;49.898;38.423
1306.401;71.859;49.895;38.42
1307.412;71.856;49.901;38.424
1308.418;71.826;49.9;38.423
1309.421;71.883;49.9;38.425
1310.423;71.807;49.903;38.426
1311.417;71.949;49.895;38.423
1312.412;71.805;49.901;38.422
1313.408;71.911;49.895;38.421
1314.407;71.859;49.899;38.423
1315.395;71.845;49.902;38.425
1316.405;71.869;49.896;38.421
1317.402;71.836;49.9;38.423
1318.391;71.874;49.899;38.424
1319.376;71.937;49.896;38.423
1320.365;71.823;49.903;38.425
1321.35;71.858;49.897;38.421
1322.357;71.854;49.899;38.423
1323.349;71.817;49.898;38.421
1324.344;71.866;49.896;38.422
1325.35;71.842;49.898;38.422
1326.346;71.858;49.899;38.423
1327.35;71.846;49.895;38.42
1328.358;71.855;49.897;38.421
1329.345;71.852;49.899;38.423
1330.342;71.886;49.897;38.422
1331.346;71.846;49.896;38.42
1332.337;71.862;49.898;38.422
1333.352;71.815;49.896;38.419
1334.336;71.865;49.895;38.42
1335.356;71.876;49.893;38.418
1336.356;71.851;49.896;38.42
1337.338;71.849;49.896;38.42
1338.359;71.883;49.893;38.417
1339.363;71.863;49.897;38.422
1340.34;71.863;49.895;38.42
1341.319;71.861;49.893;38.418
1342.319;71.839;49.896;38.42
1343.332;71.872;49.897;38.421
1344.323;71.848;49.895;38.419
1345.326;71.852;49.899;38.423
1346.325;71.836;49.896;38.419
1347.319;71.847;49.894;38.417
1348.318;71.872;49.895;38.42
1349.325;71.855;49.895;38.42
1350.311;71.876;49.896;38.421
1351.302;71.853;49.893;38.417
1352.304;71.861;49.894;38.418
1353.311;71.848;49.897;38.421
1354.324;71.86;49.892;38.416
1355.314;71.836;49.896;38.42
1356.288;71.881;49.895;38.42
1357.295;71.842;49.896;38.419
1358.31;71.872;49.897;38.421
1359.308;71.836;49.895;38.418
1360.309;71.862;49.896;38.42
1361.325;71.849;49.899;38.422
1362.327;71.894;49.894;38.42
1363.307;71.881;49.895;38.42
1364.295;71.818;49.898;38.422
1365.284;71.873;49.895;38.419
1366.275;71.852;49.897;38.42
1367.273;71.839;49.897;38.421
1368.263;71.848;49.897;38.422
1369.251;71.871;49.894;38.418
1370.24;71.841;49.897;38.421
1371.243;71.826;49.896;38.42
1372.242;71.863;49.894;38.418
1373.23;71.847;49.897;38.421
1374.226;71.846;49.897;38.42
1375.215;71.886;49.892;38.417
1376.225;71.847;49.896;38.42
1377.229;71.862;49.893;38.417
1378.235;71.864;49.892;38.418
1379.221;71.862;49.895;38.419
1380.217;71.831;49.896;38.419
1381.222;71.891;49.894;38.419
1382.206;71.865;49.896;38.42
1383.202;71.849;49.894;38.418
1384.208;71.848;49.897;38.421
1385.211;71.841;49.893;38.417
1386.217;71.849;49.896;38.42
1387.199;71.835;49.899;38.423
1388.187;71.854;49.895;38.419
1389.18;71.856;49.895;38.418
1390.18;71.877;49.895;38.42
1391.183;71.812;49.894;38.417
1392.167;71.879;49.895;38.419
1393.183;71.829;49.896;38.42
1394.171;71.855;49.893;38.417
1395.164;71.837;49.892;38.417
1396.162;71.858;49.889;38.414
1397.167;71.856;49.894;38.418
1398.176;71.868;49.895;38.419
1399.198;71.865;49.898;38.422
1400.195;71.849;49.892;38.417
1401.184;71.871;49.892;38.416
1402.19;71.849;49.893;38.417
1403.172;71.85;49.892;38.416
1404.159;71.853;49.891;38.415
1405.157;71.88;49.893;38.417
1406.139;71.833;49.896;38.42
1407.128;71.866;49.894;38.418
1408.131;71.849;49.896;38.42
1409.132;71.852;49.898;38.422
1410.116;71.836;49.897;38.419
1411.117;71.877;49.893;38.417
1412.121;71.847;49.895;38.419
1413.111;71.874;49.892;38.416
1414.104;71.852;49.891;38.415
1415.103;71.862;49.893;38.418
1416.128;71.854;49.894;38.418
1417.119;71.834;49.893;38.417
1418.121;71.84;49.891;38.414
1419.125;71.847;49.892;38.416
1420.106;71.83;49.894;38.417
1421.092;71.86;49.891;38.415
1422.083;71.845;49.891;38.415
1423.079;71.831;49.894;38.418
1424.08;71.897;49.888;38.413
1425.083;71.854;49.894;38.417
1426.097;71.86;49.896;38.42
1427.081;71.867;49.892;38.416
1428.078;71.851;49.895;38.419
1429.067;71.864;49.893;38.417
1430.057;71.872;49.888;38.412
1431.048;71.859;49.894;38.417
1432.021;71.826;49.896;38.419
1433.019;71.86;49.893;38.416
1433.997;71.884;49.892;38.417
1434.987;71.875;49.891;38.416
1435.971;71.867;49.892;38.415
1436.969;71.825;49.896;38.419
1437.97;71.893;49.89;38.415
1438.949;71.826;49.894;38.416
1439.936;71.834;49.893;38.416
1440.92;71.834;49.892;38.415
1441.911;71.826;49.895;38.418
1442.913;71.826;49.89;38.413
1443.925;71.904;49.892;38.417
1444.921;71.919;49.887;38.412
1445.901;71.935;49.886;38.413
1446.918;71.809;49.894;38.416
1447.909;71.901;49.885;38.411
1448.906;71.85;49.89;38.414
1449.911;71.856;49.888;38.413
1450.918;71.867;49.891;38.415
1451.901;71.863;49.891;38.416
1452.918;71.829;49.895;38.418
1453.937;71.817;49.894;38.415
1454.934;71.898;49.888;38.413
1455.914;71.893;49.889;38.414
1456.93;71.88;49.886;38.411
1457.918;71.865;49.89;38.414
1458.915;71.891;49.89;38.415
1459.912;71.862;49.889;38.413
1460.906;71.859;49.89;38.414
1461.894;71.866;49.892;38.417
1462.891;71.88;49.889;38.414
1463.878;71.903;49.887;38.411
1464.854;71.894;49.887;38.412
1465.838;71.898;49.888;38.412
1466.837;71.865;49.889;38.413
1467.83;71.832;49.891;38.414
1468.833;71.865;49.89;38.414
1469.836;71.83;49.89;38.413
1470.844;71.863;49.89;38.415
1471.848;71.856;49.887;38.412
1472.867;71.84;49.893;38.416
1473.864;71.86;49.89;38.414
1474.869;71.844;49.891;38.414
1475.879;71.857;49.891;38.415
1476.874;71.851;49.89;38.414
1477.876;71.867;49.892;38.416
1478.86;71.853;49.89;38.414
1479.851;71.882;49.889;38.413
1480.843;71.855;49.889;38.413
1481.84;71.871;49.887;38.412
1482.837;71.845;49.888;38.411
1483.827;71.887;49.888;38.412
1484.822;71.872;49.889;38.413
1485.825;71.843;49.888;38.411
1486.82;71.861;49.889;38.413
1487.814;71.849;49.89;38.414
1488.815;71.854;49.89;38.414
1489.807;71.845;49.889;38.413
1490.808;71.878;49.89;38.414
1491.821;71.874;49.891;38.415
1492.805;71.875;49.89;38.414
1493.805;71.852;49.889;38.413
1494.819;71.836;49.892;38.415
1495.82;71.849;49.891;38.414
1496.809;71.828;49.89;38.414
1497.813;71.861;49.889;38.413
1498.791;71.839;49.89;38.414
1499.796;71.864;49.89;38.414
1500.781;71.827;49.893;38.416
1501.779;71.824;49.891;38.413
1502.782;71.855;49.892;38.416
1503.765;71.842;49.893;38.417
1504.761;71.852;49.889;38.412
1505.75;71.873;49.889;38.412
