IDs:;240715_08_240712F;08_DNAJB6_00_658_uM;;*shifted by 3 s
8349.769;54.578;50.837;37.831;
8350.765;54.574;50.84;37.834;
8351.764;54.575;50.835;37.828;
8352.767;54.581;50.836;37.829;
8353.771;54.579;50.837;37.83;
8354.776;54.575;50.838;37.831;
8355.785;54.576;50.837;37.829;
8356.796;54.578;50.838;37.831;
8357.81;54.58;50.837;37.83;
8358.801;54.578;50.838;37.832;
8359.792;54.579;50.836;37.828;
8360.795;54.581;50.836;37.829;
8361.774;54.574;50.837;37.829;
8362.766;54.575;50.836;37.829;
8363.758;54.574;50.834;37.827;
8364.763;54.58;50.834;37.828;
8365.758;54.578;50.833;37.827;
8366.753;54.576;50.831;37.824;
8367.754;54.573;50.835;37.828;
8368.755;54.574;50.831;37.824;
8369.759;54.572;50.833;37.826;
8370.745;54.574;50.837;37.831;
8371.752;54.58;50.835;37.828;
8372.74;54.576;50.834;37.828;
8373.739;54.575;50.832;37.825;
8374.736;54.572;50.833;37.826;
8375.716;54.575;50.831;37.824;
8376.7;54.572;50.836;37.829;
8377.699;54.572;50.833;37.826;
8378.705;54.573;50.834;37.828;
8379.686;54.572;50.832;37.825;
8380.673;54.565;50.83;37.823;
8381.664;54.57;50.829;37.822;
8382.664;54.578;50.829;37.824;
8383.668;54.573;50.831;37.824;
8384.675;54.572;50.832;37.825;
8385.656;54.571;50.83;37.823;
8386.64;54.572;50.83;37.823;
8387.625;54.575;50.829;37.822;
8388.613;54.577;50.829;37.822;
8389.604;54.571;50.832;37.825;
8390.597;54.57;50.826;37.819;
8391.595;54.568;50.829;37.824;
8392.601;54.575;50.826;37.819;
8393.608;54.567;50.825;37.818;
8394.601;54.573;50.825;37.818;
8395.59;54.564;50.826;37.819;
8396.589;54.566;50.827;37.821;
8397.577;54.571;50.825;37.82;
8398.567;54.572;50.823;37.816;
8399.555;54.567;50.822;37.816;
8400.557;54.572;50.826;37.82;
8401.545;54.565;50.823;37.817;
8402.541;54.57;50.824;37.817;
8403.538;54.57;50.824;37.818;
8404.544;54.562;50.825;37.818;
8405.528;54.564;50.824;37.818;
8406.537;54.566;50.822;37.816;
8407.552;54.566;50.824;37.818;
8408.55;54.56;50.823;37.817;
8409.555;54.565;50.825;37.819;
8410.571;54.566;50.822;37.816;
8411.564;54.569;50.822;37.815;
8412.561;54.566;50.82;37.814;
8413.544;54.561;50.823;37.817;
8414.534;54.568;50.82;37.814;
8415.531;54.566;50.823;37.818;
8416.532;54.565;50.821;37.814;
8417.543;54.57;50.824;37.818;
8418.555;54.567;50.821;37.815;
8419.57;54.566;50.82;37.815;
8420.563;54.565;50.822;37.816;
8421.56;54.564;50.823;37.817;
8422.562;54.56;50.82;37.814;
8423.565;54.558;50.82;37.814;
8424.545;54.565;50.822;37.816;
8425.559;54.564;50.818;37.812;
8426.547;54.568;50.818;37.812;
8427.533;54.564;50.82;37.814;
8428.53;54.559;50.82;37.813;
8429.527;54.569;50.82;37.815;
8430.532;54.561;50.821;37.815;
8431.524;54.569;50.82;37.814;
8432.539;54.557;50.822;37.815;
8433.539;54.564;50.82;37.814;
8434.536;54.563;50.822;37.816;
8435.52;54.567;50.82;37.814;
8436.505;54.561;50.819;37.813;
8437.501;54.562;50.822;37.815;
8438.494;54.567;50.821;37.816;
8439.496;54.561;50.819;37.813;
8440.506;54.561;50.821;37.814;
8441.494;54.56;50.819;37.812;
8442.504;54.561;50.821;37.815;
8443.492;54.559;50.819;37.814;
8444.475;54.563;50.819;37.813;
8445.488;54.567;50.82;37.815;
8446.489;54.563;50.819;37.812;
8447.495;54.565;50.822;37.816;
8448.507;54.558;50.82;37.814;
8449.5;54.558;50.821;37.815;
8450.498;54.568;50.819;37.813;
8451.501;54.559;50.821;37.817;
8452.486;54.564;50.821;37.815;
8453.476;54.563;50.82;37.813;
8454.481;54.561;50.819;37.813;
8455.487;54.556;50.819;37.813;
8456.476;54.566;50.816;37.81;
8457.496;54.56;50.818;37.811;
8458.499;54.557;50.819;37.813;
8459.481;54.559;50.822;37.815;
8460.464;54.563;50.817;37.812;
8461.451;54.558;50.818;37.812;
8462.44;54.557;50.818;37.812;
8463.431;54.557;50.819;37.813;
8464.431;54.56;50.819;37.813;
8465.433;54.563;50.818;37.812;
8466.425;54.566;50.819;37.813;
8467.419;54.559;50.818;37.811;
8468.423;54.554;50.819;37.814;
8469.417;54.558;50.818;37.812;
8470.407;54.555;50.818;37.811;
8471.409;54.557;50.816;37.81;
8472.418;54.555;50.815;37.809;
8473.411;54.555;50.818;37.812;
8474.399;54.561;50.818;37.812;
8475.392;54.558;50.816;37.809;
8476.392;54.558;50.816;37.81;
8477.374;54.555;50.819;37.813;
8478.371;54.553;50.816;37.81;
8479.372;54.56;50.819;37.813;
8480.367;54.558;50.818;37.812;
8481.362;54.553;50.817;37.811;
8482.362;54.557;50.817;37.811;
8483.369;54.558;50.817;37.81;
8484.351;54.559;50.815;37.809;
8485.338;54.552;50.816;37.811;
8486.324;54.557;50.815;37.809;
8487.317;54.553;50.816;37.81;
8488.313;54.557;50.817;37.811;
8489.314;54.562;50.818;37.811;
8490.321;54.556;50.815;37.809;
8491.334;54.554;50.817;37.811;
8492.325;54.556;50.814;37.807;
8493.318;54.558;50.815;37.809;
8494.315;54.554;50.815;37.809;
8495.317;54.556;50.813;37.808;
8496.291;54.552;50.815;37.809;
8497.3;54.549;50.815;37.808;
8498.283;54.551;50.813;37.808;
8499.27;54.552;50.813;37.807;
8500.272;54.551;50.815;37.81;
8501.271;54.551;50.812;37.806;
8502.26;54.551;50.814;37.807;
8503.274;54.553;50.811;37.805;
8504.265;54.545;50.812;37.806;
8505.262;54.553;50.812;37.806;
8506.26;54.548;50.812;37.805;
8507.262;54.548;50.812;37.806;
8508.259;54.549;50.81;37.804;
8509.262;54.547;50.811;37.805;
8510.254;54.547;50.81;37.804;
8511.243;54.55;50.811;37.805;
8512.246;54.551;50.811;37.804;
8513.227;54.551;50.81;37.804;
8514.224;54.548;50.81;37.804;
8515.232;54.549;50.811;37.805;
8516.222;54.544;50.813;37.806;
8517.212;54.546;50.81;37.803;
8518.21;54.545;50.812;37.806;
8519.213;54.546;50.809;37.803;
8520.221;54.546;50.811;37.804;
8521.235;54.541;50.808;37.802;
8522.223;54.546;50.811;37.804;
8523.215;54.544;50.811;37.804;
8524.214;54.542;50.811;37.804;
8525.217;54.544;50.809;37.803;
8526.202;54.539;50.809;37.804;
8527.198;54.541;50.808;37.801;
8528.192;54.54;50.809;37.802;
8529.197;54.539;50.808;37.801;
8530.204;54.539;50.808;37.802;
8531.182;54.543;50.808;37.802;
8532.195;54.536;50.806;37.8;
8533.211;54.541;50.806;37.799;
8534.232;54.542;50.807;37.801;
8535.221;54.542;50.806;37.801;
8536.216;54.542;50.806;37.8;
8537.214;54.543;50.806;37.799;
8538.205;54.541;50.805;37.798;
8539.197;54.536;50.803;37.797;
8540.188;54.542;50.804;37.798;
8541.173;54.537;50.806;37.8;
8542.16;54.532;50.806;37.801;
8543.147;54.538;50.802;37.796;
8544.144;54.542;50.804;37.799;
8545.143;54.544;50.802;37.797;
8546.143;54.537;50.802;37.796;
8547.15;54.539;50.806;37.8;
8548.141;54.539;50.803;37.797;
8549.143;54.538;50.805;37.799;
8550.153;54.537;50.803;37.796;
8551.162;54.539;50.805;37.799;
8552.172;54.54;50.802;37.796;
8553.157;54.539;50.803;37.798;
8554.169;54.541;50.802;37.796;
8555.176;54.535;50.805;37.798;
8556.163;54.54;50.804;37.798;
8557.184;54.54;50.804;37.798;
8558.183;54.542;50.801;37.795;
8559.192;54.539;50.804;37.798;
8560.183;54.54;50.804;37.799;
8561.184;54.538;50.801;37.795;
8562.188;54.542;50.802;37.796;
8563.172;54.541;50.801;37.795;
8564.189;54.538;50.804;37.797;
8565.177;54.535;50.804;37.798;
8566.171;54.535;50.801;37.795;
8567.167;54.537;50.804;37.799;
8568.172;54.537;50.8;37.795;
8569.18;54.535;50.802;37.797;
8570.192;54.541;50.801;37.795;
8571.173;54.541;50.801;37.795;
8572.158;54.539;50.802;37.796;
8573.157;54.534;50.802;37.796;
8574.146;54.538;50.801;37.795;
8575.136;54.537;50.802;37.797;
8576.126;54.533;50.802;37.798;
8577.124;54.536;50.8;37.795;
8578.115;54.538;50.801;37.795;
8579.098;54.537;50.802;37.795;
8580.094;54.535;50.801;37.796;
8581.099;54.535;50.802;37.796;
8582.11;54.53;50.802;37.797;
8583.091;54.531;50.799;37.793;
8584.081;54.529;50.8;37.794;
8585.077;54.537;50.802;37.796;
8586.056;54.534;50.801;37.796;
8587.041;54.534;50.799;37.793;
8588.031;54.534;50.799;37.794;
8589.028;54.532;50.8;37.794;
8590.029;54.533;50.798;37.791;
8591.039;54.539;50.799;37.794;
8592.056;54.53;50.799;37.793;
8593.052;54.53;50.799;37.793;
8594.055;54.536;50.798;37.792;
8595.068;54.533;50.797;37.791;
8596.061;54.529;50.798;37.792;
8597.056;54.529;50.8;37.794;
8598.069;54.531;50.797;37.791;
8599.048;54.525;50.799;37.793;
8600.063;54.535;50.797;37.792;
8601.05;54.532;50.797;37.791;
8602.043;54.532;50.801;37.794;
8603.051;54.526;50.799;37.792;
8604.048;54.532;50.8;37.794;
8605.042;54.535;50.798;37.793;
8606.042;54.524;50.797;37.791;
8607.032;54.526;50.799;37.793;
8608.024;54.53;50.799;37.793;
8609.015;54.531;50.798;37.792;
8610.019;54.536;50.797;37.792;
8611.012;54.531;50.797;37.792;
8611.996;54.53;50.795;37.79;
8612.984;54.527;50.798;37.791;
8613.973;54.534;50.798;37.792;
8614.958;54.528;50.798;37.793;
8615.947;54.528;50.795;37.789;
8616.947;54.525;50.797;37.791;
8617.96;54.525;50.796;37.79;
8618.946;54.525;50.796;37.791;
8619.967;54.526;50.794;37.788;
8620.963;54.529;50.794;37.788;
8621.966;54.529;50.795;37.79;
8622.947;54.526;50.794;37.789;
8623.935;54.521;50.793;37.787;
8624.929;54.528;50.795;37.79;
8625.942;54.529;50.793;37.788;
8626.925;54.522;50.794;37.789;
8627.934;54.527;50.795;37.79;
8628.947;54.529;50.795;37.789;
8629.938;54.53;50.795;37.789;
8630.932;54.526;50.793;37.787;
8631.932;54.528;50.793;37.788;
8632.935;54.523;50.793;37.787;
8633.935;54.525;50.793;37.787;
8634.924;54.523;50.794;37.789;
8635.918;54.524;50.793;37.787;
8636.907;54.523;50.794;37.789;
8637.905;54.525;50.795;37.789;
8638.906;54.525;50.792;37.786;
8639.902;54.521;50.794;37.789;
8640.899;54.526;50.793;37.787;
8641.899;54.521;50.793;37.787;
8642.902;54.527;50.793;37.788;
8643.907;54.519;50.793;37.788;
8644.888;54.529;50.793;37.787;
8645.879;54.525;50.794;37.788;
8646.872;54.525;50.791;37.785;
8647.875;54.528;50.793;37.787;
8648.857;54.52;50.794;37.788;
8649.852;54.517;50.794;37.788;
8650.848;54.523;50.792;37.787;
8651.85;54.527;50.793;37.788;
8652.859;54.525;50.79;37.785;
8653.857;54.52;50.793;37.788;
8654.854;54.521;50.79;37.785;
8655.853;54.524;50.791;37.786;
8656.858;54.52;50.792;37.786;
8657.866;54.52;50.791;37.786;
8658.88;54.524;50.79;37.785;
8659.865;54.519;50.791;37.786;
8660.864;54.516;50.791;37.787;
8661.863;54.513;50.793;37.788;
8662.864;54.516;50.793;37.787;
8663.869;54.508;50.789;37.783;
8664.878;54.515;50.79;37.784;
8665.863;54.514;50.791;37.785;
8666.85;54.514;50.788;37.782;
8667.839;54.512;50.791;37.784;
8668.831;54.513;50.791;37.785;
8669.826;54.518;50.788;37.783;
8670.826;54.516;50.788;37.783;
8671.828;54.511;50.789;37.784;
8672.828;54.513;50.79;37.784;
8673.836;54.519;50.789;37.784;
8674.824;54.512;50.786;37.78;
8675.829;54.515;50.788;37.783;
8676.822;54.518;50.788;37.782;
8677.829;54.509;50.788;37.782;
8678.825;54.505;50.789;37.784;
8679.835;54.51;50.785;37.78;
8680.837;54.508;50.788;37.782;
8681.83;54.506;50.788;37.781;
8682.819;54.506;50.788;37.782;
8683.831;54.509;50.787;37.78;
8684.829;54.514;50.787;37.782;
8685.828;54.507;50.785;37.78;
8686.814;54.514;50.784;37.779;
8687.811;54.504;50.786;37.779;
8688.812;54.503;50.787;37.781;
8689.818;54.5;50.785;37.78;
8690.793;54.505;50.785;37.779;
8691.801;54.502;50.786;37.78;
8692.793;54.509;50.785;37.78;
8693.788;54.507;50.786;37.781;
8694.786;54.505;50.787;37.781;
8695.785;54.509;50.785;37.78;
8696.758;54.512;50.786;37.781;
8697.767;54.51;50.785;37.78;
8698.748;54.502;50.785;37.778;
8699.733;54.506;50.785;37.779;
8700.723;54.514;50.786;37.78;
8701.715;54.511;50.785;37.779;
8702.707;54.504;50.784;37.778;
8703.706;54.497;50.785;37.78;
8704.702;54.506;50.783;37.777;
8705.699;54.502;50.783;37.777;
8706.711;54.499;50.783;37.777;
8707.709;54.5;50.784;37.778;
8708.696;54.504;50.782;37.777;
8709.701;54.507;50.781;37.775;
8710.683;54.502;50.783;37.777;
8711.678;54.503;50.784;37.778;
8712.684;54.508;50.78;37.774;
8713.681;54.501;50.784;37.779;
8714.69;54.507;50.784;37.778;
8715.68;54.505;50.782;37.776;
8716.686;54.508;50.778;37.773;
8717.675;54.504;50.781;37.776;
8718.668;54.504;50.782;37.777;
8719.67;54.5;50.782;37.776;
8720.678;54.502;50.782;37.777;
8721.674;54.509;50.78;37.775;
8722.673;54.506;50.778;37.773;
8723.683;54.505;50.78;37.775;
8724.666;54.505;50.779;37.774;
8725.654;54.504;50.777;37.772;
8726.655;54.5;50.781;37.775;
8727.665;54.494;50.782;37.775;
8728.677;54.5;50.782;37.776;
8729.663;54.505;50.78;37.776;
8730.659;54.495;50.781;37.775;
8731.655;54.504;50.78;37.776;
8732.657;54.504;50.777;37.772;
8733.632;54.503;50.777;37.771;
8734.643;54.5;50.779;37.773;
8735.642;54.501;50.777;37.772;
8736.634;54.495;50.782;37.776;
8737.634;54.498;50.78;37.775;
8738.651;54.494;50.782;37.776;
8739.67;54.502;50.779;37.773;
8740.66;54.5;50.78;37.774;
8741.655;54.501;50.777;37.771;
8742.641;54.499;50.777;37.772;
8743.631;54.504;50.778;37.773;
8744.626;54.506;50.779;37.773;
8745.628;54.502;50.778;37.773;
8746.623;54.498;50.78;37.774;
8747.607;54.501;50.78;37.774;
8748.603;54.497;50.777;37.771;
8749.598;54.499;50.782;37.775;
8750.581;54.498;50.782;37.776;
8751.565;54.493;50.782;37.775;
8752.546;54.501;50.778;37.773;
8753.527;54.499;50.777;37.772;
8754.539;54.5;50.779;37.774;
8755.536;54.5;50.778;37.773;
8756.539;54.504;50.779;37.774;
8757.55;54.5;50.778;37.772;
8758.542;54.5;50.779;37.774;
8759.53;54.503;50.778;37.772;
8760.534;54.5;50.776;37.77;
8761.521;54.498;50.777;37.772;
8762.506;54.5;50.777;37.772;
8763.528;54.503;50.776;37.77;
8764.529;54.498;50.778;37.773;
8765.536;54.499;50.777;37.772;
8766.52;54.499;50.777;37.771;
8767.508;54.491;50.779;37.773;
8768.529;54.499;50.776;37.771;
8769.525;54.491;50.777;37.772;
8770.527;54.494;50.775;37.77;
8771.535;54.494;50.777;37.772;
8772.514;54.494;50.775;37.77;
8773.527;54.493;50.776;37.772;
8774.547;54.496;50.775;37.769;
8775.538;54.501;50.776;37.77;
8776.535;54.498;50.775;37.77;
8777.534;54.493;50.775;37.77;
8778.511;54.493;50.775;37.77;
8779.521;54.493;50.776;37.771;
8780.514;54.496;50.775;37.769;
8781.516;54.492;50.776;37.772;
8782.519;54.495;50.775;37.77;
8783.505;54.493;50.775;37.77;
8784.488;54.492;50.775;37.771;
8785.497;54.494;50.773;37.768;
8786.497;54.497;50.776;37.771;
8787.503;54.494;50.773;37.768;
8788.484;54.492;50.774;37.769;
8789.468;54.491;50.774;37.77;
8790.466;54.493;50.774;37.768;
8791.458;54.49;50.775;37.769;
8792.454;54.49;50.774;37.769;
8793.435;54.493;50.775;37.769;
8794.42;54.495;50.774;37.768;
8795.409;54.484;50.775;37.769;
8796.411;54.497;50.775;37.771;
8797.397;54.491;50.774;37.769;
8798.415;54.486;50.774;37.769;
8799.412;54.492;50.772;37.767;
8800.412;54.495;50.769;37.765;
8801.414;54.492;50.771;37.766;
8802.425;54.492;50.771;37.766;
8803.41;54.487;50.773;37.768;
8804.396;54.492;50.772;37.767;
8805.417;54.489;50.772;37.766;
8806.412;54.487;50.771;37.766;
8807.412;54.493;50.771;37.765;
8808.416;54.492;50.772;37.767;
8809.423;54.488;50.772;37.767;
8810.402;54.49;50.773;37.768;
8811.39;54.492;50.771;37.767;
8812.383;54.489;50.771;37.766;
8813.375;54.487;50.771;37.765;
8814.373;54.491;50.773;37.768;
8815.372;54.493;50.769;37.764;
8816.379;54.488;50.774;37.768;
8817.37;54.49;50.773;37.768;
8818.361;54.487;50.77;37.765;
8819.354;54.489;50.77;37.765;
8820.34;54.484;50.771;37.766;
8821.337;54.493;50.768;37.763;
8822.345;54.488;50.77;37.765;
8823.344;54.484;50.77;37.765;
8824.34;54.487;50.771;37.765;
8825.33;54.487;50.77;37.765;
8826.335;54.483;50.769;37.764;
8827.329;54.487;50.77;37.765;
8828.328;54.491;50.769;37.764;
8829.333;54.484;50.772;37.767;
8830.322;54.492;50.77;37.765;
8831.316;54.483;50.771;37.765;
8832.306;54.487;50.768;37.763;
8833.307;54.48;50.771;37.766;
8834.313;54.485;50.767;37.762;
8835.302;54.488;50.768;37.763;
8836.28;54.486;50.768;37.763;
8837.289;54.488;50.766;37.76;
8838.301;54.482;50.769;37.764;
8839.315;54.488;50.765;37.761;
8840.303;54.485;50.768;37.764;
8841.295;54.488;50.766;37.761;
8842.291;54.483;50.768;37.762;
8843.291;54.483;50.767;37.762;
8844.295;54.486;50.766;37.761;
8845.307;54.486;50.768;37.763;
8846.318;54.484;50.766;37.761;
8847.3;54.483;50.767;37.762;
8848.288;54.488;50.766;37.762;
8849.308;54.481;50.765;37.761;
8850.306;54.481;50.766;37.762;
8851.304;54.483;50.766;37.761;
8852.325;54.484;50.768;37.763;
8853.315;54.48;50.767;37.762;
8854.306;54.485;50.764;37.76;
8855.315;54.483;50.764;37.759;
8856.313;54.481;50.766;37.761;
8857.307;54.483;50.766;37.761;
8858.303;54.481;50.764;37.759;
8859.32;54.485;50.764;37.759;
8860.33;54.483;50.764;37.759;
8861.337;54.481;50.765;37.76;
8862.326;54.483;50.765;37.759;
8863.323;54.479;50.765;37.761;
8864.312;54.484;50.765;37.76;
8865.305;54.483;50.763;37.758;
8866.305;54.488;50.763;37.759;
8867.299;54.481;50.762;37.757;
8868.291;54.483;50.764;37.759;
8869.298;54.489;50.763;37.758;
8870.307;54.477;50.765;37.759;
8871.292;54.483;50.763;37.759;
8872.281;54.48;50.765;37.76;
8873.279;54.479;50.762;37.757;
8874.283;54.477;50.764;37.759;
8875.259;54.483;50.761;37.757;
8876.27;54.481;50.76;37.755;
8877.264;54.483;50.762;37.757;
8878.262;54.481;50.762;37.757;
8879.262;54.481;50.761;37.756;
8880.268;54.479;50.761;37.756;
8881.249;54.477;50.76;37.755;
8882.261;54.475;50.763;37.758;
8883.247;54.48;50.76;37.755;
8884.238;54.478;50.759;37.755;
8885.232;54.474;50.76;37.755;
8886.228;54.478;50.76;37.755;
8887.227;54.475;50.759;37.754;
8888.225;54.476;50.76;37.756;
8889.214;54.474;50.759;37.753;
8890.217;54.475;50.758;37.753;
8891.207;54.476;50.759;37.755;
8892.186;54.477;50.758;37.754;
8893.184;54.475;50.759;37.754;
8894.185;54.476;50.761;37.756;
8895.195;54.474;50.758;37.753;
8896.203;54.477;50.758;37.754;
8897.202;54.471;50.757;37.753;
8898.219;54.472;50.76;37.756;
8899.194;54.472;50.758;37.753;
8900.201;54.468;50.759;37.754;
8901.187;54.476;50.758;37.753;
8902.182;54.473;50.758;37.753;
8903.184;54.472;50.758;37.753;
8904.189;54.477;50.759;37.754;
8905.173;54.475;50.756;37.751;
8906.172;54.477;50.758;37.753;
8907.171;54.47;50.757;37.752;
8908.173;54.475;50.757;37.752;
8909.152;54.477;50.758;37.753;
8910.164;54.472;50.758;37.753;
8911.18;54.472;50.759;37.754;
8912.199;54.468;50.758;37.754;
8913.195;54.471;50.757;37.752;
8914.194;54.466;50.756;37.751;
8915.194;54.473;50.757;37.752;
8916.201;54.47;50.756;37.751;
8917.21;54.472;50.756;37.752;
8918.224;54.466;50.759;37.755;
8919.213;54.473;50.758;37.753;
8920.233;54.469;50.756;37.751;
8921.226;54.471;50.757;37.753;
8922.224;54.468;50.756;37.751;
8923.215;54.469;50.756;37.752;
8924.211;54.474;50.757;37.752;
8925.2;54.469;50.755;37.75;
8926.211;54.465;50.756;37.751;
8927.212;54.467;50.754;37.75;
8928.223;54.468;50.755;37.751;
8929.223;54.468;50.755;37.75;
8930.213;54.461;50.754;37.749;
8931.22;54.469;50.755;37.75;
8932.221;54.463;50.754;37.749;
8933.204;54.47;50.755;37.75;
8934.192;54.472;50.755;37.75;
8935.189;54.47;50.753;37.748;
8936.17;54.468;50.753;37.748;
8937.16;54.466;50.754;37.75;
8938.152;54.469;50.754;37.75;
8939.15;54.467;50.755;37.75;
8940.151;54.464;50.754;37.751;
8941.157;54.463;50.753;37.748;
8942.15;54.463;50.753;37.749;
8943.155;54.47;50.753;37.749;
8944.169;54.473;50.752;37.748;
8945.184;54.462;50.752;37.747;
8946.18;54.465;50.752;37.747;
8947.179;54.462;50.754;37.749;
8948.185;54.467;50.753;37.748;
8949.194;54.458;50.75;37.745;
8950.207;54.458;50.751;37.747;
8951.194;54.463;50.751;37.746;
8952.214;54.461;50.751;37.746;
8953.212;54.459;50.75;37.745;
8954.218;54.46;50.751;37.747;
8955.235;54.462;50.752;37.747;
8956.23;54.459;50.751;37.746;
8957.223;54.462;50.751;37.747;
8958.219;54.461;50.75;37.745;
8959.207;54.466;50.75;37.746;
8960.204;54.464;50.75;37.746;
8961.197;54.462;50.749;37.744;
8962.191;54.464;50.751;37.746;
8963.18;54.459;50.751;37.747;
8964.181;54.459;50.748;37.743;
8965.164;54.46;50.749;37.745;
8966.15;54.458;50.749;37.744;
8967.148;54.459;50.747;37.743;
8968.156;54.461;50.748;37.744;
8969.141;54.465;50.749;37.745;
8970.143;54.459;50.747;37.742;
8971.139;54.462;50.75;37.745;
8972.145;54.461;50.75;37.745;
8973.154;54.455;50.75;37.745;
8974.142;54.462;50.748;37.744;
8975.136;54.452;50.749;37.745;
8976.141;54.45;50.75;37.745;
8977.149;54.452;50.747;37.742;
8978.163;54.462;50.748;37.744;
8979.159;54.459;50.746;37.741;
8980.167;54.459;50.747;37.743;
8981.151;54.454;50.748;37.744;
8982.138;54.463;50.745;37.74;
8983.138;54.449;50.748;37.743;
8984.138;54.457;50.747;37.743;
8985.14;54.452;50.747;37.743;
8986.16;54.453;50.745;37.741;
8987.15;54.455;50.745;37.741;
8988.144;54.454;50.746;37.741;
8989.149;54.45;50.746;37.741;
8990.14;54.452;50.746;37.741;
8991.126;54.452;50.746;37.741;
8992.122;54.453;50.744;37.74;
8993.116;54.45;50.744;37.74;
8994.117;54.456;50.745;37.741;
8995.123;54.454;50.745;37.741;
8996.124;54.45;50.745;37.741;
8997.129;54.453;50.743;37.739;
8998.114;54.454;50.745;37.74;
8999.098;54.453;50.746;37.742;
9000.093;54.449;50.744;37.739;
9001.096;54.455;50.744;37.739;
9002.097;54.447;50.742;37.737;
9003.086;54.45;50.742;37.738;
9004.084;54.455;50.743;37.739;
9005.087;54.445;50.743;37.737;
9006.095;54.448;50.743;37.739;
9007.079;54.449;50.743;37.739;
9008.079;54.449;50.741;37.737;
9009.081;54.452;50.743;37.739;
9010.073;54.452;50.743;37.739;
9011.092;54.45;50.742;37.738;
9012.086;54.445;50.742;37.738;
9013.087;54.457;50.74;37.736;
9014.091;54.448;50.742;37.737;
9015.071;54.448;50.741;37.736;
9016.091;54.448;50.741;37.737;
9017.083;54.444;50.741;37.736;
9018.078;54.447;50.74;37.736;
9019.077;54.443;50.743;37.738;
9020.084;54.444;50.741;37.738;
9021.094;54.445;50.741;37.737;
9022.075;54.446;50.741;37.737;
9023.087;54.44;50.742;37.738;
9024.107;54.449;50.739;37.735;
9025.102;54.445;50.74;37.736;
9026.099;54.448;50.738;37.734;
9027.097;54.443;50.74;37.735;
9028.097;54.443;50.739;37.735;
9029.08;54.44;50.737;37.732;
9030.073;54.443;50.739;37.735;
9031.065;54.445;50.739;37.735;
9032.045;54.448;50.736;37.733;
9033.041;54.443;50.735;37.73;
9034.029;54.443;50.738;37.734;
9035.038;54.444;50.737;37.733;
9036.056;54.442;50.738;37.735;
9037.068;54.441;50.737;37.733;
9038.061;54.445;50.738;37.734;
9039.06;54.442;50.736;37.732;
9040.071;54.441;50.737;37.733;
9041.062;54.439;50.737;37.732;
9042.065;54.442;50.737;37.733;
9043.052;54.441;50.737;37.733;
9044.045;54.441;50.735;37.731;
9045.045;54.438;50.737;37.733;
9046.047;54.443;50.737;37.733;
9047.045;54.437;50.738;37.733;
9048.051;54.435;50.74;37.736;
9049.033;54.442;50.736;37.732;
9050.024;54.439;50.736;37.731;
9051.027;54.446;50.735;37.731;
9052.032;54.437;50.734;37.729;
9053.014;54.438;50.733;37.729;
9054.007;54.438;50.735;37.73;
9055.032;54.439;50.735;37.73;
9056.032;54.441;50.737;37.733;
9057.019;54.439;50.735;37.732;
9058.013;54.435;50.734;37.73;
9059.008;54.445;50.734;37.73;
9060.007;54.441;50.732;37.728;
9061.01;54.44;50.734;37.73;
9062.015;54.442;50.735;37.73;
9063.026;54.443;50.734;37.731;
9064.038;54.44;50.734;37.729;
9065.051;54.44;50.734;37.731;
9066.038;54.438;50.732;37.728;
9067.06;54.442;50.735;37.731;
9068.052;54.432;50.735;37.73;
9069.073;54.435;50.736;37.731;
9070.087;54.435;50.736;37.732;
9071.099;54.435;50.735;37.73;
9072.098;54.44;50.733;37.73;
9073.089;54.44;50.733;37.729;
9074.079;54.432;50.731;37.727;
9075.064;54.432;50.732;37.728;
9076.066;54.434;50.733;37.729;
9077.072;54.433;50.732;37.728;
9078.085;54.439;50.73;37.726;
9079.084;54.434;50.731;37.727;
9080.092;54.432;50.733;37.729;
9081.082;54.437;50.731;37.727;
9082.077;54.437;50.734;37.73;
9083.077;54.435;50.733;37.729;
9084.06;54.439;50.731;37.726;
9085.049;54.434;50.733;37.73;
9086.051;54.437;50.735;37.731;
9087.054;54.431;50.732;37.728;
9088.065;54.438;50.734;37.731;
9089.054;54.433;50.735;37.731;
9090.049;54.435;50.73;37.726;
9091.044;54.435;50.732;37.728;
9092.038;54.432;50.73;37.725;
9093.039;54.434;50.734;37.73;
9094.048;54.436;50.73;37.726;
9095.026;54.44;50.731;37.726;
9096.041;54.432;50.734;37.731;
9097.029;54.433;50.729;37.724;
9098.032;54.437;50.73;37.726;
9099.037;54.433;50.729;37.725;
9100.044;54.435;50.731;37.727;
9101.054;54.428;50.73;37.725;
9102.064;54.435;50.731;37.727;
9103.047;54.433;50.73;37.726;
9104.036;54.431;50.729;37.724;
9105.028;54.431;50.728;37.725;
9106.028;54.43;50.729;37.726;
9107.03;54.434;50.728;37.725;
9108.019;54.431;50.727;37.724;
9109.01;54.432;50.728;37.725;
9110.001;54.431;50.728;37.724;
9111.001;54.434;50.729;37.725;
9112.002;54.43;50.73;37.726;
9112.994;54.427;50.729;37.725;
9113.993;54.431;50.731;37.727;
9115.004;54.428;50.729;37.725;
9115.992;54.426;50.729;37.725;
9116.994;54.43;50.728;37.724;
9118.004;54.434;50.727;37.724;
9118.986;54.427;50.729;37.725;
9119.992;54.427;50.728;37.723;
9121.008;54.432;50.729;37.725;
9122.001;54.43;50.726;37.723;
