IDs:;240717_13_240712J;13_DNAJB6_00_130_uM;
3339.991;71.382;50.028;38.572
3340.983;71.4;50.023;38.568
3341.982;71.394;50.027;38.571
3342.981;71.402;50.026;38.57
3343.985;71.376;50.027;38.571
3344.99;71.392;50.027;38.57
3346.004;71.389;50.026;38.57
3346.996;71.394;50.025;38.57
3347.989;71.375;50.023;38.566
3348.984;71.405;50.025;38.569
3349.988;71.389;50.024;38.568
3350.985;71.375;50.024;38.568
3351.967;71.399;50.026;38.57
3352.959;71.388;50.026;38.57
3353.952;71.372;50.022;38.567
3354.962;71.393;50.024;38.568
3355.965;71.405;50.024;38.568
3356.962;71.384;50.025;38.569
3357.963;71.378;50.022;38.565
3358.971;71.38;50.023;38.567
3359.943;71.395;50.025;38.569
3360.948;71.386;50.022;38.565
3361.961;71.377;50.023;38.567
3362.948;71.403;50.023;38.567
3363.947;71.391;50.023;38.567
3364.956;71.403;50.022;38.566
3365.938;71.343;50.023;38.566
3366.93;71.396;50.022;38.566
3367.923;71.422;50.022;38.567
3368.924;71.362;50.02;38.564
3369.901;71.382;50.021;38.565
3370.913;71.382;50.023;38.567
3371.9;71.413;50.02;38.565
3372.892;71.382;50.021;38.565
3373.892;71.405;50.021;38.565
3374.892;71.401;50.019;38.563
3375.895;71.405;50.022;38.566
3376.902;71.377;50.021;38.564
3377.885;71.355;50.022;38.565
3378.872;71.372;50.022;38.566
3379.866;71.387;50.021;38.565
3380.862;71.376;50.019;38.563
3381.861;71.398;50.019;38.563
3382.858;71.384;50.019;38.562
3383.87;71.346;50.021;38.564
3384.874;71.372;50.018;38.561
3385.866;71.391;50.017;38.562
3386.869;71.387;50.018;38.562
3387.868;71.372;50.018;38.562
3388.869;71.372;50.02;38.563
3389.856;71.369;50.016;38.56
3390.849;71.385;50.017;38.561
3391.859;71.375;50.019;38.562
3392.849;71.379;50.017;38.56
3393.847;71.395;50.018;38.562
3394.859;71.374;50.017;38.56
3395.846;71.386;50.019;38.562
3396.841;71.385;50.017;38.561
3397.844;71.395;50.017;38.56
3398.847;71.39;50.017;38.561
3399.848;71.395;50.017;38.56
3400.856;71.374;50.016;38.559
3401.84;71.352;50.015;38.559
3402.858;71.372;50.015;38.559
3403.854;71.373;50.016;38.559
3404.859;71.36;50.017;38.561
3405.872;71.34;50.013;38.557
3406.862;71.346;50.017;38.561
3407.858;71.382;50.017;38.561
3408.856;71.378;50.016;38.559
3409.861;71.341;50.018;38.561
3410.836;71.376;50.016;38.56
3411.853;71.378;50.016;38.56
3412.842;71.35;50.016;38.56
3413.839;71.382;50.015;38.559
3414.836;71.382;50.013;38.557
3415.829;71.349;50.015;38.558
3416.824;71.404;50.014;38.558
3417.826;71.375;50.014;38.557
3418.822;71.362;50.014;38.557
3419.831;71.354;50.015;38.558
3420.831;71.366;50.015;38.558
3421.817;71.378;50.01;38.554
3422.826;71.4;50.015;38.558
3423.824;71.374;50.011;38.555
3424.833;71.362;50.013;38.557
3425.826;71.348;50.015;38.557
3426.812;71.392;50.013;38.556
3427.805;71.359;50.014;38.558
3428.788;71.368;50.013;38.557
3429.79;71.352;50.014;38.557
3430.793;71.344;50.015;38.559
3431.775;71.396;50.014;38.558
3432.762;71.347;50.01;38.553
3433.745;71.374;50.01;38.554
3434.735;71.376;50.011;38.555
3435.734;71.348;50.012;38.554
3436.731;71.331;50.012;38.554
3437.733;71.384;50.013;38.558
3438.737;71.391;50.011;38.555
3439.742;71.401;50.012;38.556
3440.729;71.348;50.013;38.555
3441.725;71.396;50.012;38.556
3442.724;71.421;50.01;38.556
3443.724;71.38;50.012;38.555
3444.732;71.362;50.011;38.554
3445.723;71.36;50.01;38.553
3446.745;71.348;50.012;38.555
3447.753;71.33;50.011;38.554
3448.735;71.387;50.009;38.553
3449.727;71.353;50.011;38.554
3450.722;71.382;50.009;38.552
3451.701;71.36;50.008;38.552
3452.703;71.373;50.009;38.553
3453.688;71.355;50.009;38.552
3454.687;71.362;50.009;38.552
3455.691;71.352;50.011;38.554
3456.676;71.357;50.006;38.55
3457.655;71.365;50.006;38.549
3458.664;71.382;50.008;38.552
3459.686;71.376;50.01;38.553
3460.693;71.349;50.009;38.551
3461.683;71.359;50.007;38.55
3462.681;71.351;50.008;38.551
3463.687;71.395;50.007;38.55
3464.697;71.363;50.009;38.552
3465.712;71.355;50.01;38.552
3466.713;71.354;50.008;38.551
3467.717;71.373;50.007;38.55
3468.726;71.39;50.008;38.552
3469.739;71.388;50.008;38.551
3470.726;71.363;50.007;38.55
3471.723;71.333;50.005;38.548
3472.724;71.353;50.007;38.55
3473.725;71.372;50.008;38.55
3474.73;71.358;50.006;38.55
3475.745;71.349;50.005;38.547
3476.736;71.36;50.006;38.549
3477.73;71.35;50.006;38.549
3478.728;71.344;50.005;38.548
3479.73;71.336;50.007;38.55
3480.718;71.342;50.008;38.55
3481.708;71.376;50.005;38.548
3482.704;71.382;50.009;38.552
3483.711;71.352;50.004;38.547
3484.716;71.331;50.002;38.546
3485.713;71.365;50.006;38.549
3486.7;71.312;50.003;38.546
3487.693;71.35;50.007;38.549
3488.7;71.349;50.004;38.547
3489.704;71.344;50.006;38.548
3490.699;71.36;50.003;38.547
3491.699;71.371;50.003;38.546
3492.706;71.359;50.003;38.546
3493.702;71.358;50.003;38.546
3494.685;71.307;50.002;38.545
3495.677;71.347;50.001;38.545
3496.67;71.327;50.004;38.547
3497.666;71.324;50.002;38.545
3498.668;71.344;50.008;38.55
3499.677;71.318;50.004;38.546
3500.695;71.314;50.002;38.545
3501.703;71.325;50.001;38.544
3502.709;71.373;50.002;38.545
3503.719;71.313;50.005;38.548
3504.733;71.349;50.004;38.546
3505.733;71.35;50.004;38.547
3506.732;71.359;50.001;38.544
3507.735;71.348;50.003;38.546
3508.742;71.332;50.003;38.544
3509.753;71.311;50.003;38.546
3510.739;71.337;50.003;38.545
3511.724;71.346;50;38.543
3512.714;71.365;50.002;38.545
3513.709;71.367;50.002;38.545
3514.704;71.365;49.999;38.542
3515.698;71.376;49.999;38.543
3516.68;71.344;50;38.543
3517.679;71.348;50;38.542
3518.683;71.352;50.001;38.543
3519.684;71.351;50;38.542
3520.695;71.366;49.998;38.541
3521.703;71.343;49.996;38.539
3522.703;71.321;50;38.543
3523.7;71.362;49.999;38.541
3524.699;71.316;49.998;38.54
3525.685;71.361;49.999;38.542
3526.675;71.362;49.999;38.542
3527.673;71.37;49.997;38.539
3528.677;71.34;50;38.543
3529.692;71.297;49.999;38.541
3530.686;71.357;49.999;38.541
3531.707;71.336;49.995;38.538
3532.707;71.307;49.997;38.54
3533.682;71.31;49.997;38.54
3534.666;71.29;49.995;38.537
3535.659;71.309;49.997;38.539
3536.655;71.311;49.995;38.538
3537.663;71.352;49.997;38.54
3538.655;71.346;49.996;38.539
3539.645;71.34;49.998;38.54
3540.642;71.359;49.994;38.537
3541.642;71.342;49.995;38.538
3542.655;71.356;49.997;38.54
3543.666;71.345;49.997;38.539
3544.651;71.31;49.994;38.537
3545.641;71.33;49.992;38.534
3546.634;71.355;49.996;38.539
3547.636;71.303;49.994;38.536
3548.643;71.314;49.992;38.535
3549.637;71.334;49.995;38.538
3550.63;71.343;49.993;38.535
3551.639;71.353;49.996;38.539
3552.641;71.359;49.991;38.533
3553.633;71.363;49.995;38.538
3554.637;71.325;49.993;38.536
3555.64;71.294;49.993;38.536
3556.652;71.342;49.992;38.534
3557.652;71.319;49.994;38.536
3558.633;71.34;49.993;38.535
3559.623;71.318;49.992;38.534
3560.621;71.338;49.996;38.538
3561.627;71.342;49.994;38.536
3562.614;71.345;49.991;38.534
3563.635;71.343;49.993;38.535
3564.636;71.294;49.99;38.533
3565.647;71.322;49.991;38.534
3566.632;71.29;49.989;38.531
3567.627;71.351;49.993;38.536
3568.624;71.283;49.992;38.534
3569.635;71.333;49.992;38.535
3570.649;71.34;49.991;38.533
3571.641;71.35;49.992;38.534
3572.639;71.317;49.989;38.532
3573.624;71.31;49.986;38.529
3574.608;71.322;49.99;38.532
3575.595;71.355;49.99;38.533
3576.597;71.332;49.99;38.533
3577.599;71.292;49.989;38.532
3578.604;71.306;49.989;38.532
3579.614;71.323;49.989;38.531
3580.629;71.332;49.99;38.533
3581.613;71.314;49.988;38.53
3582.605;71.333;49.991;38.533
3583.6;71.319;49.991;38.533
3584.597;71.316;49.988;38.53
3585.598;71.354;49.988;38.531
3586.59;71.343;49.989;38.531
3587.58;71.365;49.988;38.531
3588.566;71.344;49.989;38.531
3589.561;71.332;49.986;38.529
3590.544;71.343;49.987;38.53
3591.544;71.297;49.984;38.527
3592.539;71.308;49.985;38.528
3593.542;71.362;49.986;38.528
3594.551;71.332;49.988;38.53
3595.544;71.322;49.986;38.527
3596.553;71.31;49.985;38.528
3597.548;71.331;49.983;38.526
3598.555;71.287;49.987;38.529
3599.565;71.311;49.985;38.527
3600.558;71.314;49.988;38.53
3601.569;71.336;49.984;38.526
3602.585;71.311;49.983;38.526
3603.587;71.309;49.986;38.528
3604.577;71.36;49.985;38.528
3605.57;71.341;49.986;38.528
3606.569;71.298;49.983;38.526
3607.577;71.328;49.986;38.528
3608.567;71.333;49.982;38.525
3609.569;71.308;49.984;38.526
3610.579;71.324;49.986;38.529
3611.592;71.325;49.985;38.527
3612.606;71.277;49.981;38.523
3613.599;71.298;49.984;38.526
3614.595;71.344;49.984;38.526
3615.594;71.3;49.981;38.523
3616.598;71.319;49.984;38.527
3617.592;71.274;49.98;38.522
3618.581;71.322;49.984;38.526
3619.576;71.323;49.983;38.525
3620.576;71.32;49.984;38.526
3621.561;71.329;49.983;38.526
3622.556;71.269;49.983;38.525
3623.572;71.276;49.984;38.526
3624.58;71.316;49.982;38.524
3625.577;71.306;49.985;38.527
3626.554;71.303;49.985;38.526
3627.559;71.323;49.984;38.525
3628.547;71.283;49.983;38.524
3629.54;71.316;49.981;38.523
3630.55;71.304;49.982;38.524
3631.542;71.26;49.979;38.52
3632.534;71.299;49.984;38.525
3633.518;71.329;49.984;38.526
3634.517;71.313;49.98;38.523
3635.52;71.378;49.98;38.522
3636.505;71.325;49.979;38.522
3637.494;71.341;49.98;38.522
3638.498;71.316;49.98;38.523
3639.506;71.314;49.982;38.524
3640.519;71.304;49.983;38.525
3641.515;71.317;49.981;38.522
3642.518;71.292;49.981;38.523
3643.502;71.272;49.977;38.519
3644.487;71.298;49.977;38.518
3645.478;71.287;49.98;38.522
3646.479;71.308;49.98;38.521
3647.486;71.276;49.978;38.519
3648.472;71.312;49.979;38.522
3649.456;71.319;49.98;38.522
3650.442;71.315;49.98;38.521
3651.431;71.276;49.978;38.519
3652.423;71.32;49.978;38.521
3653.419;71.33;49.977;38.52
3654.411;71.311;49.978;38.521
3655.424;71.342;49.978;38.521
3656.398;71.295;49.974;38.516
3657.4;71.257;49.979;38.52
3658.4;71.289;49.98;38.521
3659.391;71.301;49.977;38.518
3660.364;71.31;49.977;38.518
3661.36;71.33;49.974;38.517
3662.336;71.302;49.979;38.521
3663.349;71.312;49.976;38.518
3664.37;71.314;49.974;38.516
3665.355;71.263;49.978;38.519
3666.358;71.314;49.978;38.52
3667.352;71.3;49.974;38.517
3668.338;71.285;49.975;38.517
3669.33;71.283;49.977;38.519
3670.324;71.344;49.977;38.519
3671.334;71.255;49.975;38.516
3672.345;71.318;49.974;38.516
3673.334;71.288;49.976;38.517
3674.332;71.298;49.975;38.518
3675.333;71.326;49.974;38.517
3676.316;71.322;49.976;38.516
3677.302;71.289;49.981;38.52
3678.298;71.275;49.969;38.511
3679.296;71.326;49.974;38.516
3680.302;71.284;49.977;38.519
3681.313;71.33;49.975;38.518
3682.297;71.356;49.974;38.516
3683.283;71.26;49.97;38.512
3684.278;71.282;49.975;38.516
3685.279;71.249;49.97;38.511
3686.291;71.307;49.974;38.515
3687.282;71.282;49.972;38.513
3688.273;71.324;49.974;38.516
3689.267;71.282;49.974;38.515
3690.267;71.263;49.971;38.512
3691.249;71.292;49.976;38.517
3692.243;71.305;49.973;38.514
3693.236;71.289;49.973;38.514
3694.223;71.257;49.974;38.516
3695.223;71.299;49.974;38.516
3696.215;71.273;49.974;38.515
3697.221;71.267;49.976;38.518
3698.202;71.295;49.97;38.512
3699.193;71.367;49.971;38.512
3700.187;71.269;49.97;38.512
3701.182;71.296;49.973;38.514
3702.188;71.292;49.973;38.514
3703.179;71.295;49.972;38.514
3704.185;71.34;49.968;38.51
3705.193;71.269;49.974;38.515
3706.208;71.31;49.972;38.513
3707.23;71.272;49.97;38.512
3708.235;71.287;49.973;38.514
3709.239;71.27;49.968;38.509
3710.249;71.296;49.972;38.513
3711.239;71.289;49.968;38.51
3712.234;71.321;49.968;38.509
3713.234;71.283;49.971;38.513
3714.239;71.277;49.968;38.509
3715.249;71.322;49.97;38.512
3716.233;71.284;49.969;38.51
3717.231;71.296;49.97;38.511
3718.233;71.299;49.967;38.509
3719.242;71.283;49.968;38.509
3720.255;71.286;49.971;38.511
3721.241;71.273;49.969;38.51
3722.266;71.306;49.968;38.509
3723.263;71.301;49.973;38.514
3724.277;71.281;49.97;38.511
3725.286;71.276;49.971;38.512
3726.28;71.268;49.971;38.511
3727.272;71.286;49.97;38.51
3728.283;71.299;49.968;38.51
3729.264;71.31;49.967;38.508
3730.26;71.281;49.968;38.508
3731.266;71.271;49.97;38.511
3732.259;71.283;49.968;38.509
3733.263;71.275;49.968;38.509
3734.259;71.288;49.964;38.505
3735.266;71.272;49.966;38.507
3736.259;71.298;49.965;38.507
3737.242;71.272;49.966;38.507
3738.23;71.301;49.966;38.507
3739.225;71.3;49.967;38.508
3740.227;71.245;49.967;38.508
3741.224;71.293;49.963;38.506
3742.223;71.323;49.961;38.504
3743.214;71.29;49.963;38.504
3744.232;71.292;49.966;38.507
3745.239;71.293;49.964;38.505
3746.222;71.298;49.964;38.506
3747.217;71.299;49.967;38.507
3748.213;71.277;49.963;38.504
3749.211;71.312;49.966;38.507
3750.219;71.273;49.967;38.508
3751.23;71.299;49.966;38.507
3752.242;71.29;49.967;38.507
3753.232;71.255;49.968;38.508
3754.222;71.284;49.966;38.507
3755.216;71.286;49.959;38.501
3756.22;71.29;49.967;38.508
3757.224;71.304;49.963;38.505
3758.221;71.269;49.969;38.509
3759.212;71.265;49.963;38.504
3760.207;71.264;49.964;38.504
3761.195;71.277;49.966;38.507
3762.21;71.257;49.965;38.505
3763.211;71.299;49.962;38.503
3764.225;71.273;49.966;38.507
3765.226;71.292;49.965;38.506
3766.245;71.261;49.96;38.501
3767.245;71.323;49.964;38.505
3768.238;71.26;49.963;38.503
3769.237;71.305;49.964;38.505
3770.226;71.287;49.962;38.504
3771.229;71.288;49.964;38.505
3772.218;71.255;49.967;38.507
3773.213;71.29;49.962;38.503
3774.219;71.247;49.964;38.505
3775.223;71.292;49.964;38.505
3776.204;71.31;49.962;38.503
3777.211;71.231;49.962;38.503
3778.213;71.292;49.96;38.501
3779.223;71.245;49.963;38.503
3780.221;71.287;49.962;38.503
3781.232;71.257;49.961;38.501
3782.233;71.319;49.961;38.502
3783.235;71.284;49.96;38.501
3784.222;71.267;49.961;38.501
3785.208;71.241;49.958;38.499
3786.202;71.31;49.958;38.5
3787.201;71.26;49.96;38.501
3788.192;71.307;49.96;38.5
3789.206;71.28;49.962;38.502
3790.196;71.312;49.96;38.501
3791.184;71.292;49.957;38.498
3792.175;71.273;49.959;38.5
3793.168;71.304;49.959;38.5
3794.156;71.264;49.959;38.5
3795.163;71.302;49.957;38.498
3796.17;71.289;49.957;38.498
3797.163;71.296;49.954;38.496
3798.17;71.276;49.957;38.497
3799.184;71.295;49.957;38.498
3800.176;71.285;49.958;38.498
3801.151;71.301;49.957;38.498
3802.16;71.275;49.958;38.498
3803.157;71.285;49.958;38.499
3804.16;71.247;49.96;38.5
3805.144;71.255;49.96;38.5
3806.13;71.278;49.957;38.498
3807.133;71.325;49.955;38.496
3808.115;71.298;49.957;38.498
3809.128;71.262;49.956;38.496
3810.115;71.278;49.958;38.498
3811.121;71.226;49.956;38.496
3812.13;71.251;49.956;38.495
3813.143;71.267;49.957;38.497
3814.128;71.258;49.956;38.496
3815.114;71.275;49.957;38.498
3816.107;71.284;49.953;38.494
3817.104;71.285;49.957;38.497
3818.101;71.268;49.957;38.497
3819.103;71.285;49.956;38.496
3820.107;71.257;49.957;38.496
3821.114;71.274;49.955;38.495
3822.108;71.242;49.953;38.493
3823.095;71.286;49.955;38.496
3824.093;71.272;49.954;38.494
3825.101;71.293;49.954;38.494
3826.123;71.28;49.953;38.493
3827.118;71.286;49.953;38.493
3828.119;71.286;49.952;38.493
3829.103;71.305;49.953;38.493
3830.097;71.258;49.954;38.495
3831.095;71.277;49.953;38.493
3832.079;71.24;49.952;38.492
3833.077;71.257;49.952;38.492
3834.064;71.266;49.953;38.493
3835.054;71.305;49.949;38.489
3836.054;71.242;49.953;38.493
3837.063;71.259;49.953;38.493
3838.052;71.241;49.951;38.49
3839.047;71.307;49.952;38.492
3840.051;71.228;49.952;38.491
3841.035;71.314;49.949;38.49
3842.052;71.26;49.951;38.491
3843.078;71.253;49.952;38.492
3844.082;71.27;49.949;38.489
3845.095;71.241;49.952;38.492
3846.081;71.271;49.95;38.491
3847.072;71.268;49.95;38.49
3848.064;71.259;49.951;38.491
3849.063;71.288;49.949;38.489
3850.063;71.25;49.952;38.493
3851.066;71.285;49.949;38.489
3852.072;71.241;49.953;38.493
3853.081;71.23;49.945;38.484
3854.092;71.302;49.95;38.49
3855.083;71.269;49.949;38.49
3856.076;71.272;49.949;38.489
3857.072;71.21;49.952;38.491
3858.075;71.298;49.949;38.489
3859.062;71.241;49.949;38.489
3860.052;71.294;49.948;38.488
3861.056;71.227;49.948;38.488
3862.041;71.279;49.947;38.487
3863.037;71.219;49.951;38.49
3864.035;71.263;49.946;38.486
3865.01;71.253;49.951;38.49
3865.999;71.286;49.951;38.491
3866.991;71.249;49.949;38.489
3868.006;71.248;49.95;38.489
3869.001;71.271;49.95;38.49
3870.005;71.243;49.948;38.487
3871.003;71.306;49.949;38.489
3871.977;71.237;49.948;38.488
3872.96;71.293;49.947;38.487
3873.948;71.297;49.945;38.485
3874.947;71.29;49.946;38.486
3875.939;71.24;49.948;38.487
3876.929;71.26;49.944;38.483
3877.931;71.276;49.945;38.485
3878.928;71.22;49.943;38.483
3879.934;71.299;49.943;38.483
3880.931;71.251;49.948;38.487
3881.93;71.296;49.941;38.481
3882.933;71.244;49.946;38.485
3883.942;71.241;49.945;38.484
3884.956;71.303;49.947;38.487
3885.943;71.269;49.943;38.482
3886.937;71.302;49.944;38.484
3887.928;71.268;49.944;38.484
3888.927;71.298;49.942;38.482
3889.93;71.26;49.945;38.484
3890.938;71.278;49.943;38.482
3891.928;71.291;49.939;38.48
3892.922;71.208;49.945;38.484
3893.9;71.295;49.942;38.482
3894.898;71.287;49.942;38.482
3895.888;71.291;49.94;38.481
3896.895;71.238;49.943;38.482
3897.91;71.259;49.944;38.484
3898.926;71.237;49.94;38.48
3899.929;71.266;49.944;38.483
3900.923;71.234;49.942;38.48
3901.9;71.257;49.941;38.48
3902.915;71.221;49.944;38.483
3903.909;71.306;49.938;38.478
3904.898;71.255;49.94;38.48
3905.89;71.274;49.94;38.48
3906.901;71.246;49.941;38.48
3907.921;71.251;49.939;38.479
3908.923;71.317;49.937;38.477
3909.898;71.251;49.941;38.481
3910.911;71.263;49.937;38.477
3911.897;71.262;49.936;38.476
3912.892;71.262;49.939;38.478
3913.899;71.28;49.935;38.474
3914.906;71.253;49.94;38.479
3915.894;71.314;49.935;38.474
3916.885;71.2;49.939;38.478
3917.88;71.266;49.938;38.477
3918.877;71.26;49.937;38.476
3919.854;71.299;49.935;38.475
3920.865;71.285;49.934;38.474
3921.881;71.253;49.937;38.476
3922.905;71.224;49.936;38.475
3923.899;71.305;49.934;38.474
3924.902;71.212;49.936;38.475
3925.901;71.312;49.932;38.471
3926.903;71.291;49.936;38.475
3927.881;71.276;49.933;38.473
3928.882;71.267;49.937;38.476
3929.894;71.261;49.933;38.473
3930.888;71.264;49.934;38.473
3931.869;71.208;49.935;38.474
3932.885;71.263;49.932;38.471
3933.887;71.265;49.934;38.474
3934.874;71.26;49.935;38.474
3935.871;71.298;49.932;38.471
3936.859;71.287;49.933;38.473
3937.849;71.32;49.931;38.471
3938.865;71.241;49.934;38.473
3939.863;71.312;49.933;38.473
3940.869;71.289;49.933;38.472
3941.869;71.285;49.934;38.474
3942.87;71.3;49.931;38.471
3943.854;71.191;49.935;38.473
3944.843;71.267;49.934;38.473
3945.834;71.235;49.935;38.473
3946.838;71.275;49.934;38.474
3947.847;71.304;49.932;38.472
3948.833;71.225;49.933;38.472
3949.82;71.275;49.931;38.47
3950.815;71.284;49.934;38.474
3951.812;71.281;49.93;38.469
3952.815;71.244;49.933;38.472
3953.825;71.243;49.932;38.47
3954.837;71.268;49.931;38.47
3955.849;71.29;49.93;38.47
3956.867;71.265;49.931;38.469
3957.859;71.249;49.932;38.471
3958.857;71.282;49.933;38.472
3959.861;71.236;49.93;38.469
3960.867;71.253;49.933;38.472
3961.876;71.292;49.93;38.47
3962.863;71.257;49.932;38.471
3963.86;71.27;49.932;38.471
3964.848;71.293;49.929;38.468
3965.829;71.224;49.931;38.469
3966.821;71.235;49.93;38.469
3967.827;71.233;49.931;38.469
3968.821;71.268;49.93;38.469
3969.833;71.245;49.928;38.467
3970.838;71.251;49.929;38.468
3971.853;71.248;49.927;38.466
3972.851;71.254;49.931;38.469
3973.857;71.268;49.927;38.466
3974.851;71.269;49.929;38.469
3975.854;71.302;49.926;38.466
3976.825;71.249;49.929;38.468
3977.824;71.266;49.927;38.466
3978.831;71.262;49.928;38.466
3979.824;71.255;49.925;38.464
3980.824;71.277;49.928;38.467
3981.83;71.264;49.926;38.464
3982.811;71.265;49.928;38.466
3983.798;71.236;49.926;38.465
3984.789;71.253;49.928;38.466
3985.79;71.274;49.928;38.467
3986.804;71.234;49.931;38.47
3987.816;71.242;49.928;38.466
3988.836;71.293;49.925;38.464
3989.83;71.243;49.929;38.467
3990.829;71.255;49.929;38.467
3991.835;71.274;49.928;38.467
3992.841;71.183;49.93;38.467
3993.86;71.257;49.929;38.467
3994.859;71.277;49.926;38.465
3995.857;71.219;49.927;38.465
3996.851;71.277;49.928;38.467
3997.868;71.274;49.926;38.465
3998.875;71.215;49.924;38.463
3999.856;71.279;49.922;38.461
4000.853;71.239;49.927;38.465
4001.839;71.28;49.924;38.464
4002.835;71.201;49.93;38.467
4003.838;71.212;49.926;38.465
4004.839;71.261;49.924;38.462
4005.841;71.241;49.928;38.466
4006.823;71.254;49.923;38.462
4007.829;71.26;49.924;38.462
4008.809;71.269;49.921;38.46
4009.797;71.228;49.928;38.466
4010.788;71.249;49.921;38.459
4011.789;71.253;49.924;38.462
4012.803;71.221;49.925;38.463
4013.798;71.206;49.921;38.458
4014.796;71.194;49.927;38.464
4015.77;71.282;49.922;38.461
4016.752;71.231;49.922;38.46
4017.737;71.255;49.922;38.46
4018.729;71.229;49.924;38.462
4019.726;71.247;49.923;38.461
4020.729;71.217;49.922;38.459
4021.735;71.25;49.923;38.462
4022.715;71.239;49.921;38.46
4023.705;71.216;49.922;38.459
4024.699;71.277;49.921;38.46
4025.697;71.22;49.923;38.461
4026.701;71.226;49.92;38.459
4027.709;71.248;49.921;38.459
4028.724;71.222;49.921;38.46
4029.739;71.246;49.918;38.457
4030.759;71.27;49.921;38.46
4031.75;71.247;49.92;38.458
4032.744;71.275;49.92;38.459
4033.746;71.197;49.921;38.459
4034.739;71.207;49.92;38.458
4035.73;71.276;49.92;38.459
4036.733;71.236;49.919;38.457
4037.726;71.214;49.917;38.455
4038.715;71.253;49.92;38.459
4039.707;71.23;49.917;38.455
4040.706;71.244;49.919;38.457
4041.706;71.209;49.92;38.458
4042.685;71.273;49.919;38.458
4043.693;71.233;49.92;38.458
4044.712;71.204;49.922;38.459
4045.705;71.262;49.917;38.456
4046.703;71.234;49.921;38.458
4047.701;71.249;49.92;38.458
4048.698;71.226;49.916;38.454
4049.684;71.248;49.919;38.458
4050.669;71.267;49.916;38.454
4051.655;71.223;49.919;38.457
4052.636;71.273;49.915;38.454
4053.621;71.231;49.921;38.458
4054.611;71.264;49.916;38.455
4055.605;71.192;49.918;38.455
4056.617;71.254;49.916;38.455
4057.627;71.266;49.916;38.454
4058.612;71.222;49.918;38.456
4059.599;71.249;49.915;38.453
4060.595;71.236;49.916;38.453
4061.594;71.254;49.917;38.455
4062.595;71.266;49.914;38.452
4063.597;71.215;49.913;38.452
4064.589;71.266;49.915;38.454
4065.582;71.226;49.915;38.452
4066.582;71.223;49.918;38.455
4067.579;71.254;49.914;38.452
4068.57;71.18;49.916;38.453
4069.569;71.243;49.914;38.452
4070.556;71.238;49.917;38.455
4071.56;71.227;49.918;38.455
4072.549;71.252;49.915;38.453
4073.548;71.252;49.913;38.451
4074.556;71.24;49.914;38.452
4075.554;71.238;49.912;38.451
4076.558;71.244;49.913;38.451
4077.571;71.219;49.911;38.448
4078.572;71.214;49.915;38.452
4079.575;71.248;49.912;38.45
4080.559;71.219;49.913;38.45
4081.568;71.241;49.911;38.449
4082.571;71.272;49.91;38.448
4083.583;71.228;49.912;38.45
4084.569;71.177;49.914;38.45
4085.569;71.241;49.913;38.451
4086.574;71.239;49.911;38.449
4087.585;71.225;49.912;38.45
4088.582;71.255;49.911;38.449
4089.578;71.223;49.909;38.447
4090.578;71.212;49.913;38.45
4091.551;71.244;49.908;38.447
4092.562;71.203;49.912;38.449
4093.58;71.248;49.911;38.449
4094.567;71.259;49.908;38.447
4095.559;71.209;49.912;38.449
4096.553;71.227;49.907;38.445
4097.55;71.215;49.908;38.445
4098.55;71.239;49.909;38.446
4099.543;71.231;49.909;38.446
4100.539;71.191;49.911;38.449
4101.54;71.262;49.907;38.445
4102.563;71.174;49.908;38.445
4103.55;71.201;49.909;38.447
4104.545;71.234;49.907;38.445
4105.533;71.224;49.908;38.445
4106.529;71.244;49.91;38.448
4107.509;71.198;49.906;38.444
4108.515;71.217;49.909;38.446
4109.525;71.229;49.905;38.443
4110.519;71.187;49.905;38.442
4111.518;71.244;49.907;38.444
4112.504;71.202;49.906;38.444
4113.507;71.224;49.907;38.444
4114.516;71.212;49.906;38.443
4115.498;71.186;49.906;38.443
4116.488;71.216;49.907;38.444
4117.485;71.197;49.909;38.446
4118.463;71.216;49.905;38.442
4119.445;71.22;49.906;38.443
4120.435;71.235;49.904;38.442
4121.43;71.187;49.908;38.445
4122.433;71.232;49.903;38.44
4123.436;71.223;49.905;38.442
4124.452;71.202;49.904;38.44
4125.453;71.201;49.907;38.444
4126.454;71.253;49.901;38.44
4127.458;71.208;49.905;38.442
4128.468;71.16;49.904;38.44
4129.45;71.244;49.905;38.443
4130.437;71.219;49.906;38.443
4131.428;71.229;49.904;38.442
4132.454;71.217;49.904;38.441
4133.437;71.196;49.905;38.442
4134.433;71.206;49.903;38.44
4135.424;71.206;49.907;38.444
4136.412;71.244;49.902;38.441
4137.413;71.223;49.903;38.44
4138.419;71.199;49.903;38.44
4139.408;71.215;49.903;38.44
4140.422;71.202;49.904;38.441
4141.417;71.218;49.902;38.439
4142.429;71.226;49.904;38.441
4143.419;71.224;49.904;38.442
4144.418;71.211;49.902;38.439
4145.415;71.185;49.902;38.439
4146.423;71.173;49.902;38.439
4147.432;71.228;49.903;38.44
4148.445;71.215;49.902;38.439
4149.436;71.134;49.9;38.437
4150.443;71.212;49.901;38.438
4151.451;71.209;49.902;38.44
4152.465;71.2;49.901;38.439
4153.484;71.206;49.899;38.436
4154.481;71.198;49.902;38.438
4155.49;71.219;49.901;38.438
4156.501;71.208;49.901;38.438
4157.488;71.195;49.903;38.44
4158.48;71.21;49.898;38.436
4159.477;71.209;49.901;38.438
