IDs:;240715_02_240712A;02_DNAJB6_05_000_uM;
871.297;56.138;51.958;38.901
872.311;56.134;51.961;38.905
873.334;56.134;51.961;38.904
874.33;56.134;51.959;38.902
875.333;56.129;51.96;38.901
876.338;56.125;51.962;38.904
877.345;56.119;51.962;38.903
878.356;56.126;51.961;38.902
879.346;56.122;51.962;38.902
880.336;56.121;51.963;38.902
881.328;56.118;51.963;38.903
882.335;56.117;51.963;38.902
883.326;56.117;51.964;38.903
884.321;56.119;51.962;38.901
885.304;56.108;51.964;38.902
886.308;56.112;51.965;38.903
887.301;56.115;51.961;38.898
888.294;56.105;51.963;38.901
889.29;56.111;51.963;38.899
890.294;56.102;51.965;38.901
891.308;56.108;51.963;38.9
892.32;56.107;51.965;38.9
893.313;56.1;51.966;38.902
894.31;56.104;51.964;38.899
895.314;56.099;51.966;38.901
896.301;56.097;51.966;38.901
897.299;56.103;51.964;38.899
898.303;56.101;51.966;38.9
899.309;56.093;51.965;38.899
900.321;56.101;51.966;38.9
901.299;56.092;51.965;38.898
902.302;56.087;51.964;38.897
903.283;56.093;51.964;38.897
904.299;56.094;51.965;38.897
905.291;56.09;51.967;38.899
906.284;56.088;51.967;38.899
907.287;56.07;51.965;38.897
908.274;56.084;51.967;38.898
909.269;56.08;51.965;38.896
910.268;56.084;51.967;38.897
911.279;56.072;51.965;38.895
912.295;56.071;51.966;38.895
913.292;56.071;51.966;38.895
914.273;56.067;51.966;38.895
915.269;56.078;51.967;38.895
916.27;56.074;51.967;38.895
917.25;56.066;51.966;38.893
918.248;56.068;51.968;38.897
919.234;56.064;51.97;38.898
920.229;56.056;51.967;38.895
921.215;56.065;51.968;38.895
922.209;56.064;51.968;38.895
923.218;56.056;51.966;38.892
924.238;56.047;51.968;38.894
925.24;56.047;51.969;38.895
926.223;56.04;51.971;38.896
927.22;56.041;51.97;38.896
928.221;56.06;51.969;38.893
929.212;56.04;51.968;38.893
930.205;56.055;51.968;38.893
931.207;56.042;51.968;38.892
932.216;56.036;51.97;38.893
933.247;56.037;51.971;38.895
934.253;56.044;51.97;38.894
935.257;56.028;51.969;38.892
936.255;56.032;51.971;38.894
937.258;56.038;51.97;38.893
938.237;56.023;51.975;38.896
939.22;56.022;51.968;38.89
940.238;56.031;51.97;38.891
941.23;56.026;51.97;38.89
942.231;56.026;51.972;38.893
943.23;56.038;51.97;38.89
944.24;56.014;51.972;38.892
945.221;56.016;51.973;38.893
946.214;56.023;51.97;38.889
947.208;56.021;51.973;38.892
948.187;56.01;51.973;38.892
949.2;56.015;51.972;38.889
950.192;56.015;51.974;38.892
951.207;56.006;51.974;38.892
952.214;56.022;51.973;38.892
953.211;56.009;51.975;38.892
954.205;56.002;51.974;38.89
955.2;56.007;51.976;38.892
956.207;56.002;51.974;38.89
957.201;55.995;51.976;38.891
958.198;56.008;51.974;38.89
959.183;55.999;51.974;38.889
960.177;56.011;51.976;38.892
961.175;56.009;51.976;38.891
962.155;55.996;51.976;38.89
963.174;55.992;51.977;38.891
964.178;55.994;51.975;38.889
965.16;55.999;51.976;38.89
966.152;55.985;51.979;38.892
967.153;55.998;51.976;38.889
968.156;55.986;51.977;38.889
969.164;55.957;51.975;38.887
970.153;55.999;51.978;38.89
971.151;55.978;51.979;38.89
972.131;55.986;51.976;38.887
973.108;55.98;51.976;38.886
974.121;55.972;51.979;38.888
975.14;55.972;51.978;38.888
976.13;55.974;51.979;38.889
977.127;55.953;51.979;38.887
978.15;55.959;51.98;38.888
979.135;55.97;51.978;38.886
980.12;55.964;51.98;38.888
981.109;55.963;51.982;38.89
982.133;55.935;51.979;38.887
983.136;55.962;51.982;38.889
984.127;55.966;51.98;38.886
985.122;55.95;51.979;38.886
986.122;55.943;51.98;38.887
987.118;55.949;51.98;38.886
988.113;55.96;51.982;38.888
989.1;55.956;51.982;38.888
990.101;55.954;51.982;38.887
991.096;55.953;51.983;38.888
992.098;55.947;51.985;38.888
993.106;55.954;51.984;38.888
994.105;55.95;51.982;38.886
995.079;55.933;51.981;38.885
996.062;55.946;51.984;38.887
997.049;55.927;51.985;38.887
998.041;55.916;51.983;38.886
999.048;55.928;51.984;38.886
1000.038;55.928;51.985;38.886
1001.041;55.919;51.984;38.885
1002.013;55.937;51.983;38.884
1003.02;55.907;51.985;38.886
1004.013;55.903;51.983;38.883
1005.003;55.907;51.983;38.884
1005.986;55.89;51.982;38.883
1006.976;55.929;51.986;38.887
1007.955;55.909;51.986;38.885
1008.958;55.891;51.984;38.884
1009.968;55.894;51.984;38.883
1010.984;55.888;51.983;38.882
1011.973;55.893;51.984;38.882
1012.963;55.906;51.983;38.881
1013.956;55.898;51.985;38.882
1014.952;55.889;51.983;38.881
1015.949;55.889;51.983;38.88
1016.944;55.885;51.984;38.881
1017.939;55.867;51.983;38.879
1018.946;55.87;51.984;38.881
1019.941;55.88;51.985;38.881
1020.941;55.859;51.987;38.882
1021.942;55.884;51.987;38.882
1022.94;55.874;51.982;38.878
1023.925;55.88;51.985;38.881
1024.927;55.863;51.982;38.878
1025.908;55.854;51.983;38.877
1026.917;55.86;51.984;38.878
1027.925;55.858;51.985;38.879
1028.913;55.859;51.985;38.878
1029.909;55.864;51.986;38.88
1030.896;55.846;51.986;38.879
1031.887;55.863;51.985;38.878
1032.903;55.86;51.987;38.88
1033.897;55.875;51.987;38.878
1034.896;55.859;51.988;38.88
1035.903;55.852;51.987;38.878
1036.914;55.836;51.989;38.88
1037.901;55.846;51.987;38.878
1038.886;55.845;51.987;38.877
1039.862;55.849;51.988;38.879
1040.844;55.841;51.989;38.879
1041.863;55.841;51.988;38.878
1042.855;55.837;51.989;38.878
1043.828;55.842;51.988;38.877
1044.833;55.852;51.988;38.877
1045.84;55.835;51.99;38.879
1046.853;55.845;51.989;38.877
1047.869;55.852;51.99;38.879
1048.856;55.826;51.988;38.876
1049.879;55.849;51.99;38.876
1050.87;55.832;51.988;38.875
1051.866;55.828;51.988;38.875
1052.867;55.834;51.988;38.876
1053.862;55.825;51.987;38.873
1054.851;55.835;51.99;38.877
1055.85;55.816;51.99;38.875
1056.845;55.826;51.988;38.874
1057.848;55.823;51.988;38.874
1058.836;55.817;51.988;38.874
1059.845;55.818;51.99;38.875
1060.849;55.82;51.99;38.872
1061.852;55.819;51.989;38.873
1062.846;55.815;51.989;38.873
1063.851;55.813;51.989;38.873
1064.846;55.831;51.99;38.874
1065.848;55.808;51.989;38.871
1066.846;55.817;51.989;38.872
1067.83;55.811;51.989;38.872
1068.827;55.814;51.988;38.87
1069.827;55.81;51.991;38.874
1070.826;55.808;51.989;38.871
1071.821;55.827;51.992;38.874
1072.823;55.811;51.99;38.871
1073.819;55.811;51.99;38.871
1074.814;55.81;51.991;38.873
1075.813;55.791;51.99;38.87
1076.816;55.806;51.992;38.872
1077.826;55.795;51.99;38.869
1078.84;55.801;51.991;38.87
1079.825;55.795;51.992;38.871
1080.82;55.79;51.991;38.87
1081.848;55.797;51.993;38.872
1082.847;55.799;51.991;38.87
1083.847;55.799;51.99;38.868
1084.862;55.795;51.992;38.869
1085.864;55.787;51.992;38.869
1086.852;55.794;51.992;38.869
1087.86;55.781;51.994;38.871
1088.863;55.788;51.992;38.868
1089.854;55.784;51.993;38.869
1090.841;55.789;51.991;38.866
1091.842;55.779;51.992;38.868
1092.847;55.784;51.992;38.868
1093.845;55.775;51.994;38.869
1094.853;55.784;51.992;38.867
1095.84;55.78;51.991;38.866
1096.813;55.78;51.994;38.868
1097.795;55.78;51.992;38.866
1098.79;55.783;51.991;38.866
1099.786;55.768;51.992;38.866
1100.775;55.775;51.991;38.864
1101.767;55.767;51.993;38.867
1102.766;55.766;51.995;38.868
1103.765;55.764;51.994;38.866
1104.787;55.771;51.993;38.865
1105.79;55.769;51.994;38.866
1106.795;55.757;51.994;38.865
1107.806;55.76;51.994;38.867
1108.792;55.768;51.993;38.864
1109.782;55.767;51.993;38.864
1110.781;55.759;51.996;38.867
1111.782;55.76;51.995;38.866
1112.79;55.754;51.997;38.867
1113.771;55.76;51.997;38.867
1114.758;55.76;51.993;38.862
1115.766;55.757;51.995;38.864
1116.77;55.754;51.996;38.864
1117.763;55.758;51.993;38.862
1118.758;55.749;51.996;38.866
1119.758;55.735;51.996;38.864
1120.749;55.753;51.994;38.863
1121.76;55.748;51.995;38.863
1122.736;55.739;51.995;38.863
1123.733;55.745;51.995;38.862
1124.734;55.746;51.996;38.864
1125.745;55.738;51.997;38.864
1126.739;55.735;51.996;38.862
1127.738;55.742;51.995;38.862
1128.75;55.741;51.997;38.863
1129.763;55.736;51.997;38.863
1130.77;55.733;51.995;38.861
1131.781;55.733;51.997;38.863
1132.782;55.739;51.996;38.862
1133.785;55.733;51.997;38.862
1134.793;55.727;51.997;38.861
1135.811;55.73;51.998;38.863
1136.803;55.723;51.998;38.862
1137.804;55.725;51.998;38.862
1138.795;55.725;51.998;38.862
1139.792;55.732;51.994;38.857
1140.78;55.717;52;38.863
1141.793;55.725;51.997;38.859
1142.784;55.715;52;38.863
1143.784;55.715;52;38.862
1144.787;55.715;51.996;38.858
1145.79;55.712;51.999;38.861
1146.798;55.709;52;38.859
1147.81;55.713;52.001;38.863
1148.792;55.705;52;38.861
1149.777;55.704;52.003;38.863
1150.766;55.714;51.999;38.86
1151.758;55.704;52.002;38.862
1152.753;55.707;52;38.86
1153.752;55.705;52.004;38.863
1154.743;55.698;52.005;38.863
1155.737;55.696;52.003;38.862
1156.73;55.693;52.006;38.864
1157.729;55.693;52.003;38.861
1158.726;55.696;52.005;38.863
1159.716;55.695;52.005;38.862
1160.723;55.686;52.005;38.861
1161.715;55.682;52.007;38.865
1162.7;55.69;52.006;38.863
1163.707;55.674;52.003;38.859
1164.715;55.682;52.006;38.863
1165.701;55.685;52.006;38.862
1166.72;55.678;52.003;38.859
1167.717;55.675;52.005;38.861
1168.72;55.68;52.007;38.863
1169.702;55.688;52.007;38.862
1170.72;55.672;52.007;38.862
1171.714;55.679;52.008;38.863
1172.709;55.682;52.005;38.859
1173.697;55.672;52.009;38.863
1174.695;55.673;52.01;38.864
1175.693;55.678;52.006;38.859
1176.685;55.666;52.009;38.862
1177.691;55.663;52.009;38.862
1178.701;55.656;52.011;38.864
1179.711;55.66;52.007;38.86
1180.694;55.664;52.007;38.86
1181.685;55.665;52.007;38.859
1182.709;55.657;52.008;38.86
1183.708;55.659;52.009;38.861
1184.704;55.665;52.006;38.857
1185.696;55.663;52.009;38.86
1186.696;55.653;52.007;38.859
1187.698;55.648;52.006;38.856
1188.675;55.65;52.01;38.861
1189.664;55.647;52.006;38.857
1190.651;55.649;52.005;38.852
1191.649;55.654;52.007;38.857
1192.626;55.658;52.006;38.853
1193.629;55.651;52.009;38.858
1194.643;55.64;52.013;38.862
1195.637;55.639;52.007;38.856
1196.643;55.642;52.01;38.858
1197.632;55.656;52.008;38.854
1198.622;55.636;52.01;38.858
1199.619;55.649;52.008;38.853
1200.595;55.639;52.009;38.857
1201.579;55.636;52.011;38.858
1202.567;55.626;52.007;38.854
1203.564;55.634;52.008;38.855
1204.568;55.632;52.011;38.859
1205.577;55.635;52.004;38.849
1206.569;55.636;52.01;38.857
1207.565;55.631;52.01;38.856
1208.562;55.645;52.009;38.852
1209.556;55.621;52.008;38.852
1210.549;55.638;52.007;38.85
1211.546;55.644;52.008;38.851
1212.554;55.63;52.006;38.848
1213.538;55.635;52.008;38.85
1214.52;55.628;52.006;38.849
1215.505;55.627;52.007;38.849
1216.492;55.638;52.01;38.852
1217.484;55.635;52.008;38.849
1218.488;55.625;52.007;38.848
1219.486;55.619;52.008;38.849
1220.476;55.619;52.014;38.857
1221.464;55.631;52.01;38.851
1222.471;55.623;52.01;38.851
1223.466;55.62;52.008;38.848
1224.455;55.624;52.011;38.852
1225.459;55.626;52.011;38.85
1226.471;55.626;52.013;38.852
1227.469;55.612;52.01;38.848
1228.456;55.614;52.01;38.849
1229.457;55.61;52.012;38.85
1230.466;55.611;52.011;38.849
1231.462;55.603;52.012;38.85
1232.445;55.609;52.01;38.846
1233.431;55.617;52.013;38.85
1234.423;55.598;52.012;38.85
1235.426;55.598;52.013;38.85
1236.406;55.599;52.012;38.849
1237.396;55.602;52.013;38.851
1238.392;55.599;52.014;38.851
1239.394;55.596;52.012;38.848
1240.402;55.595;52.013;38.85
1241.415;55.598;52.013;38.85
1242.403;55.613;52.016;38.852
1243.398;55.595;52.013;38.849
1244.4;55.59;52.014;38.849
1245.376;55.591;52.015;38.851
1246.372;55.589;52.014;38.848
1247.37;55.583;52.015;38.848
1248.375;55.59;52.016;38.851
1249.381;55.586;52.015;38.85
1250.36;55.585;52.014;38.848
1251.376;55.584;52.013;38.845
1252.361;55.581;52.014;38.848
1253.349;55.581;52.014;38.848
1254.34;55.579;52.014;38.847
1255.329;55.579;52.014;38.846
1256.322;55.586;52.013;38.847
1257.292;55.578;52.016;38.847
1258.29;55.581;52.013;38.845
1259.266;55.579;52.016;38.848
1260.262;55.571;52.014;38.845
1261.269;55.578;52.014;38.847
1262.269;55.573;52.013;38.844
1263.273;55.566;52.016;38.847
1264.248;55.57;52.013;38.844
1265.25;55.572;52.014;38.845
1266.254;55.568;52.015;38.845
1267.252;55.567;52.014;38.844
1268.239;55.572;52.015;38.845
1269.238;55.566;52.014;38.843
1270.236;55.563;52.013;38.843
1271.245;55.568;52.016;38.845
1272.225;55.564;52.013;38.842
1273.239;55.559;52.014;38.843
1274.238;55.563;52.014;38.843
1275.248;55.556;52.014;38.842
1276.232;55.557;52.016;38.843
1277.224;55.558;52.015;38.843
1278.218;55.558;52.015;38.842
1279.217;55.555;52.014;38.841
1280.23;55.56;52.018;38.845
1281.216;55.558;52.014;38.842
1282.231;55.549;52.016;38.842
1283.22;55.551;52.016;38.843
1284.213;55.55;52.016;38.842
1285.207;55.555;52.012;38.839
1286.196;55.552;52.013;38.84
1287.178;55.549;52.016;38.842
1288.186;55.551;52.017;38.842
1289.188;55.549;52.016;38.842
1290.197;55.548;52.014;38.839
1291.19;55.547;52.017;38.842
1292.206;55.548;52.014;38.839
1293.21;55.542;52.016;38.84
1294.194;55.549;52.018;38.842
1295.187;55.543;52.014;38.838
1296.187;55.55;52.015;38.84
1297.191;55.539;52.016;38.839
1298.176;55.539;52.015;38.839
1299.174;55.538;52.017;38.839
1300.175;55.535;52.016;38.838
1301.181;55.534;52.018;38.841
1302.164;55.536;52.017;38.839
1303.155;55.532;52.018;38.84
1304.156;55.544;52.022;38.844
1305.158;55.534;52.018;38.839
1306.169;55.537;52.021;38.843
1307.152;55.52;52.016;38.836
1308.148;55.528;52.016;38.837
1309.143;55.531;52.02;38.842
1310.143;55.526;52.016;38.836
1311.148;55.53;52.018;38.838
1312.128;55.529;52.016;38.837
1313.145;55.526;52.017;38.837
1314.135;55.526;52.017;38.837
1315.131;55.526;52.018;38.838
1316.13;55.517;52.015;38.835
1317.131;55.519;52.019;38.838
1318.107;55.516;52.016;38.834
1319.118;55.517;52.019;38.839
1320.101;55.511;52.016;38.835
1321.085;55.521;52.019;38.837
1322.069;55.522;52.019;38.837
1323.068;55.516;52.018;38.835
1324.066;55.505;52.016;38.833
1325.057;55.517;52.013;38.831
1326.031;55.5;52.017;38.835
1327.017;55.497;52.018;38.836
1328.023;55.511;52.018;38.834
1329.021;55.512;52.017;38.833
1330.016;55.51;52.019;38.837
1331.014;55.495;52.016;38.832
1331.997;55.499;52.016;38.833
1333.006;55.496;52.015;38.831
1334.003;55.493;52.017;38.833
1335.005;55.509;52.019;38.834
1336.02;55.491;52.016;38.831
1337.024;55.488;52.021;38.837
1338;55.491;52.022;38.837
1339.013;55.487;52.019;38.835
1340.013;55.495;52.019;38.833
1341.016;55.493;52.024;38.838
1342.024;55.487;52.02;38.834
1343.021;55.491;52.023;38.836
1344.023;55.492;52.023;38.836
1345.026;55.486;52.02;38.833
1346.004;55.478;52.022;38.835
1346.985;55.481;52.021;38.834
1347.973;55.479;52.018;38.832
1348.967;55.475;52.021;38.834
1349.964;55.472;52.025;38.836
1350.964;55.475;52.021;38.832
1351.965;55.472;52.023;38.835
1352.972;55.47;52.02;38.832
1353.983;55.466;52.026;38.837
1354.994;55.472;52.02;38.831
1356.009;55.465;52.023;38.834
1356.998;55.465;52.022;38.832
1357.991;55.466;52.024;38.835
1358.99;55.465;52.024;38.835
1359.992;55.458;52.022;38.832
1360.984;55.464;52.025;38.835
1361.983;55.462;52.02;38.828
1362.975;55.459;52.023;38.832
1363.967;55.46;52.024;38.833
1364.969;55.453;52.025;38.833
1365.961;55.458;52.022;38.832
1366.937;55.455;52.024;38.833
1367.927;55.45;52.026;38.834
1368.922;55.447;52.024;38.831
1369.912;55.455;52.024;38.832
1370.927;55.466;52.028;38.836
1371.907;55.45;52.026;38.833
1372.889;55.454;52.024;38.831
1373.882;55.446;52.027;38.833
1374.869;55.449;52.027;38.833
1375.856;55.458;52.02;38.828
1376.854;55.446;52.025;38.832
1377.854;55.445;52.027;38.833
1378.844;55.446;52.026;38.832
1379.866;55.438;52.026;38.831
1380.858;55.445;52.027;38.833
1381.857;55.445;52.025;38.831
1382.862;55.44;52.027;38.832
1383.869;55.44;52.029;38.834
1384.854;55.443;52.027;38.832
1385.842;55.438;52.029;38.833
1386.834;55.445;52.028;38.833
1387.83;55.435;52.028;38.832
1388.832;55.435;52.029;38.834
1389.816;55.435;52.029;38.833
1390.813;55.443;52.025;38.829
1391.807;55.43;52.028;38.831
1392.802;55.436;52.028;38.831
1393.791;55.431;52.027;38.83
1394.775;55.428;52.028;38.83
1395.775;55.43;52.029;38.831
1396.761;55.429;52.027;38.83
1397.737;55.422;52.027;38.828
1398.717;55.425;52.026;38.827
1399.71;55.428;52.029;38.831
1400.713;55.423;52.028;38.83
1401.714;55.421;52.027;38.829
1402.701;55.428;52.028;38.829
1403.721;55.42;52.028;38.829
1404.709;55.419;52.025;38.826
1405.709;55.425;52.028;38.829
1406.686;55.419;52.027;38.826
1407.703;55.418;52.029;38.829
1408.697;55.42;52.029;38.828
1409.67;55.416;52.027;38.826
1410.677;55.416;52.028;38.828
1411.689;55.417;52.027;38.826
1412.708;55.415;52.026;38.825
1413.698;55.409;52.028;38.828
1414.695;55.414;52.029;38.827
1415.698;55.405;52.026;38.824
1416.675;55.409;52.027;38.825
1417.659;55.407;52.029;38.826
1418.681;55.413;52.026;38.824
1419.659;55.406;52.026;38.824
1420.657;55.41;52.027;38.825
1421.658;55.411;52.025;38.823
1422.666;55.4;52.028;38.825
1423.656;55.401;52.027;38.825
1424.648;55.399;52.027;38.825
1425.638;55.401;52.027;38.824
1426.638;55.396;52.026;38.822
1427.627;55.403;52.025;38.821
1428.632;55.393;52.027;38.824
1429.627;55.394;52.026;38.823
1430.621;55.401;52.027;38.822
1431.626;55.4;52.025;38.822
1432.613;55.396;52.025;38.821
1433.61;55.391;52.026;38.821
1434.612;55.395;52.025;38.82
1435.624;55.393;52.027;38.822
1436.643;55.386;52.026;38.821
1437.641;55.386;52.027;38.822
1438.644;55.39;52.025;38.819
1439.644;55.394;52.024;38.818
1440.644;55.381;52.027;38.821
1441.652;55.386;52.028;38.822
1442.633;55.382;52.026;38.821
1443.62;55.386;52.023;38.816
1444.619;55.381;52.025;38.819
1445.624;55.387;52.024;38.817
1446.611;55.378;52.024;38.818
1447.62;55.378;52.027;38.82
1448.623;55.378;52.025;38.818
1449.639;55.375;52.027;38.82
1450.636;55.381;52.023;38.815
1451.619;55.376;52.025;38.818
1452.618;55.376;52.026;38.819
1453.627;55.385;52.024;38.816
1454.639;55.376;52.025;38.817
1455.64;55.368;52.027;38.819
1456.655;55.375;52.025;38.817
1457.651;55.371;52.025;38.816
1458.655;55.363;52.026;38.818
1459.67;55.37;52.025;38.817
1460.666;55.368;52.025;38.816
1461.653;55.368;52.024;38.815
1462.663;55.366;52.025;38.816
1463.648;55.368;52.024;38.816
1464.647;55.359;52.027;38.817
1465.651;55.365;52.025;38.816
1466.635;55.369;52.024;38.815
1467.626;55.361;52.026;38.815
1468.624;55.363;52.024;38.814
1469.628;55.36;52.024;38.814
1470.637;55.357;52.025;38.814
1471.651;55.357;52.026;38.815
1472.639;55.357;52.027;38.816
1473.631;55.361;52.023;38.812
1474.63;55.359;52.024;38.812
1475.64;55.355;52.025;38.814
1476.654;55.352;52.025;38.813
1477.672;55.349;52.024;38.813
1478.663;55.35;52.026;38.814
1479.657;55.349;52.025;38.813
1480.647;55.355;52.023;38.811
1481.641;55.348;52.024;38.812
1482.633;55.352;52.024;38.812
1483.619;55.347;52.023;38.81
1484.595;55.347;52.024;38.811
1485.606;55.347;52.025;38.812
1486.606;55.346;52.024;38.81
1487.621;55.347;52.025;38.811
1488.625;55.339;52.026;38.812
1489.618;55.345;52.025;38.811
1490.606;55.343;52.025;38.81
1491.61;55.339;52.026;38.811
1492.59;55.341;52.026;38.812
1493.602;55.341;52.024;38.81
1494.594;55.341;52.023;38.808
1495.604;55.338;52.024;38.809
1496.592;55.338;52.023;38.808
1497.591;55.339;52.023;38.809
1498.594;55.33;52.023;38.807
1499.602;55.332;52.024;38.809
1500.584;55.335;52.026;38.81
1501.572;55.332;52.024;38.808
1502.568;55.334;52.024;38.809
1503.566;55.335;52.024;38.809
1504.569;55.333;52.026;38.809
1505.578;55.332;52.026;38.81
1506.583;55.323;52.027;38.81
1507.587;55.332;52.025;38.808
1508.591;55.332;52.024;38.808
1509.601;55.332;52.025;38.808
1510.585;55.323;52.024;38.806
1511.592;55.327;52.025;38.808
1512.594;55.325;52.024;38.807
1513.591;55.329;52.025;38.807
1514.58;55.325;52.026;38.808
1515.596;55.324;52.024;38.805
1516.602;55.324;52.024;38.806
1517.579;55.321;52.027;38.809
1518.573;55.321;52.025;38.807
1519.557;55.323;52.024;38.806
1520.534;55.321;52.024;38.805
1521.517;55.318;52.025;38.807
1522.508;55.32;52.023;38.803
1523.485;55.321;52.024;38.805
1524.471;55.315;52.025;38.805
1525.471;55.312;52.024;38.805
1526.472;55.316;52.025;38.806
1527.487;55.312;52.025;38.805
1528.499;55.315;52.026;38.806
1529.497;55.319;52.024;38.803
1530.504;55.315;52.026;38.805
1531.515;55.308;52.026;38.804
1532.514;55.317;52.026;38.804
1533.516;55.311;52.025;38.804
1534.533;55.307;52.026;38.804
1535.547;55.309;52.026;38.805
1536.55;55.312;52.027;38.805
1537.562;55.31;52.025;38.804
1538.554;55.306;52.026;38.804
1539.549;55.306;52.026;38.805
1540.557;55.309;52.027;38.805
1541.53;55.304;52.027;38.805
1542.523;55.306;52.026;38.803
1543.521;55.311;52.025;38.803
1544.519;55.299;52.027;38.804
1545.522;55.296;52.027;38.804
1546.499;55.309;52.025;38.801
1547.512;55.29;52.028;38.804
1548.527;55.301;52.025;38.801
1549.517;55.297;52.027;38.803
1550.517;55.296;52.026;38.802
1551.528;55.29;52.027;38.804
1552.532;55.288;52.027;38.802
1553.523;55.298;52.024;38.8
1554.519;55.299;52.024;38.8
1555.522;55.289;52.026;38.801
1556.517;55.289;52.027;38.803
1557.52;55.294;52.025;38.8
1558.499;55.285;52.028;38.803
1559.487;55.294;52.028;38.802
1560.483;55.295;52.026;38.8
1561.483;55.283;52.027;38.802
1562.489;55.279;52.027;38.801
1563.502;55.287;52.026;38.8
1564.519;55.292;52.026;38.8
1565.509;55.28;52.027;38.802
1566.505;55.275;52.025;38.798
1567.508;55.284;52.024;38.798
1568.487;55.28;52.027;38.801
1569.469;55.279;52.028;38.801
1570.458;55.286;52.026;38.798
1571.451;55.284;52.026;38.798
1572.453;55.274;52.029;38.802
1573.456;55.275;52.026;38.798
1574.463;55.28;52.026;38.799
1575.442;55.273;52.028;38.8
1576.423;55.276;52.025;38.796
1577.443;55.272;52.028;38.801
1578.431;55.271;52.027;38.799
1579.427;55.269;52.027;38.799
1580.422;55.278;52.027;38.798
1581.422;55.269;52.027;38.798
1582.431;55.269;52.028;38.8
1583.428;55.265;52.027;38.798
1584.408;55.263;52.026;38.797
1585.414;55.267;52.028;38.799
1586.409;55.261;52.028;38.798
1587.394;55.261;52.027;38.797
1588.395;55.26;52.028;38.799
1589.408;55.261;52.027;38.797
1590.404;55.26;52.028;38.798
1591.419;55.267;52.026;38.795
1592.412;55.26;52.028;38.798
1593.406;55.252;52.029;38.799
1594.407;55.256;52.028;38.797
1595.394;55.265;52.026;38.796
1596.4;55.251;52.028;38.797
1597.382;55.255;52.027;38.796
1598.371;55.256;52.027;38.796
1599.364;55.252;52.027;38.795
1600.363;55.258;52.027;38.795
1601.368;55.254;52.025;38.793
1602.374;55.248;52.028;38.795
1603.39;55.252;52.025;38.793
1604.386;55.249;52.026;38.794
1605.392;55.249;52.028;38.795
1606.407;55.247;52.028;38.795
1607.399;55.251;52.025;38.793
1608.386;55.246;52.026;38.794
1609.366;55.246;52.028;38.795
1610.353;55.248;52.026;38.793
1611.341;55.24;52.029;38.796
1612.333;55.244;52.026;38.792
1613.331;55.246;52.026;38.793
1614.332;55.242;52.028;38.794
1615.328;55.239;52.029;38.794
1616.344;55.236;52.029;38.794
1617.358;55.236;52.029;38.795
1618.362;55.236;52.028;38.793
1619.364;55.237;52.029;38.795
1620.364;55.235;52.027;38.792
1621.35;55.235;52.027;38.792
1622.326;55.235;52.026;38.79
1623.312;55.233;52.029;38.793
1624.323;55.23;52.029;38.793
1625.318;55.228;52.029;38.793
1626.317;55.23;52.03;38.794
1627.311;55.228;52.027;38.791
1628.312;55.229;52.029;38.793
1629.308;55.221;52.026;38.791
1630.284;55.222;52.028;38.791
1631.276;55.223;52.03;38.794
1632.25;55.223;52.029;38.793
1633.27;55.222;52.029;38.792
1634.269;55.222;52.031;38.794
1635.269;55.218;52.029;38.791
1636.274;55.222;52.029;38.792
1637.252;55.221;52.032;38.794
1638.266;55.218;52.031;38.793
1639.252;55.219;52.03;38.792
1640.252;55.222;52.03;38.791
1641.254;55.217;52.03;38.792
1642.261;55.21;52.031;38.792
1643.24;55.21;52.032;38.793
1644.252;55.212;52.031;38.793
1645.239;55.212;52.032;38.794
1646.227;55.21;52.03;38.791
1647.219;55.209;52.031;38.792
1648.214;55.21;52.032;38.794
1649.209;55.201;52.031;38.791
1650.2;55.21;52.029;38.79
1651.192;55.205;52.033;38.793
1652.196;55.208;52.032;38.791
1653.173;55.207;52.031;38.791
1654.163;55.21;52.032;38.792
1655.168;55.206;52.03;38.789
1656.183;55.194;52.033;38.793
1657.184;55.2;52.031;38.789
1658.204;55.201;52.031;38.79
1659.213;55.202;52.032;38.79
1660.205;55.196;52.032;38.791
1661.204;55.204;52.031;38.791
1662.194;55.201;52.032;38.79
1663.193;55.192;52.031;38.789
1664.203;55.2;52.03;38.789
1665.224;55.187;52.031;38.788
1666.22;55.192;52.032;38.79
1667.222;55.19;52.03;38.788
1668.2;55.189;52.031;38.789
1669.221;55.193;52.03;38.786
1670.221;55.192;52.032;38.789
1671.23;55.195;52.032;38.79
1672.239;55.184;52.034;38.791
1673.254;55.186;52.031;38.787
1674.242;55.184;52.033;38.789
1675.242;55.182;52.033;38.789
1676.242;55.178;52.034;38.788
1677.248;55.186;52.033;38.789
1678.256;55.181;52.032;38.788
1679.239;55.188;52.031;38.787
1680.239;55.17;52.034;38.788
1681.245;55.18;52.033;38.788
1682.222;55.186;52.032;38.786
1683.202;55.181;52.031;38.786
1684.186;55.177;52.031;38.786
1685.173;55.176;52.031;38.785
1686.167;55.174;52.035;38.788
1687.167;55.178;52.032;38.786
1688.168;55.174;52.032;38.786
1689.163;55.177;52.034;38.788
1690.153;55.17;52.034;38.788
1691.147;55.17;52.035;38.788
1692.137;55.169;52.035;38.788
1693.138;55.172;52.032;38.785
1694.13;55.164;52.034;38.786
1695.114;55.173;52.032;38.786
1696.116;55.165;52.035;38.787
1697.127;55.172;52.035;38.787
1698.123;55.165;52.033;38.786
