IDs:;240715_03_240712B;03_DNAJB6_03_330_uM;
Concentration [uM]:;3.33;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
3316.03;54.248;51.898;38.512
3317.009;54.248;51.897;38.511
3318.018;54.254;51.899;38.513
3318.999;54.249;51.896;38.51
3319.994;54.249;51.896;38.511
3320.991;54.256;51.897;38.511
3321.968;54.245;51.894;38.508
3322.979;54.243;51.897;38.51
3323.996;54.244;51.897;38.511
3324.991;54.252;51.898;38.512
3325.993;54.258;51.897;38.511
3326.983;54.255;51.899;38.512
3328;54.252;51.896;38.51
3328.995;54.26;51.897;38.512
3329.998;54.242;51.897;38.51
3331.007;54.257;51.897;38.511
3331.989;54.242;51.897;38.51
3332.972;54.242;51.897;38.51
3333.961;54.24;51.897;38.509
3334.953;54.238;51.896;38.509
3335.952;54.255;51.897;38.511
3336.955;54.238;51.895;38.508
3337.969;54.255;51.897;38.511
3338.962;54.237;51.897;38.509
3339.96;54.253;51.897;38.51
3340.947;54.25;51.897;38.511
3341.954;54.233;51.895;38.507
3342.951;54.239;51.895;38.508
3343.945;54.234;51.895;38.507
3344.932;54.234;51.895;38.508
3345.937;54.248;51.897;38.51
3346.938;54.234;51.895;38.508
3347.952;54.234;51.895;38.508
3348.961;54.229;51.896;38.508
3349.96;54.235;51.896;38.509
3350.96;54.232;51.894;38.507
3351.943;54.236;51.895;38.507
3352.938;54.245;51.898;38.51
3353.947;54.23;51.894;38.505
3354.932;54.243;51.894;38.507
3355.952;54.225;51.892;38.503
3356.949;54.235;51.893;38.506
3357.95;54.22;51.894;38.505
3358.959;54.225;51.896;38.507
3359.946;54.232;51.894;38.506
3360.968;54.228;51.894;38.506
3361.965;54.228;51.892;38.504
3362.966;54.229;51.894;38.505
3363.969;54.238;51.894;38.507
3364.978;54.224;51.893;38.505
3365.99;54.233;51.893;38.504
3366.979;54.219;51.89;38.502
3367.967;54.229;51.893;38.504
3368.971;54.23;51.893;38.506
3369.976;54.222;51.893;38.504
3370.96;54.228;51.894;38.505
3371.952;54.219;51.891;38.502
3372.944;54.241;51.893;38.505
3373.931;54.228;51.894;38.506
3374.933;54.233;51.896;38.507
3375.935;54.216;51.893;38.504
3376.933;54.219;51.895;38.506
3377.938;54.23;51.894;38.504
3378.94;54.226;51.894;38.506
3379.916;54.221;51.896;38.507
3380.925;54.223;51.891;38.502
3381.912;54.224;51.891;38.503
3382.906;54.225;51.89;38.502
3383.897;54.226;51.89;38.501
3384.896;54.227;51.893;38.505
3385.871;54.221;51.894;38.504
3386.855;54.222;51.893;38.503
3387.858;54.221;51.891;38.501
3388.863;54.229;51.895;38.506
3389.846;54.233;51.894;38.505
3390.86;54.223;51.893;38.504
3391.851;54.205;51.893;38.503
3392.846;54.206;51.89;38.5
3393.846;54.219;51.894;38.505
3394.861;54.212;51.893;38.503
3395.856;54.224;51.892;38.504
3396.853;54.216;51.89;38.5
3397.853;54.216;51.892;38.502
3398.857;54.217;51.893;38.502
3399.872;54.207;51.893;38.502
3400.89;54.221;51.891;38.501
3401.896;54.218;51.893;38.504
3402.89;54.211;51.893;38.502
3403.903;54.218;51.893;38.503
3404.899;54.212;51.892;38.501
3405.894;54.201;51.892;38.501
3406.878;54.212;51.89;38.5
3407.873;54.202;51.89;38.499
3408.883;54.205;51.888;38.498
3409.887;54.203;51.888;38.497
3410.884;54.213;51.889;38.499
3411.904;54.197;51.89;38.498
3412.898;54.21;51.89;38.499
3413.918;54.199;51.889;38.498
3414.916;54.212;51.888;38.498
3415.932;54.211;51.89;38.499
3416.95;54.198;51.888;38.497
3417.947;54.209;51.889;38.498
3418.946;54.203;51.891;38.5
3419.954;54.209;51.888;38.498
3420.94;54.228;51.89;38.501
3421.958;54.215;51.891;38.5
3422.949;54.194;51.89;38.498
3423.947;54.199;51.889;38.498
3424.95;54.198;51.886;38.495
3425.954;54.193;51.889;38.497
3426.959;54.204;51.887;38.497
3427.968;54.205;51.89;38.499
3428.978;54.202;51.888;38.497
3429.995;54.204;51.887;38.496
3430.981;54.203;51.886;38.495
3431.982;54.203;51.889;38.498
3432.979;54.189;51.886;38.494
3433.976;54.203;51.886;38.495
3434.978;54.191;51.888;38.496
3435.984;54.193;51.887;38.495
3436.987;54.2;51.887;38.496
3437.973;54.198;51.884;38.492
3438.974;54.194;51.883;38.491
3439.964;54.195;51.885;38.493
3440.961;54.187;51.883;38.49
3441.948;54.196;51.885;38.493
3442.964;54.186;51.885;38.492
3443.96;54.188;51.885;38.493
3444.937;54.187;51.883;38.491
3445.926;54.188;51.884;38.492
3446.93;54.183;51.885;38.492
3447.931;54.196;51.886;38.494
3448.93;54.188;51.884;38.492
3449.916;54.194;51.884;38.492
3450.915;54.187;51.884;38.491
3451.925;54.184;51.881;38.489
3452.907;54.184;51.882;38.49
3453.895;54.191;51.884;38.492
3454.889;54.192;51.884;38.493
3455.892;54.185;51.882;38.49
3456.875;54.191;51.884;38.492
3457.887;54.187;51.882;38.49
3458.905;54.191;51.885;38.493
3459.9;54.181;51.882;38.489
3460.899;54.177;51.884;38.491
3461.901;54.178;51.882;38.489
3462.917;54.176;51.884;38.491
3463.931;54.179;51.883;38.49
3464.947;54.176;51.882;38.488
3465.966;54.175;51.883;38.49
3466.957;54.177;51.883;38.489
3467.951;54.181;51.882;38.489
3468.948;54.19;51.883;38.491
3469.941;54.179;51.882;38.489
3470.934;54.184;51.88;38.487
3471.94;54.175;51.882;38.489
3472.939;54.172;51.881;38.488
3473.929;54.173;51.881;38.488
3474.91;54.177;51.882;38.489
3475.901;54.18;51.88;38.488
3476.904;54.175;51.88;38.486
3477.912;54.183;51.88;38.487
3478.903;54.172;51.879;38.485
3479.903;54.179;51.879;38.487
3480.909;54.168;51.878;38.485
3481.9;54.172;51.878;38.484
3482.917;54.188;51.878;38.485
3483.906;54.183;51.88;38.487
3484.903;54.172;51.879;38.486
3485.892;54.167;51.877;38.483
3486.883;54.176;51.88;38.487
3487.878;54.168;51.879;38.484
3488.884;54.17;51.877;38.483
3489.879;54.168;51.877;38.484
3490.885;54.168;51.876;38.482
3491.893;54.162;51.878;38.484
3492.907;54.165;51.876;38.482
3493.925;54.16;51.879;38.484
3494.915;54.161;51.877;38.482
3495.914;54.162;51.876;38.482
3496.912;54.173;51.876;38.482
3497.914;54.162;51.876;38.481
3498.899;54.164;51.876;38.482
3499.918;54.166;51.875;38.481
3500.912;54.17;51.875;38.481
3501.912;54.17;51.875;38.48
3502.904;54.159;51.874;38.48
3503.898;54.159;51.875;38.481
3504.892;54.16;51.874;38.478
3505.897;54.173;51.875;38.481
3506.889;54.159;51.873;38.479
3507.869;54.159;51.874;38.48
3508.876;54.156;51.874;38.479
3509.879;54.156;51.872;38.477
3510.863;54.157;51.872;38.478
3511.842;54.157;51.872;38.477
3512.85;54.162;51.873;38.479
3513.838;54.157;51.872;38.478
3514.848;54.159;51.874;38.479
3515.837;54.155;51.873;38.478
3516.837;54.155;51.872;38.477
3517.854;54.162;51.872;38.479
3518.853;54.152;51.873;38.477
3519.856;54.152;51.874;38.478
3520.863;54.154;51.872;38.477
3521.845;54.155;51.873;38.479
3522.828;54.152;51.873;38.478
3523.826;54.164;51.872;38.478
3524.839;54.152;51.874;38.479
3525.852;54.15;51.875;38.479
3526.871;54.154;51.871;38.476
3527.864;54.155;51.872;38.477
3528.858;54.162;51.874;38.48
3529.858;54.154;51.872;38.477
3530.866;54.154;51.873;38.479
3531.878;54.153;51.872;38.477
3532.862;54.155;51.873;38.479
3533.852;54.151;51.875;38.48
3534.845;54.157;51.874;38.479
3535.842;54.154;51.875;38.479
3536.836;54.151;51.876;38.48
3537.836;54.155;51.873;38.478
3538.826;54.156;51.874;38.479
3539.817;54.155;51.874;38.479
3540.815;54.149;51.875;38.479
3541.813;54.149;51.875;38.479
3542.814;54.153;51.875;38.479
3543.807;54.148;51.873;38.476
3544.817;54.151;51.874;38.478
3545.807;54.144;51.876;38.479
3546.806;54.153;51.874;38.478
3547.821;54.154;51.873;38.477
3548.814;54.152;51.875;38.477
3549.819;54.152;51.873;38.478
3550.811;54.143;51.874;38.477
3551.811;54.145;51.874;38.478
3552.794;54.149;51.874;38.478
3553.808;54.147;51.874;38.478
3554.797;54.143;51.875;38.478
3555.794;54.146;51.873;38.477
3556.8;54.148;51.875;38.478
3557.779;54.148;51.875;38.478
3558.766;54.145;51.874;38.477
3559.755;54.149;51.873;38.476
3560.755;54.146;51.876;38.478
3561.762;54.143;51.873;38.476
3562.775;54.145;51.875;38.478
3563.79;54.15;51.873;38.477
3564.814;54.142;51.873;38.475
3565.808;54.139;51.873;38.476
3566.809;54.146;51.873;38.477
3567.815;54.145;51.873;38.477
3568.809;54.145;51.875;38.478
3569.806;54.141;51.873;38.475
3570.804;54.139;51.874;38.477
3571.803;54.143;51.874;38.476
3572.781;54.14;51.875;38.477
3573.777;54.141;51.875;38.477
3574.773;54.143;51.874;38.476
3575.778;54.138;51.874;38.476
3576.781;54.144;51.875;38.478
3577.775;54.135;51.876;38.477
3578.77;54.142;51.874;38.477
3579.777;54.144;51.875;38.478
3580.766;54.136;51.874;38.476
3581.763;54.138;51.874;38.476
3582.743;54.14;51.875;38.478
3583.738;54.135;51.874;38.476
3584.734;54.133;51.874;38.476
3585.738;54.134;51.874;38.476
3586.752;54.142;51.875;38.477
3587.741;54.14;51.872;38.475
3588.725;54.14;51.872;38.475
3589.71;54.138;51.873;38.474
3590.709;54.138;51.874;38.476
3591.708;54.137;51.874;38.475
3592.723;54.135;51.874;38.476
3593.712;54.138;51.873;38.476
3594.735;54.138;51.874;38.477
3595.737;54.132;51.872;38.474
3596.716;54.13;51.872;38.473
3597.726;54.137;51.875;38.477
3598.716;54.134;51.874;38.475
3599.709;54.138;51.873;38.475
3600.704;54.133;51.874;38.475
3601.703;54.132;51.872;38.472
3602.716;54.136;51.873;38.475
3603.705;54.132;51.873;38.474
3604.693;54.134;51.871;38.473
3605.685;54.134;51.874;38.475
3606.681;54.133;51.874;38.475
3607.686;54.13;51.873;38.474
3608.693;54.134;51.873;38.474
3609.686;54.132;51.872;38.472
3610.676;54.128;51.872;38.473
3611.672;54.128;51.873;38.474
3612.678;54.133;51.873;38.474
3613.658;54.13;51.873;38.473
3614.647;54.131;51.873;38.474
3615.648;54.13;51.872;38.472
3616.634;54.128;51.873;38.473
3617.63;54.127;51.872;38.472
3618.616;54.125;51.872;38.472
3619.614;54.126;51.873;38.473
3620.618;54.131;51.872;38.473
3621.61;54.128;51.871;38.471
3622.62;54.125;51.873;38.473
3623.624;54.126;51.872;38.472
3624.626;54.123;51.873;38.473
3625.619;54.125;51.872;38.471
3626.621;54.123;51.871;38.471
3627.625;54.142;51.873;38.474
3628.613;54.119;51.871;38.47
3629.603;54.119;51.87;38.47
3630.601;54.119;51.871;38.47
3631.605;54.128;51.87;38.47
3632.602;54.124;51.873;38.472
3633.597;54.122;51.868;38.468
3634.595;54.125;51.869;38.47
3635.598;54.12;51.869;38.469
3636.606;54.123;51.866;38.467
3637.593;54.12;51.868;38.468
3638.588;54.121;51.866;38.466
3639.589;54.117;51.867;38.466
3640.594;54.119;51.868;38.468
3641.6;54.114;51.868;38.467
3642.577;54.119;51.868;38.467
3643.567;54.121;51.866;38.467
3644.541;54.121;51.867;38.467
3645.537;54.114;51.867;38.465
3646.527;54.116;51.868;38.467
3647.519;54.116;51.868;38.467
3648.519;54.122;51.866;38.465
3649.511;54.115;51.866;38.465
3650.515;54.112;51.867;38.465
3651.517;54.116;51.863;38.463
3652.518;54.116;51.864;38.464
3653.518;54.114;51.863;38.462
3654.52;54.114;51.866;38.466
3655.501;54.114;51.867;38.466
3656.505;54.111;51.866;38.465
3657.506;54.113;51.865;38.465
3658.496;54.11;51.866;38.465
3659.494;54.11;51.865;38.465
3660.494;54.11;51.865;38.464
3661.502;54.109;51.864;38.463
3662.511;54.11;51.861;38.46
3663.498;54.118;51.862;38.462
3664.487;54.113;51.865;38.464
3665.484;54.11;51.864;38.462
3666.485;54.114;51.862;38.462
3667.49;54.11;51.866;38.465
3668.47;54.118;51.861;38.461
3669.46;54.107;51.863;38.461
3670.452;54.108;51.864;38.463
3671.45;54.105;51.865;38.464
3672.453;54.11;51.86;38.459
3673.443;54.109;51.864;38.464
3674.435;54.107;51.863;38.462
3675.435;54.107;51.868;38.465
3676.439;54.111;51.867;38.465
3677.43;54.109;51.861;38.46
3678.427;54.109;51.864;38.462
3679.419;54.107;51.865;38.463
3680.422;54.104;51.863;38.461
3681.417;54.106;51.864;38.462
3682.42;54.105;51.865;38.463
3683.414;54.103;51.866;38.464
3684.393;54.112;51.865;38.463
3685.381;54.104;51.865;38.464
3686.38;54.105;51.863;38.461
3687.362;54.107;51.863;38.462
3688.35;54.11;51.864;38.463
3689.334;54.101;51.866;38.463
3690.322;54.103;51.864;38.461
3691.319;54.109;51.864;38.463
3692.326;54.113;51.862;38.461
3693.328;54.107;51.864;38.462
3694.33;54.108;51.866;38.464
3695.333;54.109;51.866;38.465
3696.312;54.107;51.866;38.464
3697.324;54.11;51.864;38.462
3698.31;54.108;51.863;38.461
3699.305;54.106;51.865;38.463
3700.307;54.106;51.864;38.462
3701.316;54.098;51.865;38.462
3702.298;54.106;51.864;38.463
3703.291;54.1;51.864;38.461
3704.286;54.101;51.865;38.462
3705.285;54.104;51.864;38.462
3706.285;54.102;51.862;38.459
3707.3;54.104;51.864;38.462
3708.284;54.101;51.864;38.461
3709.273;54.101;51.864;38.461
3710.263;54.097;51.864;38.46
3711.259;54.099;51.862;38.458
3712.256;54.104;51.861;38.458
3713.255;54.093;51.864;38.459
3714.246;54.098;51.861;38.458
3715.257;54.094;51.863;38.46
3716.254;54.097;51.862;38.459
3717.234;54.092;51.861;38.457
3718.239;54.097;51.863;38.46
3719.233;54.096;51.861;38.458
3720.23;54.093;51.859;38.455
3721.232;54.09;51.861;38.457
3722.245;54.091;51.861;38.457
3723.243;54.089;51.861;38.458
3724.249;54.095;51.859;38.456
3725.24;54.088;51.861;38.457
3726.238;54.091;51.861;38.457
3727.243;54.094;51.859;38.456
3728.237;54.095;51.859;38.456
3729.231;54.092;51.858;38.454
3730.214;54.09;51.858;38.454
3731.225;54.093;51.86;38.457
3732.219;54.089;51.858;38.454
3733.219;54.09;51.859;38.456
3734.223;54.097;51.857;38.454
3735.21;54.089;51.859;38.455
3736.211;54.09;51.859;38.456
3737.216;54.088;51.858;38.454
3738.229;54.087;51.858;38.454
3739.249;54.088;51.859;38.456
3740.243;54.09;51.859;38.456
3741.242;54.092;51.859;38.455
3742.22;54.092;51.86;38.457
3743.2;54.089;51.86;38.456
3744.185;54.092;51.861;38.457
3745.173;54.091;51.858;38.455
3746.169;54.092;51.859;38.455
3747.164;54.09;51.86;38.456
3748.157;54.089;51.86;38.455
3749.154;54.089;51.861;38.457
3750.157;54.092;51.86;38.457
3751.15;54.09;51.86;38.456
3752.142;54.086;51.862;38.458
3753.137;54.092;51.862;38.458
3754.141;54.089;51.862;38.457
3755.132;54.086;51.861;38.456
3756.119;54.089;51.858;38.454
3757.114;54.086;51.858;38.453
3758.116;54.086;51.861;38.456
3759.099;54.084;51.861;38.456
3760.074;54.089;51.86;38.457
3761.078;54.09;51.86;38.456
3762.065;54.088;51.861;38.456
3763.058;54.088;51.859;38.455
3764.058;54.086;51.861;38.456
3765.061;54.083;51.861;38.456
3766.046;54.082;51.859;38.453
3767.035;54.081;51.86;38.455
3768.009;54.083;51.858;38.453
3769.017;54.078;51.859;38.453
3770.027;54.085;51.856;38.451
3771.012;54.076;51.86;38.454
3772.031;54.079;51.856;38.45
3773.029;54.075;51.859;38.454
3774.033;54.073;51.858;38.452
3775.04;54.079;51.859;38.453
3776.055;54.077;51.857;38.451
3777.043;54.074;51.858;38.452
3778.037;54.077;51.857;38.452
3779.039;54.077;51.856;38.45
3780.045;54.076;51.856;38.45
3781.062;54.076;51.857;38.451
3782.051;54.074;51.856;38.45
3783.044;54.078;51.852;38.447
3784.038;54.081;51.856;38.45
3785.038;54.077;51.856;38.451
3786.038;54.075;51.853;38.447
3787.041;54.076;51.855;38.449
3788.045;54.072;51.855;38.448
3789.044;54.077;51.853;38.449
3790.036;54.072;51.858;38.451
3791.014;54.072;51.855;38.45
3792.01;54.077;51.854;38.448
3793.006;54.071;51.855;38.449
3793.982;54.07;51.856;38.45
3794.997;54.07;51.854;38.448
3795.997;54.067;51.855;38.449
3796.994;54.073;51.853;38.448
3797.996;54.074;51.855;38.449
3799.012;54.074;51.854;38.449
3800.009;54.075;51.854;38.448
3800.984;54.07;51.854;38.448
3801.99;54.068;51.855;38.448
3802.998;54.075;51.855;38.449
3803.986;54.074;51.853;38.447
3804.982;54.068;51.854;38.447
3805.992;54.072;51.854;38.447
3806.987;54.067;51.854;38.447
3807.985;54.07;51.855;38.45
3808.992;54.07;51.855;38.448
3809.977;54.065;51.856;38.449
3810.998;54.071;51.854;38.447
3811.995;54.07;51.855;38.449
3812.999;54.071;51.854;38.447
3814.004;54.068;51.855;38.449
3814.986;54.068;51.856;38.449
3815.971;54.07;51.852;38.446
3816.97;54.069;51.854;38.448
3817.968;54.067;51.854;38.448
3818.972;54.081;51.852;38.447
3819.977;54.067;51.854;38.448
3820.987;54.064;51.854;38.446
3821.97;54.065;51.853;38.446
3822.987;54.067;51.851;38.445
3823.974;54.064;51.853;38.445
3824.965;54.065;51.854;38.447
3825.989;54.065;51.854;38.447
3826.986;54.063;51.853;38.446
3827.985;54.064;51.853;38.445
3828.988;54.06;51.854;38.446
3829.982;54.065;51.852;38.446
3830.974;54.064;51.851;38.443
3831.955;54.079;51.856;38.449
3832.947;54.063;51.854;38.447
3833.936;54.061;51.849;38.442
3834.941;54.066;51.85;38.444
3835.934;54.059;51.851;38.443
3836.936;54.061;51.849;38.443
3837.948;54.062;51.851;38.443
3838.941;54.06;51.849;38.442
3839.935;54.057;51.85;38.442
3840.937;54.058;51.851;38.443
3841.95;54.057;51.852;38.444
3842.963;54.058;51.85;38.442
3843.954;54.065;51.847;38.441
3844.946;54.06;51.849;38.442
3845.949;54.056;51.848;38.44
3846.958;54.054;51.849;38.442
3847.959;54.045;51.859;38.447
3848.956;54.057;51.85;38.442
3849.935;54.082;51.842;38.438
3850.944;54.056;51.847;38.439
3851.925;54.053;51.85;38.441
3852.924;54.051;51.846;38.439
3853.927;54.051;51.847;38.44
3854.904;54.051;51.848;38.44
3855.912;54.049;51.849;38.439
3856.895;54.055;51.846;38.438
3857.879;54.051;51.85;38.441
3858.864;54.057;51.847;38.439
3859.853;54.05;51.846;38.439
3860.849;54.052;51.845;38.437
3861.838;54.051;51.845;38.437
3862.849;54.053;51.846;38.438
3863.836;54.046;51.847;38.438
3864.824;54.055;51.846;38.438
3865.819;54.051;51.847;38.439
3866.811;54.054;51.844;38.436
3867.81;54.051;51.846;38.437
3868.827;54.046;51.845;38.436
3869.826;54.049;51.846;38.438
3870.819;54.047;51.846;38.437
3871.807;54.049;51.845;38.436
3872.811;54.051;51.845;38.437
3873.799;54.05;51.845;38.437
3874.799;54.046;51.845;38.436
3875.803;54.043;51.845;38.437
3876.785;54.045;51.843;38.435
3877.771;54.046;51.844;38.435
3878.766;54.045;51.846;38.437
3879.765;54.047;51.845;38.436
3880.776;54.043;51.846;38.437
3881.768;54.045;51.844;38.435
3882.759;54.05;51.838;38.431
3883.759;54.043;51.845;38.435
3884.762;54.047;51.84;38.432
3885.771;54.045;51.844;38.435
3886.75;54.045;51.843;38.434
3887.751;54.041;51.841;38.432
3888.756;54.042;51.843;38.434
3889.747;54.042;51.842;38.433
3890.741;54.039;51.843;38.433
3891.738;54.042;51.841;38.433
3892.74;54.041;51.841;38.432
3893.733;54.037;51.839;38.43
3894.727;54.043;51.837;38.429
3895.745;54.037;51.839;38.429
3896.733;54.037;51.841;38.432
3897.731;54.045;51.838;38.431
3898.73;54.04;51.838;38.429
3899.718;54.038;51.84;38.431
3900.709;54.039;51.839;38.43
3901.692;54.041;51.837;38.428
3902.675;54.038;51.838;38.429
3903.676;54.039;51.837;38.428
3904.651;54.039;51.839;38.43
3905.659;54.038;51.839;38.429
3906.674;54.037;51.84;38.431
3907.669;54.035;51.84;38.429
3908.669;54.035;51.84;38.431
3909.683;54.035;51.84;38.43
3910.676;54.034;51.839;38.43
3911.678;54.038;51.836;38.427
3912.667;54.038;51.837;38.427
3913.661;54.035;51.835;38.427
3914.662;54.037;51.834;38.426
3915.639;54.034;51.836;38.427
3916.649;54.03;51.838;38.429
3917.665;54.033;51.835;38.426
3918.686;54.032;51.834;38.425
3919.683;54.036;51.835;38.426
3920.683;54.035;51.833;38.424
3921.687;54.035;51.833;38.424
3922.701;54.03;51.834;38.425
3923.712;54.023;51.837;38.427
3924.728;54.028;51.836;38.426
3925.745;54.03;51.832;38.422
3926.735;54.028;51.834;38.424
3927.729;54.029;51.835;38.425
3928.738;54.029;51.832;38.423
3929.732;54.03;51.83;38.421
3930.725;54.033;51.832;38.423
3931.703;54.031;51.831;38.422
3932.691;54.027;51.834;38.423
3933.682;54.025;51.833;38.423
3934.672;54.031;51.831;38.422
3935.669;54.032;51.831;38.421
3936.678;54.027;51.834;38.424
3937.667;54.03;51.83;38.421
3938.672;54.025;51.831;38.421
3939.677;54.029;51.833;38.423
3940.656;54.022;51.834;38.424
3941.654;54.022;51.834;38.423
3942.656;54.022;51.836;38.426
3943.666;54.025;51.833;38.423
3944.671;54.029;51.831;38.421
3945.68;54.026;51.833;38.423
3946.672;54.029;51.831;38.422
3947.665;54.026;51.828;38.419
3948.665;54.026;51.83;38.421
3949.659;54.022;51.833;38.422
3950.649;54.021;51.832;38.421
3951.646;54.024;51.832;38.422
3952.618;54.022;51.831;38.421
3953.606;54.02;51.832;38.422
3954.623;54.024;51.829;38.419
3955.614;54.017;51.831;38.421
3956.61;54.022;51.829;38.419
3957.609;54.021;51.83;38.419
3958.623;54.016;51.829;38.418
3959.637;54.02;51.83;38.42
3960.676;54.018;51.831;38.42
3961.668;54.028;51.83;38.42
3962.672;54.022;51.827;38.417
3963.675;54.019;51.829;38.419
3964.658;54.02;51.826;38.417
3965.655;54.017;51.829;38.419
3966.642;54.021;51.827;38.417
3967.634;54.019;51.827;38.417
3968.634;54.015;51.83;38.419
3969.647;54.019;51.825;38.414
3970.643;54.025;51.827;38.417
3971.639;54.024;51.827;38.418
3972.644;54.018;51.825;38.415
3973.647;54.018;51.827;38.417
3974.621;54.014;51.83;38.419
3975.616;54.014;51.827;38.416
3976.618;54.019;51.829;38.419
3977.623;54.016;51.829;38.417
3978.619;54.016;51.827;38.416
3979.616;54.018;51.829;38.419
3980.619;54.014;51.826;38.415
3981.628;54.018;51.827;38.417
3982.619;54.019;51.825;38.415
3983.613;54.011;51.829;38.418
3984.614;54.015;51.827;38.417
3985.619;54.019;51.826;38.416
3986.629;54.016;51.827;38.417
3987.642;54.013;51.829;38.418
3988.642;54.02;51.825;38.414
3989.649;54.012;51.828;38.417
3990.641;54.016;51.826;38.416
3991.632;54.013;51.824;38.413
3992.63;54.014;51.828;38.418
3993.619;54.01;51.829;38.418
3994.609;54.014;51.828;38.417
3995.619;54.013;51.828;38.417
3996.635;54.012;51.825;38.415
3997.638;54.012;51.825;38.414
3998.634;54.012;51.825;38.415
3999.641;54.012;51.827;38.417
4000.639;54.008;51.828;38.416
4001.641;54.015;51.827;38.416
4002.646;54.01;51.827;38.416
4003.65;54.007;51.826;38.414
4004.662;54.01;51.825;38.413
4005.654;54.011;51.827;38.415
4006.654;54.004;51.827;38.415
4007.661;54.011;51.823;38.412
4008.649;54.01;51.823;38.412
4009.641;54.005;51.827;38.416
4010.64;54.006;51.824;38.412
4011.632;54.011;51.823;38.413
4012.623;54.009;51.823;38.411
4013.619;54.006;51.821;38.41
4014.619;54.006;51.822;38.411
4015.631;54.003;51.824;38.411
4016.62;54.001;51.825;38.413
4017.613;54.007;51.825;38.413
4018.608;53.998;51.826;38.413
4019.607;54.004;51.823;38.411
4020.607;54.004;51.822;38.41
4021.611;54.004;51.822;38.411
4022.616;54.01;51.822;38.411
4023.593;54.002;51.82;38.409
4024.608;54.003;51.824;38.412
4025.622;54.004;51.821;38.409
4026.639;54.008;51.821;38.41
4027.629;54.002;51.821;38.409
4028.627;54.002;51.822;38.41
4029.61;54.001;51.822;38.41
4030.597;54.004;51.82;38.409
4031.591;54.001;51.82;38.408
4032.598;53.999;51.82;38.408
4033.601;54;51.816;38.405
4034.579;54.003;51.817;38.406
4035.576;54.001;51.818;38.407
4036.573;54.001;51.819;38.407
4037.579;54.012;51.82;38.409
4038.576;54.003;51.816;38.405
4039.569;54;51.818;38.406
4040.568;53.999;51.82;38.408
4041.546;53.995;51.82;38.408
4042.548;53.994;51.817;38.405
4043.55;54;51.819;38.408
4044.556;53.997;51.817;38.406
4045.57;53.994;51.82;38.408
4046.565;53.994;51.817;38.405
4047.566;53.997;51.819;38.407
4048.582;53.995;51.817;38.405
4049.597;53.995;51.817;38.405
4050.591;53.994;51.817;38.405
4051.598;53.996;51.818;38.406
4052.577;53.996;51.816;38.404
4053.59;53.995;51.816;38.404
4054.608;53.993;51.816;38.404
4055.6;53.991;51.816;38.404
4056.594;53.992;51.816;38.403
4057.595;53.99;51.817;38.404
4058.598;53.998;51.816;38.404
4059.605;53.99;51.816;38.403
4060.615;53.993;51.815;38.403
4061.596;53.993;51.814;38.402
4062.583;53.991;51.813;38.401
4063.572;54;51.814;38.402
4064.595;53.994;51.814;38.401
4065.591;53.993;51.815;38.403
4066.59;53.994;51.816;38.404
4067.585;53.993;51.815;38.403
4068.561;53.992;51.815;38.403
4069.554;53.992;51.816;38.404
4070.554;53.988;51.814;38.401
4071.546;53.993;51.815;38.403
4072.527;53.988;51.815;38.403
4073.528;53.991;51.814;38.401
4074.532;53.995;51.814;38.402
4075.538;53.99;51.813;38.4
4076.523;53.988;51.813;38.4
4077.496;53.986;51.813;38.4
4078.507;53.987;51.813;38.4
4079.503;53.987;51.812;38.399
4080.509;53.985;51.813;38.4
4081.498;53.985;51.813;38.4
4082.492;53.986;51.812;38.399
4083.491;53.985;51.813;38.401
4084.498;53.983;51.811;38.398
4085.515;53.982;51.811;38.398
4086.509;53.983;51.812;38.398
4087.51;53.981;51.812;38.399
4088.518;53.981;51.81;38.397
4089.505;53.981;51.81;38.397
4090.496;53.982;51.81;38.397
4091.496;53.981;51.808;38.395
4092.501;53.986;51.81;38.398
4093.512;53.984;51.809;38.397
4094.527;53.984;51.81;38.397
4095.555;53.976;51.812;38.398
4096.565;53.98;51.808;38.395
4097.545;53.981;51.809;38.397
4098.567;53.979;51.808;38.395
4099.56;53.979;51.81;38.396
4100.555;53.984;51.808;38.396
4101.558;53.979;51.807;38.393
4102.562;53.981;51.808;38.395
4103.55;53.974;51.808;38.394
4104.543;53.974;51.808;38.394
4105.549;53.977;51.81;38.396
4106.542;53.979;51.808;38.394
4107.537;53.98;51.808;38.395
4108.53;53.977;51.809;38.395
4109.515;53.975;51.808;38.395
4110.523;53.976;51.807;38.393
4111.53;53.973;51.807;38.393
4112.524;53.978;51.808;38.395
4113.511;53.976;51.808;38.394
4114.535;53.978;51.806;38.392
4115.537;53.979;51.808;38.394
4116.542;53.973;51.806;38.393
4117.553;53.976;51.807;38.393
4118.545;53.976;51.806;38.392
4119.554;53.981;51.805;38.393
4120.537;53.978;51.807;38.394
4121.527;53.972;51.806;38.392
4122.521;53.975;51.805;38.392
4123.519;53.97;51.806;38.393
4124.522;53.971;51.805;38.391
4125.531;53.969;51.805;38.39
4126.544;53.972;51.807;38.394
4127.534;53.966;51.809;38.393
4128.526;53.973;51.803;38.389
4129.522;53.973;51.804;38.39
4130.523;53.969;51.803;38.389
4131.497;53.969;51.804;38.39
4132.504;53.969;51.804;38.39
