IDs:;240715_06_240712E;06_DNAJB6_00_988_uM;
Concentration [uM]:;0.988;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2497.866;55.742;51.738;38.702
2498.853;55.712;51.734;38.699
2499.842;55.715;51.732;38.696
2500.842;55.712;51.731;38.695
2501.848;55.71;51.733;38.696
2502.838;55.709;51.732;38.695
2503.834;55.725;51.737;38.7
2504.843;55.706;51.731;38.694
2505.857;55.72;51.731;38.696
2506.847;55.742;51.737;38.7
2507.841;55.712;51.733;38.694
2508.844;55.71;51.735;38.698
2509.849;55.71;51.734;38.696
2510.859;55.709;51.735;38.697
2511.872;55.709;51.734;38.695
2512.864;55.706;51.735;38.696
2513.858;55.733;51.737;38.698
2514.858;55.701;51.735;38.696
2515.861;55.7;51.734;38.696
2516.865;55.706;51.733;38.694
2517.881;55.733;51.737;38.697
2518.896;55.704;51.734;38.695
2519.917;55.728;51.739;38.698
2520.907;55.696;51.736;38.697
2521.904;55.724;51.739;38.7
2522.909;55.73;51.739;38.699
2523.898;55.698;51.735;38.697
2524.895;55.697;51.731;38.692
2525.898;55.696;51.733;38.693
2526.901;55.695;51.73;38.69
2527.892;55.693;51.731;38.691
2528.872;55.693;51.731;38.691
2529.864;55.701;51.731;38.691
2530.859;55.688;51.732;38.692
2531.861;55.69;51.732;38.691
2532.855;55.685;51.733;38.693
2533.85;55.69;51.731;38.69
2534.864;55.712;51.737;38.697
2535.862;55.683;51.731;38.69
2536.861;55.698;51.732;38.691
2537.846;55.686;51.734;38.693
2538.839;55.691;51.731;38.691
2539.836;55.691;51.732;38.692
2540.845;55.689;51.732;38.691
2541.831;55.687;51.731;38.689
2542.833;55.684;51.733;38.692
2543.833;55.691;51.731;38.69
2544.838;55.682;51.733;38.692
2545.817;55.681;51.73;38.688
2546.833;55.685;51.73;38.687
2547.822;55.68;51.732;38.69
2548.817;55.683;51.73;38.688
2549.817;55.682;51.729;38.688
2550.818;55.677;51.73;38.687
2551.838;55.679;51.73;38.688
2552.854;55.681;51.73;38.687
2553.844;55.675;51.727;38.685
2554.836;55.682;51.728;38.686
2555.827;55.673;51.728;38.686
2556.838;55.679;51.728;38.684
2557.854;55.67;51.731;38.687
2558.838;55.676;51.729;38.685
2559.836;55.673;51.731;38.688
2560.83;55.695;51.732;38.689
2561.817;55.678;51.728;38.685
2562.834;55.675;51.728;38.684
2563.837;55.674;51.73;38.685
2564.836;55.672;51.729;38.686
2565.844;55.673;51.728;38.685
2566.844;55.668;51.731;38.687
2567.843;55.668;51.73;38.686
2568.847;55.669;51.731;38.687
2569.835;55.667;51.732;38.688
2570.851;55.675;51.731;38.685
2571.862;55.689;51.735;38.69
2572.84;55.664;51.73;38.685
2573.852;55.661;51.732;38.688
2574.843;55.669;51.73;38.685
2575.838;55.67;51.73;38.684
2576.842;55.669;51.729;38.684
2577.85;55.665;51.729;38.683
2578.861;55.659;51.73;38.685
2579.845;55.685;51.734;38.688
2580.837;55.659;51.73;38.684
2581.829;55.663;51.731;38.686
2582.83;55.654;51.731;38.685
2583.833;55.663;51.729;38.683
2584.839;55.655;51.73;38.684
2585.819;55.655;51.73;38.683
2586.834;55.661;51.73;38.683
2587.85;55.657;51.729;38.683
2588.84;55.652;51.731;38.684
2589.837;55.661;51.728;38.68
2590.832;55.652;51.731;38.684
2591.831;55.656;51.73;38.683
2592.808;55.659;51.731;38.684
2593.809;55.651;51.73;38.684
2594.801;55.652;51.731;38.684
2595.786;55.679;51.733;38.687
2596.773;55.657;51.727;38.68
2597.779;55.656;51.73;38.682
2598.779;55.647;51.729;38.682
2599.791;55.654;51.73;38.682
2600.79;55.649;51.728;38.68
2601.792;55.65;51.728;38.681
2602.792;55.649;51.727;38.679
2603.797;55.647;51.728;38.68
2604.792;55.643;51.728;38.68
2605.788;55.643;51.728;38.678
2606.798;55.642;51.729;38.681
2607.774;55.638;51.729;38.68
2608.781;55.638;51.728;38.679
2609.766;55.643;51.726;38.678
2610.766;55.644;51.726;38.678
2611.772;55.637;51.726;38.677
2612.78;55.643;51.727;38.679
2613.793;55.639;51.727;38.678
2614.777;55.642;51.727;38.678
2615.781;55.637;51.728;38.678
2616.786;55.642;51.727;38.678
2617.777;55.632;51.728;38.678
2618.783;55.632;51.726;38.675
2619.775;55.638;51.726;38.676
2620.773;55.635;51.726;38.676
2621.775;55.659;51.732;38.681
2622.761;55.635;51.726;38.676
2623.748;55.638;51.727;38.677
2624.743;55.633;51.727;38.675
2625.733;55.635;51.727;38.678
2626.731;55.635;51.727;38.677
2627.733;55.623;51.729;38.679
2628.711;55.625;51.731;38.679
2629.726;55.628;51.728;38.677
2630.73;55.625;51.727;38.677
2631.724;55.627;51.727;38.675
2632.731;55.632;51.725;38.674
2633.735;55.627;51.729;38.678
2634.717;55.652;51.731;38.68
2635.711;55.624;51.728;38.676
2636.707;55.625;51.729;38.677
2637.71;55.625;51.728;38.675
2638.72;55.613;51.731;38.679
2639.708;55.625;51.729;38.677
2640.699;55.613;51.73;38.678
2641.698;55.626;51.729;38.677
2642.708;55.616;51.727;38.675
2643.721;55.614;51.729;38.677
2644.712;55.622;51.727;38.673
2645.705;55.616;51.729;38.676
2646.701;55.615;51.73;38.677
2647.701;55.609;51.729;38.675
2648.705;55.616;51.728;38.676
2649.681;55.613;51.729;38.677
2650.663;55.616;51.729;38.676
2651.651;55.609;51.729;38.675
2652.67;55.605;51.732;38.678
2653.665;55.607;51.73;38.676
2654.666;55.607;51.731;38.677
2655.665;55.609;51.731;38.678
2656.652;55.616;51.728;38.673
2657.659;55.607;51.733;38.677
2658.653;55.6;51.732;38.677
2659.651;55.609;51.73;38.676
2660.64;55.602;51.733;38.676
2661.63;55.613;51.731;38.676
2662.634;55.603;51.731;38.676
2663.624;55.602;51.732;38.678
2664.625;55.602;51.732;38.676
2665.615;55.602;51.732;38.677
2666.613;55.597;51.735;38.679
2667.605;55.6;51.731;38.675
2668.605;55.602;51.732;38.677
2669.618;55.594;51.734;38.677
2670.616;55.595;51.733;38.677
2671.63;55.618;51.736;38.68
2672.651;55.597;51.733;38.677
2673.654;55.602;51.73;38.674
2674.632;55.599;51.729;38.673
2675.648;55.595;51.73;38.674
2676.666;55.595;51.732;38.676
2677.657;55.595;51.731;38.675
2678.656;55.593;51.732;38.676
2679.63;55.592;51.732;38.677
2680.636;55.583;51.733;38.677
2681.649;55.589;51.733;38.676
2682.637;55.595;51.733;38.675
2683.633;55.585;51.731;38.674
2684.629;55.583;51.734;38.677
2685.618;55.591;51.732;38.675
2686.617;55.59;51.731;38.674
2687.618;55.588;51.733;38.675
2688.62;55.59;51.731;38.672
2689.614;55.587;51.73;38.671
2690.611;55.588;51.731;38.674
2691.606;55.589;51.731;38.673
2692.596;55.585;51.732;38.674
2693.585;55.584;51.732;38.674
2694.57;55.581;51.734;38.676
2695.577;55.587;51.732;38.673
2696.568;55.587;51.733;38.674
2697.566;55.583;51.732;38.674
2698.566;55.591;51.733;38.673
2699.553;55.578;51.736;38.677
2700.556;55.58;51.733;38.674
2701.542;55.582;51.732;38.673
2702.536;55.58;51.734;38.676
2703.556;55.582;51.732;38.673
2704.554;55.574;51.735;38.676
2705.555;55.581;51.733;38.672
2706.569;55.577;51.735;38.675
2707.585;55.573;51.734;38.675
2708.581;55.579;51.734;38.674
2709.579;55.575;51.733;38.674
2710.591;55.577;51.733;38.673
2711.605;55.576;51.731;38.669
2712.603;55.591;51.739;38.678
2713.604;55.575;51.733;38.67
2714.608;55.573;51.733;38.673
2715.618;55.569;51.733;38.672
2716.631;55.566;51.735;38.673
2717.647;55.577;51.734;38.673
2718.664;55.571;51.735;38.673
2719.654;55.575;51.733;38.672
2720.65;55.575;51.734;38.673
2721.65;55.597;51.725;38.667
2722.641;55.579;51.735;38.673
2723.629;55.566;51.736;38.673
2724.608;55.567;51.735;38.674
2725.611;55.604;51.736;38.673
2726.609;55.572;51.733;38.672
2727.605;55.578;51.732;38.67
2728.605;55.565;51.732;38.67
2729.599;55.558;51.737;38.674
2730.602;55.561;51.734;38.669
2731.591;55.558;51.733;38.67
2732.598;55.563;51.731;38.669
2733.589;55.559;51.73;38.667
2734.599;55.561;51.733;38.668
2735.588;55.555;51.732;38.668
2736.589;55.54;51.732;38.667
2737.593;55.557;51.732;38.667
2738.586;55.555;51.729;38.667
2739.595;55.561;51.732;38.668
2740.6;55.553;51.733;38.669
2741.597;55.555;51.734;38.67
2742.594;55.557;51.733;38.669
2743.592;55.584;51.734;38.669
2744.607;55.563;51.732;38.667
2745.592;55.555;51.731;38.667
2746.609;55.55;51.733;38.669
2747.602;55.553;51.732;38.666
2748.602;55.55;51.734;38.669
2749.616;55.552;51.733;38.667
2750.598;55.549;51.733;38.668
2751.59;55.553;51.734;38.669
2752.583;55.547;51.732;38.666
2753.581;55.546;51.733;38.666
2754.582;55.552;51.731;38.667
2755.568;55.548;51.733;38.667
2756.585;55.546;51.734;38.668
2757.579;55.548;51.732;38.666
2758.572;55.546;51.732;38.665
2759.558;55.546;51.732;38.666
2760.564;55.545;51.732;38.666
2761.554;55.576;51.735;38.667
2762.554;55.553;51.732;38.667
2763.549;55.543;51.733;38.666
2764.523;55.547;51.733;38.666
2765.52;55.546;51.733;38.667
2766.535;55.563;51.735;38.667
2767.542;55.546;51.734;38.667
2768.534;55.542;51.735;38.668
2769.535;55.542;51.732;38.664
2770.517;55.539;51.733;38.666
2771.507;55.539;51.734;38.667
2772.512;55.562;51.735;38.665
2773.52;55.521;51.733;38.666
2774.533;55.562;51.735;38.668
2775.524;55.542;51.732;38.663
2776.522;55.535;51.732;38.664
2777.536;55.536;51.733;38.665
2778.556;55.542;51.732;38.664
2779.553;55.535;51.734;38.665
2780.554;55.536;51.733;38.665
2781.562;55.53;51.733;38.665
2782.581;55.531;51.732;38.663
2783.576;55.531;51.733;38.665
2784.572;55.534;51.731;38.662
2785.569;55.53;51.732;38.664
2786.568;55.532;51.732;38.664
2787.583;55.532;51.732;38.664
2788.578;55.522;51.736;38.667
2789.582;55.525;51.732;38.663
2790.577;55.528;51.735;38.665
2791.559;55.525;51.733;38.663
2792.564;55.526;51.732;38.662
2793.565;55.528;51.733;38.664
2794.548;55.525;51.733;38.664
2795.549;55.523;51.73;38.66
2796.536;55.523;51.733;38.664
2797.539;55.522;51.734;38.664
2798.533;55.522;51.733;38.662
2799.533;55.52;51.733;38.664
2800.521;55.542;51.735;38.663
2801.514;55.518;51.731;38.66
2802.516;55.528;51.731;38.661
2803.503;55.524;51.731;38.661
2804.492;55.513;51.732;38.661
2805.492;55.516;51.731;38.66
2806.502;55.519;51.73;38.659
2807.484;55.516;51.731;38.661
2808.482;55.511;51.732;38.662
2809.481;55.513;51.731;38.66
2810.487;55.537;51.733;38.661
2811.467;55.524;51.731;38.66
2812.45;55.516;51.732;38.662
2813.438;55.525;51.729;38.657
2814.441;55.517;51.73;38.658
2815.422;55.519;51.729;38.657
2816.404;55.516;51.731;38.661
2817.388;55.516;51.729;38.658
2818.379;55.517;51.73;38.656
2819.403;55.508;51.732;38.66
2820.391;55.516;51.729;38.657
2821.381;55.515;51.731;38.66
2822.379;55.518;51.73;38.659
2823.367;55.51;51.73;38.658
2824.385;55.49;51.731;38.658
2825.401;55.512;51.731;38.659
2826.404;55.508;51.733;38.659
2827.408;55.511;51.732;38.659
2828.405;55.506;51.735;38.662
2829.394;55.506;51.731;38.657
2830.394;55.511;51.732;38.659
2831.385;55.505;51.733;38.661
2832.377;55.504;51.733;38.659
2833.36;55.512;51.729;38.653
2834.353;55.503;51.732;38.657
2835.349;55.51;51.731;38.656
2836.371;55.509;51.733;38.66
2837.374;55.504;51.732;38.658
2838.378;55.495;51.731;38.657
2839.387;55.503;51.732;38.658
2840.4;55.504;51.733;38.659
2841.392;55.499;51.734;38.66
2842.386;55.507;51.73;38.653
2843.385;55.504;51.734;38.659
2844.392;55.506;51.729;38.652
2845.369;55.503;51.732;38.657
2846.384;55.496;51.732;38.657
2847.391;55.498;51.733;38.659
2848.397;55.501;51.732;38.657
2849.388;55.502;51.729;38.651
2850.369;55.497;51.731;38.657
2851.373;55.499;51.732;38.657
2852.359;55.5;51.731;38.657
2853.361;55.498;51.733;38.659
2854.349;55.501;51.732;38.657
2855.345;55.502;51.73;38.652
2856.339;55.492;51.731;38.654
2857.339;55.497;51.732;38.657
2858.337;55.498;51.732;38.655
2859.338;55.489;51.732;38.655
2860.338;55.493;51.728;38.648
2861.324;55.492;51.731;38.655
2862.32;55.489;51.733;38.657
2863.322;55.487;51.732;38.656
2864.308;55.496;51.729;38.65
2865.326;55.496;51.73;38.651
2866.321;55.5;51.731;38.653
2867.322;55.498;51.732;38.657
2868.335;55.494;51.732;38.656
2869.352;55.494;51.729;38.649
2870.341;55.491;51.73;38.653
2871.338;55.492;51.731;38.654
2872.339;55.495;51.728;38.648
2873.358;55.49;51.729;38.65
2874.351;55.484;51.729;38.651
2875.346;55.48;51.731;38.654
2876.327;55.48;51.729;38.651
2877.305;55.483;51.73;38.653
2878.287;55.465;51.728;38.65
2879.274;55.487;51.729;38.652
2880.292;55.481;51.728;38.648
2881.294;55.485;51.727;38.647
2882.296;55.484;51.728;38.649
2883.291;55.478;51.729;38.651
2884.295;55.487;51.727;38.646
2885.292;55.482;51.727;38.646
2886.283;55.476;51.728;38.65
2887.277;55.476;51.727;38.647
2888.286;55.47;51.727;38.65
2889.297;55.481;51.728;38.65
2890.288;55.483;51.726;38.646
2891.302;55.477;51.728;38.649
2892.299;55.479;51.729;38.651
2893.276;55.481;51.727;38.647
2894.266;55.475;51.724;38.643
2895.258;55.48;51.728;38.648
2896.272;55.474;51.725;38.644
2897.26;55.477;51.726;38.647
2898.258;55.474;51.726;38.644
2899.262;55.45;51.722;38.641
2900.272;55.469;51.726;38.644
2901.289;55.48;51.725;38.642
2902.283;55.474;51.729;38.65
2903.285;55.473;51.724;38.642
2904.267;55.473;51.723;38.641
2905.256;55.47;51.725;38.644
2906.253;55.473;51.724;38.643
2907.256;55.47;51.723;38.641
2908.271;55.467;51.723;38.641
2909.274;55.466;51.726;38.646
2910.285;55.47;51.722;38.638
2911.266;55.461;51.723;38.641
2912.252;55.463;51.724;38.641
2913.24;55.47;51.722;38.639
2914.233;55.466;51.724;38.641
2915.231;55.455;51.721;38.638
2916.233;55.459;51.725;38.646
2917.231;55.464;51.722;38.638
2918.226;55.468;51.724;38.64
2919.226;55.459;51.723;38.642
2920.242;55.457;51.725;38.645
2921.252;55.465;51.723;38.64
2922.239;55.461;51.722;38.637
2923.247;55.459;51.722;38.639
2924.246;55.459;51.722;38.638
2925.253;55.465;51.723;38.639
2926.24;55.467;51.721;38.637
2927.231;55.459;51.723;38.642
2928.227;55.457;51.724;38.64
2929.231;55.461;51.722;38.637
2930.243;55.459;51.723;38.64
2931.241;55.456;51.723;38.64
2932.248;55.455;51.724;38.64
2933.229;55.432;51.72;38.637
2934.222;55.463;51.722;38.637
2935.195;55.453;51.724;38.639
2936.195;55.456;51.722;38.637
2937.204;55.455;51.721;38.636
2938.189;55.453;51.721;38.636
2939.175;55.433;51.722;38.637
2940.169;55.461;51.722;38.635
2941.165;55.435;51.721;38.638
2942.167;55.456;51.72;38.635
2943.183;55.455;51.72;38.634
2944.172;55.442;51.725;38.642
2945.168;55.458;51.722;38.637
2946.169;55.446;51.721;38.635
2947.168;55.451;51.723;38.638
2948.169;55.444;51.722;38.635
2949.169;55.451;51.722;38.636
2950.17;55.452;51.721;38.635
2951.156;55.444;51.721;38.634
2952.161;55.422;51.721;38.635
2953.182;55.444;51.722;38.635
2954.171;55.449;51.723;38.636
2955.196;55.444;51.72;38.634
2956.201;55.453;51.72;38.633
2957.195;55.45;51.72;38.634
2958.197;55.451;51.719;38.632
2959.216;55.456;51.72;38.632
2960.222;55.444;51.721;38.634
2961.212;55.442;51.72;38.632
2962.198;55.422;51.72;38.633
2963.217;55.449;51.72;38.631
2964.21;55.412;51.719;38.633
2965.211;55.441;51.72;38.633
2966.215;55.431;51.719;38.631
2967.201;55.414;51.72;38.632
2968.189;55.427;51.721;38.634
2969.182;55.409;51.719;38.631
2970.176;55.416;51.719;38.632
2971.177;55.428;51.724;38.639
2972.189;55.443;51.72;38.632
2973.171;55.409;51.72;38.633
2974.155;55.437;51.721;38.633
2975.145;55.412;51.719;38.632
2976.14;55.435;51.718;38.629
2977.138;55.428;51.72;38.633
2978.143;55.411;51.718;38.63
2979.123;55.434;51.72;38.631
2980.121;55.443;51.72;38.63
2981.13;55.437;51.719;38.63
2982.141;55.439;51.72;38.63
2983.133;55.425;51.72;38.63
2984.14;55.436;51.72;38.631
2985.117;55.419;51.719;38.631
2986.112;55.433;51.719;38.629
2987.101;55.42;51.718;38.628
2988.101;55.428;51.719;38.629
2989.106;55.408;51.72;38.631
2990.102;55.392;51.719;38.631
2991.105;55.429;51.721;38.631
2992.084;55.426;51.718;38.627
2993.109;55.429;51.718;38.629
2994.109;55.408;51.716;38.626
2995.093;55.402;51.717;38.628
2996.086;55.422;51.719;38.63
2997.087;55.428;51.717;38.626
2998.095;55.422;51.719;38.629
2999.09;55.416;51.718;38.629
3000.098;55.424;51.718;38.627
3001.104;55.387;51.716;38.627
3002.112;55.421;51.722;38.633
3003.094;55.42;51.718;38.627
3004.079;55.426;51.722;38.632
3005.07;55.392;51.718;38.628
3006.064;55.392;51.715;38.624
3007.06;55.415;51.719;38.628
3008.062;55.4;51.715;38.624
3009.055;55.386;51.719;38.628
3010.049;55.422;51.722;38.632
3011.025;55.417;51.717;38.625
3012.028;55.39;51.717;38.627
3013.025;55.415;51.719;38.628
3014.03;55.39;51.718;38.627
3015.027;55.391;51.717;38.626
3016.029;55.414;51.717;38.625
3017.014;55.397;51.719;38.628
3018.027;55.422;51.722;38.63
3019.022;55.415;51.717;38.625
3020.02;55.417;51.718;38.626
3021.034;55.386;51.715;38.623
3022.025;55.386;51.716;38.625
3023.014;55.411;51.718;38.624
3024.01;55.386;51.713;38.621
3025.015;55.38;51.717;38.627
3026.011;55.37;51.715;38.624
3027.013;55.407;51.717;38.624
3028.007;55.39;51.715;38.622
3028.989;55.38;51.716;38.624
3029.997;55.382;51.715;38.622
3030.991;55.417;51.716;38.623
3031.977;55.386;51.714;38.622
3032.973;55.384;51.716;38.622
3033.961;55.376;51.718;38.625
3034.977;55.378;51.716;38.622
3035.98;55.406;51.718;38.625
3036.963;55.378;51.714;38.622
3037.954;55.397;51.717;38.624
3038.951;55.373;51.716;38.623
3039.949;55.41;51.719;38.624
3040.955;55.402;51.72;38.627
3041.946;55.386;51.719;38.627
3042.944;55.378;51.714;38.621
3043.949;55.364;51.717;38.625
3044.939;55.369;51.717;38.624
3045.94;55.401;51.72;38.627
3046.944;55.393;51.72;38.626
3047.957;55.372;51.716;38.623
3048.944;55.372;51.716;38.621
3049.968;55.407;51.719;38.625
3050.967;55.412;51.721;38.626
3051.974;55.368;51.717;38.623
3052.979;55.373;51.718;38.624
3053.987;55.394;51.717;38.622
3054.97;55.393;51.719;38.625
3055.988;55.399;51.716;38.62
3056.981;55.396;51.718;38.622
3057.992;55.372;51.717;38.622
3058.983;55.372;51.716;38.621
3059.982;55.395;51.719;38.623
3060.967;55.371;51.717;38.622
3061.961;55.4;51.719;38.624
3062.963;55.368;51.717;38.622
3063.946;55.364;51.716;38.62
3064.949;55.398;51.719;38.623
3065.942;55.364;51.715;38.62
3066.95;55.402;51.719;38.623
3067.94;55.363;51.715;38.62
3068.927;55.392;51.717;38.622
3069.919;55.367;51.718;38.623
3070.917;55.362;51.714;38.618
3071.92;55.363;51.717;38.622
3072.931;55.397;51.716;38.618
3073.929;55.358;51.715;38.62
3074.929;55.36;51.712;38.615
3075.935;55.359;51.712;38.615
3076.921;55.354;51.714;38.617
3077.912;55.387;51.717;38.619
3078.912;55.389;51.716;38.619
3079.904;55.355;51.715;38.618
3080.895;55.355;51.713;38.616
3081.891;55.355;51.712;38.615
3082.889;55.353;51.715;38.62
3083.895;55.347;51.712;38.614
3084.9;55.346;51.713;38.617
3085.915;55.387;51.716;38.619
3086.901;55.353;51.713;38.617
3087.889;55.352;51.713;38.615
3088.886;55.383;51.715;38.617
3089.887;55.339;51.713;38.616
3090.89;55.353;51.713;38.617
3091.884;55.349;51.713;38.616
3092.897;55.345;51.712;38.614
3093.915;55.385;51.718;38.619
3094.922;55.336;51.711;38.615
3095.898;55.344;51.713;38.615
3096.915;55.363;51.716;38.618
3097.923;55.368;51.716;38.617
3098.92;55.345;51.713;38.615
3099.897;55.338;51.712;38.614
3100.888;55.353;51.713;38.616
3101.892;55.338;51.714;38.617
3102.877;55.344;51.71;38.61
3103.875;55.35;51.712;38.613
3104.86;55.346;51.713;38.614
3105.848;55.342;51.714;38.616
3106.866;55.367;51.715;38.616
3107.888;55.34;51.713;38.614
3108.887;55.342;51.714;38.616
3109.895;55.37;51.716;38.617
3110.906;55.338;51.713;38.614
3111.893;55.335;51.711;38.611
3112.893;55.343;51.714;38.615
3113.892;55.339;51.713;38.615
3114.892;55.374;51.715;38.614
3115.895;55.333;51.711;38.611
3116.903;55.33;51.711;38.61
3117.913;55.333;51.712;38.611
3118.928;55.364;51.715;38.616
3119.953;55.368;51.714;38.614
3120.954;55.327;51.71;38.611
3121.949;55.331;51.71;38.61
3122.947;55.336;51.71;38.61
3123.951;55.331;51.713;38.614
3124.946;55.333;51.71;38.61
3125.95;55.361;51.713;38.613
3126.952;55.334;51.708;38.607
3127.944;55.331;51.71;38.61
3128.955;55.333;51.709;38.607
3129.965;55.333;51.709;38.608
3130.955;55.324;51.712;38.612
3131.956;55.325;51.708;38.605
3132.941;55.332;51.712;38.61
3133.917;55.332;51.712;38.611
3134.897;55.321;51.712;38.611
3135.897;55.327;51.712;38.611
3136.9;55.326;51.711;38.61
3137.907;55.328;51.713;38.612
3138.893;55.352;51.713;38.611
3139.9;55.326;51.713;38.613
3140.907;55.312;51.709;38.608
3141.895;55.327;51.71;38.607
3142.888;55.313;51.712;38.609
3143.887;55.32;51.711;38.608
3144.895;55.32;51.71;38.607
3145.91;55.359;51.714;38.611
3146.894;55.317;51.711;38.608
3147.885;55.321;51.71;38.609
3148.879;55.33;51.713;38.612
3149.877;55.324;51.709;38.607
3150.877;55.324;51.713;38.612
3151.88;55.345;51.714;38.611
3152.889;55.32;51.71;38.608
3153.894;55.315;51.71;38.607
3154.892;55.315;51.711;38.608
3155.892;55.356;51.713;38.608
3156.895;55.311;51.711;38.608
3157.901;55.317;51.708;38.604
3158.895;55.315;51.709;38.604
3159.892;55.314;51.711;38.608
3160.866;55.338;51.715;38.611
3161.868;55.313;51.708;38.604
3162.884;55.315;51.71;38.606
3163.886;55.314;51.707;38.603
3164.884;55.304;51.71;38.608
3165.889;55.316;51.707;38.603
3166.891;55.307;51.71;38.606
3167.882;55.304;51.711;38.607
3168.898;55.307;51.71;38.607
3169.914;55.314;51.708;38.602
3170.929;55.3;51.71;38.605
3171.921;55.347;51.713;38.608
3172.935;55.298;51.711;38.608
3173.948;55.315;51.708;38.603
3174.94;55.339;51.715;38.61
3175.936;55.301;51.708;38.602
3176.945;55.305;51.709;38.605
3177.933;55.308;51.709;38.604
3178.926;55.313;51.709;38.604
3179.923;55.31;51.709;38.605
3180.907;55.336;51.714;38.609
3181.892;55.308;51.709;38.603
3182.896;55.331;51.714;38.608
3183.897;55.306;51.711;38.606
3184.905;55.305;51.708;38.603
3185.914;55.304;51.711;38.607
3186.895;55.301;51.709;38.603
3187.915;55.331;51.715;38.609
3188.908;55.307;51.712;38.606
3189.907;55.334;51.714;38.607
3190.903;55.287;51.712;38.606
3191.894;55.334;51.714;38.607
3192.884;55.301;51.709;38.603
3193.866;55.29;51.708;38.603
3194.867;55.297;51.71;38.604
3195.885;55.294;51.711;38.605
3196.869;55.299;51.711;38.605
3197.862;55.301;51.71;38.604
3198.842;55.292;51.71;38.604
3199.84;55.288;51.711;38.605
3200.848;55.294;51.709;38.603
3201.864;55.299;51.71;38.603
3202.867;55.297;51.708;38.601
3203.869;55.284;51.71;38.604
3204.872;55.293;51.708;38.6
3205.88;55.315;51.716;38.608
3206.896;55.285;51.709;38.6
3207.885;55.285;51.709;38.601
3208.882;55.294;51.71;38.601
3209.881;55.295;51.708;38.599
3210.889;55.283;51.711;38.603
3211.902;55.293;51.709;38.6
3212.893;55.285;51.709;38.602
3213.884;55.285;51.708;38.6
3214.881;55.282;51.711;38.603
3215.882;55.286;51.711;38.603
3216.89;55.287;51.71;38.602
3217.898;55.273;51.711;38.603
3218.912;55.283;51.712;38.603
3219.896;55.319;51.714;38.604
3220.916;55.288;51.71;38.601
3221.908;55.315;51.715;38.606
3222.905;55.285;51.71;38.602
3223.906;55.289;51.71;38.601
3224.905;55.292;51.709;38.6
3225.909;55.281;51.711;38.603
3226.903;55.309;51.715;38.604
3227.904;55.289;51.709;38.6
3228.886;55.31;51.713;38.603
3229.888;55.276;51.71;38.601
3230.88;55.283;51.708;38.599
3231.884;55.281;51.71;38.601
3232.882;55.273;51.711;38.602
3233.896;55.301;51.713;38.603
3234.91;55.269;51.709;38.599
3235.906;55.265;51.712;38.602
3236.884;55.276;51.71;38.601
3237.88;55.299;51.712;38.602
3238.875;55.267;51.707;38.597
3239.883;55.267;51.708;38.598
3240.897;55.266;51.707;38.597
3241.917;55.276;51.707;38.597
3242.918;55.274;51.707;38.596
3243.907;55.261;51.708;38.598
3244.9;55.272;51.709;38.599
3245.896;55.268;51.709;38.598
3246.897;55.275;51.708;38.597
3247.906;55.267;51.708;38.597
3248.917;55.27;51.706;38.595
3249.934;55.271;51.707;38.595
3250.928;55.258;51.708;38.598
3251.921;55.271;51.707;38.595
3252.917;55.271;51.707;38.596
3253.928;55.269;51.709;38.597
3254.941;55.267;51.708;38.596
3255.924;55.266;51.706;38.594
3256.911;55.264;51.707;38.595
3257.93;55.27;51.709;38.597
3258.924;55.273;51.705;38.593
3259.92;55.259;51.707;38.596
3260.917;55.267;51.706;38.595
3261.899;55.257;51.706;38.594
3262.885;55.272;51.705;38.593
3263.884;55.26;51.708;38.596
3264.886;55.261;51.708;38.595
3265.882;55.263;51.706;38.594
3266.87;55.261;51.707;38.594
3267.873;55.294;51.711;38.597
3268.871;55.256;51.707;38.595
3269.879;55.26;51.704;38.59
3270.867;55.262;51.706;38.593
3271.856;55.255;51.709;38.596
3272.866;55.259;51.706;38.592
3273.877;55.254;51.708;38.595
3274.854;55.259;51.708;38.596
3275.868;55.288;51.712;38.599
3276.864;55.254;51.71;38.597
3277.868;55.283;51.712;38.598
3278.867;55.248;51.707;38.593
3279.869;55.254;51.707;38.593
3280.876;55.256;51.708;38.594
3281.856;55.251;51.709;38.595
3282.843;55.247;51.707;38.593
3283.835;55.251;51.707;38.591
3284.844;55.247;51.708;38.594
3285.854;55.248;51.707;38.592
3286.842;55.26;51.708;38.594
3287.831;55.249;51.71;38.594
3288.826;55.257;51.708;38.593
3289.823;55.242;51.711;38.596
3290.823;55.245;51.709;38.593
3291.827;55.247;51.707;38.591
3292.839;55.249;51.708;38.593
3293.85;55.261;51.706;38.592
3294.862;55.245;51.705;38.59
3295.847;55.25;51.707;38.592
3296.834;55.238;51.708;38.595
3297.858;55.24;51.706;38.592
3298.857;55.241;51.706;38.592
3299.851;55.238;51.706;38.591
3300.836;55.243;51.706;38.591
3301.838;55.235;51.705;38.59
3302.846;55.231;51.705;38.588
3303.844;55.246;51.705;38.59
3304.826;55.246;51.704;38.589
3305.824;55.238;51.706;38.589
3306.834;55.233;51.707;38.592
3307.84;55.241;51.706;38.589
3308.845;55.237;51.707;38.591
3309.825;55.232;51.708;38.592
3310.835;55.242;51.704;38.588
3311.854;55.233;51.704;38.587
3312.854;55.24;51.704;38.588
3313.842;55.226;51.705;38.588
