IDs:;240715_06_240712E;06_DNAJB6_00_988_uM;
Concentration [uM]:;0.988;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4946.892;54.631;51.572;38.376
4947.891;54.629;51.572;38.375
4948.893;54.635;51.57;38.375
4949.879;54.641;51.572;38.376
4950.853;54.63;51.57;38.374
4951.847;54.625;51.57;38.374
4952.844;54.629;51.567;38.371
4953.83;54.632;51.57;38.374
4954.83;54.633;51.571;38.375
4955.839;54.628;51.571;38.374
4956.817;54.629;51.569;38.373
4957.82;54.632;51.57;38.374
4958.812;54.627;51.569;38.372
4959.808;54.642;51.572;38.376
4960.813;54.631;51.569;38.373
4961.821;54.644;51.575;38.377
4962.838;54.621;51.569;38.372
4963.833;54.632;51.57;38.374
4964.835;54.624;51.57;38.373
4965.843;54.632;51.566;38.37
4966.832;54.62;51.568;38.372
4967.829;54.622;51.566;38.368
4968.831;54.629;51.567;38.371
4969.839;54.622;51.565;38.368
4970.854;54.625;51.566;38.369
4971.841;54.621;51.565;38.368
4972.835;54.623;51.564;38.367
4973.831;54.622;51.565;38.369
4974.833;54.636;51.567;38.371
4975.84;54.619;51.564;38.367
4976.849;54.619;51.564;38.367
4977.863;54.623;51.565;38.37
4978.847;54.62;51.563;38.367
4979.838;54.612;51.563;38.365
4980.832;54.611;51.563;38.366
4981.823;54.613;51.561;38.364
4982.811;54.618;51.561;38.365
4983.797;54.611;51.559;38.362
4984.793;54.602;51.56;38.363
4985.778;54.613;51.562;38.365
4986.772;54.614;51.56;38.363
4987.773;54.613;51.561;38.364
4988.76;54.618;51.561;38.364
4989.757;54.614;51.558;38.361
4990.755;54.613;51.561;38.364
4991.741;54.611;51.562;38.364
4992.746;54.63;51.563;38.367
4993.74;54.609;51.562;38.366
4994.755;54.61;51.562;38.364
4995.752;54.613;51.562;38.365
4996.739;54.612;51.561;38.363
4997.734;54.616;51.559;38.362
4998.749;54.616;51.561;38.365
4999.74;54.612;51.56;38.363
5000.732;54.635;51.564;38.366
