IDs:;240715_05_240712D;05_DNAJB6_01_480_uM;
Concentration [uM]:;1.48;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
3302.8;54.695;51.854;38.596
3303.807;54.694;51.854;38.594
3304.808;54.691;51.853;38.594
3305.813;54.683;51.852;38.592
3306.829;54.689;51.853;38.594
3307.824;54.688;51.851;38.591
3308.822;54.699;51.853;38.595
3309.828;54.689;51.851;38.592
3310.819;54.687;51.853;38.592
3311.815;54.685;51.851;38.592
3312.818;54.679;51.851;38.591
3313.826;54.683;51.853;38.593
3314.828;54.686;51.85;38.59
3315.833;54.685;51.852;38.593
3316.844;54.681;51.851;38.591
3317.838;54.681;51.852;38.592
3318.835;54.682;51.851;38.592
3319.838;54.683;51.851;38.591
3320.817;54.682;51.851;38.591
3321.831;54.687;51.849;38.59
3322.848;54.68;51.852;38.591
3323.843;54.689;51.851;38.59
3324.819;54.678;51.849;38.588
3325.827;54.686;51.849;38.59
3326.84;54.685;51.849;38.589
3327.829;54.682;51.849;38.589
3328.83;54.675;51.85;38.59
3329.831;54.676;51.849;38.588
3330.838;54.68;51.85;38.59
3331.821;54.673;51.848;38.587
3332.825;54.689;51.851;38.59
3333.815;54.676;51.85;38.589
3334.809;54.677;51.849;38.588
3335.799;54.68;51.849;38.589
3336.799;54.676;51.85;38.59
3337.798;54.685;51.85;38.589
3338.785;54.671;51.851;38.589
3339.799;54.678;51.846;38.586
3340.801;54.683;51.85;38.59
3341.813;54.673;51.848;38.587
3342.828;54.675;51.849;38.588
3343.84;54.673;51.848;38.586
3344.811;54.674;51.849;38.588
3345.804;54.678;51.848;38.587
3346.807;54.672;51.848;38.587
3347.786;54.668;51.848;38.586
3348.8;54.67;51.849;38.588
3349.795;54.678;51.85;38.587
3350.804;54.671;51.85;38.589
3351.811;54.669;51.847;38.585
3352.83;54.672;51.848;38.588
3353.849;54.67;51.848;38.587
3354.858;54.665;51.847;38.586
3355.834;54.664;51.847;38.585
3356.824;54.669;51.848;38.586
3357.814;54.664;51.85;38.588
3358.811;54.666;51.849;38.587
3359.81;54.673;51.85;38.588
3360.811;54.66;51.847;38.585
3361.817;54.662;51.848;38.585
3362.828;54.66;51.846;38.583
3363.839;54.659;51.848;38.586
3364.822;54.662;51.846;38.584
3365.813;54.661;51.847;38.584
3366.836;54.661;51.847;38.585
3367.82;54.657;51.844;38.582
3368.813;54.66;51.845;38.583
3369.803;54.654;51.845;38.581
3370.81;54.655;51.843;38.58
3371.783;54.655;51.843;38.58
3372.795;54.659;51.845;38.582
3373.793;54.668;51.846;38.583
3374.773;54.657;51.844;38.581
3375.758;54.666;51.847;38.584
3376.74;54.66;51.844;38.581
3377.747;54.654;51.844;38.58
3378.738;54.661;51.846;38.582
3379.748;54.658;51.844;38.581
3380.733;54.658;51.843;38.579
3381.754;54.654;51.844;38.581
3382.746;54.651;51.843;38.579
3383.735;54.651;51.843;38.58
3384.739;54.658;51.842;38.58
3385.75;54.651;51.841;38.578
3386.767;54.653;51.839;38.577
3387.759;54.657;51.843;38.58
3388.755;54.651;51.84;38.577
3389.761;54.656;51.842;38.578
3390.775;54.651;51.842;38.579
3391.76;54.649;51.841;38.577
3392.75;54.649;51.842;38.579
3393.744;54.652;51.844;38.58
3394.743;54.651;51.843;38.579
3395.749;54.654;51.845;38.581
3396.758;54.648;51.843;38.578
3397.74;54.647;51.841;38.577
3398.758;54.649;51.842;38.577
3399.753;54.649;51.841;38.576
3400.753;54.646;51.842;38.578
3401.757;54.649;51.841;38.577
3402.77;54.642;51.842;38.578
3403.769;54.641;51.839;38.574
3404.762;54.647;51.84;38.576
3405.742;54.647;51.842;38.579
3406.739;54.642;51.841;38.576
3407.736;54.644;51.84;38.576
3408.74;54.648;51.84;38.577
3409.726;54.646;51.84;38.576
3410.711;54.642;51.84;38.575
3411.706;54.648;51.842;38.578
3412.715;54.644;51.839;38.574
3413.71;54.645;51.841;38.577
3414.714;54.644;51.842;38.577
3415.699;54.643;51.841;38.576
3416.694;54.642;51.842;38.576
3417.699;54.643;51.841;38.576
3418.687;54.642;51.841;38.576
3419.686;54.644;51.842;38.577
3420.689;54.641;51.841;38.576
3421.671;54.643;51.842;38.577
3422.688;54.642;51.843;38.577
3423.709;54.645;51.841;38.576
3424.709;54.644;51.84;38.575
3425.714;54.642;51.843;38.578
3426.695;54.639;51.842;38.577
3427.714;54.637;51.84;38.574
3428.704;54.641;51.84;38.575
3429.7;54.64;51.84;38.575
3430.672;54.641;51.84;38.574
3431.677;54.64;51.839;38.574
3432.692;54.64;51.838;38.572
3433.7;54.638;51.839;38.574
3434.686;54.639;51.838;38.573
3435.674;54.637;51.839;38.573
3436.696;54.638;51.839;38.574
3437.691;54.64;51.837;38.571
3438.691;54.64;51.839;38.574
3439.68;54.639;51.841;38.575
3440.691;54.64;51.839;38.573
3441.687;54.636;51.839;38.573
3442.705;54.637;51.84;38.574
3443.712;54.637;51.838;38.573
3444.71;54.638;51.841;38.575
3445.701;54.634;51.841;38.574
3446.688;54.637;51.839;38.573
3447.684;54.634;51.838;38.572
3448.683;54.637;51.839;38.573
3449.676;54.63;51.84;38.574
3450.678;54.628;51.838;38.572
3451.686;54.632;51.839;38.573
3452.686;54.635;51.838;38.571
3453.676;54.632;51.839;38.572
3454.671;54.634;51.839;38.573
3455.676;54.628;51.839;38.573
3456.668;54.631;51.839;38.573
3457.667;54.629;51.838;38.571
3458.668;54.635;51.84;38.574
3459.672;54.646;51.839;38.573
3460.684;54.631;51.841;38.573
3461.679;54.643;51.841;38.575
3462.685;54.638;51.842;38.575
3463.659;54.635;51.84;38.574
3464.642;54.634;51.841;38.574
3465.658;54.635;51.841;38.574
3466.652;54.632;51.84;38.574
3467.648;54.635;51.84;38.572
3468.661;54.631;51.84;38.573
3469.645;54.63;51.842;38.575
3470.629;54.634;51.842;38.574
3471.614;54.633;51.842;38.574
3472.606;54.633;51.842;38.574
3473.59;54.63;51.841;38.574
3474.583;54.629;51.84;38.572
3475.572;54.626;51.841;38.573
3476.565;54.63;51.84;38.573
3477.558;54.631;51.841;38.574
3478.563;54.625;51.84;38.571
3479.558;54.635;51.839;38.573
3480.554;54.63;51.839;38.571
3481.54;54.62;51.839;38.57
3482.538;54.632;51.841;38.572
3483.546;54.622;51.839;38.57
3484.534;54.634;51.842;38.574
3485.54;54.626;51.838;38.571
3486.535;54.615;51.838;38.569
3487.539;54.62;51.839;38.571
3488.544;54.619;51.835;38.566
3489.532;54.63;51.839;38.571
3490.534;54.627;51.84;38.571
3491.541;54.628;51.839;38.572
3492.528;54.624;51.838;38.57
3493.526;54.622;51.838;38.57
3494.531;54.617;51.839;38.57
3495.538;54.627;51.838;38.569
3496.524;54.615;51.837;38.568
3497.517;54.618;51.838;38.569
3498.514;54.624;51.836;38.568
3499.516;54.62;51.836;38.567
3500.523;54.619;51.838;38.569
3501.502;54.614;51.836;38.567
3502.485;54.617;51.835;38.566
3503.474;54.619;51.837;38.568
3504.463;54.62;51.837;38.568
3505.46;54.614;51.835;38.566
3506.462;54.62;51.836;38.567
3507.467;54.609;51.835;38.565
3508.446;54.611;51.833;38.564
3509.459;54.61;51.833;38.564
3510.444;54.61;51.835;38.566
3511.462;54.606;51.833;38.563
3512.452;54.613;51.836;38.567
3513.443;54.613;51.833;38.563
3514.439;54.609;51.835;38.565
3515.441;54.61;51.834;38.565
3516.435;54.615;51.834;38.564
3517.426;54.609;51.834;38.565
3518.415;54.604;51.835;38.565
3519.396;54.595;51.833;38.563
3520.391;54.607;51.835;38.565
3521.389;54.61;51.835;38.566
3522.381;54.616;51.836;38.565
3523.379;54.604;51.835;38.564
3524.389;54.61;51.833;38.564
3525.384;54.611;51.834;38.564
3526.363;54.61;51.833;38.562
3527.364;54.609;51.833;38.564
3528.375;54.609;51.834;38.564
3529.391;54.61;51.831;38.562
3530.388;54.61;51.832;38.562
3531.398;54.601;51.832;38.562
3532.385;54.603;51.833;38.562
3533.399;54.606;51.834;38.564
3534.387;54.603;51.833;38.563
3535.369;54.598;51.831;38.561
3536.348;54.603;51.832;38.562
3537.353;54.607;51.834;38.564
3538.342;54.605;51.832;38.562
3539.338;54.605;51.833;38.563
3540.337;54.604;51.833;38.562
3541.339;54.607;51.833;38.562
3542.346;54.605;51.835;38.564
3543.359;54.611;51.836;38.564
3544.38;54.599;51.834;38.562
3545.376;54.603;51.834;38.563
3546.373;54.613;51.834;38.564
3547.376;54.606;51.833;38.562
3548.366;54.601;51.835;38.563
3549.362;54.593;51.833;38.562
3550.36;54.603;51.832;38.561
3551.352;54.598;51.833;38.562
3552.355;54.6;51.833;38.561
3553.346;54.613;51.834;38.563
3554.348;54.601;51.833;38.562
3555.341;54.597;51.832;38.561
3556.344;54.596;51.832;38.561
3557.339;54.6;51.835;38.563
3558.341;54.599;51.833;38.561
3559.327;54.595;51.835;38.563
3560.321;54.598;51.831;38.56
3561.33;54.6;51.83;38.559
3562.344;54.581;51.83;38.558
3563.346;54.594;51.832;38.56
3564.355;54.598;51.833;38.561
3565.351;54.596;51.833;38.56
3566.35;54.598;51.833;38.562
3567.354;54.591;51.831;38.559
3568.334;54.593;51.832;38.56
3569.322;54.595;51.831;38.559
3570.317;54.584;51.829;38.556
3571.325;54.59;51.831;38.559
3572.311;54.591;51.83;38.558
3573.331;54.583;51.828;38.556
3574.336;54.591;51.83;38.558
3575.343;54.585;51.829;38.556
3576.355;54.591;51.827;38.556
3577.342;54.585;51.826;38.553
3578.33;54.596;51.83;38.557
3579.31;54.585;51.827;38.555
3580.315;54.589;51.826;38.554
3581.297;54.579;51.825;38.552
3582.281;54.585;51.826;38.554
3583.303;54.585;51.827;38.554
3584.296;54.585;51.827;38.555
3585.314;54.588;51.827;38.555
3586.308;54.583;51.828;38.555
3587.305;54.586;51.828;38.555
3588.289;54.579;51.827;38.554
3589.29;54.571;51.824;38.551
3590.281;54.587;51.828;38.556
3591.296;54.563;51.823;38.549
3592.305;54.588;51.827;38.554
3593.294;54.582;51.825;38.552
3594.267;54.583;51.826;38.552
3595.252;54.575;51.827;38.553
3596.253;54.563;51.826;38.552
3597.252;54.569;51.824;38.55
3598.256;54.571;51.826;38.552
3599.274;54.586;51.827;38.553
3600.267;54.575;51.825;38.551
3601.27;54.581;51.824;38.551
3602.277;54.575;51.826;38.551
3603.264;54.584;51.826;38.554
3604.256;54.574;51.824;38.55
3605.253;54.571;51.823;38.549
3606.266;54.56;51.822;38.548
3607.282;54.554;51.825;38.549
3608.275;54.575;51.825;38.55
3609.272;54.569;51.822;38.548
3610.273;54.574;51.823;38.549
3611.28;54.57;51.823;38.549
3612.301;54.57;51.821;38.547
3613.32;54.561;51.822;38.548
3614.318;54.568;51.822;38.547
3615.316;54.558;51.821;38.547
3616.321;54.582;51.823;38.549
3617.326;54.559;51.819;38.545
3618.306;54.578;51.821;38.548
3619.291;54.571;51.823;38.55
3620.277;54.561;51.819;38.544
3621.268;54.57;51.821;38.547
3622.261;54.557;51.82;38.546
3623.259;54.555;51.818;38.544
3624.26;54.561;51.82;38.546
3625.253;54.568;51.821;38.547
3626.255;54.558;51.82;38.545
3627.267;54.562;51.821;38.546
3628.262;54.55;51.819;38.544
3629.238;54.565;51.82;38.545
3630.242;54.568;51.823;38.548
3631.25;54.549;51.818;38.542
3632.246;54.552;51.818;38.543
3633.247;54.554;51.819;38.544
3634.232;54.545;51.818;38.543
3635.226;54.571;51.821;38.547
3636.205;54.549;51.819;38.544
3637.211;54.57;51.82;38.545
3638.187;54.561;51.82;38.545
3639.185;54.582;51.822;38.549
3640.188;54.548;51.817;38.542
3641.21;54.57;51.821;38.547
3642.206;54.555;51.819;38.545
3643.211;54.554;51.82;38.545
3644.217;54.573;51.822;38.547
3645.232;54.549;51.82;38.544
3646.209;54.559;51.823;38.548
3647.211;54.566;51.822;38.547
3648.217;54.563;51.821;38.546
3649.229;54.554;51.82;38.544
3650.224;54.561;51.823;38.547
3651.216;54.56;51.821;38.545
3652.21;54.559;51.821;38.546
3653.204;54.555;51.821;38.546
3654.198;54.553;51.819;38.543
3655.18;54.566;51.822;38.546
3656.176;54.566;51.823;38.548
3657.177;54.563;51.821;38.545
3658.194;54.557;51.822;38.546
3659.197;54.566;51.821;38.545
3660.183;54.564;51.822;38.547
3661.174;54.557;51.821;38.545
3662.174;54.552;51.817;38.541
3663.189;54.544;51.819;38.543
3664.208;54.574;51.823;38.548
3665.205;54.546;51.819;38.543
3666.219;54.561;51.82;38.544
3667.221;54.559;51.82;38.544
3668.227;54.559;51.82;38.544
3669.21;54.558;51.82;38.544
3670.201;54.548;51.818;38.542
3671.195;54.559;51.821;38.544
3672.196;54.538;51.819;38.542
3673.171;54.549;51.819;38.543
3674.17;54.546;51.819;38.541
3675.173;54.55;51.82;38.543
3676.182;54.561;51.821;38.544
3677.162;54.55;51.819;38.541
3678.183;54.558;51.822;38.545
3679.18;54.542;51.817;38.54
3680.187;54.559;51.821;38.544
3681.197;54.556;51.82;38.542
3682.209;54.546;51.818;38.541
3683.195;54.539;51.816;38.539
3684.186;54.54;51.816;38.538
3685.179;54.557;51.82;38.544
3686.176;54.535;51.814;38.536
3687.175;54.555;51.82;38.543
3688.178;54.55;51.817;38.54
3689.177;54.549;51.816;38.538
3690.17;54.543;51.818;38.54
3691.166;54.537;51.815;38.536
3692.174;54.55;51.817;38.54
3693.18;54.536;51.815;38.537
3694.166;54.536;51.816;38.537
3695.151;54.528;51.815;38.537
3696.14;54.528;51.815;38.537
3697.139;54.546;51.818;38.54
3698.132;54.537;51.817;38.539
3699.117;54.553;51.819;38.542
3700.106;54.526;51.815;38.538
3701.078;54.532;51.817;38.539
3702.091;54.538;51.817;38.539
3703.08;54.549;51.817;38.54
3704.077;54.536;51.815;38.537
3705.086;54.54;51.817;38.539
3706.102;54.547;51.817;38.539
3707.099;54.532;51.817;38.539
3708.099;54.55;51.816;38.538
3709.105;54.531;51.815;38.537
3710.086;54.562;51.821;38.544
3711.077;54.547;51.817;38.539
3712.071;54.534;51.815;38.536
3713.072;54.535;51.816;38.538
3714.057;54.527;51.816;38.537
3715.043;54.526;51.815;38.536
3716.03;54.536;51.816;38.537
3717.053;54.533;51.814;38.535
3718.05;54.533;51.816;38.537
3719.054;54.525;51.814;38.535
3720.062;54.532;51.815;38.536
3721.074;54.534;51.814;38.535
3722.047;54.532;51.812;38.533
3723.046;54.53;51.815;38.535
3724.051;54.52;51.813;38.534
3725.033;54.519;51.811;38.532
3726.033;54.52;51.813;38.535
3727.044;54.528;51.812;38.533
3728.046;54.531;51.813;38.535
3729.042;54.528;51.813;38.534
3730.048;54.521;51.812;38.532
3731.059;54.518;51.811;38.531
3732.056;54.509;51.811;38.531
3733.037;54.524;51.812;38.533
3734.031;54.526;51.812;38.534
3735.036;54.521;51.813;38.533
3736.048;54.526;51.811;38.532
3737.042;54.508;51.81;38.53
3738.022;54.521;51.811;38.531
3739.035;54.516;51.81;38.53
3740.029;54.529;51.811;38.533
3741.038;54.523;51.812;38.533
3742.031;54.516;51.81;38.53
3743.026;54.514;51.81;38.531
3744.006;54.519;51.813;38.533
3745.002;54.511;51.811;38.53
3746.003;54.526;51.814;38.534
3747.017;54.532;51.813;38.533
3748.041;54.53;51.813;38.534
3749.042;54.52;51.812;38.531
3750.02;54.523;51.811;38.531
3751.034;54.526;51.811;38.532
3752.022;54.533;51.812;38.532
3753.026;54.508;51.81;38.53
3754.022;54.519;51.809;38.529
3755.026;54.517;51.811;38.531
3756.017;54.522;51.812;38.532
3757.007;54.506;51.81;38.529
3757.991;54.541;51.815;38.535
3758.986;54.511;51.809;38.529
3759.974;54.525;51.808;38.529
3760.978;54.515;51.808;38.528
3761.968;54.499;51.807;38.527
3762.972;54.514;51.807;38.527
3763.99;54.502;51.808;38.528
3764.996;54.519;51.808;38.528
3765.987;54.514;51.809;38.529
3766.989;54.503;51.807;38.526
3768;54.534;51.81;38.53
3769.015;54.503;51.806;38.525
3770.022;54.526;51.809;38.529
3771.032;54.499;51.805;38.525
3772.028;54.51;51.806;38.526
3773.031;54.513;51.806;38.526
3774.039;54.516;51.806;38.526
3775.046;54.5;51.804;38.523
3776.056;54.504;51.806;38.526
3777.047;54.502;51.805;38.524
3778.04;54.508;51.807;38.526
3779.037;54.516;51.807;38.527
3780.043;54.512;51.805;38.524
3781.036;54.517;51.807;38.526
3782.032;54.508;51.806;38.526
3783.027;54.494;51.804;38.522
3784.026;54.496;51.804;38.523
3785.025;54.51;51.805;38.524
3786.034;54.497;51.804;38.523
3787.024;54.507;51.805;38.525
3788.02;54.505;51.804;38.523
3789.015;54.504;51.804;38.523
3790.018;54.493;51.801;38.52
3791.017;54.496;51.804;38.522
3792.025;54.497;51.803;38.522
3793.016;54.491;51.801;38.519
3794.019;54.505;51.804;38.524
3795.007;54.494;51.801;38.519
3796.001;54.486;51.801;38.519
3797.013;54.497;51.802;38.521
3798.004;54.49;51.8;38.518
3799.017;54.502;51.802;38.522
3800.015;54.478;51.799;38.517
3801.028;54.498;51.8;38.519
3802.016;54.499;51.8;38.519
3803.03;54.49;51.8;38.518
3804.023;54.497;51.803;38.521
3805.028;54.484;51.8;38.518
3806.038;54.499;51.805;38.523
3807.024;54.498;51.8;38.518
3808.016;54.487;51.799;38.517
3809.023;54.499;51.802;38.52
3810.03;54.494;51.8;38.518
3811.044;54.489;51.799;38.516
3812.031;54.5;51.8;38.518
3813.054;54.48;51.797;38.514
3814.051;54.49;51.802;38.519
3815.052;54.479;51.8;38.517
3816.059;54.486;51.798;38.516
3817.037;54.479;51.797;38.515
3818.052;54.48;51.797;38.514
3819.093;54.5;51.798;38.517
3820.097;54.478;51.797;38.514
3821.082;54.483;51.797;38.515
3822.08;54.473;51.796;38.513
3823.092;54.48;51.798;38.516
3824.076;54.476;51.797;38.514
3825.073;54.477;51.797;38.513
3826.068;54.486;51.799;38.516
3827.066;54.478;51.797;38.514
3828.05;54.47;51.797;38.512
3829.047;54.482;51.797;38.515
3830.052;54.478;51.796;38.512
3831.057;54.475;51.796;38.514
3832.041;54.478;51.795;38.513
3833.038;54.478;51.796;38.513
3834.043;54.476;51.798;38.514
3835.036;54.485;51.8;38.517
3836.046;54.477;51.797;38.514
3837.034;54.482;51.798;38.516
3838.026;54.486;51.797;38.514
3839.024;54.478;51.796;38.513
3840.018;54.491;51.798;38.516
3841.013;54.469;51.794;38.51
3842.01;54.48;51.796;38.514
3843.01;54.475;51.794;38.512
3843.996;54.481;51.796;38.513
3844.98;54.484;51.798;38.515
3845.966;54.474;51.794;38.51
3846.957;54.492;51.799;38.516
3847.981;54.471;51.795;38.511
3848.98;54.472;51.794;38.511
3849.982;54.471;51.797;38.512
3850.987;54.484;51.797;38.514
3851.996;54.472;51.795;38.511
3853.007;54.47;51.794;38.51
3853.993;54.467;51.795;38.511
3854.984;54.484;51.797;38.514
3856.011;54.47;51.795;38.511
3856.998;54.477;51.797;38.512
3857.989;54.478;51.797;38.513
3858.975;54.469;51.794;38.511
3859.978;54.47;51.795;38.511
3860.974;54.469;51.796;38.512
3861.972;54.472;51.794;38.51
3862.972;54.472;51.796;38.512
3863.983;54.477;51.797;38.512
3864.986;54.475;51.797;38.513
3865.996;54.472;51.793;38.509
3866.988;54.476;51.794;38.511
3868.015;54.468;51.795;38.51
3869.017;54.478;51.797;38.513
3870.024;54.479;51.795;38.511
3871.008;54.46;51.793;38.509
3872.004;54.463;51.793;38.51
3873.007;54.489;51.796;38.513
3874.013;54.471;51.794;38.51
3875;54.465;51.793;38.509
3876.017;54.465;51.794;38.51
3877.01;54.464;51.791;38.507
3878.008;54.465;51.793;38.508
3879.01;54.467;51.794;38.51
3879.989;54.462;51.791;38.507
3880.985;54.457;51.791;38.506
3881.978;54.485;51.796;38.513
3882.977;54.465;51.793;38.508
3883.982;54.462;51.792;38.508
3884.991;54.465;51.792;38.507
3886.009;54.463;51.794;38.509
3886.998;54.466;51.791;38.507
3887.988;54.453;51.792;38.506
3888.983;54.46;51.792;38.508
3889.979;54.464;51.792;38.507
3890.977;54.459;51.79;38.505
3891.978;54.465;51.792;38.507
3892.981;54.455;51.791;38.505
3893.978;54.457;51.791;38.507
3894.982;54.457;51.792;38.506
3895.981;54.46;51.794;38.508
3896.969;54.456;51.792;38.507
3897.969;54.461;51.791;38.506
3898.961;54.459;51.79;38.505
3899.948;54.455;51.792;38.507
3900.922;54.467;51.791;38.506
3901.926;54.455;51.789;38.504
3902.922;54.456;51.79;38.505
3903.933;54.461;51.791;38.506
3904.925;54.457;51.791;38.506
3905.928;54.459;51.789;38.505
3906.914;54.454;51.79;38.504
3907.919;54.445;51.79;38.504
3908.904;54.452;51.789;38.504
3909.893;54.455;51.789;38.504
3910.903;54.46;51.79;38.505
3911.894;54.457;51.791;38.506
3912.894;54.454;51.79;38.504
3913.884;54.453;51.791;38.505
3914.877;54.454;51.79;38.504
3915.88;54.447;51.787;38.501
3916.886;54.451;51.79;38.504
3917.896;54.446;51.789;38.503
3918.878;54.458;51.791;38.506
3919.864;54.452;51.789;38.503
3920.872;54.45;51.788;38.502
3921.879;54.448;51.788;38.502
3922.889;54.45;51.788;38.502
3923.904;54.456;51.79;38.505
3924.888;54.448;51.787;38.5
3925.876;54.45;51.787;38.501
3926.902;54.445;51.785;38.5
3927.898;54.453;51.789;38.503
3928.9;54.453;51.786;38.501
3929.901;54.449;51.785;38.499
3930.899;54.446;51.787;38.501
3931.908;54.463;51.787;38.501
3932.892;54.452;51.789;38.503
3933.89;54.447;51.789;38.502
3934.89;54.449;51.788;38.501
3935.886;54.449;51.788;38.502
3936.888;54.443;51.784;38.498
3937.893;54.441;51.786;38.499
3938.904;54.443;51.787;38.5
3939.891;54.449;51.786;38.499
3940.889;54.45;51.784;38.499
3941.897;54.448;51.785;38.499
3942.887;54.441;51.788;38.501
3943.88;54.445;51.785;38.499
3944.898;54.443;51.785;38.498
3945.898;54.443;51.786;38.499
3946.905;54.444;51.787;38.5
3947.89;54.438;51.786;38.498
3948.912;54.446;51.785;38.499
3949.911;54.434;51.784;38.498
3950.929;54.437;51.785;38.498
3951.918;54.441;51.785;38.498
3952.915;54.444;51.786;38.498
3953.913;54.441;51.787;38.499
3954.913;54.441;51.786;38.499
3955.915;54.442;51.784;38.497
3956.922;54.442;51.784;38.497
3957.929;54.437;51.783;38.496
3958.942;54.434;51.784;38.496
3959.929;54.448;51.784;38.497
3960.916;54.432;51.785;38.497
3961.906;54.441;51.787;38.499
3962.932;54.436;51.784;38.497
3963.928;54.44;51.783;38.496
3964.932;54.437;51.782;38.495
3965.925;54.439;51.783;38.495
3966.924;54.429;51.782;38.493
3967.937;54.429;51.783;38.495
3968.941;54.437;51.781;38.493
3969.935;54.433;51.782;38.495
3970.928;54.434;51.782;38.494
3971.929;54.427;51.781;38.493
3972.925;54.431;51.782;38.494
3973.935;54.429;51.781;38.493
3974.917;54.43;51.779;38.491
3975.913;54.425;51.78;38.492
3976.917;54.435;51.781;38.493
3977.903;54.43;51.782;38.494
3978.897;54.425;51.781;38.493
3979.905;54.431;51.782;38.494
3980.916;54.427;51.78;38.492
3981.907;54.424;51.779;38.491
3982.903;54.424;51.778;38.49
3983.879;54.425;51.782;38.493
3984.887;54.432;51.779;38.491
3985.88;54.431;51.781;38.493
3986.881;54.428;51.78;38.492
3987.882;54.438;51.779;38.49
3988.89;54.426;51.78;38.493
3989.914;54.432;51.78;38.492
3990.913;54.418;51.78;38.492
3991.915;54.431;51.778;38.491
3992.905;54.425;51.778;38.49
3993.893;54.431;51.78;38.493
3994.904;54.431;51.779;38.491
3995.895;54.435;51.78;38.493
3996.885;54.429;51.778;38.49
3997.867;54.422;51.777;38.488
3998.862;54.425;51.778;38.49
3999.848;54.425;51.779;38.49
4000.853;54.417;51.775;38.486
4001.848;54.424;51.778;38.49
4002.835;54.423;51.777;38.489
4003.827;54.427;51.777;38.489
4004.851;54.419;51.778;38.489
4005.849;54.419;51.777;38.488
4006.829;54.419;51.777;38.488
4007.825;54.42;51.776;38.487
4008.8;54.422;51.777;38.489
4009.815;54.425;51.778;38.488
4010.815;54.418;51.776;38.488
4011.826;54.421;51.775;38.486
4012.846;54.414;51.776;38.486
4013.848;54.42;51.777;38.488
4014.852;54.418;51.775;38.486
4015.835;54.424;51.776;38.487
4016.824;54.414;51.774;38.485
4017.817;54.419;51.776;38.488
4018.815;54.412;51.775;38.485
4019.804;54.416;51.775;38.485
4020.806;54.413;51.777;38.488
4021.812;54.412;51.777;38.487
4022.82;54.411;51.776;38.486
4023.835;54.415;51.776;38.486
4024.85;54.415;51.777;38.487
4025.838;54.408;51.775;38.485
4026.831;54.413;51.776;38.487
4027.826;54.411;51.774;38.485
4028.826;54.412;51.777;38.487
4029.828;54.41;51.777;38.487
4030.84;54.406;51.775;38.485
4031.831;54.416;51.777;38.487
4032.835;54.409;51.773;38.483
4033.823;54.416;51.776;38.487
4034.825;54.414;51.779;38.488
4035.805;54.407;51.774;38.484
4036.797;54.418;51.777;38.488
4037.788;54.412;51.773;38.484
4038.784;54.408;51.774;38.484
4039.794;54.414;51.776;38.487
4040.776;54.418;51.776;38.487
4041.789;54.417;51.773;38.483
4042.766;54.414;51.774;38.485
4043.766;54.411;51.774;38.484
4044.767;54.414;51.774;38.484
4045.773;54.408;51.774;38.484
4046.788;54.404;51.773;38.483
4047.785;54.411;51.774;38.484
4048.79;54.414;51.773;38.484
4049.771;54.405;51.772;38.481
4050.783;54.406;51.774;38.484
4051.772;54.406;51.774;38.483
4052.767;54.406;51.775;38.484
4053.765;54.406;51.774;38.484
4054.773;54.406;51.773;38.483
4055.792;54.415;51.775;38.484
4056.781;54.409;51.774;38.483
4057.778;54.416;51.775;38.486
4058.778;54.407;51.771;38.481
4059.751;54.401;51.771;38.48
4060.759;54.404;51.774;38.484
4061.771;54.408;51.772;38.481
4062.757;54.403;51.774;38.483
4063.749;54.417;51.773;38.483
4064.745;54.402;51.771;38.481
4065.746;54.404;51.772;38.481
4066.739;54.41;51.77;38.48
4067.733;54.399;51.77;38.48
4068.739;54.403;51.772;38.481
4069.738;54.401;51.769;38.478
4070.747;54.401;51.772;38.481
4071.729;54.399;51.771;38.48
4072.723;54.401;51.77;38.48
4073.724;54.406;51.771;38.481
4074.712;54.398;51.771;38.48
4075.706;54.401;51.768;38.477
4076.706;54.42;51.769;38.481
4077.706;54.407;51.772;38.481
4078.708;54.397;51.769;38.479
4079.718;54.396;51.766;38.475
4080.714;54.395;51.767;38.476
4081.724;54.398;51.765;38.475
4082.707;54.401;51.764;38.473
4083.724;54.393;51.767;38.476
4084.72;54.408;51.767;38.477
4085.736;54.4;51.769;38.478
4086.727;54.394;51.767;38.475
4087.719;54.395;51.768;38.477
4088.721;54.391;51.77;38.478
4089.725;54.39;51.769;38.478
4090.712;54.399;51.769;38.478
4091.699;54.399;51.77;38.479
4092.697;54.393;51.765;38.474
4093.697;54.391;51.767;38.476
4094.701;54.395;51.766;38.475
4095.709;54.39;51.767;38.475
4096.717;54.393;51.766;38.474
4097.73;54.391;51.765;38.475
4098.716;54.398;51.766;38.475
4099.704;54.395;51.767;38.475
4100.696;54.385;51.766;38.474
4101.693;54.4;51.763;38.473
4102.698;54.388;51.764;38.472
4103.682;54.395;51.768;38.476
4104.675;54.402;51.765;38.474
4105.674;54.389;51.762;38.471
4106.688;54.382;51.766;38.474
4107.685;54.397;51.767;38.475
4108.685;54.381;51.767;38.475
4109.685;54.389;51.763;38.471
4110.693;54.386;51.764;38.473
4111.702;54.391;51.765;38.473
4112.713;54.378;51.766;38.474
4113.694;54.379;51.766;38.473
4114.687;54.39;51.765;38.472
4115.695;54.385;51.763;38.471
4116.679;54.383;51.762;38.47
4117.656;54.38;51.761;38.469
4118.662;54.379;51.763;38.471
