IDs:;240716_11_240712I;11_DNAJB6_00_195_uM;
Concentration [uM]:;0.195;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
858.052;70.98;50.418;38.918
859.045;70.979;50.418;38.918
860.043;70.985;50.421;38.921
861.044;70.958;50.418;38.918
862.057;70.974;50.417;38.917
863.059;70.952;50.418;38.917
864.066;70.985;50.419;38.919
865.08;70.971;50.42;38.92
866.073;70.962;50.418;38.918
867.091;70.967;50.418;38.917
868.097;70.954;50.421;38.92
869.088;70.958;50.419;38.917
870.105;70.95;50.422;38.92
871.104;70.952;50.419;38.917
872.106;70.944;50.42;38.919
873.117;70.94;50.418;38.916
874.102;70.941;50.417;38.916
875.12;70.948;50.417;38.915
876.118;70.942;50.42;38.918
877.116;70.943;50.418;38.916
878.12;70.93;50.418;38.916
879.129;70.946;50.417;38.915
880.106;70.936;50.415;38.913
881.121;70.934;50.415;38.913
882.123;70.93;50.416;38.913
883.122;70.928;50.415;38.913
884.13;70.919;50.418;38.915
885.133;70.913;50.417;38.915
886.126;70.918;50.418;38.916
887.101;70.936;50.417;38.914
888.109;70.899;50.418;38.914
889.107;70.928;50.42;38.917
890.105;70.893;50.418;38.914
891.097;70.899;50.417;38.914
892.094;70.898;50.418;38.915
893.089;70.876;50.418;38.914
894.091;70.888;50.418;38.915
895.106;70.888;50.418;38.914
896.094;70.894;50.417;38.913
897.099;70.858;50.42;38.916
898.112;70.889;50.418;38.914
899.1;70.863;50.42;38.915
900.097;70.849;50.42;38.915
901.098;70.884;50.418;38.914
902.088;70.884;50.419;38.914
903.08;70.881;50.416;38.911
904.061;70.873;50.418;38.913
905.073;70.882;50.416;38.911
906.064;70.869;50.417;38.912
907.062;70.848;50.418;38.912
908.061;70.85;50.416;38.911
909.063;70.836;50.419;38.912
910.068;70.852;50.416;38.911
911.077;70.831;50.416;38.91
912.072;70.852;50.416;38.911
913.067;70.832;50.417;38.91
914.041;70.856;50.413;38.908
915.039;70.823;50.418;38.911
916.05;70.87;50.413;38.907
917.059;70.85;50.415;38.909
918.051;70.845;50.415;38.909
919.052;70.819;50.417;38.91
920.04;70.823;50.415;38.908
921.035;70.832;50.413;38.907
922.031;70.828;50.412;38.905
923.021;70.826;50.418;38.91
924.029;70.79;50.415;38.908
925.024;70.825;50.413;38.907
926.022;70.813;50.412;38.905
927.025;70.822;50.413;38.906
928.021;70.804;50.416;38.909
929.016;70.793;50.414;38.906
930.016;70.785;50.416;38.907
930.997;70.775;50.417;38.908
931.985;70.795;50.416;38.907
932.977;70.809;50.413;38.904
933.979;70.795;50.416;38.908
934.986;70.788;50.413;38.904
935.997;70.799;50.415;38.906
936.981;70.769;50.418;38.908
937.969;70.804;50.415;38.906
938.969;70.767;50.416;38.906
939.968;70.769;50.417;38.907
940.971;70.783;50.413;38.903
941.976;70.757;50.414;38.905
942.989;70.79;50.415;38.906
943.971;70.767;50.415;38.905
944.96;70.774;50.416;38.906
945.961;70.768;50.414;38.904
946.942;70.754;50.416;38.905
947.96;70.74;50.414;38.904
948.958;70.765;50.413;38.903
949.97;70.743;50.414;38.904
950.96;70.755;50.413;38.903
951.953;70.747;50.414;38.904
952.956;70.742;50.412;38.901
953.953;70.735;50.416;38.905
954.948;70.727;50.415;38.904
955.941;70.727;50.414;38.902
956.942;70.743;50.415;38.903
957.948;70.717;50.415;38.903
958.955;70.713;50.418;38.905
959.942;70.706;50.414;38.902
960.914;70.713;50.415;38.903
961.897;70.718;50.415;38.903
962.912;70.723;50.413;38.902
963.937;70.706;50.415;38.902
964.918;70.725;50.413;38.901
965.928;70.702;50.416;38.903
966.946;70.704;50.415;38.902
967.949;70.693;50.414;38.9
968.944;70.696;50.416;38.902
969.944;70.695;50.415;38.902
970.928;70.681;50.415;38.901
971.951;70.701;50.417;38.903
972.946;70.663;50.417;38.902
973.944;70.683;50.417;38.903
974.963;70.688;50.416;38.901
975.948;70.706;50.414;38.901
976.95;70.662;50.416;38.9
977.942;70.671;50.415;38.899
978.923;70.672;50.415;38.9
979.911;70.682;50.415;38.901
980.923;70.661;50.415;38.9
981.909;70.664;50.415;38.9
982.889;70.656;50.416;38.901
983.874;70.661;50.416;38.901
984.862;70.67;50.414;38.898
985.842;70.634;50.415;38.899
986.86;70.638;50.414;38.899
987.858;70.648;50.413;38.897
988.855;70.646;50.413;38.897
989.862;70.636;50.414;38.897
990.841;70.628;50.412;38.895
991.826;70.634;50.415;38.899
992.817;70.651;50.412;38.896
993.814;70.622;50.415;38.898
994.792;70.606;50.413;38.895
995.772;70.614;50.412;38.894
996.786;70.613;50.413;38.895
997.803;70.604;50.416;38.898
998.829;70.597;50.412;38.895
999.827;70.601;50.416;38.898
1000.831;70.602;50.414;38.895
1001.81;70.602;50.415;38.896
1002.792;70.601;50.416;38.897
1003.777;70.617;50.415;38.897
1004.77;70.611;50.414;38.896
1005.763;70.598;50.416;38.897
1006.771;70.595;50.415;38.896
1007.766;70.577;50.415;38.895
1008.751;70.59;50.415;38.896
1009.735;70.598;50.416;38.896
1010.735;70.595;50.414;38.894
1011.734;70.597;50.414;38.894
1012.727;70.554;50.418;38.897
1013.736;70.563;50.412;38.893
1014.747;70.564;50.418;38.897
1015.739;70.574;50.414;38.894
1016.746;70.562;50.416;38.895
1017.75;70.558;50.413;38.893
1018.753;70.56;50.414;38.893
1019.734;70.548;50.412;38.891
1020.736;70.548;50.413;38.892
1021.714;70.557;50.414;38.892
1022.698;70.518;50.412;38.891
1023.691;70.539;50.414;38.893
1024.691;70.543;50.416;38.893
1025.677;70.538;50.413;38.891
1026.697;70.516;50.411;38.889
1027.704;70.54;50.415;38.892
1028.685;70.536;50.415;38.893
1029.674;70.527;50.413;38.89
1030.668;70.488;50.412;38.889
1031.671;70.527;50.416;38.892
1032.673;70.504;50.412;38.888
1033.647;70.501;50.411;38.887
1034.655;70.484;50.411;38.888
1035.641;70.51;50.414;38.89
1036.633;70.5;50.412;38.888
1037.645;70.463;50.411;38.887
1038.659;70.471;50.41;38.887
1039.646;70.483;50.414;38.89
1040.652;70.453;50.408;38.884
1041.652;70.495;50.414;38.89
1042.648;70.48;50.411;38.886
1043.634;70.481;50.412;38.887
1044.624;70.484;50.414;38.889
1045.606;70.472;50.413;38.887
1046.592;70.479;50.412;38.887
1047.59;70.477;50.412;38.886
1048.582;70.459;50.414;38.888
1049.567;70.432;50.41;38.884
1050.588;70.457;50.415;38.888
1051.589;70.455;50.412;38.885
1052.598;70.46;50.412;38.886
1053.584;70.454;50.414;38.887
1054.58;70.408;50.41;38.882
1055.567;70.443;50.412;38.884
1056.582;70.433;50.412;38.884
1057.589;70.419;50.412;38.884
1058.598;70.422;50.411;38.884
1059.61;70.41;50.412;38.883
1060.598;70.42;50.414;38.886
1061.588;70.428;50.411;38.883
1062.587;70.421;50.415;38.886
1063.593;70.372;50.411;38.882
1064.574;70.391;50.409;38.88
1065.556;70.377;50.409;38.88
1066.542;70.375;50.411;38.882
1067.562;70.395;50.412;38.882
1068.553;70.371;50.41;38.881
1069.553;70.364;50.412;38.881
1070.558;70.355;50.409;38.879
1071.562;70.382;50.414;38.883
1072.54;70.351;50.409;38.878
1073.547;70.33;50.41;38.879
1074.558;70.329;50.409;38.877
1075.557;70.335;50.41;38.878
1076.547;70.34;50.409;38.877
1077.538;70.341;50.409;38.877
1078.531;70.332;50.408;38.876
1079.51;70.308;50.409;38.877
1080.519;70.308;50.409;38.876
1081.512;70.302;50.406;38.874
1082.516;70.31;50.41;38.877
1083.499;70.302;50.409;38.876
1084.491;70.301;50.407;38.874
1085.49;70.295;50.411;38.877
1086.495;70.3;50.408;38.874
1087.482;70.304;50.408;38.874
1088.481;70.311;50.409;38.875
1089.468;70.294;50.408;38.874
1090.456;70.287;50.408;38.873
1091.449;70.275;50.408;38.873
1092.447;70.26;50.411;38.876
1093.45;70.274;50.409;38.874
1094.456;70.245;50.41;38.875
1095.438;70.248;50.41;38.874
1096.423;70.234;50.41;38.874
1097.421;70.249;50.41;38.874
1098.421;70.254;50.409;38.873
1099.431;70.241;50.411;38.874
1100.441;70.223;50.411;38.874
1101.427;70.215;50.413;38.876
1102.446;70.23;50.41;38.873
1103.436;70.229;50.41;38.873
1104.422;70.207;50.413;38.875
1105.418;70.198;50.411;38.873
1106.407;70.2;50.41;38.872
1107.397;70.207;50.412;38.874
1108.401;70.196;50.411;38.874
1109.382;70.199;50.409;38.872
1110.399;70.151;50.411;38.872
1111.385;70.185;50.415;38.876
1112.377;70.183;50.412;38.872
1113.383;70.154;50.414;38.874
1114.373;70.152;50.414;38.874
1115.372;70.173;50.41;38.871
1116.364;70.172;50.413;38.874
1117.343;70.177;50.413;38.874
1118.337;70.125;50.413;38.873
1119.342;70.149;50.413;38.873
1120.357;70.112;50.41;38.87
1121.355;70.126;50.408;38.868
1122.358;70.087;50.412;38.87
1123.344;70.115;50.413;38.871
1124.337;70.117;50.413;38.872
1125.342;70.114;50.413;38.871
1126.326;70.091;50.415;38.873
1127.315;70.063;50.414;38.871
1128.309;70.101;50.413;38.87
1129.309;70.093;50.41;38.868
1130.316;70.073;50.416;38.872
1131.294;70.064;50.414;38.871
1132.281;70.057;50.412;38.869
1133.273;70.053;50.413;38.87
1134.274;70.066;50.414;38.87
1135.278;70.046;50.412;38.868
1136.287;70.009;50.414;38.869
1137.305;70.037;50.415;38.869
1138.292;70.031;50.412;38.868
1139.285;70.011;50.413;38.868
1140.278;70.033;50.413;38.868
1141.276;70.002;50.413;38.868
1142.262;70.004;50.411;38.866
1143.256;69.988;50.413;38.866
1144.247;70.009;50.413;38.867
1145.25;69.99;50.412;38.866
1146.25;69.994;50.412;38.865
1147.249;69.984;50.414;38.867
1148.251;69.996;50.412;38.865
1149.226;69.983;50.414;38.866
1150.221;70.006;50.415;38.867
1151.197;69.973;50.413;38.866
1152.179;69.962;50.413;38.865
1153.196;69.971;50.412;38.864
1154.192;69.946;50.412;38.864
1155.192;69.96;50.411;38.863
1156.163;69.945;50.413;38.865
1157.171;69.952;50.414;38.865
1158.18;69.949;50.415;38.866
1159.193;69.942;50.413;38.863
1160.182;69.932;50.411;38.861
1161.203;69.936;50.411;38.861
1162.198;69.918;50.413;38.863
1163.195;69.921;50.414;38.864
1164.193;69.909;50.414;38.862
1165.201;69.911;50.413;38.862
1166.196;69.88;50.412;38.86
1167.192;69.916;50.412;38.861
1168.201;69.884;50.412;38.86
1169.207;69.908;50.414;38.862
1170.206;69.896;50.414;38.861
1171.199;69.872;50.41;38.858
1172.204;69.879;50.415;38.863
1173.204;69.901;50.413;38.86
1174.186;69.883;50.409;38.856
1175.197;69.876;50.412;38.859
1176.186;69.871;50.412;38.858
1177.187;69.872;50.412;38.859
1178.172;69.872;50.413;38.86
1179.164;69.862;50.413;38.859
1180.149;69.854;50.412;38.858
1181.139;69.846;50.411;38.857
1182.136;69.806;50.409;38.854
1183.138;69.804;50.41;38.854
1184.149;69.835;50.411;38.856
1185.138;69.795;50.406;38.851
1186.14;69.795;50.41;38.855
1187.145;69.793;50.409;38.853
1188.153;69.81;50.414;38.857
1189.135;69.782;50.408;38.852
1190.126;69.809;50.411;38.854
1191.123;69.795;50.411;38.854
1192.123;69.798;50.411;38.854
1193.128;69.754;50.408;38.85
1194.11;69.771;50.409;38.851
1195.096;69.77;50.408;38.851
1196.084;69.788;50.411;38.853
1197.075;69.765;50.408;38.85
1198.068;69.768;50.411;38.853
1199.077;69.758;50.41;38.851
1200.078;69.782;50.412;38.852
1201.058;69.759;50.409;38.85
1202.053;69.744;50.414;38.854
1203.041;69.759;50.409;38.849
1204.03;69.731;50.408;38.849
1205.033;69.766;50.411;38.851
1206.016;69.741;50.413;38.852
1206.999;69.745;50.412;38.85
1207.994;69.72;50.412;38.852
1208.995;69.747;50.412;38.851
1209.991;69.741;50.413;38.85
1210.975;69.685;50.409;38.847
1211.964;69.67;50.412;38.85
1212.979;69.686;50.413;38.851
1213.972;69.689;50.413;38.851
1214.953;69.713;50.413;38.85
1215.938;69.706;50.412;38.849
1216.925;69.628;50.409;38.845
1217.918;69.689;50.414;38.849
1218.918;69.641;50.408;38.845
1219.928;69.675;50.413;38.848
1220.939;69.691;50.412;38.847
1221.931;69.659;50.412;38.847
1222.922;69.641;50.411;38.847
1223.918;69.633;50.413;38.846
1224.919;69.649;50.414;38.848
1225.924;69.599;50.407;38.842
1226.902;69.604;50.411;38.845
1227.886;69.594;50.408;38.842
1228.902;69.629;50.417;38.85
1229.893;69.625;50.416;38.848
1230.888;69.584;50.414;38.846
1231.885;69.618;50.414;38.846
1232.884;69.565;50.411;38.844
1233.897;69.556;50.41;38.844
1234.894;69.607;50.411;38.843
1235.886;69.579;50.416;38.847
1236.875;69.549;50.412;38.845
1237.858;69.542;50.412;38.843
1238.854;69.498;50.408;38.839
1239.848;69.533;50.41;38.842
1240.856;69.528;50.411;38.842
1241.86;69.499;50.412;38.843
1242.846;69.502;50.41;38.84
1243.829;69.5;50.409;38.839
1244.821;69.504;50.411;38.84
1245.824;69.486;50.41;38.84
1246.816;69.49;50.41;38.839
1247.79;69.459;50.408;38.837
1248.771;69.455;50.408;38.837
1249.756;69.462;50.409;38.838
1250.753;69.435;50.41;38.838
1251.739;69.441;50.41;38.837
1252.735;69.477;50.41;38.839
1253.716;69.465;50.412;38.839
1254.7;69.426;50.413;38.84
1255.719;69.43;50.412;38.839
1256.714;69.416;50.411;38.838
1257.712;69.418;50.411;38.837
1258.718;69.398;50.413;38.839
1259.727;69.44;50.411;38.836
1260.739;69.401;50.412;38.837
1261.755;69.418;50.413;38.838
1262.741;69.398;50.414;38.84
1263.731;69.388;50.414;38.838
1264.728;69.367;50.415;38.839
1265.727;69.359;50.417;38.84
1266.729;69.363;50.416;38.839
1267.72;69.36;50.416;38.839
1268.718;69.33;50.418;38.841
1269.705;69.329;50.417;38.839
1270.702;69.32;50.419;38.841
1271.693;69.317;50.418;38.839
1272.682;69.342;50.415;38.836
1273.683;69.327;50.416;38.838
1274.667;69.317;50.418;38.838
1275.668;69.297;50.417;38.838
1276.665;69.282;50.418;38.838
1277.675;69.307;50.416;38.836
1278.666;69.283;50.418;38.837
1279.667;69.301;50.418;38.838
1280.656;69.289;50.419;38.838
1281.645;69.284;50.417;38.837
1282.643;69.275;50.419;38.837
1283.635;69.273;50.418;38.837
1284.642;69.263;50.419;38.837
1285.615;69.24;50.419;38.836
1286.622;69.258;50.417;38.835
1287.603;69.233;50.416;38.832
1288.604;69.25;50.418;38.835
1289.603;69.239;50.418;38.835
1290.609;69.232;50.42;38.836
1291.619;69.225;50.419;38.835
1292.604;69.227;50.416;38.832
1293.622;69.213;50.419;38.835
1294.614;69.205;50.418;38.833
1295.614;69.208;50.419;38.834
1296.616;69.198;50.417;38.831
1297.622;69.176;50.418;38.833
1298.619;69.177;50.418;38.832
1299.616;69.197;50.417;38.831
1300.621;69.182;50.419;38.833
1301.63;69.17;50.419;38.832
1302.647;69.166;50.419;38.831
1303.663;69.148;50.42;38.833
1304.662;69.16;50.42;38.832
1305.655;69.151;50.42;38.831
1306.65;69.134;50.421;38.832
1307.641;69.153;50.42;38.831
1308.629;69.139;50.419;38.829
1309.626;69.13;50.42;38.831
1310.606;69.114;50.421;38.832
1311.591;69.102;50.421;38.831
1312.589;69.133;50.419;38.83
1313.581;69.11;50.421;38.83
1314.573;69.093;50.42;38.829
1315.58;69.091;50.42;38.829
1316.593;69.108;50.421;38.83
1317.579;69.089;50.421;38.829
1318.574;69.068;50.42;38.828
1319.572;69.091;50.418;38.826
1320.579;69.063;50.421;38.828
1321.587;69.069;50.419;38.826
1322.59;69.061;50.42;38.827
1323.581;69.065;50.421;38.828
1324.575;69.042;50.42;38.825
1325.577;69.04;50.421;38.827
1326.58;69.011;50.422;38.827
1327.578;69.027;50.422;38.827
1328.562;69.029;50.422;38.827
1329.56;68.981;50.424;38.828
1330.549;68.996;50.421;38.825
1331.55;69.023;50.423;38.827
1332.539;69.018;50.422;38.826
1333.544;68.979;50.422;38.825
1334.534;68.985;50.423;38.826
1335.529;68.998;50.423;38.826
1336.538;68.99;50.422;38.826
1337.529;68.971;50.421;38.824
1338.526;68.965;50.422;38.823
1339.514;68.972;50.423;38.824
1340.508;68.979;50.424;38.825
1341.507;68.963;50.422;38.823
1342.512;68.967;50.422;38.824
1343.499;68.959;50.423;38.824
1344.492;68.947;50.421;38.822
1345.504;68.942;50.423;38.823
1346.494;68.938;50.423;38.823
1347.494;68.919;50.424;38.823
1348.499;68.917;50.426;38.824
1349.488;68.923;50.424;38.823
1350.487;68.906;50.425;38.823
1351.485;68.902;50.425;38.823
1352.487;68.881;50.426;38.823
1353.494;68.882;50.426;38.824
1354.5;68.891;50.426;38.824
1355.48;68.875;50.426;38.823
1356.463;68.897;50.426;38.823
1357.484;68.858;50.427;38.823
1358.478;68.864;50.428;38.824
1359.473;68.874;50.425;38.82
1360.463;68.86;50.426;38.821
1361.453;68.861;50.426;38.822
1362.442;68.851;50.427;38.822
1363.425;68.842;50.427;38.821
1364.403;68.839;50.425;38.819
1365.4;68.837;50.427;38.821
1366.417;68.831;50.426;38.82
1367.418;68.834;50.427;38.821
1368.417;68.802;50.426;38.819
1369.427;68.818;50.428;38.821
1370.439;68.798;50.428;38.82
1371.436;68.778;50.43;38.822
1372.436;68.776;50.431;38.821
1373.421;68.793;50.431;38.822
1374.405;68.793;50.429;38.819
1375.4;68.771;50.43;38.821
1376.406;68.738;50.429;38.819
1377.386;68.747;50.43;38.82
1378.402;68.729;50.431;38.821
1379.397;68.702;50.434;38.823
1380.38;68.729;50.433;38.822
1381.398;68.718;50.432;38.821
1382.392;68.711;50.436;38.824
1383.391;68.688;50.435;38.822
1384.394;68.702;50.435;38.822
1385.374;68.703;50.435;38.823
1386.36;68.694;50.435;38.822
1387.352;68.681;50.437;38.824
1388.344;68.685;50.435;38.821
1389.343;68.661;50.438;38.824
1390.348;68.675;50.435;38.82
1391.358;68.67;50.437;38.823
1392.341;68.632;50.438;38.823
1393.331;68.648;50.436;38.821
1394.32;68.631;50.438;38.821
1395.345;68.623;50.437;38.82
1396.339;68.633;50.436;38.82
1397.34;68.614;50.438;38.821
1398.342;68.604;50.439;38.822
1399.347;68.595;50.439;38.82
1400.343;68.612;50.438;38.82
1401.343;68.607;50.44;38.822
1402.329;68.599;50.439;38.82
1403.325;68.591;50.436;38.818
1404.328;68.573;50.439;38.82
1405.32;68.585;50.437;38.818
1406.328;68.586;50.436;38.817
1407.318;68.564;50.439;38.819
1408.304;68.564;50.436;38.816
1409.302;68.572;50.437;38.817
1410.306;68.568;50.438;38.817
1411.295;68.553;50.436;38.815
1412.29;68.537;50.436;38.815
1413.28;68.533;50.438;38.816
1414.277;68.534;50.437;38.815
1415.28;68.532;50.439;38.817
1416.274;68.521;50.438;38.815
1417.273;68.517;50.438;38.815
1418.284;68.489;50.438;38.814
1419.273;68.505;50.438;38.813
1420.266;68.502;50.438;38.813
1421.268;68.501;50.438;38.813
1422.273;68.484;50.437;38.813
1423.28;68.499;50.437;38.811
1424.293;68.476;50.439;38.813
1425.281;68.476;50.439;38.813
1426.278;68.476;50.439;38.812
1427.28;68.479;50.438;38.811
1428.29;68.458;50.438;38.81
1429.303;68.441;50.44;38.812
1430.321;68.448;50.438;38.81
1431.323;68.445;50.44;38.811
1432.327;68.423;50.441;38.811
1433.331;68.426;50.439;38.81
1434.324;68.434;50.437;38.808
1435.334;68.415;50.44;38.81
1436.347;68.41;50.437;38.807
1437.333;68.413;50.438;38.808
1438.347;68.409;50.437;38.806
1439.344;68.41;50.439;38.808
1440.322;68.41;50.439;38.808
1441.342;68.388;50.439;38.807
1442.353;68.392;50.438;38.807
1443.368;68.389;50.439;38.807
1444.377;68.379;50.439;38.806
1445.365;68.363;50.438;38.805
1446.378;68.366;50.44;38.807
1447.379;68.364;50.438;38.805
1448.358;68.346;50.439;38.805
1449.339;68.341;50.44;38.806
1450.334;68.338;50.441;38.806
1451.33;68.338;50.439;38.804
1452.319;68.334;50.438;38.803
1453.341;68.315;50.437;38.801
1454.333;68.333;50.439;38.803
1455.33;68.332;50.438;38.802
1456.337;68.307;50.44;38.803
1457.346;68.301;50.442;38.805
1458.327;68.297;50.44;38.803
1459.313;68.293;50.44;38.802
1460.307;68.275;50.443;38.805
1461.306;68.289;50.442;38.803
1462.306;68.271;50.444;38.805
1463.31;68.283;50.442;38.803
1464.301;68.28;50.439;38.799
1465.316;68.239;50.443;38.803
1466.294;68.269;50.441;38.801
1467.294;68.239;50.443;38.803
1468.286;68.256;50.442;38.802
1469.287;68.236;50.441;38.8
1470.278;68.214;50.443;38.802
1471.278;68.217;50.443;38.801
1472.274;68.228;50.441;38.799
1473.276;68.196;50.446;38.803
1474.278;68.2;50.445;38.801
1475.275;68.198;50.447;38.804
1476.277;68.194;50.442;38.799
1477.267;68.164;50.441;38.797
1478.26;68.169;50.445;38.8
1479.269;68.179;50.443;38.799
1480.254;68.142;50.446;38.8
1481.253;68.136;50.447;38.801
1482.234;68.137;50.444;38.798
1483.22;68.125;50.448;38.801
1484.208;68.092;50.446;38.799
1485.201;68.113;50.444;38.797
1486.203;68.11;50.446;38.799
1487.187;68.094;50.447;38.799
1488.2;68.088;50.449;38.801
1489.186;68.079;50.45;38.802
1490.179;68.092;50.449;38.8
1491.188;68.075;50.45;38.801
1492.176;68.045;50.448;38.799
1493.167;68.062;50.45;38.8
1494.165;68.065;50.451;38.801
1495.166;68.048;50.451;38.8
1496.169;68.029;50.453;38.802
1497.174;68.006;50.448;38.796
1498.182;68.026;50.451;38.799
1499.171;68.009;50.451;38.799
1500.163;68.004;50.45;38.797
1501.169;68.008;50.453;38.801
1502.171;67.998;50.449;38.795
1503.164;67.986;50.452;38.798
1504.147;67.988;50.449;38.797
1505.145;67.97;50.454;38.8
