IDs:;240715_04_240712C;04_DNAJB6_02_220_uM;
Concentration [uM]:;2.22;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2491.868;54.872;52.063;38.763
2492.871;54.871;52.059;38.758
2493.851;54.873;52.061;38.761
2494.853;54.868;52.062;38.761
2495.856;54.869;52.06;38.759
2496.865;54.871;52.061;38.761
2497.883;54.87;52.06;38.759
2498.888;54.868;52.063;38.761
2499.889;54.869;52.06;38.758
2500.878;54.864;52.062;38.76
2501.866;54.871;52.062;38.76
2502.864;54.868;52.061;38.76
2503.864;54.866;52.062;38.76
2504.861;54.87;52.061;38.759
2505.859;54.864;52.06;38.758
2506.858;54.866;52.062;38.761
2507.863;54.861;52.06;38.758
2508.834;54.861;52.061;38.759
2509.847;54.863;52.062;38.76
2510.847;54.86;52.06;38.757
2511.826;54.858;52.061;38.758
2512.814;54.863;52.061;38.759
2513.798;54.861;52.061;38.759
2514.776;54.866;52.061;38.759
2515.765;54.86;52.06;38.757
2516.77;54.858;52.061;38.759
2517.753;54.86;52.061;38.759
2518.748;54.854;52.061;38.758
2519.741;54.854;52.061;38.757
2520.74;54.857;52.061;38.758
2521.741;54.861;52.058;38.754
2522.75;54.851;52.062;38.758
2523.733;54.858;52.059;38.756
2524.724;54.854;52.06;38.756
2525.727;54.856;52.061;38.758
2526.715;54.855;52.058;38.755
2527.732;54.852;52.06;38.757
2528.726;54.85;52.06;38.756
2529.726;54.849;52.059;38.754
2530.733;54.852;52.059;38.755
2531.75;54.85;52.059;38.754
2532.742;54.854;52.059;38.755
2533.734;54.855;52.057;38.753
2534.732;54.845;52.058;38.753
2535.735;54.844;52.058;38.752
2536.738;54.84;52.058;38.752
2537.747;54.846;52.056;38.751
2538.732;54.843;52.057;38.752
2539.729;54.844;52.056;38.75
2540.729;54.84;52.056;38.751
2541.735;54.839;52.056;38.751
2542.717;54.842;52.054;38.748
2543.717;54.838;52.054;38.748
2544.717;54.841;52.055;38.749
2545.715;54.837;52.056;38.75
2546.711;54.837;52.054;38.748
2547.702;54.838;52.055;38.749
2548.707;54.835;52.055;38.749
2549.701;54.834;52.053;38.747
2550.701;54.839;52.053;38.747
2551.685;54.831;52.054;38.747
2552.672;54.826;52.054;38.746
2553.666;54.837;52.054;38.747
2554.675;54.834;52.052;38.744
2555.654;54.832;52.053;38.746
2556.641;54.83;52.054;38.747
2557.634;54.832;52.054;38.747
2558.64;54.829;52.053;38.745
2559.646;54.825;52.056;38.75
2560.633;54.83;52.053;38.746
2561.628;54.83;52.053;38.746
2562.63;54.823;52.054;38.747
2563.639;54.828;52.053;38.745
2564.651;54.825;52.053;38.745
2565.642;54.83;52.051;38.744
2566.636;54.83;52.054;38.747
2567.635;54.826;52.052;38.745
2568.638;54.829;52.052;38.744
2569.646;54.827;52.051;38.743
2570.657;54.827;52.051;38.743
2571.639;54.829;52.052;38.745
2572.628;54.822;52.052;38.746
2573.621;54.823;52.052;38.743
2574.618;54.824;52.051;38.744
2575.619;54.821;52.052;38.744
2576.622;54.822;52.051;38.743
2577.606;54.818;52.054;38.746
2578.599;54.823;52.052;38.743
2579.612;54.828;52.053;38.745
2580.596;54.82;52.055;38.746
2581.59;54.818;52.052;38.742
2582.568;54.821;52.051;38.742
2583.559;54.821;52.053;38.744
2584.569;54.821;52.052;38.742
2585.575;54.82;52.052;38.744
2586.578;54.816;52.053;38.744
2587.575;54.814;52.051;38.74
2588.576;54.816;52.053;38.743
2589.557;54.813;52.052;38.742
2590.551;54.818;52.052;38.742
2591.563;54.817;52.052;38.742
2592.556;54.812;52.051;38.74
2593.561;54.813;52.053;38.743
2594.542;54.81;52.052;38.742
2595.559;54.812;52.052;38.742
2596.552;54.812;52.052;38.742
2597.547;54.812;52.05;38.74
2598.549;54.813;52.051;38.741
2599.554;54.811;52.05;38.739
2600.568;54.813;52.052;38.742
2601.592;54.812;52.052;38.741
2602.587;54.804;52.054;38.742
2603.589;54.809;52.051;38.739
2604.598;54.81;52.054;38.744
2605.612;54.805;52.053;38.741
2606.598;54.802;52.055;38.744
2607.584;54.809;52.054;38.742
2608.609;54.814;52.053;38.742
2609.606;54.809;52.051;38.74
2610.605;54.806;52.053;38.74
2611.587;54.808;52.053;38.741
2612.603;54.801;52.051;38.738
2613.601;54.803;52.054;38.741
2614.585;54.806;52.052;38.741
2615.584;54.808;52.052;38.74
2616.596;54.801;52.055;38.742
2617.585;54.806;52.051;38.738
2618.586;54.806;52.053;38.741
2619.571;54.804;52.053;38.74
2620.577;54.794;52.05;38.738
2621.57;54.799;52.054;38.741
2622.568;54.8;52.054;38.743
2623.576;54.804;52.054;38.741
2624.573;54.794;52.054;38.741
2625.589;54.79;52.052;38.739
2626.592;54.797;52.052;38.739
2627.579;54.796;52.051;38.736
2628.576;54.794;52.051;38.737
2629.58;54.784;52.047;38.734
2630.562;54.797;52.052;38.737
2631.546;54.799;52.053;38.739
2632.536;54.799;52.053;38.739
2633.538;54.803;52.053;38.738
2634.545;54.797;52.055;38.741
2635.528;54.802;52.053;38.738
2636.511;54.784;52.053;38.738
2637.501;54.788;52.051;38.735
2638.501;54.789;52.054;38.738
2639.504;54.783;52.05;38.736
2640.483;54.8;52.048;38.734
2641.463;54.791;52.052;38.737
2642.447;54.787;52.052;38.738
2643.464;54.786;52.053;38.737
2644.455;54.78;52.051;38.735
2645.447;54.795;52.053;38.738
2646.43;54.791;52.051;38.736
2647.425;54.792;52.051;38.735
2648.421;54.78;52.051;38.737
2649.421;54.782;52.052;38.736
2650.416;54.79;52.054;38.739
2651.411;54.785;52.054;38.738
2652.411;54.797;52.053;38.736
2653.398;54.787;52.052;38.737
2654.38;54.788;52.052;38.735
2655.399;54.78;52.049;38.733
2656.403;54.785;52.054;38.739
2657.391;54.778;52.053;38.737
2658.391;54.774;52.049;38.732
2659.398;54.768;52.051;38.736
2660.392;54.777;52.052;38.736
2661.372;54.781;52.053;38.737
2662.373;54.772;52.051;38.733
2663.375;54.766;52.05;38.733
2664.359;54.763;52.051;38.735
2665.353;54.773;52.049;38.733
2666.355;54.766;52.051;38.734
2667.346;54.777;52.054;38.737
2668.34;54.778;52.054;38.736
2669.336;54.781;52.053;38.735
2670.34;54.779;52.054;38.736
2671.348;54.775;52.052;38.735
2672.359;54.778;52.051;38.735
2673.35;54.771;52.052;38.734
2674.341;54.775;52.052;38.733
2675.339;54.757;52.05;38.733
2676.34;54.759;52.049;38.73
2677.343;54.757;52.05;38.732
2678.349;54.775;52.047;38.728
2679.362;54.759;52.05;38.733
2680.344;54.775;52.053;38.734
2681.362;54.755;52.05;38.731
2682.353;54.762;52.05;38.731
2683.347;54.759;52.048;38.729
2684.345;54.752;52.049;38.73
2685.348;54.751;52.048;38.729
2686.344;54.756;52.047;38.73
2687.337;54.757;52.049;38.73
2688.33;54.76;52.046;38.726
2689.307;54.749;52.048;38.728
2690.305;54.759;52.049;38.73
2691.297;54.748;52.05;38.73
2692.29;54.749;52.046;38.727
2693.293;54.765;52.051;38.732
2694.283;54.751;52.049;38.729
2695.28;54.748;52.05;38.73
2696.267;54.757;52.051;38.732
2697.25;54.75;52.049;38.73
2698.233;54.747;52.049;38.729
2699.227;54.749;52.046;38.725
2700.228;54.76;52.05;38.73
2701.225;54.745;52.046;38.726
2702.225;54.75;52.046;38.725
2703.232;54.745;52.047;38.728
2704.196;54.751;52.047;38.727
2705.19;54.747;52.046;38.727
2706.178;54.742;52.048;38.727
2707.177;54.746;52.047;38.726
2708.178;54.744;52.044;38.723
2709.185;54.759;52.049;38.728
2710.198;54.738;52.044;38.723
2711.211;54.753;52.047;38.726
2712.2;54.732;52.044;38.723
2713.193;54.737;52.046;38.725
2714.191;54.74;52.043;38.723
2715.193;54.739;52.044;38.722
2716.201;54.75;52.047;38.725
2717.183;54.736;52.043;38.721
2718.168;54.737;52.042;38.719
2719.156;54.733;52.047;38.724
2720.148;54.736;52.045;38.724
2721.159;54.735;52.043;38.72
2722.153;54.737;52.044;38.723
2723.159;54.737;52.044;38.72
2724.143;54.735;52.045;38.723
2725.122;54.733;52.045;38.724
2726.117;54.73;52.043;38.722
2727.116;54.727;52.042;38.72
2728.116;54.73;52.043;38.721
2729.129;54.724;52.041;38.719
2730.121;54.725;52.044;38.721
2731.117;54.738;52.043;38.721
2732.103;54.725;52.042;38.717
2733.092;54.725;52.043;38.72
2734.094;54.728;52.044;38.721
2735.077;54.729;52.044;38.722
2736.065;54.729;52.043;38.72
2737.06;54.738;52.045;38.722
2738.062;54.736;52.042;38.718
2739.041;54.729;52.042;38.719
2740.056;54.733;52.043;38.718
2741.05;54.729;52.042;38.717
2742.048;54.725;52.044;38.721
2743.054;54.732;52.041;38.716
2744.066;54.725;52.043;38.72
2745.06;54.724;52.043;38.719
2746.057;54.723;52.042;38.718
2747.059;54.724;52.044;38.72
2748.07;54.72;52.042;38.718
2749.088;54.72;52.041;38.717
2750.078;54.729;52.041;38.716
2751.074;54.73;52.042;38.718
2752.082;54.716;52.041;38.718
2753.098;54.717;52.043;38.717
2754.12;54.711;52.045;38.72
2755.109;54.733;52.043;38.719
2756.103;54.719;52.042;38.717
2757.101;54.72;52.043;38.719
2758.106;54.715;52.041;38.716
2759.099;54.716;52.044;38.718
2760.113;54.719;52.041;38.716
2761.087;54.719;52.042;38.717
2762.072;54.718;52.041;38.716
2763.063;54.716;52.043;38.717
2764.061;54.716;52.043;38.717
2765.06;54.71;52.042;38.717
2766.063;54.719;52.045;38.718
2767.049;54.709;52.042;38.716
2768.042;54.711;52.043;38.716
2769.044;54.718;52.045;38.719
2770.036;54.71;52.044;38.717
2771.032;54.716;52.044;38.717
2772.033;54.72;52.046;38.72
2773.043;54.715;52.044;38.718
2774.044;54.722;52.045;38.718
2775.05;54.712;52.045;38.719
2776.06;54.712;52.046;38.719
2777.054;54.728;52.048;38.721
2778.051;54.71;52.047;38.72
2779.058;54.692;52.044;38.716
2780.049;54.706;52.043;38.716
2781.039;54.705;52.045;38.719
2782.039;54.707;52.046;38.718
2783.042;54.699;52.047;38.719
2784.05;54.719;52.042;38.714
2785.027;54.712;52.046;38.718
2786.016;54.699;52.045;38.718
2787.009;54.709;52.043;38.715
2788.018;54.711;52.041;38.713
2789.009;54.704;52.044;38.715
2790.013;54.707;52.043;38.715
2790.998;54.701;52.041;38.712
2791.973;54.701;52.043;38.715
2792.981;54.712;52.044;38.716
2793.982;54.705;52.04;38.712
2794.983;54.706;52.045;38.717
2795.988;54.706;52.045;38.716
2797.002;54.702;52.046;38.718
2798.01;54.697;52.042;38.713
2799.009;54.713;52.044;38.715
2800.014;54.698;52.043;38.714
2801.002;54.699;52.045;38.716
2801.997;54.7;52.044;38.716
2803.005;54.7;52.046;38.717
2804.029;54.698;52.046;38.717
2805.032;54.7;52.044;38.716
2806.01;54.706;52.047;38.718
2806.998;54.695;52.044;38.715
2807.991;54.694;52.043;38.713
2808.991;54.705;52.045;38.716
2810.002;54.694;52.044;38.714
2811.013;54.698;52.046;38.717
2812.03;54.696;52.045;38.714
2813.02;54.693;52.045;38.716
2814.017;54.687;52.044;38.714
2815.018;54.697;52.044;38.715
2816.023;54.693;52.042;38.712
2817.006;54.691;52.045;38.714
2818.025;54.7;52.047;38.716
2819.017;54.69;52.043;38.713
2820.011;54.689;52.045;38.714
2821.011;54.689;52.044;38.713
2822.009;54.69;52.045;38.714
2823.01;54.683;52.045;38.715
2824.007;54.687;52.043;38.712
2824.994;54.69;52.044;38.714
2825.985;54.689;52.046;38.715
2826.976;54.688;52.044;38.714
2827.993;54.688;52.046;38.716
2828.979;54.682;52.046;38.715
2829.969;54.688;52.043;38.712
2830.95;54.694;52.045;38.714
2831.946;54.69;52.045;38.714
2832.943;54.693;52.046;38.715
2833.947;54.688;52.046;38.714
2834.951;54.694;52.046;38.714
2835.942;54.687;52.043;38.712
2836.952;54.676;52.043;38.711
2837.95;54.684;52.043;38.711
2838.951;54.685;52.046;38.713
2839.96;54.689;52.047;38.715
2840.972;54.687;52.045;38.714
2841.96;54.687;52.046;38.714
2842.967;54.694;52.047;38.716
2843.974;54.69;52.045;38.712
2844.987;54.685;52.046;38.714
2845.972;54.68;52.048;38.714
2846.961;54.684;52.045;38.711
2847.957;54.672;52.045;38.712
2848.956;54.672;52.045;38.712
2849.927;54.68;52.046;38.713
2850.938;54.679;52.046;38.712
2851.95;54.672;52.042;38.71
2852.933;54.668;52.045;38.711
2853.918;54.681;52.047;38.713
2854.911;54.671;52.045;38.712
2855.936;54.678;52.047;38.713
2856.932;54.675;52.046;38.711
2857.933;54.68;52.044;38.71
2858.937;54.677;52.044;38.71
2859.934;54.677;52.046;38.711
2860.922;54.67;52.045;38.712
2861.926;54.67;52.044;38.71
2862.911;54.684;52.046;38.713
2863.918;54.668;52.046;38.712
2864.92;54.678;52.048;38.714
2865.911;54.678;52.048;38.713
2866.916;54.675;52.051;38.715
2867.932;54.673;52.05;38.714
2868.915;54.675;52.05;38.717
2869.898;54.681;52.05;38.715
2870.902;54.668;52.047;38.712
2871.902;54.671;52.052;38.716
2872.912;54.676;52.053;38.717
2873.93;54.672;52.049;38.713
2874.927;54.663;52.05;38.713
2875.93;54.661;52.049;38.714
2876.937;54.677;52.052;38.716
2877.923;54.673;52.052;38.716
2878.912;54.673;52.055;38.719
2879.909;54.654;52.054;38.717
2880.91;54.67;52.056;38.718
2881.884;54.673;52.054;38.718
2882.891;54.67;52.056;38.718
2883.874;54.664;52.055;38.718
2884.861;54.668;52.053;38.717
2885.851;54.664;52.052;38.716
2886.847;54.665;52.054;38.716
2887.844;54.665;52.056;38.718
2888.845;54.668;52.053;38.715
2889.828;54.655;52.052;38.714
2890.816;54.656;52.054;38.717
2891.805;54.66;52.056;38.718
2892.799;54.656;52.05;38.713
2893.798;54.654;52.053;38.715
2894.798;54.668;52.054;38.717
2895.781;54.668;52.053;38.716
2896.775;54.66;52.055;38.717
2897.763;54.675;52.055;38.717
2898.768;54.653;52.052;38.713
2899.759;54.654;52.051;38.713
2900.741;54.657;52.053;38.715
2901.736;54.659;52.053;38.715
2902.722;54.652;52.056;38.716
2903.723;54.649;52.056;38.716
2904.718;54.657;52.055;38.716
2905.721;54.657;52.054;38.714
2906.718;54.653;52.057;38.716
2907.693;54.644;52.052;38.713
2908.709;54.651;52.053;38.714
2909.701;54.647;52.05;38.711
2910.703;54.659;52.05;38.711
2911.686;54.64;52.052;38.711
2912.677;54.642;52.052;38.712
2913.671;54.637;52.053;38.712
2914.67;54.647;52.051;38.711
2915.676;54.642;52.052;38.712
2916.661;54.654;52.049;38.71
2917.68;54.65;52.051;38.712
2918.678;54.65;52.052;38.712
2919.685;54.643;52.05;38.711
2920.699;54.626;52.055;38.713
2921.691;54.645;52.056;38.714
2922.687;54.635;52.05;38.71
2923.69;54.634;52.049;38.71
2924.676;54.646;52.053;38.713
2925.697;54.639;52.052;38.71
2926.692;54.636;52.054;38.712
2927.693;54.639;52.049;38.708
2928.696;54.635;52.049;38.708
2929.703;54.636;52.052;38.711
2930.715;54.641;52.052;38.712
2931.728;54.634;52.054;38.712
2932.713;54.641;52.052;38.711
2933.705;54.633;52.052;38.711
2934.7;54.629;52.052;38.71
2935.685;54.638;52.053;38.711
2936.679;54.629;52.053;38.711
2937.671;54.623;52.053;38.711
2938.659;54.628;52.048;38.706
2939.661;54.631;52.053;38.709
2940.676;54.62;52.052;38.708
2941.652;54.635;52.053;38.71
2942.665;54.624;52.053;38.71
2943.677;54.621;52.053;38.71
2944.69;54.63;52.052;38.709
2945.686;54.627;52.052;38.709
2946.69;54.62;52.053;38.71
2947.661;54.62;52.052;38.708
2948.666;54.622;52.053;38.709
2949.653;54.632;52.051;38.709
2950.649;54.616;52.05;38.706
2951.651;54.629;52.052;38.709
2952.664;54.619;52.054;38.71
2953.659;54.617;52.052;38.709
2954.663;54.63;52.054;38.71
2955.671;54.617;52.052;38.709
2956.66;54.616;52.051;38.708
2957.657;54.621;52.053;38.709
2958.643;54.62;52.051;38.706
2959.648;54.626;52.053;38.708
2960.656;54.623;52.053;38.709
2961.667;54.623;52.05;38.706
2962.651;54.611;52.05;38.705
2963.641;54.615;52.049;38.705
2964.634;54.615;52.051;38.707
2965.636;54.608;52.049;38.705
2966.639;54.619;52.052;38.707
2967.64;54.612;52.049;38.703
2968.635;54.619;52.049;38.705
2969.644;54.609;52.05;38.705
2970.641;54.608;52.049;38.704
2971.633;54.618;52.051;38.706
2972.613;54.621;52.053;38.707
2973.612;54.617;52.051;38.705
2974.618;54.616;52.05;38.703
2975.634;54.607;52.049;38.705
2976.62;54.615;52.051;38.706
2977.609;54.607;52.049;38.704
2978.604;54.604;52.045;38.7
2979.598;54.607;52.048;38.703
2980.595;54.602;52.048;38.703
2981.584;54.608;52.05;38.704
2982.58;54.613;52.05;38.704
2983.588;54.614;52.049;38.703
2984.571;54.614;52.048;38.702
2985.561;54.605;52.047;38.7
2986.557;54.603;52.05;38.703
2987.557;54.607;52.046;38.7
2988.566;54.603;52.049;38.703
2989.552;54.61;52.048;38.703
2990.541;54.604;52.05;38.703
2991.535;54.604;52.049;38.704
2992.548;54.602;52.049;38.703
2993.538;54.606;52.048;38.702
2994.54;54.608;52.05;38.704
2995.547;54.612;52.049;38.703
2996.526;54.615;52.051;38.704
2997.513;54.6;52.051;38.705
2998.502;54.607;52.051;38.703
2999.494;54.6;52.049;38.701
3000.491;54.594;52.05;38.703
3001.503;54.595;52.049;38.701
3002.479;54.602;52.049;38.7
3003.475;54.602;52.054;38.707
3004.491;54.604;52.052;38.705
3005.48;54.601;52.053;38.706
3006.474;54.604;52.053;38.704
3007.485;54.604;52.053;38.705
3008.49;54.599;52.052;38.704
3009.494;54.602;52.048;38.701
3010.501;54.592;52.048;38.699
3011.492;54.587;52.048;38.699
3012.489;54.589;52.05;38.701
3013.492;54.591;52.048;38.698
3014.482;54.594;52.049;38.701
3015.465;54.595;52.049;38.701
3016.447;54.586;52.048;38.7
3017.447;54.598;52.049;38.699
3018.449;54.585;52.047;38.699
3019.435;54.595;52.048;38.699
3020.424;54.588;52.045;38.696
3021.423;54.595;52.048;38.7
3022.414;54.582;52.048;38.699
3023.433;54.585;52.047;38.698
3024.431;54.596;52.048;38.699
3025.436;54.592;52.047;38.698
3026.415;54.591;52.048;38.699
3027.398;54.581;52.047;38.698
3028.385;54.593;52.048;38.698
3029.369;54.584;52.045;38.694
3030.379;54.581;52.046;38.697
3031.363;54.586;52.045;38.697
3032.354;54.577;52.045;38.696
3033.348;54.586;52.047;38.698
3034.344;54.578;52.046;38.696
3035.346;54.592;52.045;38.695
3036.324;54.587;52.046;38.696
3037.309;54.579;52.046;38.695
3038.3;54.581;52.046;38.696
3039.298;54.573;52.045;38.694
3040.28;54.584;52.045;38.695
3041.255;54.588;52.047;38.696
3042.245;54.587;52.048;38.698
3043.243;54.583;52.049;38.699
3044.259;54.585;52.05;38.7
3045.261;54.586;52.045;38.694
3046.253;54.588;52.045;38.696
3047.239;54.588;52.046;38.696
3048.251;54.585;52.047;38.696
3049.245;54.576;52.049;38.698
3050.246;54.57;52.049;38.696
3051.253;54.584;52.051;38.7
3052.238;54.58;52.044;38.694
3053.236;54.568;52.045;38.693
3054.224;54.583;52.047;38.696
3055.217;54.571;52.047;38.695
3056.22;54.572;52.044;38.692
3057.224;54.576;52.048;38.695
3058.232;54.583;52.045;38.693
3059.216;54.589;52.044;38.692
3060.206;54.57;52.045;38.693
3061.199;54.571;52.047;38.694
3062.195;54.577;52.046;38.694
3063.2;54.569;52.046;38.694
3064.207;54.565;52.043;38.69
3065.185;54.572;52.044;38.691
3066.166;54.572;52.049;38.697
3067.183;54.567;52.045;38.691
3068.171;54.581;52.044;38.692
3069.161;54.573;52.048;38.696
3070.157;54.568;52.044;38.69
3071.156;54.565;52.046;38.693
3072.138;54.57;52.047;38.694
3073.135;54.566;52.043;38.691
3074.132;54.571;52.046;38.693
3075.131;54.579;52.046;38.694
3076.138;54.566;52.045;38.691
3077.133;54.573;52.046;38.694
3078.14;54.561;52.043;38.69
3079.126;54.561;52.044;38.691
3080.114;54.562;52.045;38.693
3081.109;54.561;52.045;38.691
3082.085;54.57;52.044;38.69
3083.102;54.569;52.047;38.693
3084.12;54.572;52.045;38.69
3085.117;54.57;52.047;38.693
3086.112;54.57;52.044;38.691
3087.109;54.573;52.046;38.693
3088.116;54.57;52.045;38.691
3089.13;54.575;52.048;38.694
3090.122;54.555;52.047;38.693
3091.118;54.559;52.045;38.691
3092.121;54.569;52.049;38.694
3093.1;54.568;52.046;38.692
3094.085;54.571;52.046;38.691
3095.072;54.551;52.046;38.691
3096.095;54.57;52.046;38.692
3097.09;54.568;52.047;38.692
3098.095;54.566;52.047;38.693
3099.073;54.563;52.046;38.692
3100.082;54.568;52.046;38.691
3101.079;54.562;52.049;38.694
3102.07;54.553;52.044;38.688
3103.071;54.558;52.046;38.691
3104.082;54.567;52.045;38.689
3105.099;54.557;52.045;38.69
3106.103;54.565;52.045;38.69
3107.121;54.564;52.047;38.691
3108.125;54.564;52.045;38.69
3109.12;54.55;52.045;38.69
3110.116;54.557;52.043;38.686
3111.118;54.566;52.044;38.689
3112.132;54.551;52.043;38.686
3113.154;54.552;52.043;38.685
3114.145;54.562;52.045;38.689
3115.141;54.559;52.046;38.691
3116.142;54.561;52.044;38.688
3117.13;54.552;52.043;38.686
3118.124;54.556;52.045;38.688
3119.127;54.553;52.044;38.687
3120.108;54.561;52.045;38.688
3121.111;54.559;52.045;38.69
3122.097;54.551;52.044;38.686
3123.07;54.559;52.047;38.69
3124.074;54.547;52.045;38.689
3125.083;54.548;52.045;38.688
3126.094;54.553;52.047;38.69
3127.075;54.551;52.046;38.689
3128.089;54.554;52.046;38.69
3129.08;54.546;52.045;38.688
3130.071;54.542;52.044;38.688
3131.076;54.561;52.045;38.687
3132.064;54.548;52.044;38.687
3133.062;54.547;52.045;38.687
3134.055;54.559;52.044;38.686
3135.064;54.542;52.045;38.687
3136.046;54.552;52.045;38.688
3137.038;54.544;52.045;38.686
3138.048;54.537;52.042;38.685
3139.023;54.542;52.042;38.684
3140.01;54.552;52.043;38.684
3141.006;54.551;52.044;38.686
3142.018;54.553;52.043;38.685
3143.025;54.549;52.043;38.686
3144.03;54.546;52.042;38.684
3145.012;54.54;52.042;38.684
3145.999;54.543;52.043;38.685
3146.996;54.545;52.043;38.685
3148.002;54.534;52.042;38.684
3148.99;54.539;52.043;38.685
3149.985;54.548;52.043;38.684
3150.98;54.534;52.04;38.681
3151.98;54.541;52.043;38.684
3152.988;54.538;52.04;38.68
3153.97;54.543;52.042;38.681
3154.956;54.538;52.044;38.686
3155.958;54.539;52.039;38.679
3156.961;54.55;52.044;38.685
3157.968;54.55;52.041;38.681
3158.983;54.545;52.041;38.683
3159.972;54.533;52.042;38.681
3160.968;54.543;52.04;38.681
3161.963;54.541;52.042;38.681
3162.958;54.537;52.041;38.681
3163.974;54.544;52.042;38.681
3164.952;54.535;52.04;38.68
3165.94;54.541;52.043;38.684
3166.938;54.54;52.041;38.682
3167.925;54.547;52.043;38.683
3168.918;54.526;52.043;38.682
3169.919;54.538;52.04;38.68
3170.909;54.544;52.041;38.681
3171.887;54.537;52.041;38.681
3172.887;54.532;52.038;38.677
3173.872;54.539;52.042;38.682
3174.859;54.538;52.042;38.682
3175.842;54.536;52.04;38.68
3176.827;54.529;52.04;38.679
3177.82;54.537;52.04;38.679
3178.824;54.526;52.04;38.679
3179.832;54.539;52.04;38.679
3180.815;54.526;52.038;38.678
3181.81;54.533;52.04;38.68
3182.812;54.536;52.04;38.678
3183.816;54.526;52.041;38.679
3184.797;54.522;52.04;38.679
3185.783;54.527;52.037;38.675
3186.772;54.529;52.038;38.676
3187.798;54.519;52.037;38.675
3188.797;54.529;52.041;38.679
3189.772;54.53;52.039;38.678
3190.78;54.522;52.037;38.675
3191.768;54.528;52.038;38.676
3192.762;54.52;52.037;38.676
3193.76;54.525;52.037;38.674
3194.763;54.524;52.036;38.674
3195.77;54.528;52.038;38.675
3196.776;54.525;52.038;38.677
3197.787;54.515;52.037;38.674
3198.802;54.525;52.037;38.676
3199.82;54.523;52.035;38.672
3200.842;54.525;52.035;38.673
3201.839;54.524;52.036;38.675
3202.855;54.519;52.034;38.671
3203.849;54.514;52.037;38.673
3204.839;54.518;52.039;38.676
3205.826;54.524;52.035;38.673
3206.81;54.527;52.035;38.671
3207.806;54.516;52.037;38.674
3208.791;54.52;52.038;38.676
3209.789;54.517;52.035;38.673
3210.771;54.502;52.034;38.67
3211.766;54.522;52.035;38.672
3212.75;54.519;52.036;38.675
3213.737;54.511;52.033;38.669
3214.732;54.506;52.034;38.671
3215.731;54.504;52.036;38.673
3216.734;54.502;52.033;38.67
3217.71;54.518;52.032;38.67
3218.706;54.51;52.033;38.67
3219.7;54.515;52.034;38.67
3220.702;54.518;52.035;38.67
3221.712;54.518;52.035;38.67
3222.726;54.508;52.033;38.669
3223.717;54.505;52.031;38.666
3224.711;54.514;52.031;38.668
3225.712;54.513;52.033;38.67
3226.718;54.511;52.031;38.667
3227.7;54.498;52.029;38.666
3228.717;54.51;52.029;38.665
3229.708;54.498;52.028;38.663
3230.701;54.504;52.031;38.668
3231.699;54.504;52.03;38.665
3232.701;54.507;52.031;38.669
3233.707;54.495;52.03;38.665
3234.701;54.5;52.033;38.667
3235.7;54.508;52.03;38.666
3236.691;54.495;52.027;38.662
3237.684;54.508;52.027;38.664
3238.661;54.495;52.029;38.665
3239.664;54.492;52.03;38.664
3240.658;54.496;52.028;38.661
3241.637;54.505;52.026;38.662
3242.625;54.499;52.029;38.664
3243.598;54.494;52.026;38.66
3244.614;54.499;52.028;38.663
3245.615;54.491;52.027;38.663
3246.629;54.497;52.024;38.659
3247.621;54.5;52.028;38.664
3248.624;54.497;52.029;38.664
3249.609;54.5;52.029;38.665
3250.599;54.49;52.029;38.663
3251.596;54.49;52.028;38.662
3252.604;54.498;52.027;38.663
3253.586;54.488;52.028;38.663
3254.575;54.487;52.024;38.658
3255.581;54.487;52.023;38.657
3256.589;54.502;52.025;38.661
3257.603;54.487;52.024;38.658
3258.598;54.485;52.022;38.657
3259.613;54.497;52.023;38.658
3260.598;54.494;52.025;38.66
3261.584;54.485;52.023;38.657
3262.606;54.485;52.023;38.658
3263.603;54.499;52.024;38.659
3264.609;54.498;52.027;38.661
3265.616;54.489;52.022;38.656
3266.627;54.483;52.025;38.658
3267.611;54.487;52.025;38.659
3268.598;54.488;52.022;38.654
3269.594;54.486;52.024;38.659
3270.6;54.49;52.023;38.657
3271.611;54.49;52.024;38.659
3272.589;54.492;52.025;38.659
3273.575;54.493;52.024;38.657
3274.567;54.487;52.024;38.657
3275.544;54.479;52.021;38.653
3276.537;54.488;52.022;38.657
3277.541;54.48;52.021;38.653
3278.529;54.476;52.022;38.653
3279.533;54.475;52.021;38.655
3280.523;54.471;52.023;38.656
3281.531;54.472;52.022;38.656
3282.52;54.475;52.021;38.655
3283.516;54.479;52.019;38.652
3284.496;54.484;52.02;38.654
3285.482;54.482;52.022;38.656
3286.478;54.482;52.022;38.656
3287.481;54.474;52.018;38.651
3288.465;54.469;52.02;38.652
3289.468;54.473;52.02;38.653
3290.477;54.473;52.02;38.653
3291.492;54.467;52.019;38.653
3292.48;54.466;52.017;38.65
3293.48;54.481;52.019;38.653
3294.474;54.459;52.017;38.649
3295.467;54.482;52.018;38.651
3296.464;54.477;52.019;38.652
3297.464;54.47;52.015;38.647
3298.469;54.473;52.019;38.652
3299.45;54.473;52.016;38.649
3300.463;54.474;52.017;38.65
3301.45;54.477;52.018;38.65
3302.439;54.463;52.017;38.65
3303.43;54.473;52.017;38.648
3304.424;54.466;52.017;38.65
3305.425;54.473;52.016;38.65
3306.417;54.463;52.016;38.648
