IDs:;240718_15_240712K;15_DNAJB6_00_087_uM;
4713.998;70.984;49.58;38.112
4714.996;70.986;49.58;38.113
4716.003;70.985;49.579;38.11
4716.99;70.985;49.577;38.109
4717.988;70.976;49.577;38.109
4718.983;71.009;49.58;38.112
4719.978;70.974;49.577;38.109
4720.98;70.977;49.579;38.11
4721.992;70.988;49.578;38.11
4722.989;70.97;49.578;38.111
4723.997;70.972;49.58;38.111
4725.002;70.972;49.581;38.112
4726.011;70.97;49.581;38.113
4727.023;70.984;49.577;38.108
4728.039;70.998;49.58;38.112
4729.027;70.953;49.577;38.108
4730.048;70.955;49.58;38.11
4731.043;70.972;49.578;38.108
4732.041;70.965;49.577;38.108
4733.05;70.965;49.576;38.107
4734.051;70.958;49.577;38.108
4735.045;70.984;49.576;38.108
4736.042;70.957;49.574;38.105
4737.029;70.973;49.575;38.106
4738.033;70.971;49.576;38.108
4739.032;70.957;49.576;38.106
4740.023;70.984;49.577;38.109
4741.01;70.959;49.576;38.107
4741.998;70.98;49.573;38.104
4742.992;70.997;49.575;38.107
4743.967;70.961;49.576;38.107
4744.954;70.977;49.575;38.107
4745.942;70.948;49.572;38.104
4746.942;70.968;49.574;38.106
4747.961;70.987;49.573;38.104
4748.961;70.994;49.571;38.103
4749.965;70.95;49.57;38.101
4750.973;70.96;49.575;38.106
4751.958;70.943;49.571;38.102
4752.945;70.971;49.572;38.103
4753.974;70.957;49.573;38.105
4754.977;70.932;49.572;38.103
4755.984;70.958;49.572;38.104
4756.996;70.954;49.575;38.105
4757.986;71;49.574;38.106
4758.978;70.948;49.571;38.102
4760.004;70.968;49.573;38.104
4761.001;70.936;49.57;38.102
4762.001;70.954;49.569;38.101
4763.004;70.96;49.572;38.103
4764.008;70.92;49.572;38.102
4765.015;70.994;49.573;38.103
4766.018;70.954;49.572;38.103
4767.011;70.962;49.571;38.103
4768.014;70.962;49.572;38.104
4769.011;70.955;49.571;38.103
4770.01;70.951;49.571;38.102
4771.015;70.933;49.573;38.104
4772.004;70.957;49.572;38.102
4772.993;70.997;49.575;38.104
4774.015;70.958;49.574;38.105
4775.018;70.953;49.57;38.101
4776.001;70.958;49.571;38.102
4777.004;70.933;49.571;38.101
4777.994;70.944;49.573;38.103
4779.001;70.969;49.573;38.103
4780.013;70.931;49.571;38.1
4781.016;70.936;49.573;38.103
4782.021;70.948;49.572;38.103
4783.005;70.938;49.572;38.103
4783.995;70.951;49.571;38.102
4784.995;70.926;49.57;38.099
4785.996;70.913;49.572;38.102
4787.004;70.914;49.569;38.099
4787.986;70.922;49.57;38.099
4788.97;70.976;49.57;38.102
4789.967;70.953;49.569;38.099
4790.964;70.947;49.57;38.101
4791.964;70.931;49.569;38.099
4792.968;70.953;49.568;38.099
4793.951;70.944;49.571;38.101
4794.967;70.936;49.568;38.098
4795.987;70.981;49.574;38.103
4796.976;70.924;49.569;38.098
4797.97;70.915;49.57;38.099
4798.969;70.931;49.57;38.1
4799.977;70.932;49.568;38.098
4800.984;70.959;49.569;38.099
4801.985;70.925;49.567;38.097
4802.987;70.946;49.57;38.1
4803.978;70.95;49.567;38.097
4804.974;70.92;49.571;38.1
4805.976;70.894;49.569;38.098
4806.978;70.901;49.568;38.098
4807.984;70.932;49.569;38.1
4808.976;70.951;49.568;38.099
4809.965;70.959;49.567;38.098
4810.979;70.918;49.57;38.099
4811.979;70.932;49.569;38.099
4812.992;70.967;49.571;38.1
4813.99;70.953;49.57;38.1
4814.994;70.917;49.569;38.098
4816.007;70.926;49.569;38.099
4817.001;70.935;49.569;38.1
4817.999;70.917;49.569;38.098
4819.015;70.91;49.568;38.097
4820.004;70.897;49.568;38.097
4820.995;70.913;49.569;38.098
4821.989;70.916;49.569;38.098
4822.99;70.923;49.568;38.097
4823.993;70.95;49.567;38.097
4825.002;70.928;49.567;38.097
4825.984;70.946;49.568;38.097
4826.971;70.918;49.566;38.096
4827.964;70.906;49.565;38.095
4828.965;70.915;49.567;38.097
4829.966;70.944;49.567;38.097
4830.97;70.934;49.566;38.097
4831.969;70.914;49.568;38.097
4832.95;70.929;49.565;38.095
4833.952;70.919;49.565;38.095
4834.943;70.919;49.567;38.097
4835.932;70.9;49.569;38.098
4836.942;70.925;49.565;38.096
4837.923;70.925;49.566;38.097
4838.918;70.916;49.566;38.096
4839.9;70.915;49.564;38.093
4840.895;70.948;49.57;38.099
4841.87;70.924;49.565;38.095
4842.859;70.925;49.564;38.093
4843.853;70.931;49.565;38.094
4844.861;70.914;49.563;38.092
4845.845;70.897;49.564;38.094
4846.83;70.934;49.564;38.093
4847.813;70.905;49.563;38.093
4848.816;70.912;49.563;38.093
4849.808;70.903;49.56;38.089
4850.801;70.963;49.566;38.094
4851.8;70.908;49.562;38.091
4852.806;70.919;49.565;38.094
4853.813;70.916;49.56;38.09
4854.827;70.888;49.561;38.09
4855.844;70.967;49.562;38.09
4856.84;70.927;49.56;38.09
4857.838;70.911;49.558;38.087
4858.844;70.909;49.556;38.086
4859.854;70.934;49.561;38.088
4860.859;70.904;49.558;38.086
4861.865;70.91;49.557;38.087
4862.878;70.889;49.557;38.087
4863.862;70.905;49.558;38.087
4864.861;70.893;49.559;38.088
4865.86;70.911;49.558;38.087
4866.857;70.868;49.556;38.084
4867.854;70.89;49.557;38.086
4868.863;70.889;49.558;38.087
4869.867;70.883;49.557;38.086
4870.854;70.885;49.556;38.084
4871.861;70.895;49.556;38.084
4872.859;70.902;49.556;38.084
4873.865;70.885;49.555;38.083
4874.85;70.888;49.554;38.083
4875.842;70.885;49.555;38.084
4876.831;70.89;49.553;38.082
4877.816;70.911;49.551;38.08
4878.811;70.911;49.553;38.082
4879.795;70.885;49.554;38.082
4880.786;70.905;49.553;38.082
4881.797;70.894;49.555;38.084
4882.809;70.942;49.553;38.081
4883.824;70.866;49.554;38.082
4884.814;70.877;49.553;38.08
4885.808;70.887;49.553;38.082
4886.803;70.935;49.557;38.085
4887.803;70.886;49.554;38.082
4888.777;70.872;49.554;38.082
4889.785;70.875;49.552;38.081
4890.787;70.905;49.549;38.078
4891.794;70.874;49.552;38.081
4892.787;70.853;49.551;38.079
4893.773;70.894;49.549;38.078
4894.772;70.889;49.552;38.08
4895.754;70.891;49.551;38.079
4896.752;70.884;49.549;38.077
4897.751;70.936;49.555;38.083
4898.759;70.882;49.549;38.078
4899.772;70.888;49.549;38.078
4900.756;70.888;49.548;38.076
4901.74;70.848;49.55;38.078
4902.734;70.875;49.549;38.077
4903.724;70.87;49.55;38.078
4904.719;70.866;49.548;38.076
4905.702;70.863;49.548;38.076
4906.706;70.878;49.549;38.077
4907.688;70.918;49.552;38.079
4908.673;70.864;49.548;38.075
4909.666;70.867;49.548;38.076
4910.665;70.86;49.547;38.075
4911.666;70.882;49.549;38.077
4912.675;70.868;49.547;38.074
4913.654;70.862;49.547;38.075
4914.669;70.932;49.55;38.077
4915.656;70.873;49.547;38.075
4916.647;70.841;49.546;38.074
4917.645;70.868;49.547;38.075
4918.641;70.864;49.546;38.073
4919.644;70.86;49.546;38.074
4920.635;70.878;49.545;38.074
4921.627;70.868;49.543;38.071
4922.641;70.876;49.545;38.073
4923.653;70.866;49.544;38.072
4924.648;70.876;49.546;38.075
4925.629;70.938;49.548;38.076
4926.62;70.848;49.544;38.072
4927.63;70.863;49.544;38.073
4928.618;70.863;49.544;38.072
4929.642;70.883;49.549;38.077
4930.631;70.866;49.544;38.072
4931.623;70.87;49.544;38.072
4932.629;70.864;49.546;38.074
4933.616;70.844;49.545;38.073
4934.638;70.858;49.544;38.071
4935.639;70.861;49.543;38.071
4936.652;70.849;49.544;38.072
4937.673;70.88;49.543;38.071
4938.681;70.865;49.543;38.071
4939.691;70.92;49.548;38.075
4940.68;70.911;49.547;38.074
4941.672;70.846;49.543;38.07
4942.669;70.865;49.546;38.074
4943.675;70.84;49.544;38.071
4944.66;70.873;49.544;38.072
4945.649;70.848;49.545;38.072
4946.64;70.913;49.547;38.074
4947.63;70.85;49.544;38.071
4948.607;70.847;49.546;38.073
4949.606;70.847;49.544;38.072
4950.586;70.862;49.544;38.071
4951.594;70.817;49.541;38.068
4952.591;70.882;49.541;38.07
4953.595;70.8;49.543;38.069
4954.579;70.853;49.544;38.071
4955.572;70.828;49.545;38.072
4956.572;70.834;49.542;38.069
4957.582;70.834;49.544;38.072
4958.583;70.864;49.544;38.071
4959.558;70.852;49.542;38.069
4960.566;70.819;49.546;38.073
4961.566;70.817;49.545;38.071
4962.557;70.858;49.546;38.073
4963.549;70.84;49.547;38.074
4964.556;70.824;49.545;38.072
4965.565;70.841;49.544;38.072
4966.58;70.835;49.546;38.073
4967.575;70.843;49.546;38.073
4968.575;70.836;49.544;38.071
4969.582;70.84;49.546;38.074
4970.59;70.841;49.545;38.072
4971.61;70.831;49.545;38.071
4972.613;70.85;49.545;38.072
4973.614;70.842;49.543;38.07
4974.603;70.849;49.543;38.07
4975.588;70.832;49.545;38.072
4976.609;70.818;49.541;38.068
4977.602;70.844;49.542;38.068
4978.596;70.829;49.543;38.07
4979.594;70.853;49.544;38.07
4980.595;70.872;49.546;38.073
4981.589;70.883;49.547;38.073
4982.591;70.852;49.545;38.071
4983.589;70.857;49.546;38.074
4984.58;70.81;49.542;38.068
4985.585;70.813;49.546;38.072
4986.585;70.827;49.541;38.067
4987.597;70.82;49.543;38.07
4988.595;70.883;49.548;38.074
4989.579;70.842;49.542;38.068
4990.569;70.806;49.542;38.069
4991.563;70.828;49.547;38.072
4992.56;70.867;49.548;38.073
4993.544;70.85;49.546;38.072
4994.535;70.844;49.545;38.072
4995.538;70.881;49.549;38.074
4996.546;70.879;49.549;38.075
4997.536;70.828;49.545;38.071
4998.534;70.818;49.543;38.07
4999.512;70.84;49.545;38.072
5000.524;70.826;49.543;38.069
5001.514;70.794;49.542;38.068
5002.511;70.811;49.544;38.07
5003.515;70.824;49.542;38.069
5004.525;70.867;49.547;38.072
5005.542;70.836;49.545;38.071
5006.546;70.819;49.544;38.07
5007.549;70.809;49.547;38.072
5008.557;70.807;49.545;38.071
5009.571;70.817;49.547;38.073
5010.588;70.825;49.545;38.071
5011.585;70.814;49.544;38.07
5012.584;70.802;49.544;38.069
5013.59;70.808;49.543;38.069
5014.596;70.811;49.544;38.069
5015.581;70.803;49.545;38.071
5016.566;70.792;49.544;38.069
5017.554;70.81;49.543;38.07
5018.584;70.815;49.545;38.071
5019.587;70.804;49.544;38.069
5020.593;70.827;49.543;38.069
5021.589;70.813;49.543;38.068
5022.597;70.806;49.543;38.069
5023.599;70.778;49.542;38.067
5024.596;70.778;49.541;38.066
5025.582;70.79;49.542;38.067
5026.565;70.818;49.541;38.067
5027.555;70.813;49.542;38.067
5028.575;70.827;49.541;38.067
5029.566;70.775;49.537;38.062
5030.567;70.786;49.539;38.065
5031.56;70.787;49.539;38.065
5032.56;70.79;49.537;38.062
5033.55;70.866;49.543;38.068
5034.545;70.797;49.539;38.065
5035.546;70.784;49.538;38.063
5036.557;70.81;49.542;38.068
5037.57;70.785;49.54;38.065
5038.54;70.816;49.54;38.066
5039.544;70.809;49.542;38.067
5040.552;70.802;49.541;38.066
5041.564;70.789;49.538;38.064
5042.56;70.805;49.537;38.064
5043.556;70.817;49.54;38.065
5044.562;70.781;49.539;38.063
5045.572;70.755;49.542;38.066
5046.581;70.8;49.538;38.063
5047.597;70.765;49.54;38.064
5048.581;70.772;49.538;38.063
5049.574;70.796;49.54;38.065
5050.568;70.788;49.541;38.066
5051.572;70.779;49.538;38.063
5052.577;70.772;49.539;38.064
5053.589;70.777;49.538;38.063
5054.606;70.763;49.54;38.063
5055.61;70.762;49.539;38.064
5056.609;70.772;49.539;38.062
5057.6;70.776;49.538;38.063
5058.577;70.772;49.535;38.06
5059.574;70.782;49.536;38.061
5060.582;70.794;49.537;38.061
5061.571;70.804;49.539;38.063
5062.574;70.766;49.534;38.058
5063.574;70.787;49.537;38.062
5064.576;70.785;49.534;38.059
5065.571;70.755;49.534;38.058
5066.578;70.765;49.537;38.061
5067.581;70.774;49.536;38.061
5068.585;70.799;49.534;38.059
5069.598;70.792;49.533;38.057
5070.585;70.778;49.535;38.059
5071.58;70.76;49.534;38.057
5072.594;70.768;49.533;38.057
5073.586;70.791;49.531;38.055
5074.591;70.776;49.534;38.058
5075.597;70.753;49.531;38.055
5076.609;70.785;49.529;38.054
5077.602;70.779;49.53;38.055
5078.629;70.782;49.531;38.056
5079.627;70.78;49.53;38.054
5080.629;70.758;49.529;38.053
5081.637;70.749;49.529;38.052
5082.648;70.768;49.531;38.055
5083.662;70.759;49.53;38.054
5084.646;70.764;49.529;38.052
5085.641;70.751;49.532;38.055
5086.636;70.813;49.534;38.057
5087.626;70.763;49.529;38.053
5088.627;70.775;49.532;38.056
5089.632;70.753;49.529;38.052
5090.616;70.772;49.531;38.054
5091.62;70.75;49.526;38.05
5092.617;70.767;49.526;38.05
5093.601;70.763;49.527;38.051
5094.578;70.769;49.528;38.052
5095.566;70.749;49.527;38.051
5096.557;70.769;49.527;38.051
5097.568;70.751;49.526;38.05
5098.561;70.747;49.523;38.047
5099.561;70.746;49.526;38.05
5100.572;70.755;49.523;38.047
5101.578;70.765;49.526;38.05
5102.583;70.742;49.525;38.048
5103.565;70.74;49.526;38.05
5104.566;70.754;49.525;38.049
5105.569;70.725;49.525;38.049
5106.577;70.75;49.526;38.05
5107.561;70.751;49.523;38.047
5108.564;70.734;49.525;38.048
5109.573;70.737;49.522;38.046
5110.584;70.755;49.525;38.049
5111.569;70.755;49.525;38.048
5112.545;70.743;49.527;38.05
5113.525;70.739;49.526;38.049
5114.52;70.758;49.524;38.048
5115.512;70.717;49.524;38.047
5116.508;70.721;49.521;38.044
5117.51;70.749;49.521;38.045
5118.507;70.754;49.521;38.044
5119.509;70.736;49.52;38.043
5120.526;70.748;49.521;38.044
5121.512;70.745;49.521;38.044
5122.512;70.743;49.522;38.045
5123.507;70.737;49.52;38.043
5124.496;70.733;49.52;38.043
5125.497;70.735;49.522;38.044
5126.495;70.741;49.521;38.044
5127.506;70.728;49.521;38.044
5128.498;70.738;49.521;38.044
5129.506;70.711;49.52;38.043
5130.495;70.73;49.519;38.042
5131.499;70.721;49.517;38.039
5132.492;70.726;49.519;38.042
5133.506;70.734;49.518;38.04
5134.491;70.715;49.518;38.04
5135.495;70.732;49.519;38.042
5136.498;70.722;49.517;38.039
5137.485;70.745;49.517;38.04
5138.478;70.746;49.517;38.04
5139.481;70.701;49.516;38.038
5140.471;70.722;49.517;38.04
5141.461;70.71;49.517;38.04
5142.456;70.715;49.517;38.039
5143.454;70.719;49.519;38.041
5144.455;70.696;49.517;38.039
5145.433;70.725;49.514;38.037
5146.418;70.719;49.516;38.038
5147.435;70.701;49.515;38.037
5148.426;70.703;49.514;38.037
5149.429;70.71;49.515;38.038
5150.431;70.72;49.515;38.038
5151.407;70.722;49.513;38.036
5152.388;70.7;49.515;38.038
5153.37;70.767;49.518;38.04
5154.384;70.712;49.513;38.036
5155.374;70.722;49.516;38.039
5156.359;70.712;49.512;38.035
5157.357;70.708;49.512;38.035
5158.37;70.754;49.519;38.04
5159.373;70.699;49.511;38.033
5160.358;70.713;49.511;38.034
5161.353;70.722;49.512;38.035
5162.363;70.712;49.513;38.035
5163.353;70.694;49.513;38.036
5164.355;70.698;49.511;38.033
5165.366;70.685;49.511;38.033
5166.37;70.693;49.51;38.032
5167.375;70.687;49.511;38.033
5168.397;70.713;49.512;38.034
5169.395;70.695;49.51;38.032
5170.401;70.768;49.514;38.035
5171.421;70.697;49.51;38.032
5172.44;70.708;49.511;38.033
5173.434;70.709;49.51;38.032
5174.433;70.702;49.51;38.033
5175.449;70.697;49.507;38.029
5176.449;70.693;49.51;38.032
5177.446;70.671;49.508;38.029
5178.446;70.675;49.51;38.032
5179.453;70.691;49.509;38.031
5180.45;70.695;49.511;38.033
5181.451;70.698;49.513;38.034
5182.446;70.681;49.508;38.03
5183.441;70.681;49.511;38.032
5184.437;70.695;49.51;38.032
5185.441;70.698;49.508;38.03
5186.427;70.693;49.509;38.032
5187.414;70.66;49.51;38.031
5188.431;70.694;49.507;38.029
5189.43;70.702;49.507;38.029
5190.439;70.707;49.508;38.029
5191.428;70.706;49.506;38.028
5192.429;70.692;49.507;38.028
5193.438;70.679;49.509;38.03
5194.43;70.676;49.507;38.028
5195.433;70.683;49.507;38.028
5196.44;70.686;49.506;38.027
5197.432;70.692;49.506;38.028
5198.434;70.671;49.507;38.028
5199.44;70.673;49.506;38.027
5200.451;70.654;49.507;38.029
5201.437;70.66;49.503;38.024
5202.428;70.666;49.504;38.025
5203.424;70.687;49.505;38.027
5204.426;70.661;49.504;38.024
5205.408;70.66;49.504;38.025
5206.393;70.678;49.505;38.027
5207.385;70.679;49.507;38.029
5208.383;70.664;49.506;38.026
5209.381;70.665;49.506;38.027
5210.383;70.672;49.505;38.026
5211.394;70.674;49.506;38.027
5212.376;70.661;49.505;38.025
5213.363;70.677;49.504;38.025
5214.353;70.667;49.504;38.024
5215.347;70.655;49.505;38.026
5216.348;70.672;49.502;38.023
5217.351;70.651;49.502;38.024
5218.346;70.678;49.505;38.026
5219.322;70.654;49.503;38.024
5220.32;70.661;49.503;38.024
5221.304;70.655;49.505;38.025
5222.283;70.647;49.504;38.024
5223.275;70.674;49.501;38.022
5224.274;70.664;49.503;38.025
5225.282;70.674;49.503;38.024
5226.276;70.658;49.503;38.023
5227.295;70.652;49.502;38.022
5228.29;70.659;49.502;38.023
5229.307;70.663;49.503;38.023
5230.301;70.667;49.502;38.023
5231.302;70.653;49.503;38.023
5232.291;70.632;49.502;38.021
5233.287;70.641;49.503;38.023
5234.289;70.656;49.503;38.023
5235.272;70.645;49.501;38.021
5236.266;70.666;49.499;38.02
5237.26;70.667;49.498;38.019
5238.261;70.641;49.5;38.02
5239.246;70.665;49.498;38.019
5240.262;70.643;49.499;38.019
5241.25;70.648;49.5;38.02
5242.249;70.638;49.502;38.022
5243.252;70.634;49.5;38.019
5244.258;70.632;49.501;38.021
5245.267;70.629;49.5;38.019
5246.278;70.64;49.498;38.018
5247.292;70.647;49.499;38.019
5248.308;70.62;49.499;38.019
5249.33;70.647;49.499;38.02
5250.321;70.639;49.496;38.016
5251.328;70.66;49.498;38.019
5252.326;70.647;49.497;38.018
5253.328;70.631;49.498;38.018
5254.339;70.645;49.499;38.018
5255.343;70.636;49.499;38.019
5256.337;70.622;49.498;38.018
5257.355;70.644;49.498;38.018
5258.363;70.659;49.496;38.015
5259.36;70.636;49.497;38.017
5260.364;70.642;49.496;38.016
5261.358;70.629;49.496;38.015
5262.359;70.633;49.496;38.017
5263.352;70.618;49.497;38.016
5264.353;70.624;49.495;38.015
5265.362;70.625;49.494;38.014
5266.349;70.605;49.495;38.014
5267.347;70.599;49.498;38.016
5268.325;70.629;49.495;38.015
5269.316;70.618;49.494;38.014
5270.31;70.63;49.494;38.013
5271.313;70.619;49.495;38.014
5272.299;70.625;49.492;38.011
5273.294;70.625;49.495;38.014
5274.304;70.614;49.493;38.012
5275.29;70.614;49.494;38.013
5276.307;70.626;49.493;38.012
5277.306;70.609;49.493;38.012
5278.315;70.618;49.495;38.014
5279.328;70.597;49.493;38.012
5280.312;70.621;49.493;38.012
5281.301;70.61;49.493;38.012
5282.294;70.611;49.492;38.011
5283.289;70.62;49.493;38.012
5284.288;70.605;49.492;38.011
5285.289;70.621;49.492;38.012
5286.277;70.608;49.493;38.012
5287.274;70.616;49.493;38.012
5288.278;70.602;49.494;38.013
5289.287;70.616;49.49;38.009
5290.294;70.596;49.49;38.01
5291.296;70.587;49.494;38.013
5292.306;70.614;49.492;38.011
5293.326;70.599;49.491;38.01
5294.321;70.599;49.492;38.011
5295.314;70.61;49.49;38.008
5296.321;70.613;49.493;38.011
5297.329;70.61;49.492;38.01
5298.323;70.598;49.49;38.009
5299.327;70.602;49.491;38.01
5300.316;70.592;49.49;38.008
5301.316;70.585;49.491;38.009
5302.306;70.613;49.491;38.009
5303.301;70.604;49.488;38.007
5304.298;70.602;49.49;38.009
5305.304;70.592;49.49;38.008
5306.314;70.608;49.49;38.009
5307.303;70.559;49.49;38.008
5308.295;70.592;49.489;38.007
5309.301;70.605;49.489;38.008
5310.309;70.588;49.487;38.005
5311.292;70.579;49.49;38.007
5312.283;70.579;49.488;38.006
5313.281;70.574;49.487;38.005
5314.29;70.59;49.489;38.007
5315.299;70.583;49.485;38.003
5316.284;70.577;49.489;38.006
5317.271;70.586;49.488;38.006
5318.261;70.572;49.485;38.003
5319.275;70.57;49.487;38.005
5320.267;70.571;49.486;38.004
5321.269;70.582;49.486;38.004
5322.25;70.598;49.485;38.003
5323.237;70.589;49.486;38.004
5324.242;70.578;49.485;38.002
5325.228;70.564;49.487;38.004
5326.232;70.592;49.486;38.004
5327.216;70.568;49.486;38.003
5328.201;70.568;49.486;38.004
5329.204;70.573;49.487;38.005
5330.193;70.581;49.482;37.999
5331.186;70.565;49.487;38.005
5332.186;70.572;49.483;38.001
5333.174;70.579;49.483;38.001
5334.165;70.57;49.484;38.002
5335.155;70.573;49.484;38.001
5336.145;70.575;49.481;37.999
5337.144;70.589;49.485;38.003
5338.148;70.548;49.484;38.002
5339.161;70.567;49.483;38
5340.145;70.548;49.485;38.003
5341.148;70.565;49.483;38
5342.127;70.573;49.483;38
5343.115;70.571;49.482;38
5344.103;70.569;49.484;38.002
5345.093;70.547;49.483;37.999
5346.1;70.554;49.484;38.001
5347.075;70.55;49.484;38.001
5348.074;70.535;49.481;37.998
5349.077;70.574;49.481;37.999
5350.061;70.562;49.483;38.001
5351.061;70.564;49.481;37.998
5352.066;70.564;49.483;38
5353.058;70.546;49.484;38.001
5354.063;70.556;49.483;37.999
5355.048;70.559;49.483;38
5356.041;70.572;49.482;37.999
5357.053;70.58;49.482;38
5358.042;70.559;49.483;38
5359.044;70.553;49.483;37.999
5360.05;70.55;49.484;38.001
5361.038;70.553;49.483;37.999
5362.031;70.552;49.482;37.999
5363.015;70.564;49.485;38.002
5364.032;70.554;49.483;37.999
5365.028;70.569;49.48;37.998
5366.012;70.508;49.486;38.002
5366.997;70.506;49.484;37.999
5367.99;70.549;49.479;37.996
5368.985;70.57;49.479;37.996
5369.994;70.502;49.481;37.997
5370.994;70.49;49.483;37.999
5372.002;70.539;49.477;37.993
5372.998;70.535;49.478;37.995
5373.989;70.542;49.48;37.996
5374.983;70.544;49.477;37.994
5375.982;70.536;49.479;37.996
5376.982;70.527;49.475;37.991
5377.985;70.528;49.479;37.995
5378.989;70.519;49.478;37.994
5379.987;70.555;49.478;37.994
5380.985;70.52;49.48;37.996
5381.988;70.534;49.477;37.993
5382.989;70.563;49.477;37.994
5383.977;70.528;49.474;37.99
5384.996;70.513;49.477;37.993
5386.008;70.521;49.476;37.992
5387.004;70.545;49.477;37.994
5387.997;70.493;49.48;37.995
5388.998;70.52;49.478;37.994
5390.001;70.528;49.477;37.993
5390.987;70.481;49.478;37.993
5391.982;70.521;49.477;37.992
5392.985;70.53;49.479;37.995
5393.97;70.538;49.478;37.994
5394.96;70.54;49.474;37.99
5395.955;70.528;49.477;37.993
5396.958;70.54;49.477;37.992
5397.942;70.526;49.476;37.992
5398.929;70.509;49.478;37.993
5399.922;70.537;49.475;37.991
5400.92;70.522;49.476;37.991
5401.931;70.506;49.475;37.99
5402.931;70.516;49.475;37.991
5403.915;70.53;49.476;37.992
5404.925;70.514;49.475;37.99
5405.937;70.499;49.477;37.992
5406.925;70.515;49.476;37.991
5407.914;70.481;49.475;37.989
5408.909;70.524;49.477;37.993
5409.909;70.513;49.476;37.992
5410.91;70.517;49.476;37.991
5411.919;70.506;49.475;37.99
5412.93;70.513;49.474;37.99
5413.934;70.516;49.472;37.987
5414.937;70.51;49.474;37.989
5415.938;70.503;49.477;37.991
5416.927;70.527;49.472;37.986
5417.909;70.515;49.474;37.989
5418.905;70.512;49.474;37.99
5419.889;70.518;49.476;37.992
5420.892;70.504;49.474;37.988
5421.898;70.5;49.474;37.989
5422.888;70.495;49.471;37.986
5423.886;70.498;49.475;37.989
5424.891;70.5;49.473;37.987
5425.903;70.486;49.475;37.99
5426.902;70.501;49.474;37.988
5427.904;70.483;49.475;37.99
5428.887;70.487;49.474;37.989
5429.874;70.488;49.475;37.988
5430.858;70.484;49.473;37.987
5431.848;70.494;49.474;37.988
5432.842;70.481;49.474;37.988
5433.845;70.479;49.473;37.987
5434.853;70.491;49.473;37.987
5435.843;70.491;49.474;37.988
5436.84;70.488;49.474;37.988
5437.839;70.501;49.473;37.988
5438.847;70.479;49.472;37.986
5439.86;70.502;49.474;37.988
5440.851;70.483;49.471;37.985
5441.845;70.504;49.472;37.987
5442.845;70.489;49.472;37.985
5443.848;70.481;49.473;37.987
5444.837;70.491;49.476;37.989
5445.829;70.477;49.472;37.986
5446.829;70.485;49.474;37.988
5447.832;70.479;49.471;37.984
5448.835;70.483;49.472;37.985
5449.84;70.451;49.473;37.986
5450.846;70.476;49.472;37.986
5451.845;70.475;49.473;37.987
5452.831;70.483;49.468;37.982
5453.829;70.481;49.469;37.983
5454.842;70.484;49.471;37.985
5455.828;70.481;49.468;37.982
5456.817;70.476;49.471;37.985
5457.8;70.477;49.473;37.986
5458.803;70.481;49.471;37.984
5459.777;70.469;49.47;37.983
5460.788;70.486;49.472;37.985
5461.807;70.484;49.471;37.984
5462.804;70.472;49.47;37.984
5463.797;70.481;49.468;37.981
5464.803;70.474;49.471;37.984
5465.809;70.452;49.471;37.983
5466.824;70.468;49.471;37.984
5467.815;70.461;49.468;37.982
5468.815;70.494;49.47;37.984
5469.829;70.468;49.469;37.982
5470.82;70.479;49.468;37.981
5471.82;70.485;49.466;37.98
5472.822;70.474;49.468;37.981
5473.825;70.461;49.468;37.981
5474.832;70.463;49.47;37.983
5475.817;70.483;49.469;37.982
5476.801;70.47;49.468;37.981
5477.789;70.465;49.467;37.98
5478.781;70.457;49.468;37.98
5479.78;70.463;49.471;37.983
5480.776;70.449;49.468;37.98
5481.772;70.431;49.466;37.979
5482.776;70.48;49.465;37.979
5483.762;70.469;49.464;37.978
5484.775;70.505;49.466;37.98
5485.775;70.415;49.468;37.979
5486.761;70.45;49.467;37.979
5487.757;70.426;49.468;37.98
5488.74;70.445;49.464;37.977
5489.718;70.496;49.462;37.975
5490.705;70.423;49.466;37.977
5491.694;70.452;49.467;37.98
5492.692;70.445;49.464;37.976
5493.705;70.462;49.465;37.978
5494.696;70.438;49.464;37.977
5495.693;70.443;49.464;37.976
5496.688;70.429;49.465;37.977
5497.693;70.443;49.464;37.976
5498.698;70.438;49.464;37.976
5499.708;70.438;49.463;37.975
5500.701;70.429;49.465;37.978
5501.697;70.459;49.46;37.974
5502.697;70.42;49.46;37.971
5503.7;70.436;49.464;37.976
5504.705;70.414;49.463;37.974
5505.715;70.432;49.464;37.976
5506.732;70.425;49.463;37.975
5507.719;70.427;49.463;37.975
5508.711;70.427;49.461;37.973
5509.739;70.44;49.461;37.973
5510.738;70.428;49.458;37.97
5511.744;70.425;49.46;37.972
5512.744;70.43;49.458;37.971
5513.741;70.436;49.463;37.974
5514.733;70.439;49.462;37.974
5515.737;70.417;49.462;37.973
5516.731;70.419;49.462;37.973
5517.736;70.415;49.46;37.97
5518.736;70.422;49.462;37.974
5519.746;70.416;49.46;37.971
5520.75;70.407;49.461;37.972
5521.743;70.43;49.46;37.972
5522.761;70.407;49.461;37.972
5523.761;70.418;49.456;37.967
5524.767;70.399;49.458;37.969
5525.752;70.417;49.453;37.965
5526.75;70.401;49.455;37.966
5527.75;70.414;49.454;37.966
5528.729;70.404;49.457;37.968
5529.742;70.411;49.455;37.966
5530.731;70.407;49.456;37.968
5531.736;70.418;49.453;37.964
5532.754;70.393;49.457;37.968
5533.746;70.414;49.453;37.964
