IDs:;240716_09_240712G;09_DNAJB6_00_439_uM;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
3316.372;57.933;51.093;38.548
3317.382;57.936;51.093;38.549
3318.387;57.929;51.093;38.549
3319.399;57.938;51.092;38.548
3320.391;57.937;51.091;38.546
3321.392;57.928;51.093;38.549
3322.408;57.934;51.093;38.548
3323.402;57.929;51.092;38.547
3324.406;57.917;51.091;38.546
3325.407;57.924;51.092;38.547
3326.412;57.927;51.09;38.545
3327.393;57.929;51.092;38.547
3328.384;57.923;51.092;38.547
3329.373;57.921;51.092;38.547
3330.385;57.945;51.092;38.547
3331.381;57.921;51.092;38.547
3332.378;57.938;51.09;38.544
3333.38;57.928;51.091;38.546
3334.384;57.937;51.089;38.543
3335.373;57.936;51.092;38.547
3336.363;57.925;51.091;38.545
3337.355;57.932;51.092;38.546
3338.35;57.923;51.09;38.544
3339.351;57.927;51.091;38.545
3340.354;57.914;51.09;38.543
3341.363;57.922;51.091;38.545
3342.379;57.929;51.091;38.545
3343.402;57.907;51.089;38.542
3344.406;57.91;51.091;38.545
3345.419;57.912;51.09;38.543
3346.42;57.913;51.09;38.544
3347.428;57.915;51.088;38.541
3348.428;57.921;51.089;38.542
3349.42;57.91;51.09;38.543
3350.425;57.914;51.09;38.544
3351.426;57.918;51.089;38.541
3352.412;57.916;51.088;38.54
3353.407;57.912;51.09;38.542
3354.373;57.926;51.09;38.544
3355.376;57.906;51.091;38.542
3356.36;57.911;51.09;38.542
3357.358;57.906;51.091;38.543
3358.371;57.91;51.089;38.542
3359.369;57.905;51.088;38.541
3360.353;57.911;51.09;38.543
3361.344;57.908;51.089;38.541
3362.339;57.903;51.089;38.542
3363.34;57.901;51.089;38.542
3364.356;57.901;51.09;38.542
3365.376;57.896;51.09;38.541
3366.36;57.899;51.09;38.541
3367.371;57.9;51.088;38.54
3368.385;57.903;51.09;38.542
3369.382;57.898;51.089;38.54
3370.383;57.895;51.087;38.539
3371.386;57.905;51.087;38.538
3372.392;57.904;51.087;38.537
3373.401;57.899;51.088;38.539
3374.413;57.906;51.086;38.537
3375.397;57.893;51.088;38.54
3376.388;57.891;51.087;38.538
3377.38;57.893;51.087;38.538
3378.378;57.888;51.088;38.539
3379.379;57.891;51.086;38.537
3380.382;57.89;51.087;38.538
3381.359;57.892;51.088;38.538
3382.353;57.893;51.085;38.536
3383.346;57.887;51.086;38.537
3384.353;57.894;51.086;38.536
3385.329;57.893;51.084;38.534
3386.342;57.885;51.087;38.537
3387.346;57.892;51.085;38.534
3388.331;57.889;51.085;38.535
3389.326;57.892;51.085;38.536
3390.332;57.883;51.086;38.535
3391.323;57.882;51.085;38.534
3392.321;57.891;51.086;38.536
3393.31;57.879;51.085;38.534
3394.309;57.883;51.086;38.535
3395.295;57.89;51.085;38.534
3396.311;57.884;51.084;38.534
3397.313;57.882;51.084;38.534
3398.323;57.878;51.084;38.533
3399.309;57.881;51.084;38.534
3400.303;57.872;51.084;38.533
3401.3;57.881;51.083;38.533
3402.282;57.872;51.083;38.532
3403.299;57.875;51.084;38.532
3404.291;57.882;51.082;38.529
3405.286;57.87;51.082;38.53
3406.286;57.867;51.084;38.532
3407.292;57.879;51.082;38.53
3408.302;57.871;51.083;38.532
3409.316;57.865;51.082;38.531
3410.313;57.876;51.082;38.53
3411.313;57.882;51.082;38.53
3412.314;57.875;51.082;38.531
3413.316;57.867;51.084;38.532
3414.327;57.857;51.082;38.53
3415.341;57.867;51.083;38.531
3416.357;57.87;51.085;38.533
3417.344;57.87;51.083;38.531
3418.334;57.861;51.081;38.529
3419.328;57.862;51.082;38.529
3420.326;57.871;51.082;38.529
3421.336;57.861;51.082;38.53
3422.334;57.871;51.082;38.53
3423.31;57.863;51.083;38.53
3424.296;57.868;51.081;38.529
3425.294;57.869;51.081;38.529
3426.306;57.862;51.08;38.527
3427.307;57.874;51.081;38.528
3428.294;57.865;51.082;38.53
3429.291;57.859;51.081;38.528
3430.276;57.864;51.081;38.527
3431.278;57.87;51.081;38.527
3432.283;57.87;51.081;38.527
3433.291;57.867;51.08;38.527
3434.272;57.852;51.081;38.527
3435.254;57.853;51.082;38.528
3436.251;57.854;51.082;38.529
3437.254;57.854;51.08;38.527
3438.257;57.853;51.082;38.528
3439.267;57.853;51.081;38.526
3440.253;57.858;51.08;38.525
3441.259;57.847;51.081;38.527
3442.237;57.855;51.082;38.529
3443.228;57.849;51.081;38.527
3444.218;57.856;51.08;38.525
3445.216;57.846;51.08;38.526
3446.217;57.847;51.08;38.526
3447.232;57.849;51.08;38.524
3448.252;57.854;51.08;38.524
3449.272;57.86;51.079;38.525
3450.272;57.85;51.08;38.524
3451.274;57.853;51.08;38.525
3452.279;57.841;51.081;38.527
3453.292;57.853;51.078;38.523
3454.287;57.842;51.081;38.526
3455.285;57.841;51.078;38.522
3456.284;57.852;51.081;38.525
3457.274;57.847;51.08;38.523
3458.272;57.837;51.08;38.525
3459.26;57.842;51.081;38.526
3460.244;57.846;51.08;38.523
3461.241;57.833;51.078;38.522
3462.243;57.838;51.08;38.525
3463.24;57.831;51.08;38.523
3464.232;57.833;51.078;38.521
3465.228;57.84;51.08;38.524
3466.233;57.838;51.079;38.522
3467.227;57.838;51.079;38.524
3468.23;57.842;51.076;38.52
3469.243;57.842;51.077;38.521
3470.237;57.832;51.08;38.523
3471.216;57.852;51.076;38.519
3472.224;57.836;51.078;38.522
3473.214;57.831;51.078;38.521
3474.205;57.828;51.078;38.521
3475.205;57.834;51.077;38.521
3476.212;57.825;51.076;38.518
3477.193;57.837;51.076;38.519
3478.177;57.831;51.078;38.522
3479.155;57.828;51.078;38.521
3480.158;57.828;51.077;38.521
3481.167;57.825;51.078;38.521
3482.155;57.841;51.076;38.518
3483.174;57.827;51.076;38.518
3484.166;57.833;51.077;38.519
3485.163;57.84;51.077;38.52
3486.162;57.838;51.075;38.516
3487.166;57.816;51.077;38.52
3488.145;57.821;51.076;38.518
3489.126;57.819;51.078;38.519
3490.112;57.831;51.076;38.517
3491.129;57.822;51.077;38.517
3492.12;57.824;51.077;38.519
3493.146;57.822;51.076;38.516
3494.147;57.821;51.076;38.518
3495.141;57.822;51.075;38.516
3496.136;57.826;51.075;38.517
3497.136;57.812;51.076;38.517
3498.157;57.832;51.075;38.515
3499.149;57.837;51.077;38.518
3500.153;57.823;51.075;38.516
3501.143;57.818;51.075;38.515
3502.145;57.808;51.076;38.518
3503.127;57.815;51.074;38.515
3504.116;57.813;51.076;38.517
3505.1;57.817;51.075;38.515
3506.106;57.809;51.075;38.516
3507.107;57.808;51.076;38.516
3508.109;57.812;51.075;38.514
3509.107;57.81;51.076;38.518
3510.106;57.815;51.073;38.513
3511.092;57.812;51.073;38.512
3512.109;57.802;51.075;38.515
3513.108;57.812;51.074;38.514
3514.11;57.811;51.075;38.515
3515.116;57.814;51.073;38.513
3516.102;57.806;51.074;38.513
3517.091;57.804;51.075;38.515
3518.093;57.805;51.072;38.511
3519.098;57.806;51.074;38.515
3520.109;57.812;51.072;38.51
3521.123;57.802;51.072;38.513
3522.115;57.799;51.073;38.513
3523.113;57.799;51.073;38.514
3524.125;57.81;51.071;38.511
3525.138;57.801;51.073;38.512
3526.154;57.796;51.073;38.513
3527.174;57.805;51.071;38.508
3528.163;57.804;51.072;38.511
3529.154;57.797;51.072;38.509
3530.15;57.799;51.072;38.51
3531.147;57.789;51.073;38.513
3532.147;57.793;51.072;38.51
3533.146;57.807;51.07;38.508
3534.124;57.792;51.072;38.51
3535.125;57.788;51.075;38.514
3536.116;57.79;51.072;38.509
3537.094;57.793;51.072;38.509
3538.083;57.796;51.072;38.51
3539.085;57.786;51.072;38.51
3540.076;57.796;51.072;38.509
3541.078;57.799;51.072;38.509
3542.064;57.799;51.071;38.509
3543.063;57.791;51.072;38.509
3544.064;57.794;51.072;38.51
3545.059;57.79;51.07;38.508
3546.062;57.792;51.072;38.51
3547.058;57.786;51.072;38.509
3548.061;57.787;51.073;38.509
3549.056;57.785;51.072;38.509
3550.055;57.779;51.071;38.509
3551.058;57.785;51.072;38.51
3552.073;57.792;51.071;38.507
3553.074;57.803;51.069;38.504
3554.075;57.78;51.07;38.507
3555.084;57.779;51.072;38.509
3556.072;57.783;51.07;38.507
3557.06;57.782;51.07;38.507
3558.052;57.778;51.071;38.508
3559.05;57.786;51.067;38.502
3560.054;57.772;51.071;38.509
3561.064;57.792;51.068;38.504
3562.073;57.779;51.07;38.506
3563.099;57.783;51.067;38.502
3564.103;57.777;51.069;38.505
3565.108;57.78;51.069;38.506
3566.111;57.786;51.069;38.504
3567.104;57.774;51.068;38.504
3568.105;57.778;51.071;38.507
3569.118;57.769;51.069;38.505
3570.099;57.776;51.07;38.505
3571.092;57.775;51.07;38.506
3572.099;57.777;51.067;38.501
3573.091;57.777;51.071;38.506
3574.099;57.767;51.068;38.501
3575.102;57.77;51.068;38.504
3576.081;57.776;51.069;38.503
3577.067;57.776;51.068;38.503
3578.066;57.773;51.068;38.502
3579.079;57.758;51.065;38.499
3580.07;57.775;51.066;38.5
3581.064;57.77;51.069;38.503
3582.064;57.78;51.067;38.501
3583.059;57.758;51.067;38.502
3584.045;57.772;51.067;38.501
3585.04;57.765;51.066;38.5
3586.039;57.769;51.066;38.5
3587.044;57.75;51.065;38.499
3588.052;57.769;51.065;38.499
3589.033;57.77;51.065;38.499
3590.048;57.751;51.065;38.499
3591.039;57.748;51.064;38.496
3592.039;57.759;51.068;38.501
3593.043;57.748;51.065;38.499
3594.052;57.766;51.062;38.495
3595.036;57.756;51.064;38.498
3596.053;57.754;51.066;38.5
3597.041;57.74;51.061;38.494
3598.042;57.751;51.065;38.498
3599.051;57.75;51.064;38.498
3600.048;57.747;51.065;38.499
3601.049;57.754;51.064;38.497
3602.049;57.738;51.066;38.498
3603.036;57.759;51.064;38.496
3604.018;57.752;51.063;38.496
3605.009;57.729;51.061;38.493
3605.991;57.747;51.063;38.495
3606.995;57.756;51.063;38.496
3607.997;57.754;51.061;38.493
3608.987;57.761;51.06;38.491
3609.997;57.751;51.063;38.496
3611.012;57.748;51.063;38.495
3612.019;57.746;51.062;38.494
3613;57.733;51.061;38.494
3614.005;57.742;51.064;38.496
3615.013;57.739;51.061;38.493
3616.028;57.743;51.061;38.494
3617.018;57.716;51.059;38.491
3617.999;57.744;51.061;38.492
3619.008;57.724;51.06;38.492
3619.994;57.719;51.061;38.493
3620.988;57.741;51.062;38.493
3621.989;57.74;51.063;38.495
3622.975;57.73;51.058;38.488
3623.964;57.743;51.062;38.493
3624.953;57.742;51.062;38.494
3625.953;57.737;51.06;38.491
3626.957;57.748;51.061;38.491
3627.959;57.728;51.061;38.491
3628.935;57.74;51.06;38.49
3629.946;57.721;51.06;38.491
3630.942;57.716;51.06;38.491
3631.939;57.742;51.06;38.49
3632.94;57.717;51.057;38.488
3633.94;57.716;51.059;38.491
3634.935;57.737;51.061;38.492
3635.95;57.722;51.061;38.492
3636.939;57.734;51.06;38.49
3637.921;57.712;51.059;38.49
3638.914;57.722;51.058;38.486
3639.896;57.743;51.059;38.487
3640.886;57.715;51.063;38.495
3641.892;57.689;51.057;38.487
3642.89;57.717;51.062;38.492
3643.897;57.714;51.059;38.488
3644.876;57.715;51.06;38.489
3645.878;57.71;51.059;38.487
3646.863;57.701;51.058;38.488
3647.859;57.721;51.059;38.488
3648.86;57.703;51.058;38.488
3649.865;57.719;51.059;38.489
3650.876;57.708;51.059;38.487
3651.869;57.728;51.056;38.483
3652.852;57.714;51.06;38.489
3653.837;57.705;51.059;38.487
3654.842;57.681;51.057;38.486
3655.823;57.678;51.056;38.483
3656.811;57.704;51.056;38.484
3657.821;57.698;51.056;38.486
3658.804;57.705;51.056;38.486
3659.788;57.696;51.057;38.486
3660.78;57.698;51.057;38.486
3661.773;57.716;51.058;38.485
3662.752;57.712;51.058;38.487
3663.764;57.69;51.058;38.487
3664.76;57.692;51.058;38.487
3665.757;57.71;51.055;38.484
3666.747;57.71;51.055;38.482
3667.751;57.692;51.054;38.481
3668.749;57.683;51.057;38.484
3669.733;57.686;51.057;38.485
3670.716;57.709;51.054;38.482
3671.718;57.698;51.053;38.481
3672.713;57.697;51.056;38.483
3673.697;57.697;51.055;38.483
3674.673;57.672;51.054;38.48
3675.681;57.682;51.056;38.483
3676.66;57.685;51.056;38.483
3677.64;57.684;51.055;38.483
3678.631;57.669;51.053;38.48
3679.634;57.669;51.055;38.481
3680.61;57.705;51.057;38.485
3681.626;57.679;51.056;38.483
3682.645;57.662;51.057;38.484
3683.647;57.677;51.056;38.48
3684.651;57.666;51.053;38.48
3685.662;57.687;51.055;38.482
3686.645;57.683;51.056;38.483
3687.632;57.679;51.055;38.483
3688.624;57.678;51.054;38.48
3689.619;57.661;51.054;38.481
3690.616;57.678;51.054;38.481
3691.618;57.665;51.053;38.48
3692.592;57.658;51.053;38.48
3693.599;57.678;51.051;38.477
3694.613;57.686;51.052;38.479
3695.612;57.656;51.055;38.481
3696.618;57.671;51.051;38.476
3697.614;57.647;51.054;38.479
3698.61;57.688;51.051;38.476
3699.605;57.664;51.051;38.478
3700.617;57.646;51.051;38.476
3701.596;57.67;51.054;38.479
3702.587;57.657;51.053;38.48
3703.576;57.663;51.051;38.473
3704.572;57.669;51.052;38.478
3705.587;57.644;51.054;38.48
3706.584;57.639;51.053;38.478
3707.566;57.642;51.052;38.478
3708.558;57.667;51.052;38.478
3709.56;57.65;51.052;38.475
3710.552;57.652;51.052;38.477
3711.54;57.654;51.055;38.48
3712.53;57.645;51.052;38.475
3713.534;57.655;51.054;38.478
3714.546;57.651;51.05;38.474
3715.547;57.659;51.053;38.478
3716.548;57.644;51.05;38.474
3717.53;57.641;51.051;38.474
3718.517;57.645;51.051;38.476
3719.515;57.649;51.052;38.476
3720.515;57.629;51.048;38.469
3721.521;57.653;51.055;38.478
3722.532;57.633;51.048;38.472
3723.514;57.65;51.052;38.475
3724.504;57.649;51.05;38.473
3725.504;57.638;51.049;38.471
3726.506;57.641;51.05;38.473
3727.49;57.632;51.052;38.475
3728.479;57.617;51.049;38.471
3729.468;57.615;51.05;38.473
3730.463;57.634;51.05;38.473
3731.46;57.627;51.049;38.471
3732.461;57.637;51.051;38.473
3733.463;57.626;51.051;38.473
3734.437;57.645;51.049;38.473
3735.432;57.614;51.049;38.471
3736.434;57.618;51.049;38.472
3737.423;57.612;51.047;38.469
3738.429;57.623;51.05;38.473
3739.414;57.622;51.052;38.475
3740.422;57.61;51.049;38.47
3741.406;57.627;51.049;38.47
3742.419;57.629;51.046;38.468
3743.43;57.631;51.05;38.471
3744.421;57.609;51.047;38.468
3745.404;57.62;51.048;38.468
3746.4;57.603;51.049;38.47
3747.375;57.624;51.048;38.471
3748.386;57.614;51.049;38.471
3749.378;57.635;51.048;38.468
3750.366;57.608;51.048;38.468
3751.363;57.618;51.047;38.468
3752.368;57.62;51.048;38.471
3753.374;57.607;51.049;38.47
3754.384;57.595;51.049;38.469
3755.363;57.6;51.047;38.468
3756.355;57.597;51.047;38.467
3757.361;57.619;51.049;38.469
3758.356;57.594;51.047;38.468
3759.35;57.629;51.05;38.47
3760.348;57.595;51.047;38.467
3761.346;57.602;51.045;38.465
3762.334;57.608;51.047;38.467
3763.327;57.595;51.048;38.468
3764.331;57.609;51.047;38.467
3765.327;57.608;51.047;38.469
3766.325;57.607;51.049;38.468
3767.335;57.602;51.047;38.468
3768.321;57.599;51.046;38.466
3769.298;57.603;51.046;38.466
3770.305;57.595;51.045;38.465
3771.311;57.613;51.049;38.469
3772.305;57.585;51.047;38.466
3773.285;57.592;51.046;38.465
3774.293;57.605;51.045;38.464
3775.307;57.592;51.045;38.465
3776.293;57.595;51.044;38.464
3777.316;57.617;51.046;38.465
3778.309;57.585;51.045;38.465
3779.309;57.585;51.043;38.461
3780.326;57.579;51.044;38.463
3781.341;57.582;51.045;38.464
3782.326;57.578;51.044;38.462
3783.304;57.577;51.042;38.461
3784.306;57.613;51.046;38.465
3785.312;57.584;51.04;38.459
3786.301;57.589;51.04;38.459
3787.299;57.593;51.042;38.462
3788.296;57.588;51.039;38.458
3789.293;57.578;51.041;38.459
3790.295;57.581;51.042;38.461
3791.289;57.584;51.04;38.459
3792.271;57.575;51.04;38.459
3793.253;57.575;51.041;38.46
3794.24;57.57;51.043;38.46
3795.221;57.571;51.041;38.458
3796.203;57.578;51.038;38.457
3797.203;57.577;51.04;38.457
3798.209;57.572;51.038;38.457
3799.221;57.579;51.038;38.456
3800.215;57.573;51.038;38.456
3801.226;57.562;51.042;38.459
3802.231;57.565;51.039;38.456
3803.233;57.591;51.039;38.458
3804.214;57.572;51.039;38.457
3805.232;57.569;51.038;38.454
3806.241;57.596;51.04;38.457
3807.221;57.564;51.038;38.454
3808.207;57.57;51.037;38.454
3809.198;57.567;51.039;38.456
3810.198;57.567;51.038;38.455
3811.203;57.59;51.041;38.458
3812.217;57.576;51.035;38.451
3813.233;57.554;51.039;38.457
3814.254;57.555;51.039;38.455
3815.25;57.565;51.036;38.453
3816.251;57.559;51.037;38.452
3817.257;57.557;51.039;38.455
3818.265;57.566;51.036;38.451
3819.278;57.555;51.038;38.454
3820.27;57.556;51.037;38.453
3821.277;57.555;51.038;38.454
3822.28;57.55;51.036;38.453
3823.285;57.553;51.039;38.455
3824.293;57.553;51.036;38.453
3825.3;57.549;51.037;38.453
3826.306;57.559;51.037;38.452
3827.307;57.546;51.038;38.455
3828.287;57.558;51.037;38.454
3829.271;57.558;51.036;38.451
3830.255;57.568;51.038;38.452
3831.254;57.563;51.033;38.448
3832.247;57.548;51.035;38.45
3833.251;57.56;51.035;38.448
3834.26;57.548;51.036;38.452
3835.246;57.542;51.035;38.45
3836.244;57.536;51.037;38.452
3837.234;57.539;51.037;38.451
3838.241;57.537;51.038;38.452
3839.231;57.539;51.038;38.452
3840.226;57.537;51.036;38.449
3841.23;57.543;51.036;38.451
3842.229;57.545;51.033;38.447
3843.206;57.539;51.035;38.449
3844.19;57.531;51.039;38.453
3845.193;57.564;51.038;38.453
3846.193;57.538;51.034;38.448
3847.197;57.546;51.034;38.448
3848.174;57.533;51.038;38.452
3849.186;57.537;51.035;38.448
3850.187;57.53;51.037;38.451
3851.188;57.545;51.034;38.447
3852.192;57.533;51.036;38.45
3853.202;57.54;51.035;38.446
3854.219;57.558;51.037;38.45
3855.208;57.525;51.037;38.45
3856.199;57.527;51.036;38.449
3857.189;57.53;51.037;38.45
3858.176;57.526;51.036;38.449
3859.173;57.54;51.033;38.446
3860.153;57.527;51.037;38.449
3861.165;57.534;51.033;38.445
3862.15;57.554;51.035;38.447
3863.148;57.527;51.036;38.448
3864.14;57.518;51.034;38.447
3865.132;57.528;51.034;38.445
3866.127;57.533;51.032;38.444
3867.113;57.525;51.032;38.444
3868.127;57.55;51.037;38.45
3869.123;57.526;51.035;38.446
3870.126;57.514;51.035;38.447
3871.125;57.523;51.035;38.447
3872.125;57.508;51.034;38.446
3873.13;57.521;51.034;38.445
3874.112;57.522;51.034;38.447
3875.1;57.554;51.033;38.443
3876.093;57.544;51.036;38.445
3877.096;57.516;51.035;38.445
3878.103;57.515;51.033;38.444
3879.091;57.514;51.035;38.446
3880.084;57.542;51.033;38.443
3881.082;57.504;51.035;38.446
3882.061;57.514;51.034;38.445
3883.071;57.504;51.035;38.444
3884.054;57.555;51.032;38.443
3885.063;57.541;51.035;38.446
3886.053;57.538;51.033;38.443
3887.052;57.509;51.033;38.443
3888.038;57.533;51.035;38.445
3889.016;57.528;51.029;38.439
3890.03;57.513;51.033;38.443
3891.029;57.499;51.035;38.445
3892.037;57.499;51.033;38.444
3893.02;57.506;51.033;38.444
3894.007;57.541;51.031;38.441
3894.997;57.54;51.03;38.441
3895.997;57.541;51.033;38.444
3897.012;57.542;51.031;38.44
3898.033;57.512;51.03;38.441
3899.034;57.528;51.036;38.445
3900.04;57.5;51.03;38.44
3901.022;57.537;51.031;38.44
3902.012;57.504;51.033;38.441
3903.004;57.506;51.033;38.442
3904.004;57.52;51.035;38.445
3905.014;57.536;51.034;38.443
3906.028;57.498;51.033;38.441
3907.047;57.523;51.035;38.445
3908.045;57.526;51.036;38.444
3909.051;57.495;51.032;38.441
3910.059;57.494;51.033;38.442
3911.07;57.499;51.031;38.441
3912.057;57.529;51.033;38.442
3913.052;57.503;51.03;38.439
3914.049;57.506;51.027;38.436
3915.048;57.51;51.028;38.435
3916.052;57.531;51.031;38.439
3917.061;57.525;51.033;38.441
3918.071;57.483;51.031;38.439
3919.058;57.515;51.032;38.441
3920.047;57.489;51.032;38.44
3921.071;57.485;51.029;38.437
3922.067;57.506;51.036;38.441
3923.063;57.487;51.032;38.439
3924.062;57.485;51.031;38.44
3925.065;57.489;51.03;38.438
3926.061;57.522;51.031;38.438
3927.072;57.501;51.034;38.442
3928.076;57.525;51.029;38.436
3929.077;57.51;51.034;38.442
3930.067;57.504;51.034;38.44
3931.061;57.513;51.032;38.439
3932.06;57.513;51.032;38.439
3933.076;57.479;51.033;38.44
3934.08;57.505;51.032;38.438
3935.08;57.492;51.029;38.437
3936.085;57.51;51.033;38.44
3937.066;57.48;51.03;38.437
3938.073;57.51;51.033;38.439
3939.047;57.517;51.03;38.437
3940.049;57.512;51.031;38.439
3941.028;57.482;51.028;38.433
3942.016;57.49;51.033;38.439
3943.009;57.47;51.031;38.437
3944.005;57.5;51.03;38.435
3945.01;57.469;51.032;38.439
3945.995;57.509;51.031;38.436
3946.985;57.5;51.03;38.435
3947.98;57.5;51.03;38.436
3948.984;57.501;51.029;38.435
3949.968;57.489;51.029;38.435
3950.952;57.511;51.029;38.434
3951.973;57.515;51.028;38.431
3952.969;57.49;51.031;38.437
3953.967;57.489;51.031;38.436
3954.968;57.481;51.03;38.435
3955.971;57.5;51.03;38.436
3956.982;57.501;51.028;38.434
3957.994;57.491;51.03;38.434
3958.993;57.456;51.027;38.431
3959.979;57.503;51.029;38.433
3960.975;57.498;51.029;38.434
3961.975;57.5;51.027;38.431
3962.965;57.497;51.029;38.433
3963.966;57.495;51.028;38.432
3964.963;57.459;51.028;38.433
3965.952;57.453;51.029;38.433
3966.952;57.49;51.027;38.431
3967.969;57.455;51.029;38.433
3968.971;57.498;51.024;38.427
3969.967;57.493;51.026;38.429
3970.98;57.486;51.025;38.429
3971.973;57.499;51.025;38.429
3972.966;57.483;51.025;38.431
3973.965;57.492;51.024;38.428
3974.984;57.475;51.026;38.43
3976.004;57.476;51.027;38.432
3976.999;57.482;51.026;38.429
3978.003;57.488;51.026;38.429
3979.011;57.49;51.025;38.429
3980.029;57.452;51.023;38.427
3981.024;57.494;51.022;38.425
3981.996;57.491;51.023;38.425
3983.002;57.489;51.024;38.427
3984.012;57.474;51.025;38.428
3985.026;57.482;51.025;38.428
3986.01;57.443;51.022;38.426
3987.001;57.476;51.024;38.427
3987.994;57.45;51.024;38.427
3988.975;57.491;51.023;38.425
3989.965;57.495;51.021;38.423
3990.973;57.479;51.024;38.427
3991.955;57.446;51.024;38.428
3992.948;57.437;51.021;38.423
3993.929;57.476;51.025;38.427
3994.915;57.428;51.022;38.426
3995.905;57.464;51.027;38.43
3996.903;57.435;51.019;38.421
3997.907;57.477;51.024;38.426
3998.904;57.47;51.022;38.423
3999.916;57.477;51.024;38.426
4000.9;57.464;51.026;38.428
4001.901;57.421;51.022;38.424
4002.903;57.441;51.02;38.423
4003.905;57.431;51.019;38.419
4004.906;57.437;51.019;38.422
4005.916;57.45;51.017;38.415
4006.929;57.479;51.022;38.423
4007.921;57.463;51.023;38.425
4008.921;57.493;51.019;38.419
4009.904;57.464;51.022;38.423
4010.92;57.486;51.021;38.421
4011.915;57.46;51.025;38.426
4012.91;57.436;51.017;38.418
4013.906;57.42;51.019;38.419
4014.917;57.419;51.021;38.423
4015.902;57.463;51.023;38.423
4016.903;57.431;51.02;38.421
4017.903;57.423;51.018;38.418
4018.911;57.447;51.024;38.425
4019.895;57.429;51.018;38.418
4020.876;57.42;51.019;38.42
4021.891;57.463;51.022;38.423
4022.892;57.456;51.021;38.422
4023.892;57.419;51.018;38.419
4024.909;57.454;51.023;38.424
4025.896;57.459;51.021;38.42
4026.875;57.452;51.024;38.424
4027.875;57.419;51.019;38.42
4028.89;57.453;51.023;38.424
4029.884;57.462;51.02;38.419
4030.883;57.427;51.015;38.416
4031.886;57.414;51.019;38.418
4032.893;57.447;51.022;38.422
4033.877;57.461;51.022;38.421
4034.86;57.422;51.019;38.419
4035.877;57.455;51.024;38.422
4036.868;57.448;51.023;38.423
4037.862;57.41;51.018;38.418
4038.86;57.406;51.019;38.417
4039.87;57.411;51.019;38.417
4040.853;57.423;51.013;38.41
4041.846;57.409;51.018;38.417
4042.834;57.437;51.016;38.411
4043.826;57.409;51.017;38.415
4044.837;57.42;51.016;38.414
4045.827;57.408;51.018;38.415
4046.831;57.409;51.016;38.414
4047.825;57.458;51.018;38.417
4048.812;57.411;51.014;38.412
4049.796;57.4;51.016;38.415
4050.792;57.412;51.013;38.411
4051.792;57.448;51.016;38.414
4052.797;57.401;51.013;38.412
4053.814;57.442;51.015;38.411
4054.813;57.44;51.017;38.414
4055.818;57.407;51.012;38.41
4056.806;57.406;51.012;38.409
4057.803;57.398;51.015;38.413
4058.804;57.41;51.011;38.407
4059.809;57.405;51.014;38.412
4060.82;57.401;51.014;38.41
4061.808;57.438;51.017;38.414
4062.797;57.432;51.019;38.417
4063.796;57.398;51.009;38.408
4064.796;57.392;51.012;38.41
4065.804;57.447;51.012;38.408
4066.787;57.428;51.011;38.41
4067.78;57.448;51.011;38.409
4068.774;57.398;51.007;38.404
4069.753;57.436;51.011;38.407
4070.759;57.427;51.013;38.412
4071.768;57.382;51.009;38.406
4072.768;57.446;51.012;38.409
4073.745;57.39;51.011;38.408
4074.739;57.403;51.007;38.402
4075.738;57.396;51.007;38.404
4076.729;57.448;51.011;38.406
4077.708;57.44;51.012;38.409
4078.715;57.388;51.01;38.407
4079.719;57.416;51.016;38.413
4080.719;57.381;51.008;38.405
4081.732;57.405;51.008;38.403
4082.722;57.386;51.008;38.404
4083.723;57.38;51.012;38.406
4084.723;57.383;51.011;38.407
4085.724;57.393;51.007;38.404
4086.731;57.384;51.008;38.404
4087.734;57.385;51.01;38.407
4088.736;57.412;51.014;38.411
4089.725;57.379;51.007;38.403
4090.728;57.376;51.007;38.404
4091.729;57.379;51.007;38.403
4092.712;57.392;51.007;38.402
4093.703;57.392;51.008;38.403
4094.696;57.379;51.008;38.404
4095.693;57.384;51.01;38.404
4096.668;57.384;51.006;38.401
4097.657;57.385;51.008;38.401
4098.678;57.379;51.005;38.401
4099.662;57.377;51.007;38.403
4100.649;57.395;51.006;38.403
4101.644;57.378;51.004;38.398
4102.623;57.37;51.003;38.397
4103.613;57.382;51.004;38.398
4104.614;57.377;51.002;38.397
4105.597;57.42;51.003;38.399
4106.589;57.375;51.001;38.397
4107.574;57.375;51.001;38.395
4108.576;57.365;51.001;38.394
4109.587;57.403;51.007;38.403
4110.577;57.374;51.001;38.396
4111.586;57.375;51;38.394
4112.577;57.372;51.002;38.397
4113.575;57.37;50.999;38.393
4114.58;57.366;51.001;38.398
4115.582;57.383;50.997;38.388
4116.57;57.352;51;38.395
4117.568;57.346;51.005;38.398
4118.568;57.386;50.998;38.391
4119.549;57.359;50.998;38.392
4120.534;57.362;50.999;38.394
4121.528;57.354;50.999;38.394
4122.527;57.376;50.997;38.39
4123.532;57.363;50.997;38.391
4124.551;57.399;51.002;38.394
4125.541;57.364;50.998;38.393
4126.535;57.363;50.997;38.39
4127.534;57.371;50.996;38.389
4128.534;57.372;50.993;38.386
4129.545;57.355;50.997;38.392
4130.556;57.381;50.994;38.387
4131.536;57.35;50.998;38.392
