IDs:;240814 04_240812A_elasticity2;04_DNAJB6_00_439_uM_expansion_corrected;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
691.367;62.030333518107;26.955;17.273
692.366;62.198086414011;26.952;17.27
693.374;61.8395844571356;26.956;17.272
694.387;62.0148354224364;26.955;17.271
695.39;61.7605844571356;26.956;17.272
696.379;62.3280826053488;26.958;17.274
697.368;62.251580858637;26.96;17.276
698.366;62.3548317188594;26.959;17.275
699.345;62.0758317188594;26.96;17.275
700.332;61.8118354224364;26.955;17.271
701.349;62.1358354224364;26.954;17.271
702.343;61.7828354224364;26.955;17.271
703.333;62.268580858637;26.96;17.276
704.315;61.6338354224364;26.955;17.271
705.306;62.414333518107;26.957;17.273
706.298;61.703086414011;26.953;17.27
707.3;62.0918354224364;26.954;17.271
708.305;61.9435844571356;26.955;17.272
709.31;61.934333518107;26.957;17.273
710.29;61.812333518107;26.958;17.273
711.273;62.2950826053488;26.958;17.274
712.263;61.854086414011;26.953;17.27
713.257;61.8078354224364;26.955;17.271
714.254;61.8218354224364;26.955;17.271
715.25;61.934086414011;26.953;17.27
716.249;61.873333518107;26.956;17.273
717.242;61.6900826053488;26.961;17.274
718.236;62.0028354224364;26.954;17.271
719.225;61.9128317188594;26.96;17.275
720.227;61.7305844571356;26.956;17.272
721.22;61.6713374318612;26.953;17.269
722.236;62.381333518107;26.956;17.273
723.233;62.3788354224364;26.954;17.271
724.215;61.719086414011;26.953;17.27
725.211;61.746086414011;26.954;17.27
726.21;62.0475884759886;26.951;17.268
727.19;62.288333518107;26.957;17.273
728.202;61.905333518107;26.956;17.273
729.222;62.2100826053488;26.959;17.274
730.222;61.9708317188594;26.961;17.275
731.229;61.871086414011;26.953;17.27
732.241;61.9848354224364;26.954;17.271
733.234;61.928086414011;26.953;17.27
734.233;61.7145844571356;26.956;17.272
735.211;61.7838354224364;26.955;17.271
736.226;61.8953374318612;26.952;17.269
737.224;61.7713374318612;26.952;17.269
738.228;62.0850826053488;26.959;17.274
739.235;61.9613374318612;26.951;17.269
740.25;61.884086414011;26.953;17.27
741.268;61.8928354224364;26.954;17.271
742.262;61.9523374318612;26.952;17.269
743.26;62.0383374318612;26.951;17.269
744.265;61.913086414011;26.952;17.27
745.275;61.8615884759886;26.951;17.268
746.262;61.978086414011;26.953;17.27
747.239;61.8345844571356;26.955;17.272
748.242;61.688086414011;26.954;17.27
749.25;61.6695844571356;26.957;17.272
750.261;62.1978317188594;26.96;17.275
751.247;61.641086414011;26.954;17.27
752.235;61.8105844571356;26.956;17.272
753.227;61.8665844571356;26.956;17.272
754.236;61.504086414011;26.955;17.27
755.228;61.9128354224364;26.955;17.271
756.224;61.7548354224364;26.954;17.271
757.232;62.030086414011;26.953;17.27
758.215;61.6845844571356;26.956;17.272
759.208;62.0368354224364;26.953;17.271
760.214;61.6138354224364;26.956;17.271
761.202;61.9198354224364;26.954;17.271
762.202;61.8295884759886;26.951;17.268
763.189;62.1545844571356;26.957;17.272
764.187;61.748086414011;26.954;17.27
765.175;62.2700826053488;26.958;17.274
766.167;61.848086414011;26.953;17.27
767.157;62.120333518107;26.958;17.273
768.155;61.419086414011;26.955;17.27
769.165;61.6163374318612;26.953;17.269
770.146;61.6733374318612;26.953;17.269
771.148;62.124333518107;26.957;17.273
772.16;61.784086414011;26.954;17.27
773.159;61.773086414011;26.953;17.27
774.162;61.4985884759886;26.953;17.268
775.176;61.814086414011;26.953;17.27
776.162;61.7073374318612;26.953;17.269
777.155;61.5183374318612;26.954;17.269
778.154;61.6938354224364;26.956;17.271
779.157;61.6205844571356;26.958;17.272
780.143;61.8318317188594;26.962;17.275
781.13;61.947580858637;26.961;17.276
782.125;61.5545844571356;26.956;17.272
783.141;61.590086414011;26.955;17.27
784.153;61.876086414011;26.953;17.27
785.137;61.8848354224364;26.957;17.271
786.123;61.9565884759886;26.951;17.268
787.113;62.0263374318612;26.952;17.269
788.105;62.1575884759886;26.95;17.268
789.103;61.3595884759886;26.953;17.268
790.105;61.712086414011;26.954;17.27
791.093;61.6525844571356;26.959;17.272
792.087;61.6633374318612;26.953;17.269
793.086;61.8188354224364;26.957;17.271
794.092;61.9855884759886;26.95;17.268
795.087;61.6858395463949;26.95;17.267
796.086;61.6113374318612;26.953;17.269
797.08;61.5268395463949;26.951;17.267
798.08;61.8180906430818;26.949;17.266
799.084;61.685086414011;26.954;17.27
800.09;61.9428354224364;26.955;17.271
801.085;61.6108395463949;26.951;17.267
802.062;61.7793374318612;26.953;17.269
803.048;62.0783374318612;26.951;17.269
804.034;61.3793374318612;26.955;17.269
805.028;61.926333518107;26.958;17.273
806.027;61.615086414011;26.955;17.27
807.003;61.6238354224364;26.956;17.271
808.02;61.6573374318612;26.954;17.269
809.028;61.862086414011;26.954;17.27
810.009;61.6335884759886;26.951;17.268
810.996;61.7368354224364;26.957;17.271
811.989;61.6618354224364;26.958;17.271
812.986;61.4848395463949;26.952;17.267
813.987;61.6238354224364;26.958;17.271
814.994;61.5998395463949;26.951;17.267
815.979;61.6848395463949;26.95;17.267
816.968;61.662086414011;26.956;17.27
817.982;61.6005884759886;26.952;17.268
818.993;61.4915884759886;26.953;17.268
819.977;61.3525884759886;26.953;17.268
820.965;61.6955844571356;26.958;17.272
821.959;61.4418395463949;26.952;17.267
822.956;61.4398395463949;26.952;17.267
823.957;61.2785884759886;26.953;17.268
824.963;61.4453417660511;26.949;17.265
825.971;61.6828354224364;26.957;17.271
826.957;61.935086414011;26.955;17.27
827.959;61.3595884759886;26.952;17.268
828.95;61.6215884759886;26.952;17.268
829.956;61.6078395463949;26.951;17.267
830.949;61.7198395463949;26.951;17.267
831.93;61.3908395463949;26.952;17.267
832.925;61.3353417660511;26.95;17.265
833.907;61.5010906430818;26.95;17.266
834.91;61.5778395463949;26.951;17.267
835.899;61.7385884759886;26.951;17.268
836.901;61.9103417660511;26.947;17.265
837.899;61.5330906430818;26.95;17.266
838.91;61.7215929153044;26.947;17.264
839.925;61.5433374318612;26.956;17.269
840.932;61.1125929153045;26.949;17.264
841.923;61.7345884759886;26.954;17.268
842.939;61.3763417660511;26.95;17.265
843.952;61.3888395463949;26.952;17.267
844.945;61.4898395463949;26.951;17.267
845.94;61.5360906430818;26.95;17.266
846.945;61.6460906430818;26.949;17.266
847.951;61.6693417660511;26.949;17.265
848.934;61.7745929153044;26.947;17.264
849.921;61.3593374318612;26.956;17.269
850.914;61.5503417660511;26.949;17.265
851.911;61.4458395463949;26.953;17.267
852.912;61.7143417660511;26.949;17.265
853.891;61.4280906430818;26.951;17.266
854.903;61.5598395463949;26.954;17.267
855.892;61.4353417660511;26.949;17.265
856.884;61.3605929153044;26.949;17.264
857.894;61.7128440908435;26.946;17.263
858.905;61.5595929153044;26.948;17.264
859.919;61.5403417660511;26.949;17.265
860.906;61.7838395463949;26.953;17.267
861.908;61.5020906430818;26.952;17.266
862.906;61.5335929153044;26.948;17.264
863.908;61.4605884759886;26.954;17.268
864.923;61.3093417660511;26.95;17.265
865.921;61.5573417660511;26.949;17.265
866.938;61.6925929153044;26.947;17.264
867.926;61.8130906430818;26.952;17.266
868.925;61.5498440908435;26.947;17.263
869.933;61.3383417660511;26.949;17.265
870.915;61.5540906430818;26.95;17.266
871.906;61.5115884759886;26.955;17.268
872.903;61.4210906430818;26.953;17.266
873.908;61.6763417660511;26.949;17.265
874.906;61.4575929153044;26.948;17.264
875.905;61.5128395463949;26.954;17.267
876.889;61.6145884759886;26.954;17.268
877.884;61.5148440908435;26.947;17.263
878.885;61.3778440908435;26.948;17.263
879.888;61.4515929153044;26.948;17.264
880.898;61.50709529267;26.946;17.262
881.9;60.9425929153044;26.95;17.264
882.903;61.55409529267;26.946;17.262
883.907;61.4885929153044;26.949;17.264
884.922;61.3678440908435;26.948;17.263
885.939;61.2855929153044;26.95;17.264
886.963;61.5363417660511;26.949;17.265
887.96;61.2243417660511;26.95;17.265
888.959;61.5400906430818;26.952;17.266
889.961;61.5618440908435;26.947;17.263
890.968;61.3165929153045;26.948;17.264
891.945;61.6265884759886;26.954;17.268
892.958;61.2715929153044;26.949;17.264
893.944;61.2875929153044;26.949;17.264
894.937;61.3613417660511;26.95;17.265
895.943;61.5743374318612;26.956;17.269
896.938;61.3185929153044;26.949;17.264
897.931;61.3868395463949;26.952;17.267
898.911;61.2700906430818;26.951;17.266
899.891;61.6300906430818;26.95;17.266
900.893;61.7825884759886;26.954;17.268
901.881;61.3853417660511;26.951;17.265
902.882;61.2713374318612;26.956;17.269
903.877;61.6083374318612;26.955;17.269
904.88;61.3920906430818;26.95;17.266
905.865;61.4990906430818;26.95;17.266
906.864;61.5865884759886;26.955;17.268
907.873;61.3010906430818;26.951;17.266
908.862;61.2988440908435;26.948;17.263
909.86;61.4853417660511;26.95;17.265
910.866;61.6383374318612;26.955;17.269
911.878;61.3340906430818;26.953;17.266
912.869;61.5183374318612;26.955;17.269
913.866;61.3745929153045;26.949;17.264
914.846;61.1493417660511;26.95;17.265
915.841;61.3273417660511;26.95;17.265
916.838;61.630086414011;26.956;17.27
917.817;61.7053374318612;26.956;17.269
918.828;61.3648395463949;26.952;17.267
919.844;61.2903417660511;26.95;17.265
920.846;61.4295884759886;26.955;17.268
921.854;61.5423417660511;26.949;17.265
922.855;61.3025929153044;26.949;17.264
923.848;61.5538395463949;26.953;17.267
924.845;61.2598440908435;26.947;17.263
925.845;61.2838440908435;26.948;17.263
926.851;61.0985929153044;26.95;17.264
927.858;61.1265929153044;26.95;17.264
928.84;61.2468440908435;26.949;17.263
929.824;61.5115929153044;26.947;17.264
930.812;61.3385929153044;26.949;17.264
931.806;60.9645929153044;26.95;17.264
932.81;61.4605884759886;26.955;17.268
933.809;61.2375929153045;26.949;17.264
934.8;61.3280906430818;26.953;17.266
935.793;61.2868440908435;26.948;17.263
936.776;61.5968395463949;26.953;17.267
937.773;61.3158440908435;26.949;17.263
938.762;61.21609529267;26.947;17.262
939.746;61.2288440908435;26.948;17.263
940.739;61.0095929153044;26.951;17.264
941.741;61.5083417660511;26.952;17.265
942.733;61.13309529267;26.947;17.262
943.729;61.5395884759886;26.954;17.268
944.714;61.1575929153044;26.95;17.264
945.7;61.1228440908435;26.948;17.263
946.685;61.1918440908435;26.948;17.263
947.669;61.2198440908435;26.948;17.263
948.652;61.4608395463949;26.954;17.267
949.656;61.09509529267;26.947;17.262
950.655;61.2433417660511;26.952;17.265
951.65;61.0965929153044;26.95;17.264
952.651;61.1713465207856;26.947;17.261
953.661;61.3135929153045;26.949;17.264
954.674;61.2388440908435;26.948;17.263
955.695;61.2928440908435;26.948;17.263
956.687;61.48709529267;26.946;17.262
957.684;61.2670906430818;26.954;17.266
958.658;61.2098440908435;26.949;17.263
959.663;61.2680906430818;26.954;17.266
960.68;61.2458440908435;26.948;17.263
961.665;61.5698395463949;26.953;17.267
962.657;61.2355929153044;26.949;17.264
963.653;61.2975929153044;26.949;17.264
964.653;61.3918395463949;26.954;17.267
965.659;61.1195929153044;26.95;17.264
966.667;61.3305929153044;26.948;17.264
967.675;61.1715929153044;26.951;17.264
968.661;61.5555884759886;26.955;17.268
969.647;61.1845929153044;26.95;17.264
970.641;61.3788395463949;26.954;17.267
971.666;61.4985884759886;26.955;17.268
972.663;61.0678440908435;26.949;17.263
973.652;61.1818440908435;26.948;17.263
974.642;61.18609529267;26.947;17.262
975.634;61.2760906430818;26.953;17.266
976.632;61.1363465207856;26.946;17.261
977.626;61.3873417660511;26.952;17.265
978.637;61.27309529267;26.947;17.262
979.609;61.206597775192;26.945;17.26
980.608;61.0938440908435;26.95;17.263
981.597;61.2168440908435;26.948;17.263
982.593;61.12609529267;26.948;17.262
983.602;61.4988395463949;26.954;17.267
984.595;60.8718440908435;26.95;17.263
985.595;61.20409529267;26.948;17.262
986.602;61.0878440908435;26.949;17.263
987.591;61.0930906430818;26.955;17.266
988.566;61.1448440908435;26.949;17.263
989.583;61.3628395463949;26.954;17.267
990.58;61.07509529267;26.947;17.262
991.583;61.4070906430818;26.953;17.266
992.594;61.0223417660511;26.953;17.265
993.586;61.0683417660511;26.953;17.265
994.579;61.1815929153044;26.949;17.264
995.589;61.3498440908435;26.948;17.263
996.574;61.5393417660511;26.951;17.265
997.563;60.9898440908435;26.949;17.263
998.559;61.1818395463949;26.955;17.267
999.558;61.0615929153044;26.952;17.264
1000.561;61.2868395463949;26.955;17.267
1001.572;61.1825929153045;26.95;17.264
1002.556;61.3368395463949;26.955;17.267
1003.544;61.1635929153044;26.951;17.264
1004.541;61.0708395463949;26.956;17.267
1005.541;61.0975929153044;26.949;17.264
1006.543;60.7973417660511;26.952;17.265
1007.549;61.0765929153044;26.95;17.264
1008.558;61.0263374318612;26.958;17.269
1009.558;61.2375884759886;26.956;17.268
1010.555;61.0405929153044;26.95;17.264
1011.554;60.9948440908435;26.95;17.263
1012.56;61.3300906430818;26.953;17.266
1013.538;61.2008395463949;26.955;17.267
1014.531;61.2838395463949;26.955;17.267
1015.523;61.1180906430818;26.954;17.266
1016.511;61.1480906430818;26.954;17.266
1017.488;61.09809529267;26.948;17.262
1018.483;61.1283417660511;26.953;17.265
1019.462;61.1650906430818;26.954;17.266
1020.446;60.8770906430818;26.954;17.266
1021.443;61.0303465207856;26.947;17.261
1022.453;61.0938440908435;26.949;17.263
1023.475;61.0958395463949;26.956;17.267
1024.485;61.3110906430818;26.953;17.266
1025.483;61.2620906430818;26.954;17.266
1026.47;61.3523417660511;26.952;17.265
1027.472;61.3128395463949;26.955;17.267
1028.463;60.9740906430818;26.955;17.266
1029.454;60.9130906430818;26.955;17.266
1030.453;61.0495929153044;26.95;17.264
1031.458;60.94509529267;26.949;17.262
1032.445;61.0063417660511;26.953;17.265
1033.432;61.2243417660511;26.953;17.265
1034.43;61.2643417660511;26.953;17.265
1035.436;61.1290906430818;26.954;17.266
1036.444;61.1260906430818;26.954;17.266
1037.454;61.0115929153044;26.951;17.264
1038.475;61.1603417660511;26.953;17.265
1039.476;60.84009529267;26.949;17.262
1040.476;60.94709529267;26.949;17.262
1041.466;60.9978440908435;26.949;17.263
1042.458;60.9275929153044;26.95;17.264
1043.457;60.9168440908435;26.95;17.263
1044.464;61.0708395463949;26.956;17.267
1045.456;60.9528395463949;26.956;17.267
1046.455;60.98709529267;26.948;17.262
1047.45;61.3800906430818;26.954;17.266
1048.432;61.1643417660511;26.953;17.265
1049.428;61.2173417660511;26.953;17.265
1050.439;60.9325929153045;26.952;17.264
1051.439;60.78709529267;26.949;17.262
1052.46;60.9813465207856;26.947;17.261
1053.461;61.2638440908435;26.951;17.263
1054.462;60.9535929153044;26.952;17.264
1055.466;61.2505929153044;26.952;17.264
1056.45;61.1838440908435;26.95;17.263
1057.442;60.9123465207856;26.948;17.261
1058.441;61.2203417660511;26.953;17.265
1059.451;61.0968440908435;26.951;17.263
1060.445;61.0483417660511;26.953;17.265
1061.442;61.2485929153044;26.952;17.264
1062.423;61.0003417660511;26.953;17.265
1063.436;60.9558440908435;26.949;17.263
1064.432;60.8758440908435;26.95;17.263
1065.412;61.0893417660511;26.954;17.265
1066.395;61.1765929153045;26.952;17.264
1067.41;61.0670906430818;26.954;17.266
1068.399;61.0643417660511;26.953;17.265
1069.398;61.1673417660511;26.953;17.265
1070.401;61.0253417660511;26.953;17.265
1071.408;61.1003417660511;26.953;17.265
1072.41;60.8658440908435;26.951;17.263
1073.406;61.1133417660511;26.953;17.265
1074.405;60.88809529267;26.95;17.262
1075.407;61.2128395463949;26.955;17.267
1076.413;61.1223417660511;26.954;17.265
1077.425;61.0018440908435;26.95;17.263
1078.436;61.1018440908435;26.949;17.263
1079.453;60.95509529267;26.949;17.262
1080.441;61.0283417660511;26.953;17.265
1081.462;60.8073465207856;26.948;17.261
1082.462;61.1113417660511;26.953;17.265
1083.464;60.9153417660511;26.954;17.265
1084.467;61.1403465207856;26.947;17.261
1085.472;60.9138440908435;26.95;17.263
1086.47;61.1748440908435;26.951;17.263
1087.457;61.0993417660511;26.954;17.265
1088.448;60.74109529267;26.949;17.262
1089.432;61.2480906430818;26.954;17.266
1090.425;61.1795929153045;26.951;17.264
1091.436;60.69109529267;26.949;17.262
1092.409;60.78609529267;26.949;17.262
1093.407;61.1605929153044;26.952;17.264
1094.411;61.0555929153044;26.952;17.264
1095.409;61.0243417660511;26.953;17.265
1096.421;60.9058440908435;26.952;17.263
1097.422;60.8243465207856;26.949;17.261
1098.436;60.88509529267;26.95;17.262
1099.442;61.0458440908435;26.951;17.263
1100.456;60.86309529267;26.95;17.262
1101.452;60.924597775192;26.947;17.26
1102.457;60.9768440908435;26.951;17.263
1103.47;60.9118440908435;26.952;17.263
1104.466;61.0135929153044;26.953;17.264
1105.462;61.0508440908435;26.952;17.263
1106.452;61.0095929153044;26.953;17.264
1107.45;60.705597775192;26.947;17.26
1108.43;60.836597775192;26.947;17.26
1109.418;60.9833465207856;26.948;17.261
1110.408;60.9148440908435;26.952;17.263
1111.402;61.0628440908435;26.951;17.263
1112.401;60.8278440908435;26.952;17.263
1113.405;61.0645929153044;26.952;17.264
1114.379;60.9728440908435;26.951;17.263
1115.39;61.0788440908435;26.951;17.263
1116.401;61.03009529267;26.951;17.262
1117.387;60.8408490558909;26.946;17.259
1118.374;61.0413465207856;26.949;17.261
1119.368;61.0618440908435;26.95;17.263
1120.378;60.97109529267;26.95;17.262
1121.36;60.857597775192;26.946;17.26
1122.352;60.9848440908435;26.951;17.263
1123.351;60.91709529267;26.951;17.262
1124.337;61.00309529267;26.951;17.262
1125.331;60.94509529267;26.95;17.262
1126.327;60.9858440908435;26.952;17.263
1127.318;60.8398440908435;26.952;17.263
1128.311;60.94009529267;26.951;17.262
1129.323;60.8508440908435;26.952;17.263
1130.325;61.0758440908435;26.951;17.263
1131.332;60.9538440908435;26.952;17.263
1132.321;61.0028440908435;26.951;17.263
1133.298;60.627597775192;26.949;17.26
1134.326;61.0228440908435;26.95;17.263
1135.326;61.0023465207856;26.949;17.261
1136.328;60.8283465207856;26.949;17.261
1137.337;60.8818490558909;26.948;17.259
