time/h	150 nM B6	150 nM B6	150 nM B6	150 nM B6	75 nM B6	75 nM B6	75 nM B6	75 nM B6	38 nM B6	38 nM B6	38 nM B6	38 nM B6	19 nM B6	19 nM B6	19 nM B6	19 nM B6	9.4 nM B6	9.4 nM B6	9.4 nM B6	9.4 nM B6	4.7 nM B6	4.7 nM B6	4.7 nM B6	4.7 nM B6	2.3 nM B6	2.3 nM B6	2.3 nM B6	2.3 nM B6	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
100.88	12492	9286.0	67975	16687																												
100.90	12810	9070.0	67662	15863																												
100.92	12771	9223.0	67157	16181																												
100.94	12714	8951.0	68954	16041																												
100.96	12722	9351.0	69126	16180																												
100.98	12992	9085.0	68078	15845																												
101.00	12854	9014.0	67737	15932																												
101.02	12689	9316.0	68624	16079																												
101.04	13001	8812.0	68411	16359																												
101.06	12423	9067.0	68174	16197																												
101.08	12470	8935.0	68252	16403																												
101.10	12246	9125.0	67731	15873																												
101.13	12530	9020.0	67841	16279																												
101.15	12531	8914.0	68226	16482																												
101.17	12977	8918.0	67997	16565																												
101.19	12935	8954.0	68008	16239																												
101.21	12708	8974.0	68183	15615																												
101.23	12769	9226.0	68630	15935																												
101.25	12573	9094.0	68748	16612																												
101.27	12727	9029.0	67746	16518																												
101.29	13154	8891.0	68549	16216																												
101.31	12908	8893.0	68687	16040																												
101.33	12638	8744.0	68180	16488																												
101.35	12844	8980.0	67694	15925																												
101.38	12721	8930.0	68190	16391																												
101.40	12935	8870.0	68632	16100																												
101.42	13266	9025.0	67879	16049																												
101.44	12667	8847.0	68134	16247																												
101.46	12962	8751.0	68711	16241																												
101.48	12764	9227.0	67944	16458																												
101.50	13055	9001.0	67711	16499																												
101.52	12907	8994.0	68086	16301																												
101.54	13028	8884.0	68118	15904																												
101.56	13203	8987.0	67891	16413																												
101.58	12799	8715.0	68248	16692																												
101.60	12933	8990.0	68645	16030																												
101.62	12796	9419.0	68767	16665																												
101.65	12975	8954.0	67639	16448																												
101.67	12959	9013.0	67957	16418																												
101.69	13313	9259.0	68298	16262																												
101.71	13136	8867.0	67215	16225																												
101.73	13376	9094.0	67896	16512																												
101.75	12983	9096.0	67933	16466																												
101.77	13348	9212.0	68199	16589																												
101.79	13186	8822.0	68130	16787																												
101.81	13410	9387.0	67800	16393																												
101.83	13430	8907.0	68493	16292																												
101.85	13088	9148.0	67818	16557																												
101.88	13129	8927.0	68536	16585																												
101.90	13254	8876.0	67731	16507																												
101.92	13311	9063.0	67776	16125																												
101.94	13366	8819.0	68384	16618																												
101.96	13325	8865.0	67682	15980																												
101.98	13623	9018.0	67748	16419																												
102.00	13771	8900.0	68135	16783																												
102.02	13375	9159.0	67670	17044																												
102.04	13602	9123.0	67630	16716																												
102.06	13636	9217.0	68636	16456																												
102.08	13524	9046.0	66877	16524																												
102.10	13622	9355.0	67972	16245																												
102.13	13718	8816.0	67849	16747																												
102.15	13607	8863.0	68217	16853																												
102.17	13779	8980.0	68318	16866																												
102.19	13428	9044.0	68657	16624																												
102.21	13461	9056.0	66330	16376																												
102.23	13848	9181.0	68251	16930																												
102.25	13451	8961.0	69051	16689																												
102.27	13722	9107.0	68154	16721																												
102.29	13636	9071.0	68260	16753																												
102.31	13895	9132.0	68058	16799																												
102.33	13612	8925.0	68275	17167																												
102.35	13645	9192.0	67555	16922																												
102.38	14012	8993.0	67711	16672																												
102.40	13559	9449.0	67120	17025																												
102.42	13905	9188.0	68284	16627																												
102.44	13836	8981.0	68474	16857																												
102.46	14190	8917.0	67688	16419																												
102.48	13584	8827.0	68124	16732																												
102.50	14145	8802.0	68729	17146																												
102.52	13703	9033.0	67860	17279																												
102.54	14015	9014.0	67112	16900																												
102.56	13826	8961.0	68265	16792																												
102.58	14175	9081.0	68597	17215																												
102.60	13892	8840.0	67874	16737																												
102.62	14442	8970.0	67996	16904																												
102.65	14006	9072.0	67806	16833																												
102.67	14185	9198.0	67978	17096																												
102.69	13876	9133.0	68542	16676																												
102.71	14328	9163.0	67643	16956																												
102.73	14329	8972.0	67603	17167																												
102.75	14005	9297.0	67526	16726																												
102.77	14076	8962.0	67365	16922																												
102.79	14345	8679.0	68560	16938																												
102.81	13999	9127.0	68734	17216																												
102.83	14343	8966.0	67744	17085																												
102.85	14481	9117.0	68498	16802																												
102.88	14294	9125.0	67501	17326																												
102.90	14429	8957.0	67391	16995																												
102.92	14432	9063.0	68474	17199																												
102.94	14424	8852.0	68013	17299																												
102.96	14604	9260.0	67746	17092																												
102.98	14329	8903.0	67558	17135																												
103.00	14437	9158.0	68424	17516																												
103.02	14468	8879.0	68737	17323																												
103.04	14350	9134.0	68199	16993																												
103.06	14626	9274.0	67891	17297																												
103.08	14518	9269.0	67624	16907																												
103.10	14564	8925.0	68302	17536																												
103.13	14768	9045.0	68202	17354																												
103.15	14727	8820.0	67436	17266																												
103.17	14647	9033.0	68419	17513																												
103.19	14658	9084.0	68193	17523																												
103.21	14323	8999.0	67688	17523																												
103.23	14555	9064.0	67588	17194																												
103.25	14919	9300.0	67179	17171																												
103.27	15277	9330.0	68236	17336																												
103.29	14981	9021.0	66815	17102																												
103.31	14815	8961.0	67807	17218																												
103.33	14680	9496.0	67950	17782																												
103.35	14781	8986.0	67218	17491																												
103.38	14756	8956.0	67662	17514																												
103.40	15119	9033.0	67357	17747																												
103.42	14546	9076.0	68396	17268																												
103.44	15077	9291.0	67644	17263																												
103.46	15259	9219.0	67899	17235																												
103.48	14863	9249.0	68493	17841																												
103.50	15190	9400.0	67440	17179																												
103.52	15271	9011.0	68254	17282																												
103.54	14919	8888.0	68262	17339																												
103.56	15220	8966.0	68643	17515																												
103.58	15153	9107.0	67856	17224																												
103.60	15124	8994.0	68140	18015																												
103.63	15321	9351.0	68135	17403																												
103.65	15464	8928.0	68832	17818																												
103.67	15322	8754.0	67469	17431																												
103.69	15393	9346.0	67891	17474																												
103.71	15436	9568.0	68515	17596																												
103.73	15008	8953.0	67961	17977																												
103.75	15249	8927.0	68113	17364																												
103.77	15598	8825.0	68882	17667																												
103.79	16026	9121.0	68985	17373																												
103.81	15467	9005.0	67456	17660																												
103.83	15985	9366.0	67816	17833																												
103.85	15490	8954.0	68153	17547																												
103.87	15557	9038.0	68077	17853																												
103.90	15708	9032.0	67768	17521																												
103.92	15652	9176.0	68237	17719																												
103.94	15788	9124.0	67436	17956																												
103.96	15972	8751.0	68512	18073																												
103.98	16058	9057.0	68182	17788																												
104.00	15491	8912.0	67781	18012																												
104.02	15952	9256.0	67287	17571																												
104.04	15469	9166.0	68090	17342																												
104.06	16185	8793.0	67893	17587																												
104.08	16570	9071.0	67870	18037																												
104.10	16249	9104.0	68251	17606																												
104.13	15884	9202.0	67334	17983																												
104.15	16096	9062.0	68485	17427																												
104.17	16286	9132.0	67428	18013																												
104.19	15783	9318.0	67811	18031																												
104.21	16400	9070.0	68035	17599																												
104.23	16226	9012.0	68241	17416																												
104.25	16174	9048.0	68204	18030																												
104.27	16398	9300.0	67564	17712																												
104.29	16200	9109.0	68488	17938																												
104.31	16097	9169.0	67880	17899																												
104.33	16166	8996.0	68158	18061																												
104.35	16269	9126.0	68343	18341																												
104.38	16863	9216.0	68239	18540																												
104.40	16484	9371.0	68520	17979																												
104.42	16775	8975.0	67533	17834																												
104.44	16522	8928.0	68266	18465																												
104.46	16647	8987.0	67522	17680																												
104.48	16351	9169.0	68610	18172																												
104.50	16385	9056.0	68379	18637																												
104.52	16577	9303.0	68271	18233																												
104.54	16649	9149.0	68837	17799																												
104.56	16510	9012.0	68202	18305																												
104.58	16491	9254.0	68509	18153																												
104.60	16503	9336.0	67418	18630																												
104.63	17079	9121.0	67601	18682																												
104.65	17098	9069.0	68422	18413																												
104.67	16472	9102.0	68712	18362																												
104.69	16978	9306.0	67529	18596																												
104.71	16745	9179.0	67690	18539																												
104.73	16954	9004.0	68684	18752																												
104.75	17011	9108.0	66985	18300																												
104.77	17204	9230.0	67628	18205																												
104.79	17611	9068.0	68296	18492																												
104.81	16936	9194.0	68910	18349																												
104.83	17196	9362.0	68268	18392																												
104.85	17578	9039.0	67802	18492																												
104.88	17406	9229.0	68136	18650																												
104.90	17563	9314.0	68077	19059																												
104.92	17087	9306.0	68606	18994																												
104.94	17146	9154.0	67695	18501																												
104.96	17676	9271.0	68150	17891																												
104.98	17702	9255.0	67869	18854																												
105.00	17393	9218.0	67926	18307																												
105.02	17611	9314.0	67897	18699																												
105.04	17925	9258.0	67948	18676																												
105.06	17440	9129.0	67720	18799																												
105.08	18381	9216.0	67861	18747																												
105.10	18231	9097.0	67853	18592																												
105.13	18486	9147.0	67904	18831																												
105.15	17962	9323.0	67692	18532																												
105.17	18125	9378.0	68624	18924																												
105.19	18183	9347.0	67633	18837																												
105.21	17791	9347.0	67447	18730																												
105.23	18298	9544.0	68040	18729																												
105.25	17803	9113.0	67911	18853																												
105.27	18327	9558.0	68129	19083																												
105.29	18333	9231.0	68080	18818																												
105.31	18512	9128.0	67802	18704																												
105.33	18035	9229.0	68106	18908																												
105.35	18588	9100.0	68758	19008																												
105.38	18097	9227.0	67711	19137																												
105.40	18756	9315.0	67565	19259																												
105.42	19149	9298.0	68433	18850																												
105.44	18395	9362.0	67888	19263																												
105.46	18523	9393.0	68094	19120																												
105.48	18753	9416.0	67876	18634																												
105.50	18338	9520.0	67778	19530																												
105.52	18905	9015.0	68252	18951																												
105.54	18631	9606.0	67016	19434																												
105.56	19363	9678.0	68835	19236																												
105.58	18967	9656.0	68092	19147																												
105.60	19439	9174.0	67708	19077																												
105.63	18710	9494.0	67953	19079																												
105.65	18827	9146.0	67338	19596																												
105.67	19320	9062.0	68077	19062																												
105.69	19631	9260.0	68688	19814																												
105.71	19090	9752.0	67913	18687																												
105.73	19407	9326.0	67373	19685																												
105.75	18971	9192.0	68226	19188																												
105.77	19384	9361.0	67994	19309																												
105.79	20226	9061.0	67554	19145																												
105.81	19549	9501.0	68077	19596																												
105.83	19565	9344.0	68345	19333																												
105.85	19949	9364.0	68442	19605																												
105.88	19853	9399.0	67484	19242																												
105.90	19934	9228.0	68726	19642																												
105.92	19779	9366.0	68416	19312																												
105.94	19413	9325.0	67835	19498																												
105.96	20057	9377.0	68461	19219																												
105.98	20070	9226.0	69006	19553																												
106.00	20022	8964.0	68219	19629																												
106.02	19647	9295.0	68425	19737																												
106.04	19970	9180.0	67625	19910																												
106.06	20245	9276.0	67045	19799																												
106.08	20446	9090.0	67706	19764																												
106.10	20683	9508.0	67873	19722																												
106.13	20255	9372.0	67588	19233																												
106.15	20056	9030.0	68862	19671																												
106.17	20401	9301.0	68129	19105																												
106.19	20501	9217.0	67988	19466																												
106.21	20835	9324.0	68335	19778																												
106.23	20181	9121.0	67570	19692																												
106.25	20908	9351.0	67945	20042																												
106.27	20715	9087.0	67720	20014																												
106.29	21384	9245.0	68841	19676																												
106.31	20911	8994.0	68346	19538																												
106.33	21173	9512.0	67788	19859																												
106.35	20548	9193.0	67800	19760																												
106.38	21283	9102.0	68474	20133																												
106.40	21030	9534.0	68134	20117																												
106.42	21522	9332.0	67619	20166																												
106.44	21305	9762.0	68202	20416																												
106.46	21779	9193.0	67716	20263																												
106.48	21320	9076.0	68289	20126																												
106.50	21552	9319.0	67862	19942																												
106.52	21654	9798.0	67699	20260																												
106.54	21685	9529.0	68393	20127																												
106.56	21482	9234.0	67551	20367																												
106.58	21573	9553.0	67634	20496																												
106.60	22279	9475.0	68255	20381																												
106.63	22301	9537.0	68354	20357																												
106.65	22087	9447.0	69175	20192																												
106.67	22196	9618.0	67851	20254																												
106.69	22214	9394.0	68836	20602																												
106.71	22255	9219.0	67757	20621																												
106.73	22062	9165.0	68201	20084																												
106.75	22268	9450.0	68207	20826																												
106.77	22665	9184.0	68256	20940																												
106.79	22711	9628.0	67375	20694																												
106.81	22412	9408.0	67728	20633																												
106.83	22898	9151.0	67858	20182																												
106.85	22924	9385.0	68720	20866																												
106.88	22937	9494.0	67764	20079																												
106.90	22770	9516.0	68504	20621																												
106.92	22970	9182.0	68362	20758																												
106.94	23493	9580.0	68544	20847																												
106.96	23981	9385.0	68282	20585																												
106.98	23620	9526.0	67753	20808																												
107.00	23398	9560.0	68044	20806																												
107.02	23414	9505.0	68723	20866																												
107.04	23451	9491.0	67776	21640																												
107.06	23471	9524.0	67658	20912																												
107.08	23994	9455.0	67014	20678																												
107.10	24081	9344.0	68276	21134																												
107.13	23915	9559.0	67301	21538																												
107.15	23747	9535.0	68230	21389																												
107.17	23463	9526.0	67674	21525																												
107.19	24206	9480.0	68432	21391																												
107.21	24303	9300.0	68797	21473																												
107.23	24513	9695.0	68120	20973																												
107.25	24731	9223.0	68233	21209																												
107.27	24815	9734.0	67696	21396																												
107.29	24570	9732.0	68704	21058																												
107.31	24336	9564.0	67922	21183																												
107.33	25337	9367.0	68630	21081																												
107.35	24531	9443.0	67348	21593																												
107.38	24900	9568.0	68776	21503																												
107.40	25394	9438.0	69027	21266																												
107.42	25471	9420.0	68423	20964																												
107.44	24556	9365.0	68633	21933																												
107.46	25880	9333.0	68326	21660																												
107.48	25723	9668.0	68157	21954																												
107.50	25496	9185.0	68548	21640																												
107.52	25461	9409.0	68665	21673																												
107.54	26026	9555.0	68119	21764																												
107.56	25921	9775.0	68524	21077																												
107.58	26304	9548.0	68228	22240																												
107.60	25836	9890.0	67542	22123																												
107.63	25384	9555.0	67710	22250																												
107.65	26258	9611.0	67203	21662																												
107.67	26812	9771.0	67981	21702																												
107.69	26301	9912.0	67981	21539																												
107.71	26650	9324.0	68585	21880																												
107.73	26973	9590.0	67329	22739																												
107.75	26807	9767.0	68188	22136																												
107.77	27947	9577.0	67739	22210																												
107.79	27532	9695.0	67133	22724																												
107.81	27438	9638.0	67531	21412																												
107.83	27160	9457.0	68088	22313																												
107.85	27972	9439.0	67819	22139																												
107.87	27389	9527.0	68315	23114																												
107.90	27557	9821.0	67512	22223																												
107.92	27711	9557.0	68405	22760																												
107.94	27661	9484.0	68070	22823																												
107.96	28549	9788.0	67675	22898																												
107.98	28239	9792.0	67943	22994																												
108.00	28150	9735.0	67567	22379																												
108.02	29236	9840.0	68370	22574																												
108.04	28640	9490.0	67451	22314																												
108.06	28827	9683.0	67898	22613																												
108.08	28707	9514.0	68164	22658																												
108.10	28843	10017	68630	22094																												
108.13	29028	9847.0	67702	22594																												
108.15	29253	9678.0	67924	22958																												
108.17	29527	9815.0	67563	23077																												
108.19	28754	9819.0	67898	22717																												
108.21	29286	9760.0	67365	22954																												
108.23	29898	9615.0	67531	23479																												
108.25	29421	9839.0	67451	22689																												
108.27	29716	9664.0	68911	23572																												
108.29	30472	9697.0	67463	23047																												
108.31	30211	9895.0	68154	23292																												
108.33	30379	9869.0	67782	23387																												
108.35	30312	10102	68159	23607																												
108.38	30452	9976.0	68917	23479																												
108.40	31375	9888.0	68297	23402																												
108.42	30767	9913.0	67859	23454																												
108.44	31048	9392.0	67952	23428																												
108.46	30954	9662.0	68238	23627																												
108.48	31164	9952.0	68044	23404																												
108.50	31480	9847.0	68586	23207																												
108.52	31271	10247	68458	23114																												
108.54	31139	9730.0	68120	24496																												
108.56	31954	9953.0	68136	23207																												
108.58	32108	10166	68146	23521																												
108.60	32130	9650.0	68842	23233																												
108.63	31848	10088	67554	23932																												
108.65	31975	10024	68461	23774																												
108.67	32605	10018	67333	23786																												
108.69	32317	10275	67298	24413																												
108.71	32279	10210	68115	24067																												
108.73	32663	9893.0	67433	24554																												
108.75	32721	9640.0	68855	24617																												
108.77	32568	9969.0	67588	23927																												
108.79	33201	10296	68273	24662																												
108.81	33895	10069	67650	24166																												
108.83	33835	9938.0	67961	23656																												
108.85	33623	9964.0	67744	24368																												
108.87	34319	10221	67527	24113																												
108.90	34036	10154	67503	24386																												
108.92	34014	9652.0	66542	24547																												
108.94	33990	10003	69030	24587																												
108.96	34966	10355	68218	24435																												
108.98	34623	9970.0	67305	24416																												
109.00	35146	10240	67398	24651																												
109.02	34743	9976.0	67606	24691																												
109.04	34863	10108	68233	24596																												
109.06	35515	10235	68044	24931																												
109.08	35452	9844.0	67723	24598																												
109.10	35637	10107	67565	24576																												
109.13	35649	10238	68190	25373																												
109.15	35641	10006	67903	25075																												
109.17	35435	10259	67886	25259																												
109.19	35710	10360	67603	25610																												
109.21	36166	10505	67642	25258																												
109.23	36782	10428	67228	25105																												
109.25	36615	10324	67393	25817																												
109.27	36694	10083	68252	25996																												
109.29	36543	10397	68232	25745																												
109.31	37640	10386	68335	25846																												
109.33	37278	10120	67220	25818																												
109.35	37493	10442	69042	25232																												
109.38	37931	10525	67517	25723																												
109.40	37942	10412	68122	25847																												
109.42	37864	10709	67421	25491																												
109.44	38161	10343	67303	25757																												
109.46	38530	10392	68070	25608																												
109.48	37844	10526	68456	25570																												
109.50	38364	10736	68182	25958																												
109.52	38806	10166	67528	26023																												
109.54	38385	10302	67277	25883																												
109.56	39109	10350	67119	26221																												
109.58	38738	10480	68058	25953																												
109.60	39140	10434	67956	26071																												
109.63	39339	10477	66920	26511																												
109.65	39071	10577	68563	26069																												
109.67	39300	10409	68116	26262																												
109.69	39264	10794	67038	26920																												
109.71	40147	10464	67881	26284																												
109.73	40095	10696	67498	27058																												
109.75	39995	11064	67359	26551																												
109.77	40248	10918	66923	26556																												
109.79	40675	10827	68024	27016																												
109.81	40990	11017	67956	26873																												
109.83	40990	10521	66892	26801																												
109.85	41189	10763	67783	26339																												
109.88	42159	11052	68538	26852																												
109.90	41292	10958	67362	27067																												
109.92	41950	10961	67431	27287																												
109.94	41481	10749	68066	26727																												
109.96	42273	11230	68298	26468																												
109.98	41812	10980	67827	27442																												
110.00	42369	10944	68391	27009																												
110.02	42004	11046	67249	27237																												
110.04	42315	10901	67526	27274																												
110.06	42615	10933	67382	27881																												
110.08	43197	11257	68402	27328																												
110.10	43635	10929	68044	27769																												
110.12	42792	11123	68338	27645																												
110.15	42520	11018	67732	28176																												
110.17	43564	11041	68206	27933																												
110.19	43499	10930	67680	27663																												
110.21	43240	11033	69338	27758																												
110.23	43439	11211	68442	28223																												
110.25	44325	11088	67401	28163																												
110.27	44296	11135	68100	28215																												
110.29	44662	11224	69022	28220																												
110.31	45065	11237	67132	27744																												
110.33	44891	11120	67291	27985																												
110.35	44145	11317	67954	28771																												
110.38	45035	11192	68496	28703																												
110.40	45058	11446	67913	28564																												
110.42	46207	11712	67561	28338																												
110.44	45991	11446	67816	28507																												
110.46	45403	11556	67609	28593																												
110.48	45786	11271	67952	29025																												
110.50	45328	10970	67195	28665																												
110.52	45292	11349	68532	28497																												
110.54	45871	11247	68559	29171																												
110.56	46142	11397	67558	28972																												
110.58	45562	11429	67118	29194																												
110.60	46282	11794	67493	29360																												
110.63	46083	11471	68136	28702																												
110.65	46378	11262	67836	29425																												
110.67	46736	11684	67997	29537																												
110.69	47353	11749	67428	29495																												
110.71	46881	11520	67312	29837																												
110.73	47485	11811	68366	29514																												
110.75	47719	11697	67257	30068																												
110.77	47561	11429	69228	29534																												
110.79	48005	11552	68445	30377																												
110.81	47176	11602	67664	29862																												
110.83	47134	11636	67295	29609																												
110.85	47582	11621	67904	29930																												
110.88	46772	11594	66957	30080																												
110.90	48200	11282	68088	29997																												
110.92	47101	11878	66917	30607																												
110.94	47839	11718	67491	30213																												
110.96	48497	11644	67751	30251																												
110.98	47989	11571	67584	30548																												
111.00	48644	11674	68310	30983																												
111.02	48263	11862	69374	30406																												
111.04	49654	11966	68028	30226																												
111.06	48399	11625	68197	30973																												
111.08	48559	11763	68575	30760																												
111.10	48705	11575	68081	31141																												
111.13	49538	11382	68271	31474																												
111.15	49104	11795	67621	30917																												
111.17	48993	11696	68617	31121																												
111.19	49985	11954	68610	31360																												
111.21	49733	11771	68490	31086																												
111.23	50407	12429	67839	31315																												
111.25	50293	11952	67464	30793																												
111.27	50599	11882	69115	31609																												
111.29	49173	11995	67743	32112																												
111.31	49992	11768	68357	31734																												
111.33	50043	11899	67149	32871																												
111.35	50033	12070	68079	32648																												
111.38	50594	11621	67934	32525																												
111.40	50284	12078	67326	32833																												
111.42	49872	11968	68638	32210																												
111.44	49802	12317	68114	32200																												
111.46	50451	11738	67480	32582																												
111.48	51265	12141	68257	32687																												
111.50	50002	11866	67097	32907																												
111.52	50031	11955	67951	33813																												
111.54	51001	12047	67350	33779																												
111.56	51029	12188	69041	33461																												
111.58	50730	11999	68139	34252																												
111.60	50366	12407	67467	33062																												
111.63	50829	12266	67392	33661																												
111.65	51273	12363	67826	33520																												
111.67	51620	12269	68345	33467																												
111.69	51315	12373	68099	34320																												
111.71	51268	11960	67817	33546																												
111.73	50351	12149	67969	33178																												
111.75	51439	12748	67942	34540																												
111.77	51065	12208	67647	34486																												
111.79	51891	11983	67687	34248																												
111.81	50728	12325	67776	34670																												
111.83	51171	12722	67847	34843																												
111.85	51977	12580	67901	35047																												
111.88	51066	12620	68594	35188																												
111.90	51631	12693	68456	34999																												
111.92	51647	12748	66954	35760																												
111.94	51730	12544	67385	35308																												
111.96	51848	12575	67467	35562																												
111.98	51884	12945	67486	36160																												
112.00	51837	12574	68159	35931																												
112.02	52576	13027	67399	35878																												
112.04	51321	12437	67799	36780																												
112.06	51802	12432	67971	36321																												
112.08	51941	12895	68356	37074																												
112.10	51606	12992	66884	36744																												
112.13	52323	12441	66453	36893																												
112.15	52690	12666	67044	36956																												
112.17	52515	12641	67497	37451																												
112.19	52294	13035	67550	37706																												
112.21	52682	13259	67945	37165																												
112.23	51878	12610	68733	37739																												
112.25	52328	13099	67995	37757																												
112.27	51981	13179	67284	37518																												
112.29	52580	13082	68122	38273																												
112.31	52939	13297	67816	38215																												
112.33	51051	13360	68311	38248																												
112.35	52437	13380	67735	38460																												
112.38	52918	12787	66768	38218																												
112.40	52278	12997	67326	38977																												
112.42	52514	13092	68138	39369																												
112.44	52680	12945	68646	38901																												
112.46	53009	13286	68546	39614																												
112.48	52793	12856	67744	39473																												
112.50	51664	13651	67681	39833																												
112.52	53005	13357	68096	39924																												
112.54	53128	13505	67870	40543																												
112.56	52749	13395	67133	41366																												
112.58	52198	13583	67706	41202																												
112.60	53191	13360	68668	41189																												
112.63	51929	13832	67599	41101																												
112.65	52579	13652	68257	41608																												
112.67	52547	13474	67290	41949																												
112.69	51935	13408	67740	41602																												
112.71	53137	13632	67508	43244																												
112.73	53113	13903	67311	43624																												
112.75	52326	13798	67863	42571																												
112.77	52889	13598	67635	42745																												
112.79	52799	13751	67650	43903																												
112.81	52758	13846	67394	43969																												
112.83	52703	14222	67335	43366																												
112.85	52353	14012	67853	44222																												
112.88	52644	14467	66775	43623																												
112.90	52542	14362	67256	45580																												
112.92	53207	14312	67273	44673																												
112.94	53095	14568	67507	45506																												
112.96	53042	14230	68986	45026																												
112.98	52900	14494	67286	45156																												
113.00	53067	14428	67521	45641																												
113.02	53275	14729	68004	46587																												
113.04	52426	14605	66707	45758																												
113.06	52209	14362	67945	46804																												
113.08	52819	14522	66857	47151																												
113.10	53184	15001	68203	48079																												
113.13	52973	14867	68554	48567																												
113.15	53240	14493	68169	48401																												
113.17	53145	14279	68105	48840																												
113.19	53089	14752	67491	49007																												
113.21	52853	14416	67090	49758																												
113.23	53483	15072	67928	49660																												
113.25	53704	15044	67680	50392																												
113.27	53173	14922	67364	51732																												
113.29	53804	15411	66880	50697																												
113.31	53155	15106	67491	50418																												
113.33	53345	14977	68031	51420																												
113.35	53955	15348	68070	52302																												
113.38	54319	14932	67874	52140																												
113.40	53608	15382	67795	52125																												
113.42	53311	15616	67541	52144																												
113.44	52907	15423	68085	52684																												
113.46	52873	15715	67615	53484																												
113.48	53196	15694	67605	53675																												
113.50	53215	15808	68060	53879																												
113.52	53585	15530	68017	53860																												
113.54	52674	15910	67041	54424																												
113.56	54051	16065	67728	55091																												
113.58	53323	15934	67976	54434																												
113.60	53314	16433	68160	54388																												
113.63	51768	16382	67017	54889																												
113.65	53609	15879	67344	54316																												
113.67	55227	16164	67649	55083																												
113.69	53308	15902	67413	54593																												
113.71	53539	16656	67629	55798																												
113.73	53662	16288	67797	55686																												
113.75	52326	16002	68045	54576																												
113.77	53912	16089	68056	56140																												
113.79	53762	16898	67388	56287																												
113.81	53452	16853	68733	56558																												
113.83	53160	16557	67696	56905																												
113.85	52708	16954	68177	56792																												
113.88	53468	16570	67216	56747																												
113.90	53299	16340	67715	56640																												
113.92	53297	16529	68488	57599																												
113.94	54003	16449	67934	57664																												
113.96	54394	16604	66815	57609																												
113.98	54229	16859	67279	57209																												
114.00	53916	17142	67915	57020																												
114.02	54121	16660	68082	57333																												
114.04	53563	16642	67345	57750																												
114.06	53564	16128	67620	57976																												
114.08	53921	16686	67934	56134																												
114.10	53442	16823	67773	58620																												
114.12	53687	16044	68335	57207																												
114.15	54107	16469	67164	58170																												
114.17	53732	16690	67885	57550																												
114.19	53138	16179	67981	58817																												
114.21	53507	16302	67425	57960																												
114.23	54369	16464	67753	57519																												
114.25	54214	16532	67167	58179																												
114.27	53747	16661	67263	56872																												
114.29	53239	16842	68499	58040																												
114.31	53610	16283	67607	57863																												
114.33	53792	16702	67494	57741																												
114.35	53444	17090	67183	57730																												
114.38	53728	16646	67657	56839																												
114.40	53288	16838	67744	57317																												
114.42	54089	16743	67108	58332																												
114.44	53051	16488	68188	56925																												
114.46	52459	16440	67793	57977																												
114.48	53914	16489	67595	57636																												
114.50	52974	16509	66950	57346																												
114.52	53853	16583	67395	57727																												
114.54	53633	16242	68031	56980																												
114.56	53296	16993	66630	56447																												
114.58	53152	16316	67720	57641																												
114.60	53695	16836	66990	56400																												
114.63	54841	16264	68097	56560																												
114.65	53086	16419	66943	56678																												
114.67	53374	16933	67526	57353																												
114.69	54288	16418	68144	56491																												
114.71	53873	16297	67599	56838																												
114.73	53118	16961	67378	56762																												
114.75	54219	16757	66514	56199																												
114.77	53585	17262	68021	56592																												
114.79	53802	16999	67805	57200																												
114.81	53842	16669	68039	56394																												
114.83	54026	16745	67241	56392																												
114.85	53436	17055	67435	57292																												
114.88	53598	17311	67835	54778																												
114.90	54519	17077	67920	55770																												
114.92	54542	17155	67749	55791																												
114.94	53491	17423	68274	55713																												
114.96	53796	17039	67526	56713																												
114.98	53443	17352	68807	55922																												
115.00	54129	17023	67077	55634																												
115.02	53922	16916	67268	55761																												
115.04	53688	16943	67064	56527																												
115.06	53223	16939	68043	56602																												
115.08	53529	17490	67519	55656																												
115.10	53597	17071	67222	55590																												
115.12	53399	17741	67260	56128																												
115.15	53785	17703	67294	55243																												
115.17	54499	17019	68234	55150																												
115.19	52895	17229	67174	55567																												
115.21	53956	17690	68663	56732																												
115.23	52462	17827	67342	55272																												
115.25	53750	17358	67316	55238																												
115.27	53584	17859	67571	55940																												
115.29	53394	17794	67654	56296																												
115.31	53478	18174	67525	55239																												
115.33	53373	17971	67222	54526																												
115.35	53397	18534	67380	55214																												
115.38	53515	18352	68617	56424																												
115.40	53720	17831	67854	55611																												
115.42	54061	18859	66756	54998																												
115.44	52908	18923	67137	54861																												
115.46	53594	18772	67621	56122																												
115.48	54259	18874	68128	56070																												
115.50	53692	18761	67385	55808																												
115.52	53224	18751	68104	55442																												
115.54	53954	19072	67149	54477																												
115.56	53250	19019	67331	55309																												
115.58	54089	19300	66984	54931																												
115.60	53491	19593	68418	54648																												
115.63	54102	19962	67833	54381																												
115.65	53913	19589	67202	54806																												
115.67	53819	19747	67259	54759																												
115.69	53681	20347	66913	54739																												
115.71	53499	19912	67361	54358																												
115.73	54546	20468	66689	54744																												
115.75	53236	20538	67721	54393																												
115.77	54358	20977	67364	54980																												
115.79	53111	20850	68363	53928																												
115.81	54301	20768	67024	53584																												
115.83	53322	20936	67591	55511																												
115.85	54328	21482	67934	53501																												
115.88	53190	21660	67068	55258																												
