time/h	150 nM B6	150 nM B6	150 nM B6	150 nM B6	75 nM B6	75 nM B6	75 nM B6	75 nM B6	38 nM B6	38 nM B6	38 nM B6	38 nM B6	19 nM B6	19 nM B6	19 nM B6	19 nM B6	9.4 nM B6	9.4 nM B6	9.4 nM B6	9.4 nM B6	4.7 nM B6	4.7 nM B6	4.7 nM B6	4.7 nM B6	2.3 nM B6	2.3 nM B6	2.3 nM B6	2.3 nM B6	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
27.562	9496.0	8926.0	11399	9497.0	9333.0	9459.0	9287.0	9761.0	37543	11557	31760	34153																				
27.584	9289.0	8773.0	10802	9880.0	9332.0	9511.0	9134.0	10069	36999	11230	31670	34531																				
27.604	9197.0	8986.0	11367	9553.0	9241.0	9216.0	9583.0	9610.0	37669	11357	31244	34021																				
27.625	9461.0	9286.0	11319	9510.0	9334.0	9907.0	9699.0	9716.0	37811	11318	31822	34810																				
27.646	9660.0	8807.0	11046	9738.0	9137.0	9699.0	9295.0	9954.0	37387	11674	31427	34472																				
27.666	9545.0	9169.0	11322	9262.0	9151.0	9412.0	9457.0	10013	38405	11320	31505	34449																				
27.687	9472.0	9426.0	11135	9423.0	9233.0	9341.0	9344.0	9634.0	37996	11613	30782	33864																				
27.709	9709.0	9370.0	11409	9795.0	9307.0	9346.0	9118.0	9693.0	38221	11185	31630	34329																				
27.729	9485.0	8924.0	10923	9294.0	9085.0	9668.0	9482.0	9922.0	37987	11580	31601	34730																				
27.750	9435.0	9193.0	11488	9580.0	9325.0	9664.0	9399.0	9948.0	37753	11560	31499	34982																				
27.771	9379.0	8897.0	11242	9828.0	9364.0	9282.0	9517.0	9618.0	38505	11670	31300	34207																				
27.791	9436.0	9240.0	11119	9449.0	9191.0	9569.0	9249.0	9530.0	38240	11510	31648	34793																				
27.812	9653.0	9312.0	10946	9618.0	9119.0	9527.0	9204.0	9635.0	38388	11754	31721	34589																				
27.834	9464.0	8938.0	11292	9398.0	9083.0	9141.0	9658.0	9584.0	38829	11566	31625	34432																				
27.854	9332.0	9277.0	11245	9497.0	9094.0	9687.0	9184.0	9941.0	37932	11640	31320	34620																				
27.875	9596.0	9302.0	11224	9557.0	9030.0	9861.0	9100.0	9945.0	37812	11954	31346	34594																				
27.896	9286.0	9216.0	10958	9196.0	8817.0	9534.0	9376.0	9782.0	37998	11814	31277	34982																				
27.916	9380.0	9250.0	11168	9511.0	9011.0	9270.0	9273.0	9653.0	38892	11560	31894	34584																				
27.938	9621.0	9253.0	11157	9876.0	9155.0	9605.0	9389.0	9704.0	38023	11984	31825	34848																				
27.959	9434.0	9118.0	11068	9534.0	8982.0	9443.0	9489.0	9580.0	37805	11787	31007	34440																				
27.979	9325.0	9142.0	11229	9752.0	9363.0	9720.0	9666.0	9782.0	38781	11913	31199	34780																				
28.000	9146.0	9321.0	10829	10004	9107.0	9314.0	9560.0	9223.0	38164	11909	31883	34927																				
28.021	9311.0	9186.0	11352	9515.0	9318.0	9408.0	9565.0	9498.0	38673	12078	31896	34253																				
28.041	9371.0	9481.0	11100	9608.0	9160.0	9606.0	9295.0	9543.0	38551	12097	31661	34554																				
28.062	9586.0	9187.0	11061	9432.0	8988.0	9586.0	9496.0	9780.0	38470	12193	30967	35105																				
28.084	9238.0	9132.0	11363	9789.0	9018.0	9423.0	9442.0	9659.0	38665	12219	31558	34499																				
28.104	9565.0	9180.0	11050	9448.0	9141.0	9410.0	9326.0	9503.0	38875	12469	32034	34494																				
28.125	9744.0	9144.0	11276	9613.0	9211.0	9249.0	9402.0	9628.0	38864	11871	32346	34236																				
28.146	9538.0	9105.0	11343	9842.0	9109.0	9984.0	9380.0	10071	37687	12145	31752	34867																				
28.166	9538.0	9245.0	11062	9662.0	9363.0	9637.0	9533.0	9836.0	38200	12019	31516	34913																				
28.187	9080.0	9167.0	11008	9605.0	9071.0	9420.0	9136.0	9747.0	38958	12092	31856	34256																				
28.209	9232.0	8962.0	11414	9672.0	8747.0	9844.0	9395.0	9748.0	38582	12277	31729	34771																				
28.229	9622.0	9122.0	10930	9402.0	8972.0	9738.0	9491.0	9663.0	39299	12113	32349	34746																				
28.250	9283.0	9285.0	11443	9617.0	9453.0	9565.0	9291.0	9628.0	38476	12070	31599	34676																				
28.271	9260.0	9471.0	11209	9438.0	9086.0	9712.0	9298.0	9684.0	38444	12633	31362	34530																				
28.291	9511.0	9202.0	10908	9389.0	9205.0	9867.0	9424.0	9585.0	39219	12576	31632	34837																				
28.312	9587.0	9051.0	11018	9825.0	9097.0	9602.0	9388.0	9685.0	38676	12468	31608	34584																				
28.334	9517.0	9261.0	11129	9564.0	9163.0	9204.0	9417.0	9676.0	38962	12407	31828	34386																				
28.354	9373.0	9206.0	11057	9829.0	9049.0	9598.0	9502.0	9477.0	38416	12415	31340	34532																				
28.375	9390.0	9178.0	11409	9814.0	9129.0	9532.0	9251.0	9652.0	38902	12244	31592	34490																				
28.396	9196.0	8819.0	11425	9645.0	9316.0	9552.0	9604.0	9898.0	38630	12636	31392	34597																				
28.416	9542.0	9122.0	10869	9652.0	8827.0	9349.0	9356.0	9864.0	38644	12574	31838	34650																				
28.437	9247.0	8987.0	11224	9666.0	9107.0	9473.0	9522.0	9679.0	38655	12907	31864	34978																				
28.459	9753.0	9205.0	11176	9422.0	9216.0	9306.0	9246.0	9739.0	38494	12762	31761	34756																				
28.479	9597.0	8886.0	11206	9479.0	9323.0	10134	9530.0	9529.0	38744	12457	31502	34648																				
28.500	9516.0	8998.0	10950	9611.0	8880.0	9698.0	9443.0	9740.0	38507	12817	31790	34817																				
28.521	9285.0	9087.0	11203	9565.0	8816.0	9650.0	9697.0	9875.0	38970	12656	31850	34714																				
28.541	9584.0	9299.0	11373	9689.0	9303.0	9561.0	9131.0	9615.0	38829	12729	31929	34537																				
28.563	9323.0	9419.0	11399	9799.0	9227.0	9134.0	9495.0	9549.0	39064	12948	32269	35108																				
28.584	9469.0	9443.0	11381	9359.0	9155.0	9763.0	9565.0	10011	38839	13088	31315	34758																				
28.604	9695.0	9393.0	10883	9374.0	9082.0	9575.0	9541.0	9436.0	38834	13217	32282	34527																				
28.625	9348.0	9418.0	11208	9741.0	8942.0	9726.0	9393.0	9902.0	39340	13371	31255	34955																				
28.646	9438.0	9204.0	11066	9731.0	9147.0	9675.0	9133.0	9561.0	38425	13555	31920	34947																				
28.666	9457.0	9141.0	10885	9554.0	9203.0	9652.0	9475.0	10006	37909	13424	32445	35613																				
28.687	9343.0	8876.0	10969	9410.0	9160.0	9415.0	9481.0	9590.0	38359	13863	32311	35110																				
28.709	9531.0	9132.0	11130	9466.0	8977.0	9409.0	8944.0	9702.0	38171	13918	31545	35025																				
28.729	9379.0	9036.0	10809	9530.0	9127.0	9784.0	9148.0	9839.0	38713	13532	31696	35054																				
28.750	9430.0	9231.0	11249	9686.0	9177.0	9667.0	9391.0	9746.0	38845	13788	31534	35193																				
28.771	9480.0	9267.0	11131	9595.0	9144.0	9642.0	9661.0	9838.0	38514	13674	31683	34565																				
