time/h	3 uM CTD	3 uM CTD	3 uM CTD	3 uM CTD	750 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
65.325	47563	46922	45935	46554	45132	45930	45999	47691	61864	64825	65369	64724	1.0248e+05	1.0505e+05	1.0762e+05	90797
65.361	47434	46563	46682	46821	45305	45915	47080	47505	62277	65269	64709	64373	1.0177e+05	1.0485e+05	1.0803e+05	90389
65.397	47964	46530	46072	46506	45254	45289	47175	47756	62337	64742	64835	65285	1.0138e+05	1.0413e+05	1.0882e+05	90633
65.433	47765	46828	46058	47123	44772	46122	47169	47031	61881	65246	64728	65392	1.0194e+05	1.0504e+05	1.0890e+05	92159
65.469	47178	46344	46685	46439	46186	45746	46704	47726	62635	65246	64445	64826	1.0178e+05	1.0506e+05	1.0792e+05	91294
65.506	47487	47156	46241	46385	45311	45406	46154	48401	62576	65056	65034	64579	1.0249e+05	1.0480e+05	1.0910e+05	90714
65.542	47749	47085	46083	47265	45652	44978	46684	47693	62492	65693	64676	65326	1.0176e+05	1.0456e+05	1.0859e+05	91161
65.578	47603	46435	46023	47254	46085	45356	46471	47899	61943	65621	65282	64271	1.0265e+05	1.0530e+05	1.0806e+05	90844
65.614	47967	47044	46136	47251	45683	45036	46286	48266	62705	64774	64697	64982	1.0240e+05	1.0475e+05	1.0941e+05	92617
65.650	47074	46774	46520	46531	45240	45116	46667	47974	61944	64863	64182	65176	1.0128e+05	1.0452e+05	1.0935e+05	91553
65.686	47915	46914	46321	46762	45472	45798	46007	47186	61873	64899	64177	64695	1.0223e+05	1.0387e+05	1.0925e+05	92054
65.722	48080	46983	46124	46982	45334	45676	46744	48088	61973	65460	65179	64052	1.0195e+05	1.0470e+05	1.0822e+05	92108
65.758	47306	46653	46261	46175	45159	45305	46606	47599	63319	64636	64549	65320	1.0195e+05	1.0462e+05	1.0955e+05	91559
65.794	47226	47085	46831	46224	45935	45253	46124	48030	63192	65787	64459	64110	1.0133e+05	1.0408e+05	1.0890e+05	90840
65.831	47539	47165	46539	46097	45905	45604	46707	48127	62703	64941	64878	64708	1.0237e+05	1.0441e+05	1.0974e+05	91337
65.867	47926	47066	46413	46851	45387	45374	46501	47951	62305	64921	65338	64884	1.0151e+05	1.0528e+05	1.0834e+05	90416
65.903	47815	46889	46263	46985	45557	46102	46967	47879	62184	64924	63907	64893	1.0072e+05	1.0456e+05	1.0918e+05	92075
65.939	47269	47004	45933	46853	46017	45807	47204	48095	62909	64273	64811	65588	1.0123e+05	1.0484e+05	1.0906e+05	91804
65.975	47075	46886	46169	46835	46162	45804	46956	47368	61783	65152	64838	65632	1.0247e+05	1.0419e+05	1.0875e+05	92025
66.011	47444	46998	46628	46760	46059	45830	46678	48356	62719	64374	65282	64071	1.0255e+05	1.0473e+05	1.0774e+05	92205
66.047	47416	46379	46405	46916	45609	45614	46774	47720	61548	65157	64805	65050	1.0244e+05	1.0554e+05	1.0866e+05	91216
66.083	47745	46463	46417	46436	45955	46118	46687	47942	62466	65242	65020	65460	1.0250e+05	1.0479e+05	1.0892e+05	91910
66.119	46946	46254	46565	47069	46113	45495	46142	48335	62232	65097	64519	65321	1.0294e+05	1.0547e+05	1.0923e+05	91189
66.156	47725	47107	46106	46788	45668	45780	46619	47637	62816	66037	64280	65087	1.0248e+05	1.0477e+05	1.0916e+05	91014
66.192	47458	46903	46324	46472	45486	45661	47013	48031	62307	64448	63758	65153	1.0185e+05	1.0566e+05	1.0835e+05	91690
66.228	47149	46347	45801	46626	45889	46144	47279	47933	62838	65291	64960	65138	1.0248e+05	1.0527e+05	1.0882e+05	91638
66.264	48064	46910	46211	47642	45150	45483	46840	47454	61453	64959	64776	64592	1.0229e+05	1.0531e+05	1.0926e+05	92027
66.300	47491	46571	46025	46396	46377	45346	46792	48405	62473	64879	65549	64735	1.0132e+05	1.0394e+05	1.0943e+05	90086
66.336	47570	46785	46622	46209	45756	45441	46888	48316	62035	65473	64838	64584	1.0180e+05	1.0525e+05	1.0889e+05	90807
66.372	47530	46944	46581	46516	45031	45550	47377	48217	62037	65676	64412	64647	1.0237e+05	1.0481e+05	1.0814e+05	91316
66.408	47325	47407	46183	46263	45252	45558	47308	47517	62260	64584	64582	64783	1.0133e+05	1.0472e+05	1.0925e+05	90964
66.444	47692	46598	46147	46508	45534	45726	47127	47668	61823	64856	64971	65591	1.0165e+05	1.0470e+05	1.0832e+05	91915
66.481	47928	47401	46353	46915	45755	45506	46654	48495	61584	65217	64466	65064	1.0124e+05	1.0458e+05	1.0886e+05	91110
66.517	48085	46704	46095	47063	45077	45215	46376	47816	61920	65154	64782	65750	1.0228e+05	1.0547e+05	1.0838e+05	91221
66.553	48314	46392	46233	46696	45686	45309	46494	48631	62376	64201	64429	65105	1.0189e+05	1.0404e+05	1.0877e+05	91737
66.589	47498	46551	46145	46051	45930	46265	47234	48101	61989	65284	65389	65356	1.0220e+05	1.0450e+05	1.0854e+05	90939
66.625	47738	47032	46154	46677	45564	45588	47168	48113	62050	65606	65469	65640	1.0169e+05	1.0536e+05	1.0910e+05	90312
66.661	47602	46032	46639	46517	45226	45775	46486	48016	62072	64515	64850	65023	1.0079e+05	1.0523e+05	1.0809e+05	90678
66.697	47421	46670	46490	46519	45288	45337	46763	48183	62691	64311	65551	64697	1.0239e+05	1.0569e+05	1.0816e+05	90412
66.733	47608	47127	45912	46150	45675	46128	47501	47750	62233	65280	64768	65523	1.0228e+05	1.0468e+05	1.0879e+05	90517
66.769	47638	46634	45800	46672	46076	44762	46729	48382	62602	63961	64533	65373	1.0268e+05	1.0439e+05	1.0882e+05	91044
66.806	47939	46933	46023	46225	45535	45727	46545	47821	62759	64759	64196	65339	1.0225e+05	1.0523e+05	1.0871e+05	91534
66.842	48133	46624	46575	46581	46352	45624	47291	48354	61152	64538	64675	65440	1.0095e+05	1.0514e+05	1.0850e+05	91200
66.878	47360	46191	46188	46029	45758	45500	46528	47856	62639	64798	64305	65284	1.0231e+05	1.0446e+05	1.0923e+05	90534
66.914	47413	46695	46150	46315	45572	45971	47041	47685	62102	64788	64845	65347	1.0221e+05	1.0444e+05	1.0819e+05	91168
66.950	47619	46657	46331	45971	46443	45891	47133	48024	62085	64878	64651	65302	1.0268e+05	1.0496e+05	1.0802e+05	92222
66.986	47049	46749	46042	46729	45574	45983	46435	48025	63281	64908	65589	64724	1.0248e+05	1.0506e+05	1.0857e+05	90614
67.022	47304	46914	45941	46291	45757	45876	46811	47931	62959	64840	65552	64612	1.0311e+05	1.0545e+05	1.0866e+05	92202
67.058	47574	46782	46572	46143	45983	45616	47300	47750	62602	65399	64836	65538	1.0210e+05	1.0531e+05	1.0901e+05	91655
67.094	47763	46785	46265	45484	45813	45515	47226	48225	62592	65006	65184	65303	1.0211e+05	1.0486e+05	1.0840e+05	90712
67.131	47391	46610	46095	46598	45573	45804	47078	47828	62992	65228	64211	66072	1.0141e+05	1.0509e+05	1.0890e+05	91470
67.167	47647	47238	46061	46654	45752	45754	46274	47773	62077	64674	64571	64852	1.0196e+05	1.0509e+05	1.0907e+05	91738
67.203	47388	46154	46304	45935	46350	46181	47073	48046	61638	64962	65415	64844	1.0289e+05	1.0588e+05	1.0899e+05	91316
67.239	47857	46979	46292	46349	45284	45267	46561	47503	62025	65451	64952	65031	1.0213e+05	1.0523e+05	1.0903e+05	91021
67.275	47265	47045	46924	46376	45855	45762	47379	48391	62183	65515	64970	64739	1.0218e+05	1.0498e+05	1.0872e+05	90234
67.311	47061	46178	46432	45829	45899	45849	46433	47960	62343	65279	65626	65201	1.0184e+05	1.0450e+05	1.0901e+05	90091
67.347	47844	46796	46638	46005	45888	45875	47148	48145	62964	65032	65793	65259	1.0203e+05	1.0627e+05	1.0986e+05	90707
67.383	47753	46836	46176	46153	45249	45069	46633	47976	62255	65284	63978	64876	1.0177e+05	1.0506e+05	1.0942e+05	91045
67.419	47835	46248	46339	46362	45353	45388	46804	48431	62483	65120	65393	65836	1.0290e+05	1.0483e+05	1.0824e+05	91049
67.456	46572	47081	46828	45338	46581	45567	46725	47403	62335	64976	65135	64617	1.0302e+05	1.0586e+05	1.0900e+05	91336
67.492	47868	46635	46294	46283	45977	46030	46043	47702	62050	65011	64919	65764	1.0286e+05	1.0568e+05	1.0851e+05	90743
67.528	47841	46044	46508	45860	45690	45198	46443	47672	62439	65871	65489	64824	1.0200e+05	1.0462e+05	1.0867e+05	91019
67.564	47242	46993	46920	45894	46236	45511	47022	47833	62045	65588	65367	65587	1.0159e+05	1.0533e+05	1.0937e+05	90616
67.600	47753	46809	46605	46234	45465	46099	46507	47535	62119	65229	65119	64849	1.0194e+05	1.0489e+05	1.0905e+05	90975
67.636	47523	46756	46076	45807	46040	45482	47062	48269	62896	65218	65449	65102	1.0186e+05	1.0505e+05	1.0916e+05	91004
67.672	47289	46405	46798	45364	45410	45690	46453	48266	62341	65914	64589	64899	1.0180e+05	1.0465e+05	1.0867e+05	90975
67.708	47199	46737	45609	45548	45778	44863	46792	47968	62403	65415	65116	64699	1.0147e+05	1.0479e+05	1.0904e+05	90677
67.744	46797	46700	46026	46169	46029	45226	46922	48257	62288	65560	65165	64412	1.0203e+05	1.0504e+05	1.0881e+05	91377
67.781	47876	47126	46002	45891	46162	46461	46703	48171	62293	65736	64536	65102	1.0244e+05	1.0573e+05	1.0826e+05	91125
67.817	46928	47059	46614	45473	45299	46068	45927	47926	62320	65385	64944	65800	1.0194e+05	1.0494e+05	1.0747e+05	90813
67.853	47769	46721	46786	45822	46159	45804	46783	47586	62244	65311	65211	65176	1.0151e+05	1.0456e+05	1.0905e+05	91213
67.889	47655	46660	46341	46293	46097	45991	46411	48288	61906	64702	65245	65292	1.0187e+05	1.0481e+05	1.0885e+05	91113
67.925	47817	46567	45770	45416	45742	45810	46413	47746	61723	64845	65103	65000	1.0165e+05	1.0544e+05	1.0848e+05	91344
67.961	47112	46755	46306	45711	45670	45962	46619	47889	61897	65114	65311	64799	1.0355e+05	1.0524e+05	1.0862e+05	89904
67.997	47328	46617	45529	46084	45634	46166	46600	48121	62321	65737	65026	64902	1.0164e+05	1.0514e+05	1.0854e+05	90763
68.033	47757	46176	46567	45552	45731	45649	46954	47961	61785	65817	65028	64598	1.0222e+05	1.0688e+05	1.0827e+05	89783
68.069	47446	46247	46176	45766	45535	45131	47736	48163	62552	65047	64269	64849	1.0204e+05	1.0513e+05	1.0906e+05	90853
68.106	47568	46680	45856	45995	46081	45160	47110	48131	62214	65968	64315	64957	1.0070e+05	1.0489e+05	1.0847e+05	90693
68.142	47622	46729	46865	45847	46070	45921	46528	47504	62206	65079	64529	65321	1.0246e+05	1.0484e+05	1.0921e+05	90643
68.178	47297	46713	45864	45437	46049	46479	46971	47860	61843	65512	64706	65514	1.0195e+05	1.0519e+05	1.0796e+05	89850
68.214	47425	46812	46792	46095	45581	45918	46581	48029	61679	64493	64205	66326	1.0126e+05	1.0490e+05	1.0957e+05	90564
68.250	47858	47011	46147	45880	45434	45626	46617	47973	62332	65071	65352	64982	1.0192e+05	1.0538e+05	1.0891e+05	89930
68.286	47484	46537	46228	45646	45686	45401	46348	47507	62063	65116	65142	64626	1.0128e+05	1.0556e+05	1.0831e+05	91388
68.322	47602	46518	46247	45839	46283	45979	46829	47678	62813	65301	64681	66022	1.0225e+05	1.0467e+05	1.0881e+05	90810
68.358	47393	46660	45540	46301	46229	46204	46985	47786	62473	65429	64852	65453	1.0183e+05	1.0544e+05	1.0784e+05	90549
68.394	47070	47138	46083	45115	45255	46286	47084	47819	62042	66224	65078	65114	1.0209e+05	1.0403e+05	1.0826e+05	90291
68.431	47898	46143	46076	45464	45735	45641	46788	47780	62568	65469	65021	64894	1.0254e+05	1.0484e+05	1.0869e+05	91104
68.467	47299	46270	46333	46245	45966	46303	46593	48006	62957	65604	64757	64817	1.0169e+05	1.0513e+05	1.0918e+05	91002
68.503	48131	46499	46255	45936	45666	45448	46971	47951	61859	65303	65575	64915	1.0166e+05	1.0493e+05	1.0818e+05	90241
68.539	47528	46976	46474	45479	45465	46070	46273	48080	62557	65509	64522	64493	1.0232e+05	1.0647e+05	1.0927e+05	90732
68.575	47513	46558	45738	45517	45814	45101	45855	48392	63183	65347	64539	64710	1.0194e+05	1.0538e+05	1.0849e+05	90971
68.611	46837	46618	45986	46097	45851	45706	46570	47545	61954	66502	64978	63984	1.0173e+05	1.0492e+05	1.0926e+05	90692
68.647	47154	46565	46243	45718	46000	45707	46830	47866	62198	64893	64308	64244	1.0224e+05	1.0493e+05	1.0860e+05	90051
68.683	47771	46583	46269	45681	45427	45844	46529	48021	62792	64878	64707	64497	1.0325e+05	1.0622e+05	1.0822e+05	89759
68.719	47415	46956	46259	46154	45253	46242	46514	48222	62292	65214	65247	64615	1.0144e+05	1.0538e+05	1.0873e+05	91323
68.756	47847	46394	46136	45745	46289	46356	46692	47712	62476	65733	65544	65128	1.0142e+05	1.0521e+05	1.0878e+05	90292
68.792	47633	47013	46060	46250	45688	46248	47297	48093	62716	64896	64015	65445	1.0201e+05	1.0573e+05	1.0905e+05	90364
68.828	47996	46426	46314	46059	45877	45896	46513	47667	62521	64703	64999	64555	1.0153e+05	1.0604e+05	1.0901e+05	90412
68.864	46443	46628	46247	45624	45900	45257	46302	47637	62334	65549	64388	65011	1.0227e+05	1.0536e+05	1.0817e+05	91126
68.900	48135	46733	46250	45809	45570	46498	47431	48167	62275	64898	65560	65850	1.0212e+05	1.0577e+05	1.0890e+05	90428
68.936	47676	47173	45877	46427	46023	45367	46956	48032	62226	66144	65018	64452	1.0267e+05	1.0570e+05	1.0714e+05	90982
68.972	47134	46530	46250	46314	45407	45432	46964	47873	63078	65306	65585	64658	1.0248e+05	1.0388e+05	1.0826e+05	90717
69.008	47496	46351	46371	46529	45644	45398	46164	48166	62566	65314	64680	65069	1.0203e+05	1.0554e+05	1.0858e+05	89620
69.044	47567	46851	46257	45593	45498	45668	46708	47671	62172	65384	64344	65763	1.0308e+05	1.0538e+05	1.0962e+05	89837
69.081	47875	46793	45792	45669	45981	46005	47194	48294	62003	64121	65606	65488	1.0263e+05	1.0517e+05	1.0900e+05	91336
69.117	47355	46688	46158	45774	46141	45463	46639	47961	62519	65652	64754	64962	1.0229e+05	1.0465e+05	1.0926e+05	90880
69.153	47737	46699	46095	46207	46483	45903	46505	47954	62577	66277	64980	65214	1.0103e+05	1.0532e+05	1.0839e+05	90778
69.189	47587	47218	46374	45910	45810	45415	46306	47837	62795	65141	65174	64909	1.0224e+05	1.0549e+05	1.0888e+05	90615
69.225	47991	46758	46213	45850	45694	46545	46581	48804	62091	65712	65239	64942	1.0188e+05	1.0424e+05	1.0822e+05	90730
69.261	47702	46321	46237	46096	45617	45934	46599	48547	61997	66098	64615	65695	1.0184e+05	1.0510e+05	1.0927e+05	90941
69.297	47333	46503	46741	45900	45460	45770	46692	48398	63051	65584	65473	64960	1.0166e+05	1.0474e+05	1.0887e+05	90297
69.333	47930	47145	46602	46342	46268	46318	46450	48561	62391	64692	64938	65198	1.0047e+05	1.0459e+05	1.0844e+05	90966
69.369	47102	45994	46856	46050	45785	46126	46255	47726	62042	64668	64940	65434	1.0161e+05	1.0529e+05	1.0829e+05	91062
69.406	47110	46384	46446	45605	45842	45365	46951	48175	62641	65082	65415	64777	1.0265e+05	1.0524e+05	1.0948e+05	91736
69.442	47643	46248	46222	45161	45129	45516	46599	47610	62387	65375	65114	64953	1.0167e+05	1.0458e+05	1.0853e+05	89791
69.478	47322	45550	45674	45968	45470	45597	47106	48046	62772	65805	65388	65157	1.0191e+05	1.0501e+05	1.0846e+05	90069
69.514	47957	47031	46597	44981	45600	45584	46553	47857	62255	65220	64728	65056	1.0207e+05	1.0465e+05	1.0886e+05	90939
69.550	47629	46162	46458	44892	45642	46138	46599	48787	62439	65544	65294	64946	1.0141e+05	1.0511e+05	1.0916e+05	90138
69.586	47715	46660	46342	45961	46001	45719	46886	47433	62094	65147	64407	65024	1.0160e+05	1.0483e+05	1.0887e+05	89651
69.622	47318	46433	46799	46388	45796	45488	46543	48477	61772	65587	65201	64676	1.0232e+05	1.0530e+05	1.0879e+05	90278
69.658	47430	46677	47105	45786	45879	45373	46819	47883	62023	64908	64836	65769	1.0146e+05	1.0544e+05	1.0780e+05	90659
69.694	47362	45766	46148	46416	45312	45958	47154	47833	62590	64944	65331	65916	1.0098e+05	1.0512e+05	1.0825e+05	90476
69.731	47880	46867	45884	46128	45952	46092	46052	48764	62610	65076	65106	65005	1.0266e+05	1.0429e+05	1.0855e+05	90527
69.767	47424	46200	46869	45684	45147	45758	47239	47875	62705	64907	64978	64788	1.0197e+05	1.0633e+05	1.0830e+05	90727
69.803	47546	46925	46706	45970	45607	46080	46658	47967	63321	65490	64480	65486	1.0185e+05	1.0491e+05	1.0877e+05	90686
69.839	47479	46243	46187	45670	46234	45300	46706	48410	62732	64690	65088	65315	1.0252e+05	1.0562e+05	1.0848e+05	90169
69.875	47728	46924	45816	45633	45958	45375	47349	48038	62226	65211	65729	65106	1.0107e+05	1.0534e+05	1.0863e+05	91353
69.911	47747	46752	46766	45496	46127	45563	46755	47404	62234	66054	64341	65133	1.0176e+05	1.0498e+05	1.0827e+05	90008
69.947	47102	47100	45829	45798	46238	45602	47150	48182	62637	65538	64398	65013	1.0079e+05	1.0581e+05	1.0835e+05	90193
69.983	47522	46885	46622	45882	45867	46369	46811	47436	63153	65506	65008	65036	1.0177e+05	1.0553e+05	1.0819e+05	90419
70.019	47576	46575	46446	45931	46233	46059	46781	48511	62615	65854	65322	65452	1.0170e+05	1.0432e+05	1.0828e+05	90185
70.056	47498	46416	46556	45889	45697	45790	46607	47950	62792	65632	65403	64987	1.0126e+05	1.0551e+05	1.0861e+05	89788
70.092	46522	45980	46494	46223	46004	45971	46592	48437	62326	65468	65262	64955	1.0130e+05	1.0661e+05	1.0702e+05	89882
70.128	48108	46842	46904	46208	45474	46349	46886	48137	63157	65660	64788	65568	1.0221e+05	1.0537e+05	1.0931e+05	89620
70.164	47866	46007	46423	45607	45438	45344	46952	48280	62448	66456	65254	65556	1.0147e+05	1.0492e+05	1.0799e+05	90744
70.200	47655	46804	46265	45823	46397	45858	46837	47509	62289	65312	65173	64655	1.0149e+05	1.0534e+05	1.0952e+05	89867
70.236	48117	46865	46501	45798	45079	45844	46306	48177	62458	65105	65190	64902	1.0277e+05	1.0626e+05	1.0761e+05	91035
70.272	47401	46523	46668	45786	45728	45947	46070	47871	62525	65398	65883	65037	1.0176e+05	1.0503e+05	1.0805e+05	90124
70.308	47124	46811	46740	45375	45679	45892	46660	48390	62891	65500	64338	64842	1.0248e+05	1.0553e+05	1.0812e+05	90250
70.344	47681	47141	45924	45981	45918	45125	46597	47714	62346	65256	66086	65440	1.0206e+05	1.0566e+05	1.0847e+05	90406
70.381	47514	46915	46090	45793	45889	45945	47260	48303	62895	65531	65106	64903	1.0208e+05	1.0612e+05	1.0901e+05	89994
70.417	47599	46977	45991	45890	46273	45693	47506	47650	63282	65096	64873	64996	1.0201e+05	1.0579e+05	1.0871e+05	89842
70.453	47791	47076	46242	45930	46119	45750	46621	47751	62724	66229	64303	64843	1.0196e+05	1.0616e+05	1.0857e+05	90774
70.489	47477	47593	46248	45562	46185	45220	46784	48340	62525	65029	64554	65354	1.0210e+05	1.0579e+05	1.0815e+05	89365
70.525	48153	46342	46257	46216	44994	45864	47371	48218	62089	64806	65120	65205	1.0205e+05	1.0554e+05	1.0833e+05	89575
70.561	47137	46766	46432	46362	45960	45906	47267	48753	63491	65204	64926	64801	1.0159e+05	1.0519e+05	1.0836e+05	89993
70.597	46978	46046	46411	45458	46373	46295	46802	48333	62780	66068	64986	65928	1.0319e+05	1.0533e+05	1.0795e+05	90476
70.633	48015	46607	45902	45964	45467	45997	46994	47676	63016	64937	65105	65369	1.0139e+05	1.0645e+05	1.0755e+05	89636
70.669	47592	46995	46539	45980	46200	45634	46924	47483	62362	65390	64705	64992	1.0197e+05	1.0424e+05	1.0839e+05	90919
70.706	47327	46625	46174	45662	45791	45517	46923	47499	62857	65138	65587	65161	1.0142e+05	1.0455e+05	1.0850e+05	89311
70.742	47396	47107	46601	46012	45766	45720	47204	47183	62614	65176	65168	64999	1.0230e+05	1.0519e+05	1.0760e+05	89966
70.778	47700	46125	46504	46029	45752	45700	46562	47889	62373	65483	65390	65374	1.0251e+05	1.0541e+05	1.0795e+05	89579
70.814	47370	47025	46488	45369	45847	45706	46688	47626	61957	65932	64668	65429	1.0186e+05	1.0541e+05	1.0856e+05	90210
70.850	47799	46518	45965	45196	46391	45540	47213	47931	62611	64765	65259	65964	1.0270e+05	1.0625e+05	1.0884e+05	90655
70.886	47765	46549	46048	45884	45404	46017	46644	48151	62190	65335	65256	65239	1.0153e+05	1.0429e+05	1.0790e+05	90545
70.922	47179	46489	46572	45149	46227	45777	46865	48486	63157	65159	64946	65498	1.0196e+05	1.0488e+05	1.0854e+05	89614
70.958	47272	46591	47031	45773	45570	46167	46501	48277	62713	65200	65057	65295	1.0150e+05	1.0645e+05	1.0702e+05	90251
70.994	46494	46393	45945	45974	46124	46100	47011	47812	62902	65811	65506	65653	1.0195e+05	1.0682e+05	1.0825e+05	89611
71.031	47630	47041	46409	45208	45244	45340	46515	48082	63486	65119	65221	65184	1.0306e+05	1.0597e+05	1.0797e+05	90042
71.067	47728	46675	46307	46453	46513	45540	47604	48187	62564	66212	64771	64790	1.0196e+05	1.0482e+05	1.0821e+05	89594
71.103	47348	47034	46576	46639	46314	46315	46313	48133	62218	65887	64699	64846	1.0230e+05	1.0495e+05	1.0805e+05	90599
71.139	47518	46109	46935	45438	45651	46138	46590	47669	62358	65403	65051	65967	1.0216e+05	1.0544e+05	1.0818e+05	91537
71.175	46864	46864	46073	46073	45832	44997	46636	47901	63293	65184	64937	64788	1.0292e+05	1.0500e+05	1.0815e+05	89323
71.211	47540	46912	45880	46027	45566	46314	46691	48145	62939	65233	65162	65283	1.0143e+05	1.0638e+05	1.0822e+05	88880
71.247	48059	46750	46599	45953	46156	46286	46060	47374	62715	65176	65432	65456	1.0199e+05	1.0625e+05	1.0812e+05	89491
71.283	47445	46545	45941	45884	45562	45723	46970	47339	62505	64995	65679	65348	1.0265e+05	1.0498e+05	1.0802e+05	89503
71.319	47767	47190	46215	45268	45441	46319	46150	48026	63250	65177	64857	65703	1.0247e+05	1.0436e+05	1.0820e+05	90092
71.356	46910	47124	45852	45381	46207	46023	46021	47020	62806	65298	64563	64928	1.0140e+05	1.0584e+05	1.0813e+05	89539
71.392	47886	46782	45751	45323	46193	46311	46891	48454	62367	65517	65086	65204	1.0245e+05	1.0644e+05	1.0856e+05	90093
71.428	47806	46558	45795	45986	45834	45692	47279	47921	62763	65921	64752	65760	1.0200e+05	1.0589e+05	1.0872e+05	90016
71.464	47356	46709	45432	45768	45895	45310	47089	48030	62296	65102	64969	64936	1.0086e+05	1.0618e+05	1.0828e+05	89445
71.500	46892	47179	46211	45683	45651	45286	46547	48062	63017	66055	65065	65141	1.0186e+05	1.0545e+05	1.0826e+05	89189
71.536	47653	45986	46277	45742	45442	45883	47378	47967	62640	65690	64483	65682	1.0214e+05	1.0485e+05	1.0736e+05	89436
